,회사명,거래소코드,회계년도,매출원가감소율
14705,한양이엔지,45100,2011-12,-1.098901099
14714,한온시스템,18880,2011-12,3.571428571
14723,한올바이오파마,9420,2011-12,4.081632653
14732,한일네트웍스,46110,2011-12,-3.191489362
14741,한일단조공업,24740,2011-12,4.545454545
14750,한일사료,5860,2011-12,0
14759,한일시멘트,300720,2018-12,0
14761,한일철강,2220,2011-12,0
14770,한일현대시멘트,6390,2011-12,-13.33333333
14779,한일홀딩스,3300,2011-12,0
14788,한일화학공업,7770,2011-12,0
14797,한전산업개발,130660,2011-12,1.162790698
14806,한전케이피에스,51600,2011-12,0
14815,한창산업,79170,2011-12,0
14824,한화솔루션,9830,2011-12,7.228915663
14833,한화시스템,272210,2019-12,0
14834,한화에어로스페이스,12450,2011-12,1.219512195
14843,해성디에스,195870,2016-12,0
14847,해성산업,34810,2011-12,0
14856,해성옵틱스,76610,2013-12,0
14863,해태제과식품,101530,2016-12,0
14867,핸즈코퍼레이션,143210,2016-12,0
14871,헝셩그룹유한회사,900270,2015-12,0
14876,현대건설,720,2011-12,2.222222222
14885,현대건설기계,267270,2017-12,0
14888,현대글로비스,86280,2011-12,1.086956522
14897,현대두산인프라코어,42670,2011-12,2.564102564
14906,현대로템,64350,2013-12,0
14913,현대모비스,12330,2011-12,2.352941176
14922,현대무벡스,319400,2019-12,0
14923,현대바이오사이언스,48410,2011-12,3.658536585
14932,현대비앤지스틸,4560,2011-12,1.075268817
14941,현대약품,4310,2011-11,0
14950,현대에너지솔루션,322000,2019-12,0
14951,현대에이치티,39010,2011-12,1.111111111
14960,현대엘리베이터,17800,2011-12,3.333333333
14969,현대오토에버,307950,2019-12,0
14970,현대위아,11210,2011-12,0
14979,현대일렉트릭앤에너지시스템,267260,2017-12,0
14982,현대자동차,5380,2011-12,-1.315789474
14991,현대제철,4020,2011-12,3.409090909
15000,현대코퍼레이션,11760,2011-12,0
15009,현대코퍼레이션홀딩스,227840,2015-12,0
15014,현우산업,92300,2011-12,0
15023,호전실업,111110,2017-12,0
15026,화성밸브,39610,2011-03,0
15035,화성산업,2460,2011-12,-2.06185567
15044,화일약품,61250,2011-12,0
15053,화천기계,10660,2011-12,0
15062,화천기공,850,2011-12,-1.219512195
15071,환인제약,16580,2011-12,0
15080,효성아이티엑스,94280,2011-12,1.086956522
15089,효성오앤비,97870,2011-06,0
15098,효성중공업,298040,2018-12,0
15100,효성첨단소재,298050,2018-12,0
15102,효성티앤씨,298020,2018-12,0
15104,효성화학,298000,2018-12,0
15106,휴림네트웍스,192410,2014-12,0
15112,휴림로봇,90710,2011-12,-2.666666667
15121,휴마시스,205470,2014-12,0
15127,휴젤,145020,2015-12,0
15132,흥구석유,24060,2011-12,0
15141,흥아해운,3280,2011-12,8.24742268
