,회사명,거래소코드,회계년도,매출원가감소율,채울열
7,광림,14200,18-Dec,-7.777777778,89.65
8,광림,14200,19-Dec,3.225806452,89.98
0,광명전기,17040,11-Dec,1.136363636,79.665
1,광명전기,17040,12-Dec,0,81.545
2,광명전기,17040,13-Dec,-4.761904762,81.135
3,광명전기,17040,14-Dec,1.176470588,81.835
4,광명전기,17040,15-Dec,0,82.075
5,광명전기,17040,16-Dec,5.555555556,81.51
6,광명전기,17040,17-Dec,1.098901099,83.595
7,광명전기,17040,18-Dec,0,84.085
8,광명전기,17040,19-Dec,-2.247191011,86.18
0,광무,29480,11-Dec,6.097560976,78.63
1,광무,29480,12-Dec,0,79.75
2,광무,29480,13-Dec,25.45454545,81.65
3,광무,29480,14-Dec,,81.58
4,광무,29480,15-Dec,,81.36
5,광무,29480,16-Dec,,82.3
6,광무,29480,17-Dec,,81.2
7,광무,29480,18-Dec,,81.97
8,광무,29480,19-Dec,-28.33333333,81.8
0,광신세계,37710,11-Dec,,45.165
1,광신세계,37710,12-Dec,,41.78
2,광신세계,37710,13-Dec,,38.49
3,광신세계,37710,14-Dec,,44.815
4,광신세계,37710,15-Dec,,44.245
5,광신세계,37710,16-Dec,,46.28
6,광신세계,37710,17-Dec,,49.505
7,광신세계,37710,18-Dec,,47.625
8,광신세계,37710,19-Dec,,44.52
0,광전자,17900,11-Dec,6.593406593,78.63
1,광전자,17900,12-Dec,2.150537634,79.75
2,광전자,17900,13-Dec,-1.086956522,81.65
3,광전자,17900,14-Dec,6.12244898,81.58
4,광전자,17900,15-Dec,-3.157894737,81.36
5,광전자,17900,16-Dec,-5.555555556,82.3
6,광전자,17900,17-Dec,-7.142857143,81.2
7,광전자,17900,18-Dec,3.448275862,81.97
8,광전자,17900,19-Dec,1.136363636,81.8
0,광진실업,26910,11-Dec,,90.89
1,광진실업,26910,12-Dec,,91.46
2,광진실업,26910,13-Dec,,91.98
3,광진실업,26910,14-Dec,,91.175
4,광진실업,26910,15-Dec,,90.055
5,광진실업,26910,16-Dec,,89.125
6,광진실업,26910,17-Dec,,90.23
7,광진실업,26910,18-Dec,,91.965
8,광진실업,26910,19-Dec,,92.405
0,구영테크,53270,11-Dec,2.272727273,86.155
1,구영테크,53270,12-Dec,-2.325581395,87.3
2,구영테크,53270,13-Dec,1.149425287,87.315
3,구영테크,53270,14-Dec,0,87.805
4,구영테크,53270,15-Dec,-2.352941176,86.72
5,구영테크,53270,16-Dec,0,87.335
6,구영테크,53270,17-Dec,0,88.505
7,구영테크,53270,18-Dec,4.494382022,89.65
8,구영테크,53270,19-Dec,1.111111111,89.98
0,국도화학,7690,11-Dec,2.197802198,77.91
1,국도화학,7690,12-Dec,-1.111111111,80.41
2,국도화학,7690,13-Dec,0,80.36
3,국도화학,7690,14-Dec,1.098901099,79.71
4,국도화학,7690,15-Dec,-5.813953488,77.5
5,국도화학,7690,16-Dec,3.370786517,77.25
6,국도화학,7690,17-Dec,-1.136363636,78.45
7,국도화학,7690,18-Dec,1.123595506,81.48
8,국도화학,7690,19-Dec,0,79.49
0,국동,5320,11-Dec,1.149425287,80.81
1,국동,5320,12-Dec,-6.097560976,81.77
2,국동,5320,13-Dec,2.380952381,80.31
3,국동,5320,14-Dec,-2.43902439,80.28
4,국동,5320,15-Dec,1.204819277,81.66
5,국동,5320,16-Dec,-2.469135802,82.9
6,국동,5320,17-Dec,4.705882353,82.45
7,국동,5320,18-Dec,-2.409638554,83.32
8,국동,5320,19-Dec,2.352941176,83.47
0,국보,1140,11-Dec,2.150537634,91.1
1,국보,1140,12-Dec,-1.086956522,91.44
2,국보,1140,13-Dec,0,92.89
3,국보,1140,14-Dec,2.127659574,91.51
4,국보,1140,15-Dec,0,90.67
5,국보,1140,16-Dec,-3.296703297,90.72
6,국보,1140,17-Dec,1.086956522,92.38
7,국보,1140,18-Dec,3.157894737,92.23
8,국보,1140,19-Dec,-18.75,91.62
0,국보디자인,66620,11-Dec,0,73.195
1,국보디자인,66620,12-Dec,0,76.1
2,국보디자인,66620,13-Dec,3.448275862,73.785
3,국보디자인,66620,14-Dec,-2.352941176,82.65
4,국보디자인,66620,15-Dec,2.298850575,89.585
5,국보디자인,66620,16-Dec,1.136363636,84.625
6,국보디자인,66620,17-Dec,-6.024096386,79.27
7,국보디자인,66620,18-Dec,2.352941176,75.61
8,국보디자인,66620,19-Dec,3.409090909,74.45
0,국순당,43650,11-Dec,14.03508772,59.36
1,국순당,43650,12-Dec,-3.636363636,59.41
2,국순당,43650,13-Dec,5.172413793,58.53
3,국순당,43650,14-Dec,4.918032787,60.8
4,국순당,43650,15-Dec,6.153846154,64.89
5,국순당,43650,16-Dec,-8.333333333,65.23
6,국순당,43650,17-Dec,3.225806452,68.2
7,국순당,43650,18-Dec,1.587301587,66.59
8,국순당,43650,19-Dec,12.5,68.22
0,국영지앤엠,6050,11-Dec,,83.085
1,국영지앤엠,6050,12-Dec,,80.49
2,국영지앤엠,6050,13-Dec,,79.905
3,국영지앤엠,6050,14-Dec,,80.78
4,국영지앤엠,6050,15-Dec,,77.97
5,국영지앤엠,6050,16-Dec,,79.26
6,국영지앤엠,6050,17-Dec,,81.73
7,국영지앤엠,6050,18-Dec,,82.22
8,국영지앤엠,6050,19-Dec,,84.125
0,국일신동,60480,14-Dec,,91.175
1,국일신동,60480,15-Dec,,90.055
2,국일신동,60480,16-Dec,,89.125
3,국일신동,60480,17-Dec,,90.23
4,국일신동,60480,18-Dec,,91.965
5,국일신동,60480,19-Dec,,92.405
0,국일제지,78130,11-Dec,1.075268817,87.015
1,국일제지,78130,12-Dec,0,83.365
2,국일제지,78130,13-Dec,-3.333333333,84.915
3,국일제지,78130,14-Dec,2.173913043,85.41
4,국일제지,78130,15-Dec,,85.895
5,국일제지,78130,16-Dec,,85.305
6,국일제지,78130,17-Dec,,88.34
7,국일제지,78130,18-Dec,,84.105
8,국일제지,78130,19-Dec,,84.59
0,국전약품,307750,18-Dec,,13.425
1,국전약품,307750,19-Dec,,43.41
0,국제약품,2720,12-Dec,13.84615385,41.73
1,국제약품,2720,13-Dec,-8.333333333,41.84
2,국제약품,2720,14-Dec,1.639344262,43.25
3,국제약품,2720,15-Dec,-10.90909091,44.93
4,국제약품,2720,16-Dec,0,48.21
5,국제약품,2720,17-Dec,5.172413793,52.51
6,국제약품,2720,18-Dec,-5.454545455,52.32
7,국제약품,2720,19-Dec,-5.769230769,54.69
8,국제약품,2720,11-Mar,,57.6
0,그래디언트,35080,11-Dec,1.515151515,0
1,그래디언트,35080,12-Dec,0,0
2,그래디언트,35080,13-Dec,26.66666667,0
3,그래디언트,35080,14-Dec,0,0
4,그래디언트,35080,15-Dec,-1.123595506,0
5,그래디언트,35080,16-Dec,0,0
6,그래디언트,35080,17-Dec,0,0
7,그래디언트,35080,18-Dec,1.111111111,0
8,그래디언트,35080,19-Dec,-1.123595506,0
0,그랜드코리아레저,114090,11-Dec,,67.98
1,그랜드코리아레저,114090,12-Dec,,72.14
2,그랜드코리아레저,114090,13-Dec,,62.29
3,그랜드코리아레저,114090,14-Dec,,66.33
4,그랜드코리아레저,114090,15-Dec,,69.36
5,그랜드코리아레저,114090,16-Dec,,72.25
6,그랜드코리아레저,114090,17-Dec,,70.8
7,그랜드코리아레저,114090,18-Dec,,70.51
8,그랜드코리아레저,114090,19-Dec,2.739726027,58.36
0,그레이트리치과기유한공사,900290,16-Jun,,79.14
1,그레이트리치과기유한공사,900290,17-Jun,5.797101449,82.615
2,그레이트리치과기유한공사,900290,18-Jun,6.756756757,83.27
3,그레이트리치과기유한공사,900290,19-Jun,0,81.665
0,그리티,204020,18-Dec,,44.83
1,그리티,204020,19-Dec,10.86956522,43.36
0,그린케미칼,83420,11-Dec,,77.91
1,그린케미칼,83420,12-Dec,,80.41
2,그린케미칼,83420,13-Dec,,80.36
3,그린케미칼,83420,14-Dec,,79.71
4,그린케미칼,83420,15-Dec,,77.5
5,그린케미칼,83420,16-Dec,,77.25
6,그린케미칼,83420,17-Dec,,78.45
7,그린케미칼,83420,18-Dec,,81.48
8,그린케미칼,83420,19-Dec,,79.49
0,그린플러스,186230,19-Dec,,92.405
0,극동유화,14530,11-Dec,,90.16
1,극동유화,14530,12-Dec,,88.56
2,극동유화,14530,13-Dec,,88.39
3,극동유화,14530,14-Dec,,89.145
4,극동유화,14530,15-Dec,-4.761904762,86.01
5,극동유화,14530,16-Dec,0,84.61
6,극동유화,14530,17-Dec,9.677419355,89.96
7,극동유화,14530,18-Dec,2.105263158,93.22
8,극동유화,14530,19-Dec,-1.063829787,92.475
0,글로벌스탠다드테크놀로지,83450,11-Dec,3.225806452,73.85
1,글로벌스탠다드테크놀로지,83450,12-Dec,0,75.13
2,글로벌스탠다드테크놀로지,83450,13-Dec,8.823529412,74.77
3,글로벌스탠다드테크놀로지,83450,14-Dec,0,76.93
4,글로벌스탠다드테크놀로지,83450,15-Dec,-6.25,77.48
5,글로벌스탠다드테크놀로지,83450,16-Dec,-1.587301587,78.73
6,글로벌스탠다드테크놀로지,83450,17-Dec,4.545454545,80.02
7,글로벌스탠다드테크놀로지,83450,18-Dec,1.492537313,81.15
8,글로벌스탠다드테크놀로지,83450,19-Dec,-9.836065574,80.98
0,글로벌에스엠테크리미티드,900070,11-Dec,5.194805195,0
1,글로벌에스엠테크리미티드,900070,12-Dec,-1.315789474,0
2,글로벌에스엠테크리미티드,900070,13-Dec,0,0
3,글로벌에스엠테크리미티드,900070,14-Dec,-1.333333333,0
4,글로벌에스엠테크리미티드,900070,15-Dec,1.315789474,0
5,글로벌에스엠테크리미티드,900070,16-Dec,-4.109589041,0
6,글로벌에스엠테크리미티드,900070,17-Dec,1.351351351,0
7,글로벌에스엠테크리미티드,900070,18-Dec,1.333333333,0
8,글로벌에스엠테크리미티드,900070,19-Dec,-1.351351351,0
0,글로벌텍스프리,204620,14-Dec,,0
1,글로벌텍스프리,204620,15-Dec,,0
2,글로벌텍스프리,204620,16-Dec,,0
3,글로벌텍스프리,204620,17-Dec,,0
4,글로벌텍스프리,204620,18-Dec,,13.425
5,글로벌텍스프리,204620,19-Dec,,43.41
0,글로본,19660,17-Dec,,0
1,글로본,19660,18-Dec,,0
2,글로본,19660,19-Dec,,0
3,글로본,19660,11-Mar,,0
4,글로본,19660,12-Mar,,0
5,글로본,19660,13-Mar,,0
6,글로본,19660,14-Mar,,0
7,글로본,19660,15-Mar,,13.425
8,글로본,19660,16-Mar,,43.41
0,금강공업,14280,11-Dec,3.488372093,90.89
1,금강공업,14280,12-Dec,-1.176470588,91.46
2,금강공업,14280,13-Dec,-1.19047619,91.98
3,금강공업,14280,14-Dec,0,91.175
4,금강공업,14280,15-Dec,-2.43902439,90.055
5,금강공업,14280,16-Dec,-5.128205128,89.125
6,금강공업,14280,17-Dec,1.265822785,90.23
7,금강공업,14280,18-Dec,3.658536585,91.965
8,금강공업,14280,19-Dec,2.380952381,92.405
0,금강철강,53260,11-Dec,-1.052631579,90.89
1,금강철강,53260,12-Dec,0,91.46
2,금강철강,53260,13-Dec,0,91.98
3,금강철강,53260,14-Dec,0,91.175
4,금강철강,53260,15-Dec,-2.150537634,90.055
5,금강철강,53260,16-Dec,1.063829787,89.125
6,금강철강,53260,17-Dec,1.052631579,90.23
7,금강철강,53260,18-Dec,0,91.965
8,금강철강,53260,19-Dec,-1.063829787,92.405
0,금비,8870,11-Sep,,83.085
1,금비,8870,12-Sep,2.53164557,80.49
2,금비,8870,13-Sep,2.469135802,79.905
3,금비,8870,14-Sep,0,80.78
4,금비,8870,15-Sep,-5.194805195,77.97
5,금비,8870,16-Sep,0,79.26
6,금비,8870,17-Sep,0,81.73
7,금비,8870,18-Sep,1.282051282,82.22
8,금비,8870,19-Sep,0,84.125
0,금양,1570,11-Dec,0,77.91
1,금양,1570,12-Dec,-1.204819277,80.41
2,금양,1570,13-Dec,4.597701149,80.36
3,금양,1570,14-Dec,0,79.71
4,금양,1570,15-Dec,-1.162790698,77.5
5,금양,1570,16-Dec,-4.87804878,77.25
6,금양,1570,17-Dec,-2.5,78.45
7,금양,1570,18-Dec,0,81.48
8,금양,1570,19-Dec,-1.265822785,79.49
0,금호건설,2990,11-Dec,-3.296703297,90.885
1,금호건설,2990,12-Dec,2.150537634,91.785
2,금호건설,2990,13-Dec,0,93.005
3,금호건설,2990,14-Dec,1.063829787,92.97
4,금호건설,2990,15-Dec,0,91.755
5,금호건설,2990,16-Dec,-2.173913043,90.575
6,금호건설,2990,17-Dec,0,90.275
7,금호건설,2990,18-Dec,1.075268817,89.78
8,금호건설,2990,19-Dec,0,90.355
0,금호석유화학,11780,11-Dec,-1.19047619,77.91
1,금호석유화학,11780,12-Dec,9.677419355,80.41
2,금호석유화학,11780,13-Dec,1.063829787,80.36
3,금호석유화학,11780,14-Dec,-1.075268817,79.71
4,금호석유화학,11780,15-Dec,-1.086956522,77.5
5,금호석유화학,11780,16-Dec,0,77.25
6,금호석유화학,11780,17-Dec,0,78.45
7,금호석유화학,11780,18-Dec,-5.747126437,81.48
8,금호석유화학,11780,19-Dec,2.247191011,79.49
0,금호에이치티,214330,15-Dec,,86.72
1,금호에이치티,214330,16-Dec,4.545454545,87.335
2,금호에이치티,214330,17-Dec,2.222222222,88.505
3,금호에이치티,214330,18-Dec,0,89.65
4,금호에이치티,214330,19-Dec,4.255319149,89.98
0,금호전기,1210,11-Dec,2.5,79.665
1,금호전기,1210,12-Dec,10.11235955,81.545
2,금호전기,1210,13-Dec,0,81.135
3,금호전기,1210,14-Dec,-1.136363636,81.835
4,금호전기,1210,15-Dec,2.222222222,82.075
5,금호전기,1210,16-Dec,-2.272727273,81.51
6,금호전기,1210,17-Dec,0,83.595
7,금호전기,1210,18-Dec,26.05042017,84.085
8,금호전기,1210,19-Dec,-63.01369863,86.18
0,금호타이어,73240,11-Dec,3.797468354,82.36
1,금호타이어,73240,12-Dec,-5.333333333,81.89
2,금호타이어,73240,13-Dec,-1.351351351,80.455
3,금호타이어,73240,14-Dec,-4.225352113,81.39
4,금호타이어,73240,15-Dec,4.054054054,80.885
5,금호타이어,73240,16-Dec,1.333333333,79.14
6,금호타이어,73240,17-Dec,10.71428571,82.615
7,금호타이어,73240,18-Dec,2.325581395,83.27
8,금호타이어,73240,19-Dec,-11.68831169,81.665
0,금화피에스시,36190,11-Dec,,89.535
1,금화피에스시,36190,12-Dec,,90.605
2,금화피에스시,36190,13-Dec,,90.66
3,금화피에스시,36190,14-Dec,3.658536585,91.65
4,금화피에스시,36190,15-Dec,1.204819277,90.545
5,금화피에스시,36190,16-Dec,0,89.99
6,금화피에스시,36190,17-Dec,-5.063291139,90.27
7,금화피에스시,36190,18-Dec,-1.282051282,88.535
8,금화피에스시,36190,19-Dec,1.265822785,90.84
0,기가레인,49080,13-Dec,,81.65
1,기가레인,49080,14-Dec,2.469135802,81.58
2,기가레인,49080,15-Dec,30.76923077,81.36
3,기가레인,49080,16-Dec,-18.18181818,82.3
4,기가레인,49080,17-Dec,-19.27710843,81.2
5,기가레인,49080,18-Dec,2.352941176,81.97
6,기가레인,49080,19-Dec,27.35042735,81.8
0,기산텔레콤,35460,11-Dec,10.11235955,78.63
1,기산텔레콤,35460,12-Dec,-8.536585366,79.75
2,기산텔레콤,35460,13-Dec,-5.128205128,81.65
3,기산텔레콤,35460,14-Dec,2.5,81.58
4,기산텔레콤,35460,15-Dec,3.614457831,81.36
5,기산텔레콤,35460,16-Dec,1.19047619,82.3
6,기산텔레콤,35460,17-Dec,2.325581395,81.2
7,기산텔레콤,35460,18-Dec,-2.380952381,81.97
8,기산텔레콤,35460,19-Dec,-6.329113924,81.8
0,기신정기,92440,11-Mar,1.369863014,73.85
1,기신정기,92440,12-Mar,2.666666667,75.13
2,기신정기,92440,13-Mar,-1.351351351,74.77
3,기신정기,92440,14-Mar,-1.369863014,76.93
4,기신정기,92440,15-Mar,1.351351351,77.48
5,기신정기,92440,16-Mar,5.128205128,78.73
6,기신정기,92440,17-Mar,0,80.02
7,기신정기,92440,18-Mar,3.703703704,81.15
8,기신정기,92440,19-Mar,0,80.98
0,기아,270,11-Dec,-1.298701299,86.155
1,기아,270,12-Dec,0,87.3
2,기아,270,13-Dec,2.53164557,87.315
3,기아,270,14-Dec,1.25,87.805
4,기아,270,15-Dec,0,86.72
5,기아,270,16-Dec,0,87.335
6,기아,270,17-Dec,3.614457831,88.505
7,기아,270,18-Dec,2.352941176,89.65
8,기아,270,19-Dec,-1.19047619,89.98
0,까뮤이앤씨,13700,11-Dec,,90.885
1,까뮤이앤씨,13700,12-Dec,,91.785
2,까뮤이앤씨,13700,13-Dec,,93.005
3,까뮤이앤씨,13700,14-Dec,,92.97
4,까뮤이앤씨,13700,15-Dec,,91.755
5,까뮤이앤씨,13700,16-Dec,,90.575
6,까뮤이앤씨,13700,17-Dec,,90.275
7,까뮤이앤씨,13700,18-Dec,,89.78
8,까뮤이앤씨,13700,19-Dec,,90.355
0,까스텔바작,308100,19-Dec,,44.52
0,깨끗한나라,4540,11-Dec,0,87.015
1,깨끗한나라,4540,12-Dec,-2.409638554,83.365
2,깨끗한나라,4540,13-Dec,-2.469135802,84.915
3,깨끗한나라,4540,14-Dec,2.409638554,85.41
4,깨끗한나라,4540,15-Dec,0,85.895
5,깨끗한나라,4540,16-Dec,-2.469135802,85.305
6,깨끗한나라,4540,17-Dec,5.813953488,88.34
7,깨끗한나라,4540,18-Dec,6.52173913,84.105
8,깨끗한나라,4540,19-Dec,-6.976744186,84.59
0,나노,187790,14-Dec,,0
1,나노,187790,15-Dec,,0
2,나노,187790,16-Dec,3.846153846,0
3,나노,187790,17-Dec,-20.93023256,0
4,나노,187790,18-Dec,1.149425287,13.425
5,나노,187790,19-Dec,3.333333333,43.41
0,나노브릭,286750,19-Dec,,79.49
0,나노신소재,121600,11-Dec,,77.91
1,나노신소재,121600,12-Dec,18.84057971,80.41
2,나노신소재,121600,13-Dec,-7.8125,80.36
3,나노신소재,121600,14-Dec,-14.28571429,79.71
4,나노신소재,121600,15-Dec,-3.703703704,77.5
5,나노신소재,121600,16-Dec,5.263157895,77.25
6,나노신소재,121600,17-Dec,-3.636363636,78.45
7,나노신소재,121600,18-Dec,3.50877193,81.48
8,나노신소재,121600,19-Dec,5,79.49
0,나노엔텍,39860,11-Dec,12.76595745,0
1,나노엔텍,39860,12-Dec,-3.296703297,35.05
2,나노엔텍,39860,13-Dec,-24.65753425,48.57
3,나노엔텍,39860,14-Dec,-1.388888889,50.39
4,나노엔텍,39860,15-Dec,5.263157895,49.29
5,나노엔텍,39860,16-Dec,2.564102564,56.81
6,나노엔텍,39860,17-Dec,-39.28571429,64.32
7,나노엔텍,39860,18-Dec,1.754385965,63.41
8,나노엔텍,39860,19-Dec,-9.615384615,64.46
0,나노캠텍,91970,11-Dec,7.954545455,82.36
1,나노캠텍,91970,12-Dec,-2.325581395,81.89
2,나노캠텍,91970,13-Dec,-3.614457831,80.455
3,나노캠텍,91970,14-Dec,-1.219512195,81.39
4,나노캠텍,91970,15-Dec,5.747126437,80.885
5,나노캠텍,91970,16-Dec,-3.571428571,79.14
6,나노캠텍,91970,17-Dec,6.666666667,82.615
7,나노캠텍,91970,18-Dec,-13.92405063,83.27
8,나노캠텍,91970,19-Dec,-21.53846154,81.665
0,나라엠앤디,51490,11-Dec,-1.19047619,73.85
1,나라엠앤디,51490,12-Dec,-1.204819277,75.13
2,나라엠앤디,51490,13-Dec,2.352941176,74.77
3,나라엠앤디,51490,14-Dec,1.162790698,76.93
4,나라엠앤디,51490,15-Dec,1.149425287,77.48
5,나라엠앤디,51490,16-Dec,3.333333333,78.73
6,나라엠앤디,51490,17-Dec,-4.651162791,80.02
7,나라엠앤디,51490,18-Dec,1.149425287,81.15
8,나라엠앤디,51490,19-Dec,3.333333333,80.98
0,나무가,190510,15-Dec,,81.36
1,나무가,190510,16-Dec,6.382978723,82.3
2,나무가,190510,17-Dec,10.47619048,81.2
3,나무가,190510,18-Dec,-11.70212766,81.97
4,나무가,190510,19-Dec,0,81.8
0,나무기술,242040,16-Dec,,0
1,나무기술,242040,17-Dec,,0
2,나무기술,242040,18-Dec,,13.425
3,나무기술,242040,19-Dec,-10.84337349,43.41
0,나스미디어,89600,13-Dec,,0
1,나스미디어,89600,14-Dec,,0
2,나스미디어,89600,15-Dec,,0
3,나스미디어,89600,16-Dec,,0
4,나스미디어,89600,17-Dec,,0
5,나스미디어,89600,18-Dec,,0
6,나스미디어,89600,19-Dec,,0
0,나이벡,138610,11-Dec,,41.73
1,나이벡,138610,12-Dec,,41.84
2,나이벡,138610,13-Dec,,43.25
3,나이벡,138610,14-Dec,,44.93
4,나이벡,138610,15-Dec,,48.21
5,나이벡,138610,16-Dec,,52.51
6,나이벡,138610,17-Dec,,52.32
7,나이벡,138610,18-Dec,,54.69
8,나이벡,138610,19-Dec,,57.6
0,나이스디앤비,130580,11-Dec,,0
1,나이스디앤비,130580,12-Dec,,16.675
2,나이스디앤비,130580,13-Dec,,24.03
3,나이스디앤비,130580,14-Dec,,3.835
4,나이스디앤비,130580,15-Dec,,3.72
5,나이스디앤비,130580,16-Dec,,1.06
6,나이스디앤비,130580,17-Dec,,0
7,나이스디앤비,130580,18-Dec,,1.985
8,나이스디앤비,130580,19-Dec,,2.785
0,나이스정보통신,36800,11-Dec,,44.24
1,나이스정보통신,36800,12-Dec,,43.985
2,나이스정보통신,36800,13-Dec,,47.1
3,나이스정보통신,36800,14-Dec,,44.345
4,나이스정보통신,36800,15-Dec,,43.1
5,나이스정보통신,36800,16-Dec,,38.07
6,나이스정보통신,36800,17-Dec,1.470588235,33.39
7,나이스정보통신,36800,18-Dec,5.555555556,32.855
8,나이스정보통신,36800,19-Dec,4,42.375
0,나이스평가정보,30190,11-Dec,,9.49
1,나이스평가정보,30190,12-Dec,,39.415
2,나이스평가정보,30190,13-Dec,,36.13
3,나이스평가정보,30190,14-Dec,,32.89
4,나이스평가정보,30190,15-Dec,,8.75
5,나이스평가정보,30190,16-Dec,,8.05
6,나이스평가정보,30190,17-Dec,,7.08
7,나이스평가정보,30190,18-Dec,,0
8,나이스평가정보,30190,19-Dec,,0
0,나이스홀딩스,34310,11-Dec,,0
1,나이스홀딩스,34310,12-Dec,,16.675
2,나이스홀딩스,34310,13-Dec,,24.03
3,나이스홀딩스,34310,14-Dec,,3.835
4,나이스홀딩스,34310,15-Dec,,3.72
5,나이스홀딩스,34310,16-Dec,,1.06
6,나이스홀딩스,34310,17-Dec,,0
7,나이스홀딩스,34310,18-Dec,100,1.985
8,나이스홀딩스,34310,19-Dec,#NAME?,2.785
0,나인테크,267320,17-Dec,,0
1,나인테크,267320,18-Dec,,13.425
2,나인테크,267320,19-Dec,,43.41
0,남광토건,1260,11-Dec,0,90.885
1,남광토건,1260,12-Dec,2.97029703,91.785
2,남광토건,1260,13-Dec,0.980392157,93.005
3,남광토건,1260,14-Dec,7.272727273,92.97
4,남광토건,1260,15-Dec,2.654867257,91.755
5,남광토건,1260,16-Dec,-11.88118812,90.575
6,남광토건,1260,17-Dec,-10.98901099,90.275
7,남광토건,1260,18-Dec,-8.333333333,89.78
8,남광토건,1260,19-Dec,7.692307692,90.355
0,남선알미늄,8350,11-Dec,1.098901099,90.89
1,남선알미늄,8350,12-Dec,,91.46
2,남선알미늄,8350,13-Dec,,91.98
3,남선알미늄,8350,14-Dec,,91.175
4,남선알미늄,8350,15-Dec,,90.055
5,남선알미늄,8350,16-Dec,,89.125
6,남선알미늄,8350,17-Dec,,90.23
7,남선알미늄,8350,18-Dec,,91.965
8,남선알미늄,8350,19-Dec,-1.123595506,92.405
0,남성,4270,11-Dec,0,80.81
1,남성,4270,12-Dec,-2.631578947,81.77
2,남성,4270,13-Dec,0,80.31
3,남성,4270,14-Dec,-1.333333333,80.28
4,남성,4270,15-Dec,0,81.66
5,남성,4270,16-Dec,-1.351351351,82.9
6,남성,4270,17-Dec,-1.369863014,82.45
7,남성,4270,18-Dec,5.194805195,83.32
8,남성,4270,19-Dec,-4.054054054,83.47
0,남양유업,3920,11-Dec,0,72.41
1,남양유업,3920,12-Dec,0,73.05
2,남양유업,3920,13-Dec,5.405405405,72.785
3,남양유업,3920,14-Dec,1.333333333,72.72
4,남양유업,3920,15-Dec,-4.166666667,72.09
5,남양유업,3920,16-Dec,1.369863014,71.455
6,남양유업,3920,17-Dec,1.351351351,72.655
7,남양유업,3920,18-Dec,1.333333333,74.955
8,남양유업,3920,19-Dec,1.315789474,79.39
0,남해화학,25860,11-Dec,,77.91
1,남해화학,25860,12-Dec,,80.41
2,남해화학,25860,13-Dec,,80.36
3,남해화학,25860,14-Dec,,79.71
4,남해화학,25860,15-Dec,,77.5
5,남해화학,25860,16-Dec,,77.25
6,남해화학,25860,17-Dec,-1.111111111,78.45
7,남해화학,25860,18-Dec,,81.48
8,남해화학,25860,19-Dec,,79.49
0,남화산업,111710,18-Dec,,70.51
1,남화산업,111710,19-Dec,,58.36
0,남화토건,91590,12-Dec,,91.785
1,남화토건,91590,13-Dec,3.260869565,93.005
2,남화토건,91590,14-Dec,0,92.97
3,남화토건,91590,15-Dec,3.157894737,91.755
4,남화토건,91590,16-Dec,-7.954545455,90.575
5,남화토건,91590,17-Dec,-2.325581395,90.275
6,남화토건,91590,18-Dec,5.494505495,89.78
7,남화토건,91590,19-Dec,0,90.355
0,내츄럴엔도텍,168330,13-Dec,,0
1,내츄럴엔도텍,168330,14-Dec,,0
2,내츄럴엔도텍,168330,15-Dec,,0
3,내츄럴엔도텍,168330,16-Dec,52.30769231,3.42
4,내츄럴엔도텍,168330,17-Dec,-1.5625,27.81
5,내츄럴엔도텍,168330,18-Dec,52.59259259,50.99
6,내츄럴엔도텍,168330,19-Dec,10.59602649,50.43
0,네오리진,94860,11-Dec,2.409638554,76.05
1,네오리진,94860,12-Dec,,72.2
2,네오리진,94860,13-Dec,,75.75
3,네오리진,94860,14-Dec,,79.68
4,네오리진,94860,15-Dec,,81.79
5,네오리진,94860,16-Dec,,82.04
6,네오리진,94860,17-Dec,,83.55
7,네오리진,94860,18-Dec,,84.35
8,네오리진,94860,19-Dec,,82.22
0,네오셈,253590,18-Dec,,13.425
1,네오셈,253590,19-Dec,,43.41
0,네오오토,212560,15-Dec,,86.72
