,회사명,거래소코드,회계년도,매출원가감소율,2011.mid,2012.mid,2013.mid,2014.mid,2015.mid,2016.mid,2017.mid,2018.mid,2019.mid
1763,마이크로프랜드,147760,Dec-16,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1767,마크로젠,38290,Dec-11,-5.660377358,0,0,0,0,0,3.42,27.81,50.99,50.43
1776,만도,204320,Dec-14,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1782,매직마이크로,127160,Dec-15,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
1787,매커스,93520,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
1796,머큐리,100590,Dec-18,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
1798,멀티캠퍼스,67280,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1807,메드팩토,235980,Dec-19,0,0,0,0,0,0,3.42,27.81,50.99,50.43
1808,메디아나,41920,Dec-14,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1814,메디콕스,54180,Jun-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
1823,메디톡스,86900,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
1832,메디프론디비티,65650,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
1841,메지온,140410,Dec-12,0,0,0,0,0,0,3.42,27.81,50.99,50.43
1849,메카로,241770,Dec-17,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
1852,메타랩스,90370,Dec-11,-2.777777778,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1861,메타바이오메드,59210,Dec-11,3.846153846,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
1870,멕아이씨에스,58110,Dec-15,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1875,멜파스,96640,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
1884,모나리자,12690,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1893,모나미,5360,Dec-11,-2.5,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
1902,모다이노칩,80420,Dec-11,-13.33333333,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
1911,모두투어네트워크,80160,Dec-11,0,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1920,모바일리더,100030,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
1929,모베이스,101330,Dec-11,-1.162790698,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
1938,모베이스전자,12860,Dec-11,-2.298850575,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1947,모비스,250060,Dec-16,0,0,0,0,0,0,0,0,13.425,43.41
1951,모아텍,33200,Dec-11,6.593406593,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
1959,모토닉,9680,Dec-11,2.352941176,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1968,모헨즈,6920,Dec-11,1.098901099,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1977,무학,33920,Dec-11,-3.636363636,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
1986,미래생명자원,218150,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
1991,미래아이앤지,7120,Dec-11,-2.941176471,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2000,미래컴퍼니,49950,Dec-11,-9.589041096,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
2009,미코,59090,Dec-11,7.692307692,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2018,미투온,201490,Dec-16,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
2022,바른손,18700,Mar-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
2031,바른손이앤에이,35620,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
2040,바른전자,64520,Dec-11,2.197802198,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2049,바이넥스,53030,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
2058,바이오니아,64550,Dec-11,2,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
2067,바이오로그디바이스,208710,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
2073,바이오솔루션,86820,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
2075,바이오스마트,38460,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2084,바이오톡스텍,86040,Dec-11,-13.33333333,0,0,0,0,0,3.42,27.81,50.99,50.43
2093,바텍,43150,Dec-11,3.03030303,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
2102,방림,3610,Sep-11,0,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
2111,배럴,267790,Dec-18,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
2113,백금티앤에이,46310,Dec-11,10.25641026,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
2122,백산,35150,Dec-11,-3.614457831,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
2131,버킷스튜디오,66410,Dec-11,0,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
2140,베노홀딩스,206400,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
2146,베셀,177350,Dec-15,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
2151,베스파,299910,Dec-18,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
2153,벽산,7210,Dec-11,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
2162,보광산업,225530,Dec-15,0,0,0,0,0,57.44,66.93,68.54,78.49,75.29
2167,보라티알,250000,Dec-17,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
2170,보락,2760,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
2179,보령,3850,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
2188,본느,226340,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
2193,부-스타,8470,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
2202,부방,14470,Dec-11,-4.285714286,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
2211,뷰웍스,100120,Dec-11,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
2220,브리지텍,64480,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
2229,브이원텍,251630,Dec-17,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
2232,브이티지엠피,18290,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2241,블루베리엔에프티,44480,Dec-11,6.060606061,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
2250,블루콤,33560,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2259,비덴트,121800,Jun-12,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2267,비보존헬스케어,82800,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2276,비비안,2070,Dec-11,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
2285,비상교육,100220,Dec-11,-9.803921569,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
2294,비씨월드제약,200780,Dec-14,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
2300,비아트론,141000,Dec-12,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
2308,비에이치,90460,Dec-11,-2.380952381,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2317,비엔지티,32790,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2326,비엘,142760,Dec-16,0,0,0,0,0,0,3.42,27.81,50.99,50.43
2330,비엘팜텍,65170,Dec-11,-19.64285714,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
2339,비엠티,86670,Dec-11,5.333333333,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
2348,비올,335890,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
2349,비와이씨,1460,Dec-11,-6.666666667,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
2358,비즈니스온커뮤니케이션,138580,Dec-17,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
2361,비지에프,27410,Dec-14,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
2367,비지에프리테일,282330,Dec-17,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
2370,비츠로셀,82920,Mar-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
2379,비츠로시스,54220,Mar-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
2388,비츠로테크,42370,Mar-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
2397,비케이홀딩스,50090,Dec-11,2.197802198,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2406,비투엔,307870,Dec-18,0,0,0,0,0,0,0,0,13.425,43.41
2408,비트컴퓨터,32850,Dec-11,-1.282051282,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
2417,비피도,238200,Dec-18,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
2419,빅솔론,93190,Dec-11,1.428571429,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2428,빅텍,65450,Dec-11,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
2437,빙그레,5180,Dec-11,2.857142857,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
2446,사람인에이치알,143240,Dec-12,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
2454,사조대림,3960,Dec-11,3.703703704,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
2463,사조오양,6090,Dec-11,0,87.47,87.7,91.71,96,89.17,85.92,85.77,89.1,91.05
2472,삼기,122350,Dec-11,0,0,0,0,0,0,0,0,13.425,43.41
2481,삼보판지,23600,Dec-11,1.149425287,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
2490,삼성출판사,68290,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
2499,삼양사,145990,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
2508,삼양옵틱스,225190,Dec-17,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
2511,삼양패키징,272550,Dec-17,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
2514,삼양홀딩스,70,Dec-11,1.149425287,0,0,0,0,0,0,0,0,0
2523,삼에스코리아,60310,Mar-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
2532,삼원강재,23000,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
2541,삼익악기,2450,Dec-11,0,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
2550,삼일,32280,Dec-11,0,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
2559,삼일기업공사,2290,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
2568,삼일씨엔에스,4440,Dec-16,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
2572,삼진,32750,Dec-11,9.782608696,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2581,삼진엘앤디,54090,Dec-11,2.352941176,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2590,삼천리,4690,Dec-11,1.086956522,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
2599,삼표시멘트,38500,Dec-11,5.434782609,96.35,90.06,84.855,76.695,76.99,72.77,80.57,90.975,80.48
2608,삼화네트웍스,46390,Dec-11,-13.33333333,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
2617,상보,27580,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2626,상상인,38540,Dec-11,-1.315789474,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2635,상상인인더스트리,101000,Dec-11,8.571428571,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
2644,상아프론테크,89980,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2653,상지카일룸,42940,Dec-11,0,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
2662,새로닉스,42600,Dec-11,4.494382022,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2671,서린바이오사이언스,38070,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
2680,서부티엔디,6730,Dec-11,8,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
2689,서산,79650,Dec-11,-9.210526316,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
2698,서연,7860,Dec-11,3.296703297,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
2707,서연이화,200880,Dec-14,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
2713,서연탑메탈,19770,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
2722,서울리거,43710,Dec-11,4.395604396,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2731,서울옥션,63170,Dec-11,-9.230769231,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
2740,서울제약,18680,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
2749,서원,21050,Dec-11,3.092783505,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
2758,서원인텍,93920,Dec-11,2.298850575,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2767,서전기전,189860,Dec-14,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
2773,서진시스템,178320,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2776,서진오토모티브,122690,Dec-11,0,0,0,0,0,0,0,0,13.425,43.41
2785,서플러스글로벌,140070,Dec-17,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
2788,서한,11370,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
2797,서흥,8490,Dec-11,2.666666667,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
2806,서희건설,35890,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
2815,선광,3100,Dec-11,0,85.88,88.8,89.695,89.995,91.325,81.79,83.7,89.59,90.975
2824,선앤엘,2820,Dec-11,-2.197802198,87.61,88.94,87.48,88.1,88.59,88.84,90.14,93.4,90.59
2833,선익시스템,171090,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2836,선진,136490,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
2845,성광벤드,14620,Dec-11,2.53164557,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
2854,성도이엔지,37350,Dec-11,3.529411765,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
2863,성안,11300,Dec-11,0,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
2872,성우하이텍,15750,Dec-11,2.325581395,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
2881,성창오토텍,80470,Dec-11,1.219512195,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
2890,세경하이테크,148150,Dec-19,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
2891,세동,53060,Dec-11,4.210526316,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
2900,세림비앤지,340440,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
2901,세보엠이씨,11560,Dec-11,0,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
2910,세아베스틸지,1430,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
2919,세아제강,306200,Dec-18,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
2921,세아제강지,3030,Dec-11,1.149425287,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
2930,세아특수강,19440,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
2939,세아홀딩스,58650,Dec-11,2.325581395,0,0,0,0,0,0,0,0,0
2948,세우글로벌,13000,Dec-11,3.448275862,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
2957,세운메디칼,100700,Dec-11,5.797101449,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
2966,세원물산,24830,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
2975,세원정공,21820,Jun-11,-3.75,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
2984,세이브존아이앤씨,67830,Dec-11,-4.87804878,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
2993,세종메디칼,258830,Dec-18,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
2995,세중,39310,Dec-11,-1.298701299,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
3004,세진중공업,75580,Dec-15,0,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
3009,세진티에스,67770,Dec-11,4.347826087,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3018,세코닉스,53450,Dec-11,8,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
3027,세토피아,222810,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
3032,세화피앤씨,252500,Dec-16,0,0,0,0,0,0,0,0,13.425,43.41
3036,센트랄모텍,308170,Dec-19,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
3037,센트럴인사이트,12600,Dec-11,-4.347826087,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
3046,셀루메드,49180,Dec-11,32.0754717,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
3055,셀리드,299660,Dec-17,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
3057,셀리버리,268600,Dec-18,0,0,0,0,0,0,3.42,27.81,50.99,50.43
3059,셀바스에이아이,108860,Dec-11,-10.52631579,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
3068,셀바스헬스케어,208370,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
3074,셀트리온,68270,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
3076,셀트리온제약,68760,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
3085,셀트리온헬스케어,91990,Dec-17,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
3088,셀피글로벌,68940,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3097,소프트센,32680,Sep-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3106,손오공,66910,Dec-11,-20.54794521,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
3115,솔고바이오메디칼,43100,Dec-11,14.49275362,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
3124,솔루에타,154040,Dec-13,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3131,솔본,35610,Dec-11,7.01754386,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
3140,쇼박스,86980,Dec-11,17.5257732,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
3149,수산아이앤티,50960,Dec-16,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
3153,수산중공업,17550,Dec-11,-1.492537313,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
3162,수젠텍,253840,Dec-19,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
3163,슈프리마,236200,Dec-16,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3167,슈프리마아이디,317770,Dec-19,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3168,슈프리마에이치큐,94840,Dec-11,5.660377358,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3177,슈피겐코리아,192440,Dec-14,0,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
3183,스마트솔루션즈,136510,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
3192,스맥,99440,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
3201,스카이문스테크놀로지,33790,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3210,스킨앤스킨,159910,Dec-12,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
3218,스타플렉스,115570,Dec-11,19.58762887,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
3227,스튜디오산타클로스엔터테인먼트,204630,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
3233,스페코,13810,Dec-11,4.761904762,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
3242,승일,49830,Dec-11,0,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
3251,시공테크,20710,Dec-11,-1.162790698,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
3260,시너지이노베이션,48870,Dec-11,-24.67532468,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3269,시노펙스,25320,Dec-11,-3.296703297,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3278,시디즈,134790,Dec-11,0,68.32,70.99,72.77,73.1,75.54,75.33,71.71,73.37,72.68
3287,시스웍,269620,Dec-17,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
3290,시큐브,131090,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
3299,시티랩스,139050,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
3308,신도리코,29530,Dec-11,2.53164557,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3317,신성이엔지,11930,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3326,신세계,4170,Dec-11,5.714285714,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
3335,신세계아이앤씨,35510,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
3344,신세계인터내셔날,31430,Dec-11,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
3353,신세계푸드,31440,Dec-11,0,84.93,84.51,86.88,86.92,89.14,87.76,86.54,87.53,87.37
3362,신영와코루,5800,Sep-11,2.43902439,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
3371,신원,9270,Dec-11,4.545454545,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
3380,신진에스엠,138070,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
3389,신테카바이오,226330,Dec-19,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
3390,신화다이나믹스,1770,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
3399,신화콘텍,187270,Dec-14,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
3405,신흥,4080,Dec-11,2.5,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
3414,심텍,222800,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3419,심텍홀딩스,36710,Dec-11,6.024096386,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3428,싸이맥스,160980,Dec-15,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
3433,싸이토젠,217330,Dec-18,0,0,0,0,0,0,3.42,27.81,50.99,50.43
3435,쌍방울,102280,Dec-11,-1.388888889,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
3444,썸에이지,208640,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
3450,쎄노텍,222420,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
3455,쎄니트,37760,Dec-11,1.162790698,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
3464,쎄트렉아이,99320,Dec-11,0,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
3473,쎌마테라퓨틱스,15540,Dec-11,-1.01010101,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
3482,쎌바이오텍,49960,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
3491,쏠리드,50890,Dec-11,9.210526316,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3500,씨씨에스충북방송,66790,Dec-11,0,56.11,61.55,61.26,65.28,66.25,68.88,64.91,65.53,67.59
3509,씨아이테크,4920,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
3518,씨에스,65770,Dec-11,-3.03030303,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3527,씨에스에이코스믹,83660,Dec-11,1.219512195,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
3536,씨엔플러스,115530,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
3545,씨유메디칼시스템,115480,Dec-11,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
3554,씨제이이엔엠,35760,Dec-11,0,56.11,61.55,61.26,65.28,66.25,68.88,64.91,65.53,67.59
3563,씨젠,96530,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
3572,씨티씨바이오,60590,Dec-11,4.166666667,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
3581,씨티케이,260930,Dec-17,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
3584,아가방앤컴퍼니,13990,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
3593,아나패스,123860,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3602,아난티,25980,Dec-11,0,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
3611,아리온테크놀로지,58220,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
3620,아모그린텍,125210,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
