,회사명,거래소코드,회계년도,매출원가감소율,2011.mid,2012.mid,2013.mid,2014.mid,2015.mid,2016.mid,2017.mid,2018.mid,2019.mid
11567,소프트캠프,258790,Dec-17,0,0,0,0,0,0,0,0,13.425,43.41
11570,솔루스첨단소재,336370,Dec-19,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11571,솔브레인홀딩스,36830,Dec-11,-1.282051282,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
11580,송원산업,4430,Dec-11,-1.176470588,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
11589,스튜디오드래곤,253450,Dec-17,0,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
11592,시그네틱스,33170,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11601,신대양제지,16590,Dec-11,2.272727273,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
11610,신라교역,4970,Dec-11,12.34567901,87.47,87.7,91.71,96,89.17,85.92,85.77,89.1,91.05
11619,신라섬유,1000,Dec-11,0,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
11628,신라에스지,25870,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
11637,신라젠,215600,Dec-16,0,0,0,0,0,0,3.42,27.81,50.99,50.43
11641,신성델타테크,65350,Dec-11,2.173913043,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
11650,신성통상,5390,Jun-11,1.315789474,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
11659,신세계건설,34300,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
11668,신송홀딩스,6880,Dec-13,0,0,0,0,0,0,0,0,0,0
11675,신신제약,2800,Dec-17,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11678,신원종합개발,17000,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
11687,신일전자,2700,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
11696,신일제약,12790,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11705,신풍제약,19170,Dec-11,3.636363636,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11714,신풍제지,2870,Dec-11,7.368421053,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
11723,신화인터텍,56700,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
11732,신흥에스이씨,243840,Dec-17,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
11735,쌍용씨앤이,3410,Dec-11,4.597701149,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
11744,쌍용자동차,3620,Dec-11,2.272727273,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
11753,쌍용정보통신,10280,Dec-11,1.123595506,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
11762,써니전자,4770,Dec-11,-6.024096386,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11771,씨비아이,13720,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
11780,씨아이에스,222080,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
11785,씨앤지하이테크,264660,Dec-18,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
11787,씨앤티85,56730,Dec-11,20,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11796,씨에스베어링,297090,Dec-19,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
11797,씨에스윈드,112610,Dec-14,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
11803,씨제이,1040,Dec-11,1.538461538,0,0,0,0,0,0,0,0,0
11812,씨제이대한통운,120,Dec-11,2.197802198,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
11821,씨제이바이오사이언스,311690,Dec-19,0,0,0,0,0,0,3.42,27.81,50.99,50.43
11822,씨제이씨지브이,79160,Dec-11,0,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
11831,씨제이씨푸드,11150,Dec-11,2.469135802,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
11840,씨제이제일제당,97950,Dec-11,4.109589041,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
11849,씨제이프레시웨이,51500,Dec-11,1.086956522,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
11858,씨케이에이치푸드앤헬스리미티드,900120,Jun-11,22.5,0,0,0,0,0,0,0,0,0
11867,씨큐브,101240,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
11876,아남전자,8700,Dec-11,3.529411765,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11885,아미코젠,92040,Dec-13,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
11892,아비코전자,36010,Dec-11,2.173913043,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
11901,아세아,2030,Dec-11,-1.136363636,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
11910,아세아시멘트,183190,Dec-13,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
11917,아세아제지,2310,Dec-11,1.111111111,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
11926,아시아나아이디티,267850,Dec-18,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
11928,아시아나항공,20560,Dec-11,7.317073171,0,0,0,0,39.97,40.07,79.785,85.195,94.755
11937,아이쓰리시스템,214430,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
11942,아이에스동서,10780,Dec-11,-2.564102564,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
11951,아이진,185490,Dec-15,0,0,0,0,0,0,3.42,27.81,50.99,50.43
11956,아이큐어,175250,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11958,아이크래프트,52460,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
11967,아이텍,119830,Dec-11,0,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
11976,아진산업,13310,Dec-15,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
11981,안국약품,1540,Dec-11,18,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11990,알리코제약,260660,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
11992,알서포트,131370,Dec-11,0,0,0,0,0,0,0,0,13.425,43.41
12001,알에스오토메이션,140670,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12004,알에프머트리얼즈,327260,Dec-19,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12005,알에프에이치아이씨,218410,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
12010,압타바이오,293780,Dec-19,0,0,0,0,0,0,3.42,27.81,50.99,50.43
12011,애경산업,18250,Dec-18,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12013,애경케미칼,161000,Dec-12,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12021,애니젠,196300,Dec-16,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12025,애머릿지코퍼레이션,900100,Dec-11,3.296703297,89.79,89.82,88.75,85.5,89.64,88.22,93.29,74.19,52.67
12034,앱클론,174900,Dec-17,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12037,어보브반도체,102120,Dec-11,2.469135802,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12046,에스넷시스템,38680,Dec-11,1.149425287,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
12055,에스디엔,99220,Dec-11,4.819277108,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
12064,에스맥,97780,Dec-11,-1.123595506,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12073,에스비더블유생명과학,151910,Dec-12,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
12081,에스비아이핀테크솔루션즈,950110,Mar-13,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
12088,에스씨아이평가정보,36120,Dec-11,0,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
12097,에스엔유프리시젼,80000,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12106,에스엔케이폴리텍,91340,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12115,에스엘,5850,Mar-11,1.176470588,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12124,에스와이,109610,Dec-15,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
12129,에스지씨에너지,5090,Dec-11,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
12138,에스지씨이테크건설,16250,Dec-11,-2.222222222,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
12147,에스지에이,49470,Dec-11,-46.03174603,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12156,에스지에이솔루션즈,184230,Jun-14,0,0,0,0,0,0,0,0,13.425,43.41
12162,에스지이,255220,Dec-18,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
12164,에스케이,34730,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
12173,에스케이가스,18670,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
12182,에스케이네트웍스,1740,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
12191,에스케이디스커버리,6120,Dec-11,15.2173913,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12200,에스케이디앤디,210980,Dec-15,0,0,0,0,0,34.76,35.235,38.005,27.97,72.15
12205,에스케이렌터카,68400,Dec-12,0,0,0,0,0,0,0,0,18.04,0
12213,에스케이씨,11790,Dec-11,2.469135802,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12222,에스케이케미칼,285130,Dec-18,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12224,에스케이텔레콤,17670,Dec-11,0,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
12233,에스케이하이닉스,660,Dec-11,25,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12242,에스텍,69510,Dec-11,11.76470588,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12251,에스트래픽,234300,Dec-17,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
12254,에스티팜,237690,Dec-16,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12258,에스퓨얼셀,288620,Dec-18,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
12260,에쓰-오일,10950,Dec-11,-1.075268817,90.16,88.56,88.39,89.145,86.01,84.61,89.96,93.22,92.475
12269,에쓰씨엔지니어링,23960,Dec-11,10.41666667,85.355,84.965,83.825,85.75,83.845,86.755,83.805,83.645,73.735
12278,에어부산,298690,Dec-18,0,0,0,0,0,39.97,40.07,79.785,85.195,94.755
12280,에이비엘바이오,298380,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12282,에이에프더블류,312610,Dec-19,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
12283,에이치디씨,12630,Dec-11,-2.469135802,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
12292,에이치디씨랩스,39570,Dec-15,0,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
12297,에이치디씨현대산업개발,294870,Dec-18,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
12299,에이치디씨현대이피,89470,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12308,에이치에스디엔진,82740,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12317,에이치엘비,28300,Dec-11,-3.658536585,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
12326,에이치엘비글로벌,3580,Dec-11,21.875,96.35,90.06,84.855,76.695,76.99,72.77,80.57,90.975,80.48
12335,에이치엘비생명과학,67630,Dec-11,0,85.355,84.965,83.825,85.75,83.845,86.755,83.805,83.645,73.735
12344,에이치엘비제약,47920,Dec-15,0,0,0,0,0,0,3.42,27.81,50.99,50.43
12349,에이치엘비테라퓨틱스,115450,Dec-11,33.8028169,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
12358,에이치엠엠,11200,Dec-11,11.11111111,100.37,101.99,95.03,83.78,84.54,89.72,88.22,89.18,87.88
12367,에이케이홀딩스,6840,Dec-11,2.222222222,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12376,에이테크솔루션,71670,Dec-11,3.448275862,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12385,에이프로젠제약,3060,Dec-11,13.7254902,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12394,에이피시스템,265520,Dec-17,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12397,에이피에스홀딩스,54620,Dec-11,-8.860759494,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
12406,에이피위성,211270,Dec-16,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12410,에이피티씨,89970,Dec-18,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12412,에코바이오홀딩스,38870,Dec-11,42.25352113,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
12421,에코캡,128540,Dec-18,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12423,에코플라스틱,38110,Dec-11,-1.052631579,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12432,에프엔에스테크,83500,Dec-17,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12435,엑스큐어,70300,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
12444,엔브이에이치코리아,67570,Dec-13,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12451,엔시트론,101400,Dec-11,-2.816901408,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12460,엔에이치엔,181710,Dec-13,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
12467,엔에이치엔한국사이버결제,60250,Dec-11,1.176470588,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
12476,엔피씨,4250,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
12485,엘브이엠씨홀딩스,900140,Dec-11,0,0,0,0,0,0,0,0,0,0
12494,엘비세미콘,61970,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12503,엘아이지넥스원,79550,Dec-15,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
12508,엘에스전선아시아,229640,Dec-16,0,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
12512,엘지디스플레이,34220,Dec-11,10.52631579,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12521,엘지전자,66570,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12530,엘컴텍,37950,Dec-11,4.04040404,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12539,엘티씨,170920,Dec-13,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12546,엠에프엠코리아,323230,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
12547,엠케이전자,33160,Dec-11,-1.041666667,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12556,영보화학,14440,Dec-11,1.282051282,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
12565,영신금속공업,7530,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
12574,영진약품,3520,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12583,영풍정밀,36560,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12592,영풍제지,6740,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
12601,영화금속,12280,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12610,영화테크,265560,Dec-17,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12613,예스이십사,53280,Dec-11,1.265822785,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
12622,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-15,0,0,0,0,0,0,0,0,0,0
12627,오로라월드,39830,Dec-11,-8.333333333,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
12636,오상자이엘,53980,Dec-11,-1.298701299,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
12645,오성첨단소재,52420,Dec-11,9.411764706,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12654,오션브릿지,241790,Dec-16,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12658,오스템임플란트,48260,Dec-11,-12.19512195,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
12667,올리패스,244460,Dec-19,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12668,올릭스,226950,Dec-18,0,0,0,0,0,0,3.42,27.81,50.99,50.43
12670,옴니시스템,57540,Dec-11,10.58823529,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
12679,옵티시스,109080,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12688,와이더블유,51390,Dec-11,24.3902439,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12697,와이아이케이,232140,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
12702,와이엠씨,155650,Dec-12,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12710,와이엠티,251370,Dec-17,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
12713,와토스코리아,79000,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
12722,우리바이오,82850,Dec-11,-1.19047619,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12731,우리산업,215360,Dec-15,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12736,우리산업홀딩스,72470,Dec-11,2.352941176,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12745,우리손에프앤지농업회사법인,73560,Dec-16,0,0,0,0,0,0,44.41,46.35,52.67,51.58
12749,우리엔터프라이즈,37400,Dec-11,1.219512195,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
12758,우리이앤엘,153490,Dec-13,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12765,우림피티에스,101170,Dec-11,3.846153846,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12774,우수AMS,66590,Dec-11,2.150537634,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12783,우원개발,46940,Dec-11,1.075268817,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
12792,우진비앤지,18620,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12801,원텍,336570,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
12802,원풍물산,8290,Dec-11,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
12811,웰바이오텍,10600,Dec-11,1.136363636,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
12820,웹케시,53580,Dec-19,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
12821,위즈코프,38620,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
12830,윈텍,320000,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
12831,윙입푸드홀딩스,900340,Dec-18,0,0,0,0,0,0,0,0,0,0
12833,유네코,64510,Dec-18,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12835,유니셈,36200,Dec-11,-2.666666667,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12844,유니슨,18000,Dec-11,19.79166667,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
12853,유니온머티리얼,47400,Dec-11,2.631578947,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
12862,유니퀘스트,77500,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
12871,유비벨록스,89850,Dec-11,-1.492537313,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
12880,유성기업,2920,Dec-11,-2.222222222,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12889,유아이엘,49520,Dec-11,-3.296703297,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
12898,유엔젤,72130,Dec-11,5.263157895,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
12907,유진기업,23410,Dec-11,5.434782609,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
12916,율촌화학,8730,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
12925,이건산업,8250,Dec-11,-4.819277108,87.61,88.94,87.48,88.1,88.59,88.84,90.14,93.4,90.59
12934,이구산업,25820,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
12943,이노시스,56090,Dec-15,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
12948,이니텍,53350,Dec-11,1.351351351,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
12957,이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-11,0,0,0,0,0,0,0,0,0,0
12966,이엠코리아,95190,Dec-11,3.658536585,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
12975,이연제약,102460,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
12984,이원다이애그노믹스,245620,Dec-18,0,0,0,0,0,0,3.42,27.81,50.99,50.43
12986,이원컴포텍,88290,Dec-11,2.247191011,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
12995,이지케어텍,99750,Mar-19,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
12996,이트론,96040,Dec-11,30.39215686,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
13005,이화공영,1840,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
13014,이화산업,760,Mar-11,100,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
13023,이화전기공업,24810,Dec-11,3.797468354,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
13032,인베니아,79950,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13041,인선이엔티,60150,Dec-11,3.896103896,75.885,77,74.815,78.1,74.22,71.295,71.885,71.2,67.555
13050,인지컨트롤스,23800,Dec-11,-1.136363636,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
13059,인천도시가스,34590,Dec-11,0,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
13068,인크로스,216050,Dec-16,0,0,0,0,0,0,0,0,0,0
13072,인탑스,49070,Dec-11,-1.123595506,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13081,인터지스,129260,Dec-11,0,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
13090,인포뱅크,39290,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
13099,인화정공,101930,Dec-11,10.25641026,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
13108,일동제약,249420,Dec-16,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13112,일동홀딩스,230,Dec-11,-2.325581395,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13121,일성건설,13360,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
13130,일성신약,3120,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13139,일신방직,3200,Dec-11,16.09195402,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
13148,일양약품,7570,Mar-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13157,일정실업,8500,Dec-11,0,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
13166,일진다이아몬드,81000,Dec-11,1.492537313,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13175,일진디스플레이,20760,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13184,일진머티리얼즈,20150,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13193,일진전기,103590,Dec-11,2.197802198,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
13202,일진홀딩스,15860,Dec-11,2.247191011,0,0,0,0,0,0,0,0,0
13211,잉글우드랩,950140,Dec-16,0,0,0,0,0,0,0,0,0,0
13215,자이글,234920,Dec-16,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
13219,자이에스앤디,317400,Dec-19,0,0,0,0,0,34.76,35.235,38.005,27.97,72.15
13220,자화전자,33240,Dec-11,1.219512195,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13229,재영솔루텍,49630,Dec-11,-9.523809524,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13238,전방,950,Dec-11,13.46153846,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
13247,전진바이오팜,110020,Dec-18,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13249,제너셈,217190,Dec-15,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13254,제룡산업,147830,Dec-12,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
13262,제룡전기,33100,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
13271,제이더블유생명과학,234080,Dec-16,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13275,제이더블유신약,67290,Dec-11,14.89361702,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
13284,제이더블유중외제약,1060,Dec-11,4.545454545,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13293,제이더블유홀딩스,96760,Dec-11,3.389830508,0,0,0,0,0,0,0,0,0
