,회사명,거래소코드,회계년도,산업코드,산업명,2011,2012,2013,2014,2015,2016,2017,2018,2019
9703,남광토건(주),1260,Dec-11,64102,  종합 건설업,,,,,,,,,
9712,남양유업(주),3920,Dec-11,31005,  식료품 제조업,,,,,,,,,
9721,남해화학(주),25860,Dec-11,32003,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9730,남화산업(주),111710,Dec-18,189101,  스포츠 및 오락관련 서비스업,,,,,,,,,
9732,남화토건(주),91590,Dec-12,64101,  종합 건설업,,,,,,,,,
9740,네이버(주),35420,Dec-11,106301,  정보서비스업,,,,,,,,,
9749,넥센타이어(주),2350,Dec-11,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
9758,넷마블(주),251270,Dec-17,105802,  출판업,,,,,,,,,
9761,농업회사법인(주)농우바이오,54050,Oct-11,10101,  농업,,,,,,,,,
9769,농업회사법인아시아종묘(주),154030,Sep-18,10101,  농업,,,,,,,,,
9771,뉴지랩파마(주),214870,Dec-15,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9776,다믈멀티미디어(주),93640,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9785,다스코(주),58730,Dec-11,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
9794,대동금속(주),20400,Dec-11,32403,  1차 금속 제조업,,,,,,,,,
9803,대동기어(주),8830,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
9812,대동전자(주),8110,Mar-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9821,대림비앤코(주),5750,Dec-11,32302,  비금속 광물제품 제조업,,,,,,,,,
9830,대림통상(주),6570,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
9839,대모엔지니어링(주),317850,Dec-19,32902,  기타 기계 및 장비 제조업,,,,,,,,,
9840,대보마그네틱(주),290670,Dec-18,32809,  전기장비 제조업,,,,,,,,,
9842,대봉엘에스(주),78140,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9851,대상(주),1680,Dec-11,31007,  식료품 제조업,,,,,,,,,
9860,대상홀딩스(주),84690,Dec-11,137105,  전문 서비스업,,,,,,,,,
9869,대성산업(주),128820,Dec-11,74707,  소매업; 자동차 제외,,,,,,,,,
9878,대성에너지(주),117580,Dec-11,43502,"  전기, 가스, 증기 및 공기조절 공급업",,,,,,,,,
9887,대성홀딩스(주),16710,Dec-11,137105,  전문 서비스업,,,,,,,,,
9896,대신정보통신(주),20180,Mar-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
9905,대아티아이(주),45390,Dec-11,105802,  출판업,,,,,,,,,
9914,대양전기공업(주),108380,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
9923,대양제지공업(주),6580,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
9932,대영포장(주),14160,Dec-11,31702,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
9941,대우전자부품(주),9320,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9950,대우조선해양(주),42660,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
9959,대원강업(주),430,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9968,대원미디어(주),48910,Dec-11,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
9977,대원산업(주),5710,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9986,대원전선(주),6340,Dec-11,32803,  전기장비 제조업,,,,,,,,,
9995,대원제약(주),3220,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10004,대원화성(주),24890,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
10013,대정화금(주),120240,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10022,대주산업(주),3310,Dec-11,31008,  식료품 제조업,,,,,,,,,
10031,대주전자재료(주),78600,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10040,대창단조(주),15230,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
10049,대한광통신(주),10170,Dec-11,32703,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
10058,대한그린파워(주),60900,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
10067,대한뉴팜(주),54670,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10076,대한방직(주),1070,Dec-11,31302,  섬유제품 제조업; 의복제외,,,,,,,,,
10085,대한약품공업(주),23910,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10094,대한유화(주),6650,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10103,대한전선(주),1440,Dec-11,32803,  전기장비 제조업,,,,,,,,,
10112,대한제강(주),84010,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10121,대한제당(주),1790,Dec-11,31006,  식료품 제조업,,,,,,,,,
10130,대한제분(주),1130,Dec-11,31006,  식료품 제조업,,,,,,,,,
10139,대한해운(주),5880,Dec-11,85001,  수상 운송업,,,,,,,,,
10148,대한화섬(주),3830,Dec-11,32005,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10157,대화제약(주),67080,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10166,더이앤엠(주),89230,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
10175,덕산네오룩스(주),213420,Dec-15,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10180,덕산하이메탈(주),77360,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10189,덕양산업(주),24900,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
10198,덕우전자(주),263600,Dec-17,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10201,데브시스터즈(주),194480,Dec-14,105802,  출판업,,,,,,,,,
10207,도이치모터스(주),67990,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
10216,동국산업(주),5160,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10225,동국제강(주),1230,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10234,동국제약(주),86450,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10243,동부건설(주),5960,Dec-11,64102,  종합 건설업,,,,,,,,,
10252,동성제약(주),2210,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10261,동신건설(주),25950,Dec-11,64102,  종합 건설업,,,,,,,,,
10270,동아쏘시오홀딩스(주),640,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10279,동아에스티(주),170900,Dec-13,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10286,동아타이어공업(주),282690,Dec-17,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
10289,동아화성(주),41930,Dec-11,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
10298,동양이엔피(주),79960,Dec-11,32801,  전기장비 제조업,,,,,,,,,
10307,동양철관(주),8970,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10316,동양파일(주),228340,Dec-16,32303,  비금속 광물제품 제조업,,,,,,,,,
10320,동양피스톤(주),92780,Dec-17,33001,  자동차 및 트레일러 제조업,,,,,,,,,
10323,동원금속(주),18500,Mar-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
10332,동원산업(주),6040,Dec-11,10301,  어업,,,,,,,,,
10341,동원수산(주),30720,Dec-11,10301,  어업,,,,,,,,,
10350,동원시스템즈(주),14820,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10359,동일고무벨트(주),163560,Dec-12,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
10367,동일금속(주),109860,Dec-11,32403,  1차 금속 제조업,,,,,,,,,
10376,동일산업(주),4890,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10385,동일제강(주),2690,Dec-15,32401,  1차 금속 제조업,,,,,,,,,
10390,동일철강(주),23790,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10399,동화기업(주),25900,Dec-11,137105,  전문 서비스업,,,,,,,,,
10408,동화약품(주),20,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10417,두산밥캣(주),241560,Dec-16,137105,  전문 서비스업,,,,,,,,,
10421,두산에너빌리티(주),34020,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
10430,두산퓨얼셀(주),336260,Dec-19,32801,  전기장비 제조업,,,,,,,,,
10431,디씨엠(주),24090,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10440,디아이동일(주),1530,Dec-11,31301,  섬유제품 제조업; 의복제외,,,,,,,,,
10449,디아이티(주),110990,Dec-18,32902,  기타 기계 및 장비 제조업,,,,,,,,,
10451,디에스알(주),155660,Dec-13,31309,  섬유제품 제조업; 의복제외,,,,,,,,,
10458,디에스알제강(주),69730,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10467,디엑스앤브이엑스(주),180400,Dec-15,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
10472,디엘(주),210,Dec-11,64102,  종합 건설업,,,,,,,,,
10481,디엘건설(주),1880,Dec-11,64101,  종합 건설업,,,,,,,,,
10490,디와이(주),13570,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
10499,디와이씨(주),310870,Dec-18,117201,  기타금융업,,,,,,,,,
10501,디와이파워(주),210540,Dec-15,32902,  기타 기계 및 장비 제조업,,,,,,,,,
10506,디와이피엔에프(주),104460,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
10515,디젠스(주),113810,Dec-12,33003,  자동차 및 트레일러 제조업,,,,,,,,,
10523,디케이락(주),105740,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
10532,라온시큐어(주),42510,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10541,라온피플(주),300120,Dec-19,105802,  출판업,,,,,,,,,
10542,램테크놀러지(주),171010,Dec-13,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10549,로스웰인터내셔널유한회사,900260,Dec-15,33003,  자동차 및 트레일러 제조업,,,,,,,,,
10554,로체시스템즈(주),71280,Dec-11,32801,  전기장비 제조업,,,,,,,,,
10563,롯데관광개발(주),32350,Dec-11,147502,  사업지원 서비스업,,,,,,,,,
10572,롯데쇼핑(주),23530,Dec-11,74701,  소매업; 자동차 제외,,,,,,,,,
10581,롯데정밀화학(주),4000,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10590,롯데정보통신(주),286940,Dec-18,106200,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
10592,롯데제과(주),280360,Dec-17,31007,  식료품 제조업,,,,,,,,,
10595,롯데지주(주),4990,Dec-11,31007,  식료품 제조업,,,,,,,,,
10604,롯데칠성음료(주),5300,Dec-11,31102,  음료 제조업,,,,,,,,,
10613,롯데케미칼(주),11170,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10622,롯데하이마트(주),71840,Dec-11,74703,  소매업; 자동차 제외,,,,,,,,,
10631,리노공업(주),58470,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10640,마이크로로봇(주),182690,Dec-14,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10646,만호제강(주),1080,Jun-11,32401,  1차 금속 제조업,,,,,,,,,
10655,매일유업(주),267980,Dec-17,31005,  식료품 제조업,,,,,,,,,
10658,매일홀딩스(주),5990,Dec-11,31005,  식료품 제조업,,,,,,,,,
10667,메가스터디(주),72870,Dec-11,168505,  교육 서비스업,,,,,,,,,
10676,메가스터디교육(주),215200,Dec-15,168505,  교육 서비스업,,,,,,,,,
10681,메가엠디(주),133750,Dec-15,168505,  교육 서비스업,,,,,,,,,
10686,메디앙스(주),14100,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10695,메디포스트(주),78160,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10704,명문제약(주),17180,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10713,명성티엔에스(주),257370,Dec-18,32902,  기타 기계 및 장비 제조업,,,,,,,,,
10715,모바일어플라이언스(주),87260,Dec-17,105802,  출판업,,,,,,,,,
10718,모트렉스(주),118990,Dec-17,33003,  자동차 및 트레일러 제조업,,,,,,,,,
10721,무림에스피(주),1810,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
10730,무림페이퍼(주),9200,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
10739,무림피앤피(주),9580,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
10748,문배철강(주),8420,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10757,미디어젠(주),279600,Dec-19,105802,  출판업,,,,,,,,,
10758,미래나노텍(주),95500,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
10767,미래산업(주),25560,Dec-11,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
10776,미스터블루(주),207760,Dec-14,117201,  기타금융업,,,,,,,,,
10782,미원상사(주),2840,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10791,미원스페셜티케미칼(주),268280,Dec-17,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10794,미원홀딩스(주),107590,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10803,미원화학(주),134380,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10812,미창석유공업(주),3650,Dec-11,31902,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,
10821,바디텍메드(주),206640,Dec-14,117201,  기타금융업,,,,,,,,,
10827,바이온(주),32980,Jun-11,74605,  도매 및 상품 중개업,,,,,,,,,
10836,백광산업(주),1340,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
10845,범양건영(주),2410,Dec-11,64101,  종합 건설업,,,,,,,,,
10854,베뉴지(주),19010,Dec-11,74701,  소매업; 자동차 제외,,,,,,,,,
10863,보성파워텍(주),6910,Dec-11,32801,  전기장비 제조업,,,,,,,,,
10872,보해양조(주),890,Dec-11,31101,  음료 제조업,,,,,,,,,
10881,부광약품(주),3000,Mar-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
10890,부국철강(주),26940,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10899,부산산업(주),11390,Dec-11,32309,  비금속 광물제품 제조업,,,,,,,,,
10908,부산주공(주),5030,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
10917,브릿지바이오테라퓨틱스(주),288330,Dec-19,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
10918,비디아이(주),148140,Dec-17,32902,  기타 기계 및 장비 제조업,,,,,,,,,
10921,비에이치아이(주),83650,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
10930,비케이탑스(주),30790,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
10939,비플라이소프트(주),148780,Dec-16,105802,  출판업,,,,,,,,,
10943,빛샘전자(주),72950,Dec-12,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
10951,사조동아원(주),8040,Dec-11,31006,  식료품 제조업,,,,,,,,,
10960,사조산업(주),7160,Dec-11,10301,  어업,,,,,,,,,
10969,사조씨푸드(주),14710,Dec-12,31002,  식료품 제조업,,,,,,,,,
10977,삼강엠앤티(주),100090,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
10986,삼륭물산(주),14970,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
10995,삼목에스폼(주),18310,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
11004,삼보모터스(주),53700,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
11013,삼보산업(주),9620,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
11022,삼부토건(주),1470,Dec-11,64102,  종합 건설업,,,,,,,,,
11031,삼성SDI(주),6400,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11040,삼성공조(주),6660,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
11049,삼성물산(주),28260,Dec-14,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
11055,삼성바이오로직스(주),207940,Dec-16,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
11059,삼성에스디에스(주),18260,Dec-14,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
11065,삼성엔지니어링(주),28050,Dec-11,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",,,,,,,,,
11074,삼성전기(주),9150,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11083,삼성전자(주),5930,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11092,삼성제약(주),1360,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11101,삼성중공업(주),10140,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
11110,삼아알미늄(주),6110,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
11119,삼아제약(주),9300,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11128,삼양식품(주),3230,Dec-11,31007,  식료품 제조업,,,,,,,,,
11137,삼양통상(주),2170,Dec-11,31501,"  가죽, 가방 및 신발 제조업",,,,,,,,,
11146,삼영무역(주),2810,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
11155,삼영엠텍(주),54540,Dec-11,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
11164,삼영이엔씨(주),65570,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11173,삼영전자공업(주),5680,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11182,삼영화학공업(주),3720,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
11191,삼익티에이치케이(주),4380,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
11200,삼일제약(주),520,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11209,삼정펄프(주),9770,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
11218,삼지전자(주),37460,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11227,삼진제약(주),5500,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11236,삼천당제약(주),250,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11245,삼천리자전거(주),24950,Dec-11,74604,  도매 및 상품 중개업,,,,,,,,,
11254,삼현철강(주),17480,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
11263,삼호개발(주),10960,Dec-11,64201,  전문직별 공사업,,,,,,,,,
11272,삼화왕관(주),4450,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
11281,삼화전기(주),9470,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11290,삼화전자공업(주),11230,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11299,삼화콘덴서공업(주),1820,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11308,삼화페인트공업(주),390,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
11317,상신브레이크(주),41650,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
11326,상신이디피(주),91580,Dec-11,32802,  전기장비 제조업,,,,,,,,,
11335,상신전자(주),263810,Dec-17,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11338,새론오토모티브(주),75180,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
11347,샘표(주),7540,Dec-11,31007,  식료품 제조업,,,,,,,,,
