,회사명,거래소코드,회계년도,산업코드,산업명,2011,2012,2013,2014,2015,2016,2017,2018,2019
11405,서호전기(주),65710,Dec-11,32801,  전기장비 제조업,,,,,,,,,
11414,선도전기(주),7610,Dec-11,32801,  전기장비 제조업,,,,,,,,,
11423,성문전자(주),14910,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11432,성보화학(주),3080,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
11441,성신양회(주),4980,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
11450,성우전자(주),81580,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11459,성우테크론(주),45300,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11468,성창기업지주(주),180,Dec-11,137105,  전문 서비스업,,,,,,,,,
11477,성호전자(주),43260,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11486,세기상사(주),2420,Dec-11,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
11495,세명전기공업(주),17510,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
11504,세방(주),4360,Dec-11,84903,  육상운송 및 파이프라인 운송업,,,,,,,,,
11513,세방전지(주),4490,Dec-11,32802,  전기장비 제조업,,,,,,,,,
11522,세원이앤씨(주),91090,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
11531,세종공업(주),33530,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
11540,세종텔레콤(주),36630,Dec-11,106102,  우편 및 통신업,,,,,,,,,
11549,세하(주),27970,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
11558,소니드(주),60230,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
11567,소프트캠프(주),258790,Dec-17,117201,  기타금융업,,,,,,,,,
11570,솔루스첨단소재(주),336370,Dec-19,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11571,솔브레인홀딩스(주),36830,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
11580,송원산업(주),4430,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
11589,스튜디오드래곤(주),253450,Dec-17,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
11592,시그네틱스(주),33170,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11601,신대양제지(주),16590,Dec-11,31702,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
11610,신라교역(주),4970,Dec-11,10301,  어업,,,,,,,,,
11619,신라섬유(주),1000,Dec-11,31301,  섬유제품 제조업; 의복제외,,,,,,,,,
11628,신라에스지(주),25870,Dec-11,31002,  식료품 제조업,,,,,,,,,
11637,신라젠(주),215600,Dec-16,137001,  연구개발업,,,,,,,,,
11641,신성델타테크(주),65350,Dec-11,32805,  전기장비 제조업,,,,,,,,,
11650,신성통상(주),5390,Jun-11,74607,  도매 및 상품 중개업,,,,,,,,,
11659,신세계건설(주),34300,Dec-11,64101,  종합 건설업,,,,,,,,,
11668,신송홀딩스(주),6880,Dec-13,137105,  전문 서비스업,,,,,,,,,
11675,신신제약(주),2800,Dec-17,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11678,신원종합개발(주),17000,Dec-11,64101,  종합 건설업,,,,,,,,,
11687,신일전자(주),2700,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
11696,신일제약(주),12790,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11705,신풍제약(주),19170,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11714,신풍제지(주),2870,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
11723,신화인터텍(주),56700,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
11732,신흥에스이씨(주),243840,Dec-17,32802,  전기장비 제조업,,,,,,,,,
11735,쌍용씨앤이(주),3410,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
11744,쌍용자동차(주),3620,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
11753,쌍용정보통신(주),10280,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
11762,써니전자(주),4770,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11771,씨비아이(주),13720,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
11780,씨아이에스(주),222080,Dec-15,117201,  기타금융업,,,,,,,,,
11785,씨앤지하이테크(주),264660,Dec-18,32902,  기타 기계 및 장비 제조업,,,,,,,,,
11787,씨앤티85(주),56730,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11796,씨에스베어링(주),297090,Dec-19,32901,  기타 기계 및 장비 제조업,,,,,,,,,
11797,씨에스윈드(주),112610,Dec-14,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
11803,씨제이(주),1040,Dec-11,137105,  전문 서비스업,,,,,,,,,
11812,씨제이대한통운(주),120,Dec-11,84903,  육상운송 및 파이프라인 운송업,,,,,,,,,
11821,씨제이바이오사이언스(주),311690,Dec-19,137001,  연구개발업,,,,,,,,,
11822,씨제이씨지브이(주),79160,Dec-11,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
11831,씨제이씨푸드(주),11150,Dec-11,74603,  도매 및 상품 중개업,,,,,,,,,
11840,씨제이제일제당(주),97950,Dec-11,31007,  식료품 제조업,,,,,,,,,
11849,씨제이프레시웨이(주),51500,Dec-11,74603,  도매 및 상품 중개업,,,,,,,,,
11858,씨케이에이치푸드앤헬스리미티드,900120,Jun-11,137105,  전문 서비스업,,,,,,,,,
11867,씨큐브(주),101240,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
11876,아남전자(주),8700,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11885,아미코젠(주),92040,Dec-13,31007,  식료품 제조업,,,,,,,,,
11892,아비코전자(주),36010,Dec-11,32801,  전기장비 제조업,,,,,,,,,
11901,아세아(주),2030,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
11910,아세아시멘트(주),183190,Dec-13,32303,  비금속 광물제품 제조업,,,,,,,,,
11917,아세아제지(주),2310,Dec-11,31702,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
11926,아시아나아이디티(주),267850,Dec-18,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
11928,아시아나항공(주),20560,Dec-11,85101,  항공 운송업,,,,,,,,,
11937,아이쓰리시스템(주),214430,Dec-15,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
11942,아이에스동서(주),10780,Dec-11,32302,  비금속 광물제품 제조업,,,,,,,,,
11951,아이진(주),185490,Dec-15,137001,  연구개발업,,,,,,,,,
11956,아이큐어(주),175250,Dec-18,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
11958,아이크래프트(주),52460,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
11967,아이텍(주),119830,Dec-11,137309,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,
