회사,코드,년도,2011,2012,2013,2014,2015,2016,2017,2018,2019
(주)마니커에프앤지,195500,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,96651,216386
(주)마이크로디지탈,305090,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,919040
(주)마이크로컨텍솔루션,98120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,41796
(주)마이크로프랜드,147760,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,399525
(주)마인즈랩,377480,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)마크로밀엠브레인,169330,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,,0,0,0
(주)마크로젠,38290,      비유동금융부채(*)(IFRS)(천원),0,200137,150103,100068,0,114013,77036,40059,249996
(주)만도,204320,      비유동금융부채(*)(IFRS)(천원),,,,0,2361679,289444,0,3569580,12006624
(주)매직마이크로,127160,      비유동금융부채(*)(IFRS)(천원),,,,,3000,0,0,0,107802
(주)매커스,93520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,105680
(주)머큐리,100590,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4891930
(주)멀티캠퍼스,67280,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,24414251
(주)메드팩토,235980,      비유동금융부채(*)(IFRS)(천원),,,,,,,,22998616,451641
(주)메디아나,41920,      비유동금융부채(*)(IFRS)(천원),,,70000,90000,150000,150000,140000,90000,197389
(주)메디콕스,54180,      비유동금융부채(*)(IFRS)(천원),0,172565,0,0,0,0,0,0,0
(주)메디톡스,86900,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1893039,0,61919
(주)메디프론디비티,65650,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,16115
(주)메지온,140410,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1697204
(주)메카로,241770,      비유동금융부채(*)(IFRS)(천원),,,,2751213,0,0,0,0,234982
(주)메타랩스,90370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,2745060,0,0,0,10101016
(주)메타바이오메드,59210,      비유동금융부채(*)(IFRS)(천원),10091,909321,2973146,54624,285722,898655,340692,257258,307960
(주)멕아이씨에스,58110,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,8183
(주)멜파스,96640,      비유동금융부채(*)(IFRS)(천원),0,0,260000,0,0,0,0,0,0
(주)모나리자,12690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,219867
(주)모나미,5360,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1225527,330954,460364
(주)모다이노칩,80420,      비유동금융부채(*)(IFRS)(천원),855963,766872,0,0,0,0,0,7500000,222754337
(주)모두투어네트워크,80160,      비유동금융부채(*)(IFRS)(천원),0,901404,1477384,1672484,1796400,1921860,1968400,1983000,4384412
(주)모바일리더,100030,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)모베이스,101330,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)모베이스전자,12860,      비유동금융부채(*)(IFRS)(천원),0,253729,110340,0,0,0,0,0,2071693
(주)모비릭스,348030,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,16386
(주)모비스,250060,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,19449
(주)모아데이타,288980,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)모아텍,33200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,,0,0
(주)모토닉,9680,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,733145
(주)모헨즈,6920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,274660
(주)무학,33920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,582313
(주)미래생명자원,218150,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,116259
(주)미래아이앤지,7120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,154898
(주)미래컴퍼니,49950,      비유동금융부채(*)(IFRS)(천원),15177,22979,3122,5140,3196,0,0,0,1719432
(주)미코,59090,      비유동금융부채(*)(IFRS)(천원),116795,50860,1727666,12911,0,797,0,186002,529739
(주)미코바이오메드,214610,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,363,2623145
(주)미투온,201490,      비유동금융부채(*)(IFRS)(천원),,,,,,0,19924818,0,1020698
(주)바른손,18700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)바른손이앤에이,35620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,276588
(주)바른전자,64520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3413
(주)바이넥스,53030,      비유동금융부채(*)(IFRS)(천원),57237,47237,92237,42237,52237,37237,87237,0,168215
(주)바이브컴퍼니,301300,      비유동금융부채(*)(IFRS)(천원),,,,,,,,157426,328039
(주)바이오니아,64550,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,283965
(주)바이오다인,314930,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,0
(주)바이오로그디바이스,208710,      비유동금융부채(*)(IFRS)(천원),,,,,90762,55684,0,0,14491
(주)바이오솔루션,86820,      비유동금융부채(*)(IFRS)(천원),,,0,4032420,0,0,0,0,150490
(주)바이오스마트,38460,      비유동금융부채(*)(IFRS)(천원),33591,122791,118191,109600,0,3853400,3809214,0,534988
(주)바이오에프디엔씨,251120,      비유동금융부채(*)(IFRS)(천원),,,,,,0,,,0
(주)바이오톡스텍,86040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,157296
(주)바텍,43150,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,57710
(주)박셀바이오,323990,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,300632
(주)방림,3610,      비유동금융부채(*)(IFRS)(천원),120997,316080,258767,173251,110475,131307,101179,96010,0
(주)배럴,267790,      비유동금융부채(*)(IFRS)(천원),,,,,,1671871,2073085,0,446066
(주)백금티앤에이,46310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)백산,35150,      비유동금융부채(*)(IFRS)(천원),198402,97737,75310,1663701,834405,877520,36960,352370,353525
(주)버킷스튜디오,66410,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,565127
(주)베노홀딩스,206400,      비유동금융부채(*)(IFRS)(천원),,,,,5000,3900,3900,0,204652
(주)베셀,177350,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,1911447,127295
(주)베스파,299910,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,1809231
(주)벽산,7210,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,294206
(주)보광산업,225530,      비유동금융부채(*)(IFRS)(천원),,,0,0,46000,46000,1003077,53000,1476462
(주)보라티알,250000,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,215329
(주)보락,2760,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,186201
(주)보령,3850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,504990
(주)본느,226340,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,159975
(주)부-스타,8470,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,53945
(주)부방,14470,      비유동금융부채(*)(IFRS)(천원),8007,0,0,0,0,0,0,0,2362
(주)뷰노,338220,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,103703
(주)뷰웍스,100120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)브랜드엑스코퍼레이션,337930,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,15409132
(주)브리지텍,64480,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1404602
(주)브이씨,365900,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)브이원텍,251630,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,153758
(주)브이티지엠피,18290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,499727
(주)블루베리엔에프티,44480,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)블루콤,33560,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)비덴트,121800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,21604,21604,21604,0,0
(주)비보존헬스케어,82800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1022184,0,0,7273
(주)비비안,2070,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,5553828
(주)비상교육,100220,      비유동금융부채(*)(IFRS)(천원),20000,0,0,0,0,0,0,0,1228039
(주)비씨월드제약,200780,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,1505380,1575313,1647663,1949
(주)비아트론,141000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)비에이치,90460,      비유동금융부채(*)(IFRS)(천원),0,5371,8676,4616,59153,56262,33643750,18959,24094
(주)비엔지티,32790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,221878
(주)비엘,142760,      비유동금융부채(*)(IFRS)(천원),0,0,847960,15635518,0,0,0,0,799057
(주)비엘팜텍,65170,      비유동금융부채(*)(IFRS)(천원),65280,112601,0,0,17000,17000,0,0,151166
(주)비엠티,86670,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)비올,335890,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)비와이씨,1460,      비유동금융부채(*)(IFRS)(천원),5135,98900,118658,133785,36738,75156,119307,1047969,354580
(주)비즈니스온커뮤니케이션,138580,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,413069
(주)비지에프,27410,      비유동금융부채(*)(IFRS)(천원),,361734502,95383945,99760175,137852799,175772781,3657746,291241,3945400
(주)비지에프리테일,282330,      비유동금융부채(*)(IFRS)(천원),,,,,,,189336851,176106178,566242875
(주)비츠로셀,82920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,147643
(주)비츠로시스,54220,      비유동금융부채(*)(IFRS)(천원),56430,306314,0,0,0,0,0,0,0
(주)비츠로테크,42370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,60041
(주)비케이홀딩스,50090,      비유동금융부채(*)(IFRS)(천원),21955272,0,0,0,0,0,0,0,149071
(주)비투엔,307870,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)비트나인,357880,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)비트컴퓨터,32850,      비유동금융부채(*)(IFRS)(천원),304589,630845,563571,1083183,989488,857523,757969,654592,2457334
(주)비피도,238200,      비유동금융부채(*)(IFRS)(천원),,,,,3988077,15710313,15700345,0,25425
(주)빅솔론,93190,      비유동금융부채(*)(IFRS)(천원),53899,0,0,0,0,0,0,0,773891
(주)빅텍,65450,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,42891
(주)빙그레,5180,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4504442
(주)사람인에이치알,143240,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,310793
(주)사조대림,3960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,120000,204000,164000,7414844
(주)사조오양,6090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,955612
(주)삼기,122350,      비유동금융부채(*)(IFRS)(천원),,2206542,652759,2175791,386993,506913,610620,119486,321230
(주)삼보판지,23600,      비유동금융부채(*)(IFRS)(천원),250726,251959,209951,151857,371564,53999,0,0,408159
(주)삼성출판사,68290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,270673
(주)삼양사,145990,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2058055
(주)삼양옵틱스,225190,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,1203265
(주)삼양패키징,272550,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,3377369
(주)삼양홀딩스,70,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,149092
(주)삼에스코리아,60310,      비유동금융부채(*)(IFRS)(천원),485512,288663,142720,496248,216844,8171,158171,206171,0
(주)삼영에스앤씨,361670,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)삼원강재,23000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)삼익악기,2450,      비유동금융부채(*)(IFRS)(천원),7194807,0,0,0,0,0,0,0,20666985
(주)삼일,32280,      비유동금융부채(*)(IFRS)(천원),873027,0,0,961284,0,0,0,0,1041372
(주)삼일기업공사,2290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)삼일씨엔에스,4440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1593218
(주)삼진,32750,      비유동금융부채(*)(IFRS)(천원),0,186180,159040,45663,4713,5075,0,0,0
(주)삼진엘앤디,54090,      비유동금융부채(*)(IFRS)(천원),910487,3739915,2240153,2416267,1956386,871761,39159,202386,227624
(주)삼천리,4690,      비유동금융부채(*)(IFRS)(천원),1583806,1735078,1898610,2195015,2277364,2436496,973220,10000,42973676
(주)삼표시멘트,38500,      비유동금융부채(*)(IFRS)(천원),0,0,30306555,413840231,272959473,44423213,19921387,9679685,13308217
(주)삼화네트웍스,46390,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,380
(주)상보,27580,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,116735
(주)상상인,38540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,239597,6171771
(주)상상인인더스트리,101000,      비유동금융부채(*)(IFRS)(천원),0,46047,31054,79171,25339,0,0,0,996253
(주)상아프론테크,89980,      비유동금융부채(*)(IFRS)(천원),0,0,0,497150,0,0,0,0,1150359
(주)상지카일룸,42940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,38140,0,213712
(주)새로닉스,42600,      비유동금융부채(*)(IFRS)(천원),0,672106,449195,299642,330613,332978,188382,101431,309129
(주)새빗켐,107600,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)샘씨엔에스,252990,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,80604
(주)서남,294630,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,15623
(주)서린바이오사이언스,38070,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4421
(주)서부티엔디,6730,      비유동금융부채(*)(IFRS)(천원),26906348,11504,23829,13754,14399,5596,8688,20297058,1331234
(주)서산,79650,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)서연,7860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,51910,0,58601
(주)서연이화,200880,      비유동금융부채(*)(IFRS)(천원),,,,788871,94353,33171,0,295888,6083085
(주)서연탑메탈,19770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,70000,0
(주)서울리거,43710,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,20000,0,0,11836
(주)서울옥션,63170,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,440583,997694
(주)서울제약,18680,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1578132
(주)서원,21050,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,215837
(주)서원인텍,93920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,19238
(주)서전기전,189860,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,99722
(주)서진시스템,178320,      비유동금융부채(*)(IFRS)(천원),,,,,1156827,1005638,530170,156379,3339069
(주)서진오토모티브,122690,      비유동금융부채(*)(IFRS)(천원),,0,346608,156781,64571,1383,8043,6145006,7093586
(주)서플러스글로벌,140070,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,164450,73235
(주)서한,11370,      비유동금융부채(*)(IFRS)(천원),0,0,0,500000,100000,12250,16250,41250,146577
(주)서흥,8490,      비유동금융부채(*)(IFRS)(천원),982612,647236,1578003,1763848,1469793,1557019,1364630,1018677,658621
(주)서희건설,35890,      비유동금융부채(*)(IFRS)(천원),3138268,1161727,1585579,2191402,2769014,1765485,1774239,851012,6244925
(주)석경에이티,357550,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,341814
(주)선광,3100,      비유동금융부채(*)(IFRS)(천원),473212,0,0,0,0,0,0,0,998596
(주)선앤엘,2820,      비유동금융부채(*)(IFRS)(천원),0,646462,696363,479030,252606,96483,0,0,74636
(주)선익시스템,171090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,121322
(주)선진,136490,      비유동금융부채(*)(IFRS)(천원),6040,86884,23925,46640,11389,0,322613,212978,2514878
(주)성광벤드,14620,      비유동금융부채(*)(IFRS)(천원),430000,0,0,0,0,0,0,0,0
(주)성도이엔지,37350,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,113635
(주)성안,11300,      비유동금융부채(*)(IFRS)(천원),4787097,4311963,305852,122790,0,0,0,0,0
(주)성우하이텍,15750,      비유동금융부채(*)(IFRS)(천원),2166563,2225552,1991484,2452431,8834756,14436807,15767735,10236333,7701953
(주)성창오토텍,80470,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,29000,0,0,0,71231
(주)세경하이테크,148150,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,12158,0,30914
(주)세동,53060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,109447
(주)세림비앤지,340440,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)세보엠이씨,11560,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,497408
(주)세아메카닉스,396300,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)세아베스틸지주,1430,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,82657253,34942382,21272000,51990491,32859244
(주)세아제강,306200,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,7910000
(주)세아제강지주,3030,      비유동금융부채(*)(IFRS)(천원),6503000,84999,0,0,0,0,0,0,415000
(주)세아특수강,19440,      비유동금융부채(*)(IFRS)(천원),0,147000,138000,0,0,0,949490,709804,1124610
(주)세아홀딩스,58650,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1298833
(주)세우글로벌,13000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,259,206,147
(주)세운메디칼,100700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)세원물산,24830,      비유동금융부채(*)(IFRS)(천원),1449851,1876895,233134,249889,225183,253121,268760,215251,189140
(주)세원정공,21820,      비유동금융부채(*)(IFRS)(천원),940918,1571067,1623365,1230790,159117,0,0,0,0
(주)세이브존아이앤씨,67830,      비유동금융부채(*)(IFRS)(천원),506720,95091,0,0,0,0,0,0,0
(주)세종메디칼,258830,      비유동금융부채(*)(IFRS)(천원),,,,,120206,36246,0,0,0
(주)세중,39310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,157874
(주)세진중공업,75580,      비유동금융부채(*)(IFRS)(천원),,,109621,0,0,0,0,4958740,5524747
(주)세진티에스,67770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,24963
(주)세코닉스,53450,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1984749,70112,544332
(주)세토피아,222810,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,1245813
(주)세화피앤씨,252500,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,7178
(주)센코,347000,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,154783
(주)센트랄모텍,308170,      비유동금융부채(*)(IFRS)(천원),,,,,,,68749,4798530,5179290
