,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결),자본율
6409,에스비더블유생명과학(주),151910,12-Dec,"88,735","34,968","110,798","37,234",33.61,33.61
6410,에스비더블유생명과학(주),151910,13-Dec,"156,839","56,896","179,139","57,704",32.21,32.21
6411,에스비더블유생명과학(주),151910,14-Dec,"176,213","60,952","195,820","60,917",31.11,31.11
6412,에스비더블유생명과학(주),151910,15-Dec,"186,182","41,397","197,153","33,822",17.16,17.16
6413,에스비더블유생명과학(주),151910,16-Dec,"73,487","46,283","80,698","27,985",34.68,34.68
6414,에스비더블유생명과학(주),151910,17-Dec,"80,561","45,249","83,934","33,945",40.44,40.44
6415,에스비더블유생명과학(주),151910,18-Dec,"85,786","44,363","79,357","28,746",36.22,36.22
6416,에스비더블유생명과학(주),151910,19-Dec,"99,735","50,580","84,722","37,469",44.23,44.23
6417,에스씨아이평가정보(주),36120,10-Dec,"19,814","14,885",,,75.12,0
6418,에스엔유프리시젼(주),80000,10-Dec,"170,183","117,215",,,68.88,0
6419,에스엔유프리시젼(주),80000,11-Dec,"157,944","98,910","157,944","98,910",62.62,62.62
6420,에스엔유프리시젼(주),80000,12-Dec,"124,908","72,941","124,908","72,941",58.4,58.4
6421,에스엔유프리시젼(주),80000,13-Dec,"132,156","81,098","132,156","81,098",61.37,61.37
6422,에스엔유프리시젼(주),80000,14-Dec,"127,267","68,212","127,267","68,212",53.6,53.6
6423,에스엔유프리시젼(주),80000,15-Dec,"126,660","69,722","126,660","69,722",55.05,55.05
6424,에스엔유프리시젼(주),80000,16-Dec,"134,145","89,640","134,145","89,640",66.82,66.82
6425,에스엔유프리시젼(주),80000,17-Dec,"149,728","95,204","149,728","95,204",63.58,63.58
6426,에스엔유프리시젼(주),80000,18-Dec,"136,621","107,956","136,477","107,739",78.94,78.94
6427,에스엔유프리시젼(주),80000,19-Dec,"151,868","115,424","151,974","115,409",75.94,75.94
6428,에스엔케이폴리텍(주),91340,10-Dec,"46,149","42,413",,,91.9,0
6429,에스엔케이폴리텍(주),91340,11-Dec,"47,524","42,648","47,524","42,648",89.74,89.74
6430,에스엔케이폴리텍(주),91340,12-Dec,"44,841","41,518","44,841","41,518",92.59,92.59
6431,에스엔케이폴리텍(주),91340,13-Dec,"57,509","40,739","62,242","45,093",72.45,72.45
6432,에스엔케이폴리텍(주),91340,14-Dec,"61,514","43,408","64,673","46,017",71.15,71.15
6433,에스엔케이폴리텍(주),91340,15-Dec,"82,685","48,304","83,714","48,946",58.47,58.47
6434,에스엔케이폴리텍(주),91340,16-Dec,"90,663","52,214","138,262","58,171",42.07,42.07
6435,에스엔케이폴리텍(주),91340,17-Dec,"102,987","59,789","221,932","69,440",31.29,31.29
6436,에스엔케이폴리텍(주),91340,18-Dec,"89,204","60,017","198,180","73,610",37.14,37.14
6437,에스엔케이폴리텍(주),91340,19-Dec,"95,814","59,212","246,707","88,787",35.99,35.99
6438,에스와이(주),109610,10-Dec,,,,,#DIV/0!,#DIV/0!
6439,에스지씨에너지(주),5090,10-Dec,"468,198","204,621",,,43.7,0
6440,에스지씨에너지(주),5090,11-Dec,"534,693","220,244","534,693","220,244",41.19,41.19
6441,에스지씨에너지(주),5090,12-Dec,"629,665","240,027","629,665","240,027",38.12,38.12
6442,에스지씨에너지(주),5090,13-Dec,"637,748","230,276","766,651","264,362",34.48,34.48
6443,에스지씨에너지(주),5090,14-Dec,"635,813","235,268","813,321","286,875",35.27,35.27
6444,에스지씨에너지(주),5090,15-Dec,"650,473","248,952","841,187","318,429",37.85,37.85
6445,에스지씨에너지(주),5090,16-Dec,"642,835","242,459","854,268","329,902",38.62,38.62
6446,에스지씨에너지(주),5090,17-Dec,"601,086","223,245","797,747","323,321",40.53,40.53
6447,에스지씨에너지(주),5090,18-Dec,"541,269","193,207","759,129","317,420",41.81,41.81
6448,에스지씨에너지(주),5090,19-Dec,"474,045","181,487","695,853","312,594",44.92,44.92
6449,에스지씨이테크건설(주),16250,10-Dec,"476,490","128,206","491,282","139,608",26.91,1825897.07
6450,에스지에이(주),49470,10-Dec,"38,692","24,537","40,322","25,071",63.42,63583.11
6451,에스지에이(주),49470,11-Dec,"37,508","25,404","39,550","26,709",67.53,67.53
6452,에스지에이(주),49470,12-Dec,"50,580","27,783","54,091","29,544",54.62,54.62
6453,에스지에이(주),49470,13-Dec,"53,867","31,645","70,860","35,583",50.22,50.22
6454,에스지에이(주),49470,14-Dec,"62,261","33,656","82,677","42,120",50.95,50.95
6455,에스지에이(주),49470,15-Dec,"65,245","46,943","125,358","75,516",60.24,60.24
6456,에스지에이(주),49470,16-Dec,"75,821","51,272","163,921","85,719",52.29,52.29
6457,에스지에이(주),49470,17-Dec,"85,285","43,541","147,319","78,939",53.58,53.58
6458,에스지에이(주),49470,18-Dec,"76,328","46,247","132,956","68,827",51.77,51.77
6459,에스지에이(주),49470,19-Dec,"68,945","37,575","100,664","38,067",37.82,37.82
6460,에스지에이솔루션즈(주),184230,14-Jun,"15,294,043","6,402,684","15,294,043","6,402,684",41.86,41.86
6461,에스지에이솔루션즈(주),184230,15-Jun,"33,640","28,603","33,627","28,590",85.02,85.02
6462,에스지에이솔루션즈(주),184230,16-Dec,"67,220","39,212","93,876","41,151",43.84,43.84
6463,에스지에이솔루션즈(주),184230,17-Dec,"65,460","51,072","83,033","50,444",60.75,60.75
6464,에스지에이솔루션즈(주),184230,18-Dec,"67,493","47,535","78,074","38,818",49.72,49.72
6465,에스지에이솔루션즈(주),184230,19-Dec,"44,762","26,670","47,972","16,523",34.44,34.44
6466,에스케이(주),34730,10-Dec,"3,433,799","1,009,154","4,457,066","1,801,075",29.39,15165840.67
6467,에스케이가스(주),18670,10-Dec,"1,759,899","705,863","1,930,152","716,745",40.11,4812368.09
6468,에스케이네트웍스(주),1740,10-Dec,"9,160,782","3,088,968","9,662,369","3,165,065",33.72,28655154.74
6469,에스케이디스커버리(주),6120,10-Dec,"1,811,664","908,103","3,625,251","1,445,693",50.13,7232369.82
6470,에스케이디앤디(주),210980,10-Dec,,,,,#DIV/0!,#DIV/0!
6471,에스케이렌터카(주),68400,10-Dec,"513,150","98,877","526,338","99,900",19.27,2731579.08
6472,에스케이씨(주),11790,10-Dec,"2,001,353","1,019,502","2,834,385","1,092,769",50.94,5564093.96
6473,에스케이텔레콤(주),17670,10-Dec,"19,727,126","11,580,958","23,132,389","12,407,999",58.71,39403955.4
6474,에스케이하이닉스(주),660,10-Dec,"16,004,260","8,167,046","17,412,117","7,907,576",51.03,34121033.19
6475,에스텍(주),69510,10-Dec,"83,384","56,256","120,283","72,179",67.47,178286.36
6476,에스트래픽(주),234300,17-Dec,"94,316","50,835","106,710","44,601",41.8,41.8
6477,에스트래픽(주),234300,18-Dec,"106,315","48,887","101,673","40,865",40.19,40.19
6478,에스트래픽(주),234300,19-Dec,"130,405","47,156","121,069","31,384",25.92,25.92
6479,에쓰-오일(주),10950,10-Dec,"10,003,498","4,504,595","10,004,081","4,505,050",45.03,22216382.22
6480,에쓰씨엔지니어링(주),23960,10-Dec,"81,432","56,283","325,001","153,761",69.12,470221.58
6481,에쓰씨엔지니어링(주),23960,11-Dec,"107,438","60,145","405,239","125,376",30.94,30.94
6482,에쓰씨엔지니어링(주),23960,12-Dec,"83,717","53,319","385,510","120,201",31.18,31.18
6483,에쓰씨엔지니어링(주),23960,13-Dec,"83,192","53,478","316,915","94,844",29.93,29.93
6484,에쓰씨엔지니어링(주),23960,14-Dec,"84,625","42,301","328,102","62,617",19.08,19.08
6485,에쓰씨엔지니어링(주),23960,15-Dec,"123,314","45,043","403,709","116,828",28.94,28.94
6486,에쓰씨엔지니어링(주),23960,16-Dec,"98,115","32,885","405,774","162,947",40.16,40.16
6487,에쓰씨엔지니어링(주),23960,17-Dec,"93,155","34,032","374,160","158,199",42.28,42.28
6488,에쓰씨엔지니어링(주),23960,18-Dec,"102,093","41,072","367,044","145,261",39.58,39.58
6489,에쓰씨엔지니어링(주),23960,19-Dec,"73,478","31,203","373,873","155,311",41.54,41.54
6490,에어부산(주),298690,10-Dec,,,,,#DIV/0!,#DIV/0!
6491,에이비엘바이오(주),298380,18-Dec,"168,869","156,962","168,869","156,962",92.95,92.95
6492,에이비엘바이오(주),298380,19-Dec,"142,903","132,008","142,903","132,008",92.38,92.38
6493,에이치디씨(주),12630,10-Dec,"5,471,571","2,384,690","6,204,510","2,318,540",43.58,14235987.48
6494,에이치디씨랩스(주),39570,10-Dec,"87,698","44,168",,,50.36,0
6495,에이치디씨현대이피(주),89470,10-Dec,"242,303","98,516","297,373","108,416",40.66,731397.64
6496,에이치비솔루션(주),297890,10-Dec,,,,,#DIV/0!,#DIV/0!
6497,에이치에스디엔진(주),82740,10-Dec,"2,229,611","382,071","2,205,959","349,362",17.14,12873079.75
6498,에이치에스디엔진(주),82740,11-Dec,"2,051,481","590,298","2,049,818","573,684",27.99,27.99
6499,에이치에스디엔진(주),82740,12-Dec,"1,672,968","644,479","1,786,203","747,771",41.86,41.86
6500,에이치에스디엔진(주),82740,13-Dec,"1,538,917","679,936","1,662,609","790,037",47.52,47.52
6501,에이치에스디엔진(주),82740,14-Dec,"1,469,043","646,019","1,540,297","700,702",45.49,45.49
6502,에이치에스디엔진(주),82740,15-Dec,"1,355,773","538,574","1,406,042","574,673",40.87,40.87
6503,에이치에스디엔진(주),82740,16-Dec,"1,363,027","551,045","1,356,450","534,265",39.39,39.39
6504,에이치에스디엔진(주),82740,17-Dec,"1,238,012","555,965","1,231,347","543,170",44.11,44.11
6505,에이치에스디엔진(주),82740,18-Dec,"752,885","242,074","743,406","231,029",31.08,31.08
6506,에이치에스디엔진(주),82740,19-Dec,"825,575","185,709","830,139","188,520",22.71,22.71
6507,에이치엘비(주),28300,10-Dec,"33,083","20,790","63,591","24,555",62.84,101191.97
6508,에이치엘비(주),28300,11-Dec,"34,276","22,661","54,250","21,191",39.06,39.06
6509,에이치엘비(주),28300,12-Dec,"31,684","26,266","38,243","18,604",48.65,48.65
6510,에이치엘비(주),28300,13-Dec,"33,835","14,426","36,103","15,502",42.94,42.94
6511,에이치엘비(주),28300,14-Dec,"51,958","21,957","54,251","23,020",42.43,42.43
6512,에이치엘비(주),28300,15-Dec,"91,734","62,569","185,172","114,390",61.77,61.77
6513,에이치엘비(주),28300,16-Dec,"87,304","67,938","186,707","124,073",66.45,66.45
6514,에이치엘비(주),28300,17-Dec,"108,127","66,093","188,193","113,679",60.41,60.41
6515,에이치엘비(주),28300,18-Dec,"238,044","183,685","304,041","209,524",68.91,68.91
6516,에이치엘비(주),28300,19-Dec,"494,081","408,752","362,612","189,242",52.19,52.19
6517,에이치엘비글로벌(주),3580,10-Dec,"64,310","45,139","85,364","50,836",70.19,121618.97
6518,에이치엘비글로벌(주),3580,11-Dec,"53,772","36,298","71,972","40,958",56.91,56.91
6519,에이치엘비글로벌(주),3580,12-Dec,"50,877","33,821","65,291","36,659",56.15,56.15
6520,에이치엘비글로벌(주),3580,13-Dec,"46,429","26,570","58,528","27,411",46.83,46.83
6521,에이치엘비글로벌(주),3580,14-Dec,"46,519","26,885","56,796","26,119",45.99,45.99
6522,에이치엘비글로벌(주),3580,15-Dec,"58,355","37,526","58,355","37,526",64.31,64.31
6523,에이치엘비글로벌(주),3580,16-Dec,"57,821","44,316","57,821","44,316",76.64,76.64
6524,에이치엘비글로벌(주),3580,17-Dec,"74,925","62,846","74,925","62,846",83.88,83.88
6525,에이치엘비글로벌(주),3580,18-Dec,"151,989","72,300","159,994","72,355",45.22,45.22
6526,에이치엘비글로벌(주),3580,19-Dec,"115,162","71,412","129,402","81,067",62.65,62.65
6527,에이치엘비생명과학(주),67630,10-Dec,"86,983","16,728",,,19.23,0
6528,에이치엘비생명과학(주),67630,11-Dec,"62,885","15,234","62,885","15,234",24.23,24.23
6529,에이치엘비생명과학(주),67630,12-Dec,"44,616","6,891","45,868","7,041",15.35,15.35
6530,에이치엘비생명과학(주),67630,13-Dec,"46,344","11,064","48,225","11,034",22.88,22.88
6531,에이치엘비생명과학(주),67630,14-Dec,"29,383","12,477","33,394","13,441",40.25,40.25
6532,에이치엘비생명과학(주),67630,15-Dec,"39,890","27,887","42,699","25,895",60.65,60.65
6533,에이치엘비생명과학(주),67630,16-Dec,"48,604","28,506","82,678","27,685",33.49,33.49
6534,에이치엘비생명과학(주),67630,17-Dec,"58,311","50,384","99,018","52,826",53.35,53.35
6535,에이치엘비생명과학(주),67630,18-Dec,"332,793","211,459","371,130","206,114",55.54,55.54
6536,에이치엘비생명과학(주),67630,19-Dec,"372,492","345,517","404,935","334,425",82.59,82.59
6537,에이치엘비제약(주),47920,10-Dec,"11,942","2,107",,,17.64,0
6538,에이치엘비제약(주),47920,15-Dec,"24,847","12,177","24,847","12,177",49.01,49.01
6539,에이치엘비제약(주),47920,16-Dec,"41,238","18,899","41,238","18,899",45.83,45.83
6540,에이치엘비제약(주),47920,17-Dec,"39,846","16,802","39,846","16,802",42.17,42.17
6541,에이치엘비제약(주),47920,18-Dec,"34,198","16,583","36,423","16,998",46.67,46.67
6542,에이치엘비제약(주),47920,19-Dec,"46,394","17,359","45,846","17,903",39.05,39.05
6543,에이치엘비테라퓨틱스(주),115450,10-Dec,"32,193","27,498","32,193","27,498",85.42,37689.62
6544,에이치엘비테라퓨틱스(주),115450,11-Dec,"43,060","19,650","62,233","18,379",29.53,29.53
6545,에이치엘비테라퓨틱스(주),115450,12-Dec,"30,252","14,180","54,317","14,087",25.93,25.93
6546,에이치엘비테라퓨틱스(주),115450,13-Dec,"24,895","10,074","36,686","10,379",28.29,28.29
6547,에이치엘비테라퓨틱스(주),115450,14-Dec,"35,248","23,419","58,518","22,516",38.48,38.48
6548,에이치엘비테라퓨틱스(주),115450,15-Dec,"48,162","31,736","50,347","33,486",66.51,66.51
6549,에이치엘비테라퓨틱스(주),115450,16-Dec,"50,577","36,331","51,648","36,962",71.57,71.57
6550,에이치엘비테라퓨틱스(주),115450,17-Dec,"65,007","46,845","62,711","44,012",70.18,70.18
6551,에이치엘비테라퓨틱스(주),115450,18-Dec,"105,767","80,217","107,657","81,432",75.64,75.64
6552,에이치엘비테라퓨틱스(주),115450,19-Dec,"141,801","79,096","139,519","76,096",54.54,54.54
6553,에이치엠엠(주),11200,10-Dec,"8,478,389","2,414,633","8,872,377","2,587,859",28.48,31153166.37
6554,에이치엠엠(주),11200,11-Dec,"8,432,299","1,699,926","8,799,439","1,746,463",19.85,19.85
6555,에이치엠엠(주),11200,12-Dec,"7,908,884","879,678","8,982,427","1,095,290",12.19,12.19
6556,에이치엠엠(주),11200,13-Dec,"6,854,879","457,925","8,842,585","687,700",7.78,7.78
6557,에이치엠엠(주),11200,14-Dec,"6,476,768","649,518","7,265,782","685,533",9.44,9.44
6558,에이치엠엠(주),11200,15-Dec,"5,854,097","298,095","5,942,501","228,635",3.85,3.85
6559,에이치엠엠(주),11200,16-Dec,"4,439,709","1,032,046","4,398,098","951,322",21.63,21.63
6560,에이치엠엠(주),11200,17-Dec,"3,409,882","924,241","3,602,418","896,920",24.9,24.9
6561,에이치엠엠(주),11200,18-Dec,"3,884,416","1,065,295","4,121,440","1,039,671",25.23,25.23
6562,에이치엠엠(주),11200,19-Dec,"6,343,498","1,070,034","7,160,187","1,090,309",15.23,15.23
6563,에이케이홀딩스(주),6840,10-Dec,"435,171","242,459","633,519","267,741",55.72,1137054.5
6564,에이테크솔루션(주),71670,10-Dec,"156,673","61,055","167,942","64,690",38.97,430955.32
6565,에이테크솔루션(주),71670,11-Dec,"151,459","70,538","168,113","74,350",44.23,44.23
6566,에이테크솔루션(주),71670,12-Dec,"171,924","65,107","189,226","70,634",37.33,37.33
6567,에이테크솔루션(주),71670,13-Dec,"165,922","66,613","181,148","69,158",38.18,38.18
6568,에이테크솔루션(주),71670,14-Dec,"169,367","67,199","184,201","68,849",37.38,37.38
6569,에이테크솔루션(주),71670,15-Dec,"158,916","65,906","172,054","65,873",38.29,38.29
6570,에이테크솔루션(주),71670,16-Dec,"144,117","67,438","159,802","67,378",42.16,42.16
6571,에이테크솔루션(주),71670,17-Dec,"151,054","66,627","166,863","66,938",40.12,40.12
6572,에이테크솔루션(주),71670,18-Dec,"155,850","67,504","176,521","68,569",38.84,38.84
6573,에이테크솔루션(주),71670,19-Dec,"165,752","67,884","188,964","70,822",37.48,37.48
6574,에이프로젠제약(주),3060,11-Dec,"109,013","72,696","116,334","73,488",63.17,63.17
6575,에이프로젠제약(주),3060,12-Dec,"81,313","64,703","93,083","68,508",73.6,73.6
6576,에이프로젠제약(주),3060,13-Dec,"77,349","58,254","78,259","56,547",72.26,72.26
6577,에이프로젠제약(주),3060,14-Dec,"83,249","64,411","84,828","62,113",73.22,73.22
6578,에이프로젠제약(주),3060,15-Dec,"81,445","68,971","85,221","67,745",79.49,79.49
6579,에이프로젠제약(주),3060,16-Dec,"123,304","78,328","128,691","78,120",60.7,60.7
6580,에이프로젠제약(주),3060,17-Dec,"161,424","84,588","158,272","77,861",49.19,49.19
6581,에이프로젠제약(주),3060,18-Dec,"211,237","148,138","217,062","150,511",69.34,69.34
6582,에이프로젠제약(주),3060,19-Dec,"284,428","246,929","365,283","347,637",95.17,95.17
6583,에이피에스홀딩스(주),54620,10-Dec,"124,623","65,321","126,753","67,249",52.41,241826.35
6584,에이피에스홀딩스(주),54620,11-Dec,"272,996","81,771","277,171","83,404",30.09,30.09
6585,에이피에스홀딩스(주),54620,12-Dec,"204,772","87,891","205,510","87,492",42.57,42.57
6586,에이피에스홀딩스(주),54620,13-Dec,"177,895","99,002","182,193","101,742",55.84,55.84
6587,에이피에스홀딩스(주),54620,14-Dec,"211,430","97,591","215,611","99,823",46.3,46.3
6588,에이피에스홀딩스(주),54620,15-Dec,"261,463","106,933","298,966","109,625",36.67,36.67
6589,에이피에스홀딩스(주),54620,16-Dec,"515,772","203,762","566,225","206,955",36.55,36.55
6590,에이피에스홀딩스(주),54620,17-Dec,"199,561","181,282","231,783","183,276",79.07,79.07
6591,에이피에스홀딩스(주),54620,18-Dec,"233,536","226,162","283,204","235,590",83.19,83.19
6592,에이피에스홀딩스(주),54620,19-Dec,"242,094","209,970","297,708","214,786",72.15,72.15
6593,에이피티씨(주),89970,10-Dec,,,,,#DIV/0!,#DIV/0!
6594,에코바이오홀딩스(주),38870,10-Dec,"64,224","34,622","143,835","26,752",53.91,266814.71
6595,에코바이오홀딩스(주),38870,11-Dec,"64,939","27,030","137,591","27,118",19.71,19.71
6596,에코바이오홀딩스(주),38870,12-Dec,"68,877","31,476","148,172","30,828",20.81,20.81
6597,에코바이오홀딩스(주),38870,13-Dec,"77,791","31,627","151,825","34,082",22.45,22.45
6598,에코바이오홀딩스(주),38870,14-Dec,"77,203","33,848","149,024","46,209",31.01,31.01
6599,에코바이오홀딩스(주),38870,15-Dec,"66,658","41,384","131,800","54,930",41.68,41.68
6600,에코바이오홀딩스(주),38870,16-Dec,"68,623","55,406","116,788","70,166",60.08,60.08
6601,에코바이오홀딩스(주),38870,17-Dec,"85,629","47,118","110,444","48,162",43.61,43.61
6602,에코바이오홀딩스(주),38870,18-Dec,"91,807","56,865","124,022","54,319",43.8,43.8
6603,에코바이오홀딩스(주),38870,19-Dec,"71,575","63,914","74,588","61,721",82.75,82.75
6604,에코플라스틱(주),38110,10-Dec,"201,745","91,621","201,745","91,621",45.41,444232.71
6605,에코플라스틱(주),38110,11-Dec,"229,756","95,727","325,008","104,306",32.09,32.09
6606,에코플라스틱(주),38110,12-Dec,"218,930","96,406","430,151","112,917",26.25,26.25
6607,에코플라스틱(주),38110,13-Dec,"256,936","101,438","472,497","116,817",24.72,24.72
6608,에코플라스틱(주),38110,14-Dec,"280,991","107,433","520,197","124,374",23.91,23.91
6609,에코플라스틱(주),38110,15-Dec,"324,939","109,846","579,550","130,031",22.44,22.44
6610,에코플라스틱(주),38110,16-Dec,"331,218","115,031","592,446","136,506",23.04,23.04
6611,에코플라스틱(주),38110,17-Dec,"312,761","116,354","579,703","130,359",22.49,22.49
6612,에코플라스틱(주),38110,18-Dec,"336,201","114,742","613,233","118,234",19.28,19.28
6613,에코플라스틱(주),38110,19-Dec,"361,734","116,311","628,079","117,475",18.7,18.7
6614,에프엔에스테크(주),83500,10-Dec,"27,166","8,207","27,166","8,207",30.21,89922.21
6615,엑스큐어(주),70300,10-Dec,"16,621","12,328",,,74.17,0
6616,엑스큐어(주),70300,11-Dec,"26,450","22,121","26,450","22,121",83.63,83.63
6617,엑스큐어(주),70300,12-Dec,"23,981","21,480","23,981","21,480",89.57,89.57
6618,엑스큐어(주),70300,13-Dec,"25,863","23,639","25,863","23,639",91.4,91.4
6619,엑스큐어(주),70300,14-Dec,"23,787","20,651","23,787","20,651",86.82,86.82
6620,엑스큐어(주),70300,15-Dec,"26,515","22,171","26,515","22,171",83.62,83.62
6621,엑스큐어(주),70300,16-Dec,"17,879","14,132","17,879","14,132",79.04,79.04
6622,엑스큐어(주),70300,17-Dec,"30,076","27,274","30,076","27,274",90.68,90.68
6623,엑스큐어(주),70300,18-Dec,"24,327","21,953","24,327","21,953",90.24,90.24
6624,엑스큐어(주),70300,19-Dec,"25,282","23,312","25,282","23,312",92.21,92.21
6625,엔브이에이치코리아(주),67570,10-Dec,,,,,#DIV/0!,#DIV/0!
6626,엔시트론(주),101400,10-Dec,"32,949","17,765","32,553","17,370",53.92,60376.52
6627,엔시트론(주),101400,11-Dec,"43,069","25,381","42,469","24,781",58.35,58.35
6628,엔시트론(주),101400,12-Dec,"44,624","26,737","43,462","25,349",58.32,58.32
6629,엔시트론(주),101400,13-Dec,"39,640","17,580","37,486","14,057",37.5,37.5
6630,엔시트론(주),101400,14-Dec,"40,940","14,749","39,718","10,391",26.16,26.16
6631,엔시트론(주),101400,15-Dec,"31,745","12,366","32,723","12,414",37.94,37.94
6632,엔시트론(주),101400,16-Dec,"36,542","14,096","34,591","12,225",35.34,35.34
6633,엔시트론(주),101400,17-Dec,"43,714","18,684","39,971","15,749",39.4,39.4
6634,엔시트론(주),101400,18-Dec,"26,483","5,985","31,715","9,240",29.13,29.13
6635,엔시트론(주),101400,19-Dec,"32,610","17,234","34,970","18,022",51.54,51.54
6636,엔에이치엔한국사이버결제(주),60250,10-Dec,"53,468","16,256","53,080","16,287",30.4,174586.7
6637,엔피씨(주),4250,10-Dec,"196,158","109,563","197,485","106,766",55.85,353570.66
6638,엘브이엠씨홀딩스(주),900140,10-Dec,,,"80,048","75,134",#DIV/0!,#DIV/0!
6639,엘브이엠씨홀딩스(주),900140,11-Dec,"111,667","95,237","111,667","95,237",85.29,85.29
6640,엘브이엠씨홀딩스(주),900140,12-Dec,"142,649","115,245","142,649","115,245",80.79,80.79
6641,엘브이엠씨홀딩스(주),900140,13-Dec,"342,630","272,230","342,630","272,230",79.45,79.45
6642,엘브이엠씨홀딩스(주),900140,14-Dec,"457,478","318,588","457,478","318,588",69.64,69.64
6643,엘브이엠씨홀딩스(주),900140,15-Dec,"600,233","385,316","600,233","385,316",64.19,64.19
6644,엘브이엠씨홀딩스(주),900140,16-Dec,"690,100","438,064","690,100","438,064",63.48,63.48
6645,엘브이엠씨홀딩스(주),900140,17-Dec,"630,623","397,718","630,623","397,718",63.07,63.07
6646,엘브이엠씨홀딩스(주),900140,18-Dec,"653,662","359,648","653,662","359,648",55.02,55.02
6647,엘브이엠씨홀딩스(주),900140,19-Dec,"678,848","325,929","678,848","325,929",48.01,48.01
6648,엘비세미콘(주),61970,10-Dec,"107,328","40,250",,,37.5,0
6649,엘비세미콘(주),61970,11-Dec,"160,425","80,110","160,425","80,110",49.94,49.94
6650,엘비세미콘(주),61970,12-Dec,"211,791","92,502","211,791","92,502",43.68,43.68
6651,엘비세미콘(주),61970,13-Dec,"265,357","92,981","265,357","92,981",35.04,35.04
6652,엘비세미콘(주),61970,14-Dec,"228,746","89,307","228,746","89,307",39.04,39.04
6653,엘비세미콘(주),61970,15-Dec,"225,273","81,735","225,273","81,735",36.28,36.28
6654,엘비세미콘(주),61970,16-Dec,"212,305","94,249","212,305","94,249",44.39,44.39
6655,엘비세미콘(주),61970,17-Dec,"236,459","100,417","236,459","100,417",42.47,42.47
6656,엘비세미콘(주),61970,18-Dec,"304,997","110,702","379,402","152,212",40.12,40.12
6657,엘비세미콘(주),61970,19-Dec,"376,890","137,119","478,595","189,296",39.55,39.55
6658,엘아이지넥스원(주),79550,10-Dec,"760,498","283,996",,,37.34,0
6659,엘지디스플레이(주),34220,10-Dec,"23,157,998","10,870,675","23,857,658","11,060,967",46.94,50824405.68
6660,엘지전자(주),66570,10-Dec,"22,975,009","9,926,128","32,318,499","12,859,637",43.2,74804375.42
6661,엘지전자(주),66570,11-Dec,"24,199,230","10,494,861","32,658,457","13,148,248",40.26,40.26
6662,엘지전자(주),66570,12-Dec,"23,832,176","10,022,955","31,457,386","12,704,217",40.39,40.39
6663,엘지전자(주),66570,13-Dec,"24,971,082","9,832,820","35,528,064","12,689,369",35.72,35.72
6664,엘지전자(주),66570,14-Dec,"26,282,313","9,488,700","37,068,420","12,991,097",35.05,35.05
6665,엘지전자(주),66570,15-Dec,"25,866,375","8,961,009","36,313,896","12,983,487",35.75,35.75
6666,엘지전자(주),66570,16-Dec,"26,599,075","8,765,452","37,855,269","13,356,742",35.28,35.28
6667,엘지전자(주),66570,17-Dec,"28,159,781","9,544,857","41,220,959","14,673,684",35.6,35.6
6668,엘지전자(주),66570,18-Dec,"27,865,463","9,362,880","44,328,443","16,306,907",36.79,36.79
6669,엘지전자(주),66570,19-Dec,"27,474,891","8,893,330","44,859,875","16,425,138",36.61,36.61
6670,엘컴텍(주),37950,10-Dec,"169,780","57,420","272,176","67,242",33.82,804772.58
6671,엘티씨(주),170920,10-Dec,,,,,#DIV/0!,#DIV/0!
6672,엠케이전자(주),33160,10-Dec,"231,198","92,572","242,851","87,124",40.04,606518.88
6673,영보화학(주),14440,10-Dec,"133,178","80,285","141,308","82,163",60.28,234403.9
6674,영신금속공업(주),7530,10-Dec,"71,984","28,555",,,39.67,0
6675,영신금속공업(주),7530,11-Dec,"90,183","28,137","90,183","28,137",31.2,31.2
6676,영신금속공업(주),7530,12-Dec,"96,941","28,579","96,941","28,579",29.48,29.48
6677,영신금속공업(주),7530,13-Dec,"99,059","31,871","99,847","31,670",31.72,31.72
6678,영신금속공업(주),7530,14-Dec,"100,359","33,204","105,474","32,863",31.16,31.16
6679,영신금속공업(주),7530,15-Dec,"111,409","36,026","121,067","35,049",28.95,28.95
6680,영신금속공업(주),7530,16-Dec,"122,590","37,895","135,335","35,330",26.11,26.11
6681,영신금속공업(주),7530,17-Dec,"111,200","19,964","129,231","21,106",16.33,16.33
6682,영신금속공업(주),7530,18-Dec,"119,493","32,555","134,640","36,664",27.23,27.23
6683,영신금속공업(주),7530,19-Dec,"120,668","38,920","133,117","41,927",31.5,31.5
6684,영진약품(주),3520,10-Dec,"147,781","89,634",,,60.65,0
6685,영창케미칼(주),112290,10-Dec,,,,,#DIV/0!,#DIV/0!
6686,영풍정밀(주),36560,10-Dec,"241,688","187,163",,,77.44,0
6687,영풍정밀(주),36560,11-Dec,"292,544","225,168","292,544","225,168",76.97,76.97
6688,영풍정밀(주),36560,12-Dec,"331,207","260,448","331,207","260,448",78.64,78.64
6689,영풍정밀(주),36560,13-Dec,"317,563","258,076","317,563","258,076",81.27,81.27
6690,영풍정밀(주),36560,14-Dec,"347,810","284,223","347,810","284,223",81.72,81.72
6691,영풍정밀(주),36560,15-Dec,"359,058","297,359","359,058","297,359",82.82,82.82
6692,영풍정밀(주),36560,16-Dec,"361,364","300,696","361,364","300,696",83.21,83.21
