,구분,2011년.mid,2012년.mid,2013년.mid,2014년.mid,2015년.mid,2016년.mid,2017년.mid,2018년.mid,2019년.mid
1275,썸에이지,0,0,0,0,0,0,0,13.425,43.41
1276,쎄노텍,0,0,0,0,0,0,0,13.425,43.41
1277,아이비김영,0,0,0,0,0,0,0,13.425,43.41
1278,아이엘사이언스,0,0,0,0,0,0,0,13.425,43.41
1279,알로이스,0,0,0,0,0,0,0,13.425,43.41
1280,애니플러스,0,0,0,0,0,0,0,13.425,43.41
1281,액션스퀘어,0,0,0,0,0,0,0,13.425,43.41
1282,에치에프알,0,0,0,0,0,0,0,13.425,43.41
1283,에프에스엔,0,0,0,0,0,0,0,13.425,43.41
1284,엑셈,0,0,0,0,0,0,0,13.425,43.41
1285,엔투텍,0,0,0,0,0,0,0,13.425,43.41
1286,엔피,0,0,0,0,0,0,0,13.425,43.41
1287,예선테크,0,0,0,0,0,0,0,13.425,43.41
1288,오하임아이엔티,0,0,0,0,0,0,0,13.425,43.41
1289,옵투스제약,0,0,0,0,0,0,0,13.425,43.41
1290,와이즈버즈,0,0,0,0,0,0,0,13.425,43.41
1291,우정바이오,0,0,0,0,0,0,0,13.425,43.41
1292,원바이오젠,0,0,0,0,0,0,0,13.425,43.41
1293,웨이버스,0,0,0,0,0,0,0,13.425,43.41
1294,위메이드플레이,0,0,0,0,0,0,0,13.425,43.41
1295,유에스티,0,0,0,0,0,0,0,13.425,43.41
1296,이노인스트루먼트,0,0,0,0,0,0,0,13.425,43.41
1297,이랜시스,0,0,0,0,0,0,0,13.425,43.41
1298,인산가,0,0,0,0,0,0,0,13.425,43.41
1299,일승,0,0,0,0,0,0,0,13.425,43.41
1300,자비스,0,0,0,0,0,0,0,13.425,43.41
1301,정다운,0,0,0,0,0,0,0,13.425,43.41
1302,제이시스메디칼,0,0,0,0,0,0,0,13.425,43.41
1303,지니틱스,0,0,0,0,0,0,0,13.425,43.41
1304,지란지교시큐리티,0,0,0,0,0,0,0,13.425,43.41
1305,카이노스메드,0,0,0,0,0,0,0,13.425,43.41
1306,켐온,0,0,0,0,0,0,0,13.425,43.41
1307,켐트로스,0,0,0,0,0,0,0,13.425,43.41
1308,코퍼스코리아,0,0,0,0,0,0,0,13.425,43.41
1309,큐브엔터테인먼트,0,0,0,0,0,0,0,13.425,43.41
1310,클래시스,0,0,0,0,0,0,0,13.425,43.41
1311,태성,0,0,0,0,0,0,0,13.425,43.41
1312,토박스코리아,0,0,0,0,0,0,0,13.425,43.41
1313,티에스트릴리온,0,0,0,0,0,0,0,13.425,43.41
1314,포인트엔지니어링,0,0,0,0,0,0,0,13.425,43.41
1315,포커스에이치엔에스,0,0,0,0,0,0,0,13.425,43.41
1316,프로스테믹스,0,0,0,0,0,0,0,13.425,43.41
1317,프로이천,0,0,0,0,0,0,0,13.425,43.41
1318,하이비젼시스템,0,0,0,0,0,0,0,13.425,43.41
1319,한국비엔씨,0,0,0,0,0,0,0,13.425,43.41
1320,한송네오텍,0,0,0,0,0,0,0,13.425,43.41
1321,한일진공,0,0,0,0,0,0,0,13.425,43.41
1322,휴센텍,0,0,0,0,0,0,0,13.425,43.41
1323,글로벌텍스프리,0,0,0,0,0,0,0,13.425,43.41
1324,글로본,0,0,0,0,0,0,0,13.425,43.41
1325,나무기술,0,0,0,0,0,0,0,13.425,43.41
1326,디와이씨,0,0,0,0,0,0,0,13.425,43.41
1327,미스터블루,0,0,0,0,0,0,0,13.425,43.41
1328,바디텍메드,0,0,0,0,0,0,0,13.425,43.41
1329,소프트캠프,0,0,0,0,0,0,0,13.425,43.41
1330,씨아이에스,0,0,0,0,0,0,0,13.425,43.41
1331,알서포트,0,0,0,0,0,0,0,13.425,43.41
1332,알에프에이치아이씨,0,0,0,0,0,0,0,13.425,43.41
1333,에스지에이솔루션즈,0,0,0,0,0,0,0,13.425,43.41
1334,엠에프엠코리아,0,0,0,0,0,0,0,13.425,43.41
1335,와이아이케이,0,0,0,0,0,0,0,13.425,43.41
1336,원텍,0,0,0,0,0,0,0,13.425,43.41
1337,윈텍,0,0,0,0,0,0,0,13.425,43.41
1338,줌인터넷,0,0,0,0,0,0,0,13.425,43.41
1339,지엔원에너지,0,0,0,0,0,0,0,13.425,43.41
1340,지엘팜텍,0,0,0,0,0,0,0,13.425,43.41
1341,케이에이치건설,0,0,0,0,0,0,0,13.425,43.41
1342,케이엠제약,0,0,0,0,0,0,0,13.425,43.41
1343,코리아에프티,0,0,0,0,0,0,0,13.425,43.41
1344,콜마비앤에이치,0,0,0,0,0,0,0,13.425,43.41
1345,패션플랫폼,0,0,0,0,0,0,0,13.425,43.41
1346,현대무벡스,0,0,0,0,0,0,0,13.425,43.41
1347,휴마시스,0,0,0,0,0,0,0,13.425,43.41
1348,골드앤에스,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
1349,대교,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
1350,웅진씽크빅,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
1351,정상제이엘에스,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
1352,크레버스,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
1353,메가스터디,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
1354,메가스터디교육,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
1355,메가엠디,39.575,41.175,43.375,44.96,56.37,53.67,54.175,47.75,53.78
1356,광림,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1357,구영테크,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1358,금호에이치티,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1359,네오오토,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1360,대성파인텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1361,대유에이텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1362,대유에이피,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1363,대유플러스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1364,두올,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1365,디아이씨,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1366,디아크,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1367,만도,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1368,모베이스전자,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1369,모토닉,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1370,삼원강재,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1371,서연,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1372,서연이화,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1373,성우하이텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1374,성창오토텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1375,세동,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1376,세원물산,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1377,세원정공,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1378,센트랄모텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1379,아이윈,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1380,에스엠벡셀,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1381,에스제이엠,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1382,엠에스오토텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1383,오리엔트정공,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1384,오스템,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1385,오텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1386,유니크,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1387,유니테크노,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1388,인팩,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1389,일지테크,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1390,체시스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1391,캐스텍코리아,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1392,코다코,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1393,트루윈,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1394,티피씨,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1395,폴라리스세원,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1396,한라홀딩스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1397,현대공업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1398,화승코퍼레이션,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1399,화신,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1400,화신정공,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1401,KB오토시스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1402,SNT모티브,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1403,SNT중공업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1404,경창산업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1405,기아,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1406,대원강업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1407,대원산업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1408,대창단조,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1409,덕양산업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1410,동양피스톤,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1411,동원금속,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1412,디와이,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1413,디젠스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1414,로스웰인터내셔널유한회사,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1415,모트렉스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1416,부산공,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1417,삼보모터스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1418,삼성공조,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1419,상신브레이크,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1420,새론오토모티브,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1421,세종공업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1422,쌍용자동차,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1423,씨비아이,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1424,아진산업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1425,에스엘,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1426,에코캡,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1427,에코플라스틱,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1428,엔브이에이치코리아,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1429,영화금속,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1430,영화테크,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1431,우리산업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1432,우리산업홀딩스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1433,우수AMS,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1434,유성기업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1435,이원컴포텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1436,인지컨트롤스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1437,지엠비코리아,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1438,케이비아이동국실업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1439,태양금속공업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1440,태원물산,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1441,평화산업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1442,피에스텍,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1443,피에이치에이,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1444,한국프랜지공업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1445,한일단조공업,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1446,핸즈코퍼레이션,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1447,현대모비스,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1448,현대위아,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1449,현대자동차,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
1450,광신세계,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1451,까스텔바작,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1452,대구백화점,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1453,부방,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1454,비지에프,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1455,비지에프리테일,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1456,서부티엔디,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1457,세이브존아이앤씨,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1458,신세계,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1459,신세계인터내셔날,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1460,아이에스이커머스,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1461,아이즈비전,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1462,이마트,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1463,제이티씨,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1464,지에스리테일,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1465,푸드나무,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1466,현대그린푸드,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1467,현대백화점,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1468,현대홈쇼핑,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1469,호텔신라,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1470,대성산업,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1471,롯데쇼핑,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1472,롯데하이마트,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1473,베뉴지,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1474,예스이십사,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1475,큐렉소,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
1476,국보,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1477,동방,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1478,동양고속,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1479,삼일,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1480,에스지엔지,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1481,유성티엔에스,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1482,천일고속,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1483,케이씨티시,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1484,한익스프레스,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1485,한진,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1486,세방,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1487,씨제이대한통운,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1488,인터지스,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
1489,국보디자인,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1490,두산테스나,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1491,시공테크,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1492,에스원,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1493,에이티세미콘,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1494,에이팩트,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1495,제이와이피엔터테인먼트,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1496,지씨셀,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1497,아이텍,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1498,오로라월드,73.195,76.1,73.785,82.65,89.585,84.625,79.27,75.61,74.45
1499,국영지앤엠,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1500,금비,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1501,동국알앤에스,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1502,동양,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1503,모헨즈,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1504,벽산,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1505,삼일씨엔에스,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1506,서산,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1507,원익큐엔씨,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1508,유니온,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1509,일신석재,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1510,태경비케이,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1511,티씨케이,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1512,티웨이홀딩스,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1513,포스코케미칼,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1514,대림비앤코,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1515,동양파일,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1516,부산산업,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1517,성신양회,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1518,쌍용씨앤이,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1519,아세아,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1520,아세아시멘트,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1521,아이에스동서,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1522,에스지씨에너지,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1523,에스지이,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1524,유니온머티리얼,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1525,유진기업,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1526,제일연마공업,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1527,조선내화,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1528,한국내화,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1529,한국석유공업,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1530,한일시멘트,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1531,한일현대시멘트,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1532,한일홀딩스,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
1533,그리티,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1534,대현,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1535,메타랩스,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1536,배럴,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1537,비비안,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1538,신영와코루,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1539,신원,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1540,쌍방울,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1541,에스티오,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1542,에프앤에프홀딩스,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1543,엘에프,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1544,인디에프,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1545,좋은사람들,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1546,지엔코,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1547,코데즈컴바인,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1548,크리스에프앤씨,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1549,티비에이치글로벌,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1550,한섬,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1551,형지아이앤씨,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1552,형지엘리트,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1553,삼성물산,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1554,원풍물산,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1555,태평양물산,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1556,파미셀,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1557,한세실업,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1558,한세엠케이,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1559,호전실업,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
1560,금화피에스시,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1561,동아지질,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1562,상지카일룸,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1563,성도이엔지,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1564,세보엠이씨,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1565,우진아이엔에스,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1566,케이티서브마린,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1567,삼호개발,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1568,에이치디씨랩스,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1569,우원개발,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1570,한양이엔지,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1571,한전케이피에스,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
1572,까뮤이앤씨,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1573,대우건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1574,대원,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1575,동원개발,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1576,삼일기업공사,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1577,서한,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1578,서희건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1579,케이씨씨건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1580,태영건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1581,특수건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1582,한라,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1583,계룡건설산업,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1584,금호건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1585,남광토건,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1586,남화토건,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1587,동부건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1588,동신건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1589,디엘,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1590,디엘건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1591,범양건영,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1592,삼부토건,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1593,신세계건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1594,신원종합개발,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1595,에스지씨이테크건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1596,에이치디씨,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1597,에이치디씨현대산업개발,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1598,이화공영,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1599,일성건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1600,지에스건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1601,진흥기업,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1602,코오롱글로벌,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1603,한신공영,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
