,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율,매출원가율_,매출원가감소율
13265,에스케이가스(주),18670,18-Dec,6859163776,6557948184,0.96,0.94,2.083333333
13266,에스케이가스(주),18670,19-Dec,4931073628,4521732781,0.92,0.96,-4.347826087
13268,에스케이네트웍스(주),1740,11-Dec,27535570532,25647386122,0.93,0.93,0
13269,에스케이네트웍스(주),1740,12-Dec,27935503372,25923492761,0.93,0.93,0
13270,에스케이네트웍스(주),1740,13-Dec,25975361370,24065827305,0.93,0.93,0
13271,에스케이네트웍스(주),1740,14-Dec,22408068204,20667045399,0.92,0.93,-1.086956522
13272,에스케이네트웍스(주),1740,15-Dec,20355840898,18809464154,0.92,0.92,0
13273,에스케이네트웍스(주),1740,16-Dec,18457381000,17434419992,0.94,0.92,2.127659574
13274,에스케이네트웍스(주),1740,17-Dec,15202346000,14103978000,0.93,0.94,-1.075268817
13275,에스케이네트웍스(주),1740,18-Dec,13986475000,12913854000,0.92,0.93,-1.086956522
13276,에스케이네트웍스(주),1740,19-Dec,13054240000,11939913000,0.91,0.92,-1.098901099
13278,에스케이디스커버리(주),6120,11-Dec,8864966852,8147038147,0.92,0.78,15.2173913
13279,에스케이디스커버리(주),6120,12-Dec,9160084618,8474075122,0.93,0.92,1.075268817
13280,에스케이디스커버리(주),6120,13-Dec,8256550008,7575210497,0.92,0.93,-1.086956522
13281,에스케이디스커버리(주),6120,14-Dec,7283608289,6624356281,0.91,0.92,-1.098901099
13282,에스케이디스커버리(주),6120,15-Dec,5269175685,4658087895,0.88,0.91,-3.409090909
13283,에스케이디스커버리(주),6120,16-Dec,6526064902,5771018218,0.88,0.88,0
13284,에스케이디스커버리(주),6120,17-Dec,6746687325,6331565682,0.94,0.88,6.382978723
13285,에스케이디스커버리(주),6120,18-Dec,6939172193,6619493905,0.95,0.94,1.052631579
13286,에스케이디스커버리(주),6120,19-Dec,5021067628,4598432976,0.92,0.95,-3.260869565
13287,에스케이디앤디(주),210980,15-Dec,231300372,172790096,0.75,,
13288,에스케이디앤디(주),210980,16-Dec,276376332,196230176,0.71,0.75,-5.633802817
13289,에스케이디앤디(주),210980,17-Dec,330812048,250770123,0.76,0.71,6.578947368
13290,에스케이디앤디(주),210980,18-Dec,562772314,421391997,0.75,0.76,-1.333333333
13291,에스케이디앤디(주),210980,19-Dec,454720099,322733256,0.71,0.75,-5.633802817
13292,에스케이렌터카(주),68400,12-Dec,401375627,69082210,0.17,,
13293,에스케이렌터카(주),68400,13-Dec,475737139,106704419,0.22,0.17,22.72727273
13294,에스케이렌터카(주),68400,14-Dec,570015231,161920077,0.28,0.22,21.42857143
13295,에스케이렌터카(주),68400,15-Dec,632145882,206145425,0.33,0.28,15.15151515
13296,에스케이렌터카(주),68400,16-Dec,647644444,197867004,0.31,0.33,-6.451612903
13297,에스케이렌터카(주),68400,17-Dec,636765266,146953648,0.23,0.31,-34.7826087
13298,에스케이렌터카(주),68400,18-Dec,652521822,138272004,0.21,0.23,-9.523809524
13299,에스케이렌터카(주),68400,19-Dec,640883399,0,0,0.21,#NAME?
13301,에스케이씨(주),11790,11-Dec,2473525635,2000245625,0.81,0.79,2.469135802
13302,에스케이씨(주),11790,12-Dec,2629170921,2207847128,0.84,0.81,3.571428571
13303,에스케이씨(주),11790,13-Dec,2641403172,2231552661,0.84,0.84,0
13304,에스케이씨(주),11790,14-Dec,2802235022,2361291547,0.84,0.84,0
13305,에스케이씨(주),11790,15-Dec,2564762025,2065206392,0.81,0.84,-3.703703704
13306,에스케이씨(주),11790,16-Dec,2359440144,1949486064,0.83,0.81,2.409638554
13307,에스케이씨(주),11790,17-Dec,2653544415,2227350358,0.84,0.83,1.19047619
13308,에스케이씨(주),11790,18-Dec,2767834347,2289106109,0.83,0.84,-1.204819277
13309,에스케이씨(주),11790,19-Dec,2539766499,2096888286,0.83,0.83,0
13310,에스케이케미칼(주),285130,18-Dec,1367719213,1095287320,0.8,,
13311,에스케이케미칼(주),285130,19-Dec,1427185611,1101175048,0.77,0.8,-3.896103896
13313,에스케이텔레콤(주),17670,11-Dec,15938548860,0,0,0,
13314,에스케이텔레콤(주),17670,12-Dec,16300479280,0,0,0,
13315,에스케이텔레콤(주),17670,13-Dec,16602053960,0,0,0,
13316,에스케이텔레콤(주),17670,14-Dec,17163798000,0,0,0,
13317,에스케이텔레콤(주),17670,15-Dec,17136734000,0,0,0,
13318,에스케이텔레콤(주),17670,16-Dec,17091816000,0,0,0,
13319,에스케이텔레콤(주),17670,17-Dec,17520013000,0,0,0,
13320,에스케이텔레콤(주),17670,18-Dec,16873960000,0,0,0,
13321,에스케이텔레콤(주),17670,19-Dec,17743702000,0,0,0,
13323,에스케이하이닉스(주),660,11-Dec,10395811000,8721257000,0.84,0.63,25
13324,에스케이하이닉스(주),660,12-Dec,10162210000,8550989000,0.84,0.84,0
13325,에스케이하이닉스(주),660,13-Dec,14165102000,8864587000,0.63,0.84,-33.33333333
13326,에스케이하이닉스(주),660,14-Dec,17125566000,9461725000,0.55,0.63,-14.54545455
13327,에스케이하이닉스(주),660,15-Dec,18797998000,10515353000,0.56,0.55,1.785714286
13328,에스케이하이닉스(주),660,16-Dec,17197975000,10787139000,0.63,0.56,11.11111111
13329,에스케이하이닉스(주),660,17-Dec,30109434000,12701843000,0.42,0.63,-50
13330,에스케이하이닉스(주),660,18-Dec,40445066000,15180838000,0.38,0.42,-10.52631579
13331,에스케이하이닉스(주),660,19-Dec,26990733000,18825275000,0.7,0.38,45.71428571
13333,에스텍(주),69510,11-Dec,223212467,189237059,0.85,0.75,11.76470588
13334,에스텍(주),69510,12-Dec,210492995,177035068,0.84,0.85,-1.19047619
13335,에스텍(주),69510,13-Dec,222346732,183771017,0.83,0.84,-1.204819277
13336,에스텍(주),69510,14-Dec,274936759,225189135,0.82,0.83,-1.219512195
13337,에스텍(주),69510,15-Dec,270210815,226102959,0.84,0.82,2.380952381
13338,에스텍(주),69510,16-Dec,290549074,245291321,0.84,0.84,0
13339,에스텍(주),69510,17-Dec,300390875,255584624,0.85,0.84,1.176470588
13340,에스텍(주),69510,18-Dec,306433025,259443666,0.85,0.85,0
13341,에스텍(주),69510,19-Dec,337971674,289525752,0.86,0.85,1.162790698
13342,에스트래픽(주),234300,17-Dec,77300035,61002102,0.79,,
13343,에스트래픽(주),234300,18-Dec,40678386,36202229,0.89,0.79,11.23595506
13344,에스트래픽(주),234300,19-Dec,79673572,68391026,0.86,0.89,-3.488372093
13345,에스티팜(주),237690,16-Dec,200361533,107369945,0.54,,
13346,에스티팜(주),237690,17-Dec,202800435,123018338,0.61,0.54,11.47540984
13347,에스티팜(주),237690,18-Dec,97738456,94958770,0.97,0.61,37.11340206
13348,에스티팜(주),237690,19-Dec,93256825,94884925,1.02,0.97,4.901960784
13349,에스퓨얼셀(주),288620,18-Dec,,,,,
13350,에스퓨얼셀(주),288620,19-Dec,,,,,
13352,에쓰-오일(주),10950,11-Dec,31913863000,29695742000,0.93,0.94,-1.075268817
13353,에쓰-오일(주),10950,12-Dec,34723291000,33410816000,0.96,0.93,3.125
13354,에쓰-오일(주),10950,13-Dec,31158528000,30229317000,0.97,0.96,1.030927835
13355,에쓰-오일(주),10950,14-Dec,28557562000,28282216000,0.99,0.97,2.02020202
13356,에쓰-오일(주),10950,15-Dec,17890272000,16438773000,0.92,0.99,-7.608695652
13357,에쓰-오일(주),10950,16-Dec,16321843000,14020892000,0.86,0.92,-6.976744186
13358,에쓰-오일(주),10950,17-Dec,20891374000,18783141000,0.9,0.86,4.444444444
13359,에쓰-오일(주),10950,18-Dec,25463295000,24200246000,0.95,0.9,5.263157895
13360,에쓰-오일(주),10950,19-Dec,24394173000,23346806000,0.96,0.95,1.041666667
13362,에쓰씨엔지니어링(주),23960,11-Dec,309382937,298007508,0.96,0.86,10.41666667
13363,에쓰씨엔지니어링(주),23960,12-Dec,318810978,279240077,0.88,0.96,-9.090909091
13364,에쓰씨엔지니어링(주),23960,13-Dec,254339138,232396251,0.91,0.88,3.296703297
13365,에쓰씨엔지니어링(주),23960,14-Dec,250358394,230532253,0.92,0.91,1.086956522
13366,에쓰씨엔지니어링(주),23960,15-Dec,410707049,366737174,0.89,0.92,-3.370786517
13367,에쓰씨엔지니어링(주),23960,16-Dec,310315231,287800455,0.93,0.89,4.301075269
13368,에쓰씨엔지니어링(주),23960,17-Dec,251692538,224372096,0.89,0.93,-4.494382022
13369,에쓰씨엔지니어링(주),23960,18-Dec,250825145,221509775,0.88,0.89,-1.136363636
13370,에쓰씨엔지니어링(주),23960,19-Dec,240133541,204672628,0.85,0.88,-3.529411765
13371,에어부산(주),298690,18-Dec,,,,,
13372,에어부산(주),298690,19-Dec,,,,,
13373,에이비엘바이오(주),298380,18-Dec,,,,,
13374,에이비엘바이오(주),298380,19-Dec,,,,,
13375,에이에프더블류(주),312610,19-Dec,,,,,
13377,에이치디씨(주),12630,11-Dec,4107921252,3326272389,0.81,0.83,-2.469135802
13378,에이치디씨(주),12630,12-Dec,3334053764,2990332485,0.9,0.81,10
13379,에이치디씨(주),12630,13-Dec,4216933755,3955539461,0.94,0.9,4.255319149
13380,에이치디씨(주),12630,14-Dec,4477376534,3973562795,0.89,0.94,-5.617977528
13381,에이치디씨(주),12630,15-Dec,4602608742,3806265519,0.83,0.89,-7.228915663
13382,에이치디씨(주),12630,16-Dec,4749886366,3854731643,0.81,0.83,-2.469135802
13383,에이치디씨(주),12630,17-Dec,5358684697,4372257360,0.82,0.81,1.219512195
13384,에이치디씨(주),12630,18-Dec,1547840799,1280033056,0.83,0.82,1.204819277
13385,에이치디씨(주),12630,19-Dec,1616692249,1316072140,0.81,0.83,-2.469135802
13386,에이치디씨랩스(주),39570,15-Dec,174566214,150927336,0.86,,
13387,에이치디씨랩스(주),39570,16-Dec,188892823,163946475,0.87,0.86,1.149425287
13388,에이치디씨랩스(주),39570,17-Dec,264001124,237203136,0.9,0.87,3.333333333
13389,에이치디씨랩스(주),39570,18-Dec,271978422,243747444,0.9,0.9,0
13390,에이치디씨랩스(주),39570,19-Dec,252410792,226771230,0.9,0.9,0
13391,에이치디씨현대산업개발(주),294870,18-Dec,2792736856,2343795464,0.84,,
13392,에이치디씨현대산업개발(주),294870,19-Dec,4216489504,3462844508,0.82,0.84,-2.43902439
13394,에이치디씨현대이피(주),89470,11-Dec,718632804,658216428,0.92,0.92,0
13395,에이치디씨현대이피(주),89470,12-Dec,807113596,738946048,0.92,0.92,0
13396,에이치디씨현대이피(주),89470,13-Dec,918199522,841430691,0.92,0.92,0
13397,에이치디씨현대이피(주),89470,14-Dec,945020584,857187901,0.91,0.92,-1.098901099
13398,에이치디씨현대이피(주),89470,15-Dec,867748204,757349162,0.87,0.91,-4.597701149
13399,에이치디씨현대이피(주),89470,16-Dec,861159023,743324194,0.86,0.87,-1.162790698
13400,에이치디씨현대이피(주),89470,17-Dec,914353503,824760081,0.9,0.86,4.444444444
13401,에이치디씨현대이피(주),89470,18-Dec,910809614,845772796,0.93,0.9,3.225806452
13402,에이치디씨현대이피(주),89470,19-Dec,835108421,749113172,0.9,0.93,-3.333333333
13403,에이치에스디엔진(주),82740,11-Dec,2005252618,1641314824,0.82,,
13404,에이치에스디엔진(주),82740,12-Dec,1378777833,1223596496,0.89,0.82,7.865168539
13405,에이치에스디엔진(주),82740,13-Dec,743878585,691241405,0.93,0.89,4.301075269
13406,에이치에스디엔진(주),82740,14-Dec,888825955,887155077,1,0.93,7
13407,에이치에스디엔진(주),82740,15-Dec,693645086,694797317,1,1,0
13408,에이치에스디엔진(주),82740,16-Dec,802916583,761285101,0.95,1,-5.263157895
13409,에이치에스디엔진(주),82740,17-Dec,768870297,713895000,0.93,0.95,-2.150537634
13410,에이치에스디엔진(주),82740,18-Dec,511302114,509442436,1,0.93,7
13411,에이치에스디엔진(주),82740,19-Dec,674278133,663569005,0.98,1,-2.040816327
13413,에이치엘비(주),28300,11-Dec,69517785,57237543,0.82,0.85,-3.658536585
13414,에이치엘비(주),28300,12-Dec,51673997,44567404,0.86,0.82,4.651162791
13415,에이치엘비(주),28300,13-Dec,31451550,28378859,0.9,0.86,4.444444444
13416,에이치엘비(주),28300,14-Dec,37185748,31214556,0.84,0.9,-7.142857143
13417,에이치엘비(주),28300,15-Dec,38460684,32431195,0.84,0.84,0
13418,에이치엘비(주),28300,16-Dec,30138867,25867915,0.86,0.84,2.325581395
13419,에이치엘비(주),28300,17-Dec,23006912,20815764,0.9,0.86,4.444444444
13420,에이치엘비(주),28300,18-Dec,36185983,29700114,0.82,0.9,-9.756097561
13421,에이치엘비(주),28300,19-Dec,38420748,34484127,0.9,0.82,8.888888889
13423,에이치엘비글로벌(주),3580,11-Dec,23387120,22452383,0.96,0.75,21.875
13424,에이치엘비글로벌(주),3580,12-Dec,21625906,22244530,1.03,0.96,6.796116505
13425,에이치엘비글로벌(주),3580,13-Dec,19571564,20064265,1.03,1.03,0
13426,에이치엘비글로벌(주),3580,14-Dec,22864464,19809725,0.87,1.03,-18.3908046
13427,에이치엘비글로벌(주),3580,15-Dec,,,,0.87,
13428,에이치엘비글로벌(주),3580,16-Dec,,,,,
13429,에이치엘비글로벌(주),3580,17-Dec,,,,,
13430,에이치엘비글로벌(주),3580,18-Dec,13237690,10861279,0.82,,
13431,에이치엘비글로벌(주),3580,19-Dec,35025713,19903111,0.57,0.82,-43.85964912
13433,에이치엘비생명과학(주),67630,11-Dec,,,,,
13434,에이치엘비생명과학(주),67630,12-Dec,12534642,11759512,0.94,,
13435,에이치엘비생명과학(주),67630,13-Dec,19955555,19746794,0.99,0.94,5.050505051
13436,에이치엘비생명과학(주),67630,14-Dec,36560353,31330829,0.86,0.99,-15.11627907
13437,에이치엘비생명과학(주),67630,15-Dec,27323398,31812807,1.16,0.86,25.86206897
13438,에이치엘비생명과학(주),67630,16-Dec,42234395,38933499,0.92,1.16,-26.08695652
13439,에이치엘비생명과학(주),67630,17-Dec,106445238,101031174,0.95,0.92,3.157894737
13440,에이치엘비생명과학(주),67630,18-Dec,102475886,97806311,0.95,0.95,0
13441,에이치엘비생명과학(주),67630,19-Dec,114018502,106411693,0.93,0.95,-2.150537634
13442,에이치엘비제약(주),47920,15-Dec,,,,,
13443,에이치엘비제약(주),47920,16-Dec,,,,,
13444,에이치엘비제약(주),47920,17-Dec,,,,,
13445,에이치엘비제약(주),47920,18-Dec,20540682,16075211,0.78,,
13446,에이치엘비제약(주),47920,19-Dec,36099923,18058052,0.5,0.78,-56
13448,에이치엘비테라퓨틱스(주),115450,11-Dec,15781890,11173507,0.71,0.47,33.8028169
13449,에이치엘비테라퓨틱스(주),115450,12-Dec,59301145,49197311,0.83,0.71,14.45783133
13450,에이치엘비테라퓨틱스(주),115450,13-Dec,38538055,31651172,0.82,0.83,-1.219512195
13451,에이치엘비테라퓨틱스(주),115450,14-Dec,17617925,13007752,0.74,0.82,-10.81081081
13452,에이치엘비테라퓨틱스(주),115450,15-Dec,16781578,13539881,0.81,0.74,8.641975309
13453,에이치엘비테라퓨틱스(주),115450,16-Dec,17710432,14415100,0.81,0.81,0
13454,에이치엘비테라퓨틱스(주),115450,17-Dec,17152270,14590158,0.85,0.81,4.705882353
13455,에이치엘비테라퓨틱스(주),115450,18-Dec,46357029,40148092,0.87,0.85,2.298850575
13456,에이치엘비테라퓨틱스(주),115450,19-Dec,58966186,53467688,0.91,0.87,4.395604396
13458,에이치엠엠(주),11200,11-Dec,7420767000,7369878000,0.99,0.88,11.11111111
13459,에이치엠엠(주),11200,12-Dec,8046896000,8159769000,1.01,0.99,1.98019802
13460,에이치엠엠(주),11200,13-Dec,8149334000,8036998000,0.99,1.01,-2.02020202
13461,에이치엠엠(주),11200,14-Dec,6778608000,6626680000,0.98,0.99,-1.020408163
13462,에이치엠엠(주),11200,15-Dec,5768581000,5685762000,0.99,0.98,1.01010101
13463,에이치엠엠(주),11200,16-Dec,4584810000,5101550000,1.11,0.99,10.81081081
13464,에이치엠엠(주),11200,17-Dec,5028016000,5129550000,1.02,1.11,-8.823529412
13465,에이치엠엠(주),11200,18-Dec,5222124000,5498944000,1.05,1.02,2.857142857
13466,에이치엠엠(주),11200,19-Dec,5513089000,5517219000,1,1.05,-5
13468,에이케이홀딩스(주),6840,11-Dec,1403847321,1256694783,0.9,0.88,2.222222222
13469,에이케이홀딩스(주),6840,12-Dec,428068164,368310967,0.86,0.9,-4.651162791
13470,에이케이홀딩스(주),6840,13-Dec,2240972021,1849771603,0.83,0.86,-3.614457831
13471,에이케이홀딩스(주),6840,14-Dec,2873874157,2148505513,0.75,0.83,-10.66666667
13472,에이케이홀딩스(주),6840,15-Dec,2807147867,1970075403,0.7,0.75,-7.142857143
13473,에이케이홀딩스(주),6840,16-Dec,2921831064,2001793180,0.69,0.7,-1.449275362
13474,에이케이홀딩스(주),6840,17-Dec,3392454611,2328175652,0.69,0.69,0
13475,에이케이홀딩스(주),6840,18-Dec,3711183103,2665568343,0.72,0.69,4.166666667
13476,에이케이홀딩스(주),6840,19-Dec,3759542063,2832480229,0.75,0.72,4
13478,에이테크솔루션(주),71670,11-Dec,195329177,169353021,0.87,0.84,3.448275862
13479,에이테크솔루션(주),71670,12-Dec,200144659,188384400,0.94,0.87,7.446808511
13480,에이테크솔루션(주),71670,13-Dec,203827570,188910645,0.93,0.94,-1.075268817
13481,에이테크솔루션(주),71670,14-Dec,217286673,196227739,0.9,0.93,-3.333333333
13482,에이테크솔루션(주),71670,15-Dec,179934202,167092356,0.93,0.9,3.225806452
13483,에이테크솔루션(주),71670,16-Dec,229079838,206176167,0.9,0.93,-3.333333333
13484,에이테크솔루션(주),71670,17-Dec,212932770,195554087,0.92,0.9,2.173913043
13485,에이테크솔루션(주),71670,18-Dec,193979393,175940957,0.91,0.92,-1.098901099
13486,에이테크솔루션(주),71670,19-Dec,228200653,205919012,0.9,0.91,-1.111111111
13487,에이프로젠제약(주),3060,10-Sep,58653917,26074289,0.44,,
13488,에이프로젠제약(주),3060,11-Dec,50122955,25355645,0.51,0.44,13.7254902
13489,에이프로젠제약(주),3060,12-Dec,33769678,23419498,0.69,0.51,26.08695652
13490,에이프로젠제약(주),3060,13-Dec,29543262,21107910,0.71,0.69,2.816901408
13491,에이프로젠제약(주),3060,14-Dec,33092222,22235831,0.67,0.71,-5.970149254
13492,에이프로젠제약(주),3060,15-Dec,40324275,25241490,0.63,0.67,-6.349206349
13493,에이프로젠제약(주),3060,16-Dec,44122493,25497338,0.58,0.63,-8.620689655
13494,에이프로젠제약(주),3060,17-Dec,46100952,27269769,0.59,0.58,1.694915254
13495,에이프로젠제약(주),3060,18-Dec,45395389,26614620,0.59,0.59,0
13496,에이프로젠제약(주),3060,19-Dec,50903821,30345342,0.6,0.59,1.666666667
13497,에이피시스템(주),265520,17-Dec,962422667,900346559,0.94,,
13498,에이피시스템(주),265520,18-Dec,714239793,613068541,0.86,0.94,-9.302325581
13499,에이피시스템(주),265520,19-Dec,462077779,389455739,0.84,0.86,-2.380952381
13501,에이피에스홀딩스(주),54620,11-Dec,224720261,177429752,0.79,0.86,-8.860759494
13502,에이피에스홀딩스(주),54620,12-Dec,217495659,179732880,0.83,0.79,4.819277108
13503,에이피에스홀딩스(주),54620,13-Dec,254086979,208817079,0.82,0.83,-1.219512195
13504,에이피에스홀딩스(주),54620,14-Dec,175386050,149129314,0.85,0.82,3.529411765
13505,에이피에스홀딩스(주),54620,15-Dec,293175235,253319135,0.86,0.85,1.162790698
13506,에이피에스홀딩스(주),54620,16-Dec,554987947,478403069,0.86,0.86,0
13507,에이피에스홀딩스(주),54620,17-Dec,87934027,70526330,0.8,0.86,-7.5
13508,에이피에스홀딩스(주),54620,18-Dec,28416310,15855201,0.56,0.8,-42.85714286
13509,에이피에스홀딩스(주),54620,19-Dec,23151386,14685532,0.63,0.56,11.11111111
13510,에이피위성(주),211270,16-Dec,,,,,
13511,에이피위성(주),211270,17-Dec,,,,,
13512,에이피위성(주),211270,18-Dec,,,,,
13513,에이피위성(주),211270,19-Dec,,,,,
13514,에이피티씨(주),89970,18-Dec,,,,,
13515,에이피티씨(주),89970,19-Dec,59326131,33149501,0.56,,
13517,에코바이오홀딩스(주),38870,11-Dec,42197853,29857763,0.71,0.41,42.25352113
13518,에코바이오홀딩스(주),38870,12-Dec,56466457,42787423,0.76,0.71,6.578947368
13519,에코바이오홀딩스(주),38870,13-Dec,42903260,28624639,0.67,0.76,-13.43283582
13520,에코바이오홀딩스(주),38870,14-Dec,29121265,8620239,0.3,0.67,-123.3333333
13521,에코바이오홀딩스(주),38870,15-Dec,38256653,16905272,0.44,0.3,31.81818182
13522,에코바이오홀딩스(주),38870,16-Dec,18971810,14576305,0.77,0.44,42.85714286
13523,에코바이오홀딩스(주),38870,17-Dec,31671940,25726155,0.81,0.77,4.938271605
13524,에코바이오홀딩스(주),38870,18-Dec,21982008,15518056,0.71,0.81,-14.08450704
13525,에코바이오홀딩스(주),38870,19-Dec,17268700,12688371,0.73,0.71,2.739726027
13526,에코캡(주),128540,18-Dec,76493497,63684156,0.83,,
13527,에코캡(주),128540,19-Dec,66939883,54154393,0.81,0.83,-2.469135802
13529,에코플라스틱(주),38110,11-Dec,724150067,689687100,0.95,0.96,-1.052631579
13530,에코플라스틱(주),38110,12-Dec,832053560,795345147,0.96,0.95,1.041666667
13531,에코플라스틱(주),38110,13-Dec,968193889,917881386,0.95,0.96,-1.052631579
13532,에코플라스틱(주),38110,14-Dec,1075933447,1026579027,0.95,0.95,0
13533,에코플라스틱(주),38110,15-Dec,1140340644,1088935987,0.95,0.95,0
13534,에코플라스틱(주),38110,16-Dec,1093090039,1043763887,0.95,0.95,0
13535,에코플라스틱(주),38110,17-Dec,1042561059,1007079249,0.97,0.95,2.06185567
13536,에코플라스틱(주),38110,18-Dec,1084278617,1046087179,0.96,0.97,-1.041666667
13537,에코플라스틱(주),38110,19-Dec,1216291299,1163629227,0.96,0.96,0
13538,에프엔에스테크(주),83500,17-Dec,,,,,
13539,에프엔에스테크(주),83500,18-Dec,,,,,
13540,에프엔에스테크(주),83500,19-Dec,,,,,
13542,엑스큐어(주),70300,11-Dec,,,,,
13543,엑스큐어(주),70300,12-Dec,,,,,
13544,엑스큐어(주),70300,13-Dec,,,,,
13545,엑스큐어(주),70300,14-Dec,,,,,
13546,엑스큐어(주),70300,15-Dec,,,,,
13547,엑스큐어(주),70300,16-Dec,,,,,
13548,엑스큐어(주),70300,17-Dec,,,,,
13549,엑스큐어(주),70300,18-Dec,,,,,
13550,엑스큐어(주),70300,19-Dec,,,,,
13551,엔브이에이치코리아(주),67570,13-Dec,486361336,425948977,0.88,,
13552,엔브이에이치코리아(주),67570,14-Dec,506340253,454092268,0.9,0.88,2.222222222
13553,엔브이에이치코리아(주),67570,15-Dec,532518739,480414745,0.9,0.9,0
13554,엔브이에이치코리아(주),67570,16-Dec,569698032,509230847,0.89,0.9,-1.123595506
13555,엔브이에이치코리아(주),67570,17-Dec,551664722,496223209,0.9,0.89,1.111111111
13556,엔브이에이치코리아(주),67570,18-Dec,621979857,567384140,0.91,0.9,1.098901099
13557,엔브이에이치코리아(주),67570,19-Dec,826287783,730686395,0.88,0.91,-3.409090909
13559,엔시트론(주),101400,11-Dec,47626709,33644075,0.71,0.73,-2.816901408
13560,엔시트론(주),101400,12-Dec,49337989,36954406,0.75,0.71,5.333333333
13561,엔시트론(주),101400,13-Dec,40043605,33950588,0.85,0.75,11.76470588
13562,엔시트론(주),101400,14-Dec,63153576,53833092,0.85,0.85,0
13563,엔시트론(주),101400,15-Dec,56500755,48627290,0.86,0.85,1.162790698
13564,엔시트론(주),101400,16-Dec,41788369,32436821,0.78,0.86,-10.25641026
13565,엔시트론(주),101400,17-Dec,26252729,22284760,0.85,0.78,8.235294118
13566,엔시트론(주),101400,18-Dec,16271102,16059254,0.99,0.85,14.14141414
13567,엔시트론(주),101400,19-Dec,10936917,9172386,0.84,0.99,-17.85714286
13568,엔에이치엔(주),181710,13-Dec,265348549,0,0,,
13569,엔에이치엔(주),181710,14-Dec,556862537,0,0,0,
13570,엔에이치엔(주),181710,15-Dec,644602503,0,0,0,
13571,엔에이치엔(주),181710,16-Dec,856420458,0,0,0,
13572,엔에이치엔(주),181710,17-Dec,909115708,0,0,0,
13573,엔에이치엔(주),181710,18-Dec,1264567758,0,0,0,
13574,엔에이치엔(주),181710,19-Dec,1488596661,0,0,0,
13576,엔에이치엔한국사이버결제(주),60250,11-Dec,113581461,96356736,0.85,0.84,1.176470588
13577,엔에이치엔한국사이버결제(주),60250,12-Dec,132753702,114688304,0.86,0.85,1.162790698
13578,엔에이치엔한국사이버결제(주),60250,13-Dec,137142845,114788473,0.84,0.86,-2.380952381
13579,엔에이치엔한국사이버결제(주),60250,14-Dec,153968266,127880587,0.83,0.84,-1.204819277
13580,엔에이치엔한국사이버결제(주),60250,15-Dec,195466233,164375653,0.84,0.83,1.19047619
13581,엔에이치엔한국사이버결제(주),60250,16-Dec,272132528,238907995,0.88,0.84,4.545454545
13582,엔에이치엔한국사이버결제(주),60250,17-Dec,351989348,305069491,0.87,0.88,-1.149425287
13583,엔에이치엔한국사이버결제(주),60250,18-Dec,432658309,380095635,0.88,0.87,1.136363636
13584,엔에이치엔한국사이버결제(주),60250,19-Dec,469897622,402153188,0.86,0.88,-2.325581395
13586,엔피씨(주),4250,11-Dec,271003561,228175365,0.84,0.84,0
13587,엔피씨(주),4250,12-Dec,280164147,233411179,0.83,0.84,-1.204819277
13588,엔피씨(주),4250,13-Dec,323743045,273657406,0.85,0.83,2.352941176
13589,엔피씨(주),4250,14-Dec,337771474,288618254,0.85,0.85,0
13590,엔피씨(주),4250,15-Dec,376543632,320069459,0.85,0.85,0
13591,엔피씨(주),4250,16-Dec,377902987,323387528,0.86,0.85,1.162790698
13592,엔피씨(주),4250,17-Dec,386317373,331222538,0.86,0.86,0
13593,엔피씨(주),4250,18-Dec,414890304,359091588,0.87,0.86,1.149425287
13594,엔피씨(주),4250,19-Dec,454467519,390541343,0.86,0.87,-1.162790698
13596,엘브이엠씨홀딩스(주),900140,11-Dec,193264742,153465240,0.79,0.79,0
13597,엘브이엠씨홀딩스(주),900140,12-Dec,275939920,221987006,0.8,0.79,1.25
13598,엘브이엠씨홀딩스(주),900140,13-Dec,334456687,266158589,0.8,0.8,0
13599,엘브이엠씨홀딩스(주),900140,14-Dec,379952186,299399608,0.79,0.8,-1.265822785
13600,엘브이엠씨홀딩스(주),900140,15-Dec,444547386,353496287,0.8,0.79,1.25
13601,엘브이엠씨홀딩스(주),900140,16-Dec,392328512,314241638,0.8,0.8,0
13602,엘브이엠씨홀딩스(주),900140,17-Dec,333249864,283926447,0.85,0.8,5.882352941
13603,엘브이엠씨홀딩스(주),900140,18-Dec,294026499,289277400,0.98,0.85,13.26530612
13604,엘브이엠씨홀딩스(주),900140,19-Dec,363748596,337957942,0.93,0.98,-5.376344086
13605,엘비세미콘(주),61970,11-Dec,,,,,
13606,엘비세미콘(주),61970,12-Dec,,,,,
13607,엘비세미콘(주),61970,13-Dec,,,,,
13608,엘비세미콘(주),61970,14-Dec,,,,,
13609,엘비세미콘(주),61970,15-Dec,,,,,
13610,엘비세미콘(주),61970,16-Dec,,,,,
13611,엘비세미콘(주),61970,17-Dec,,,,,
13612,엘비세미콘(주),61970,18-Dec,275662171,229474165,0.83,,
13613,엘비세미콘(주),61970,19-Dec,390435695,315772914,0.81,0.83,-2.469135802
13614,엘아이지넥스원(주),79550,15-Dec,1903704148,1679313363,0.88,,
13615,엘아이지넥스원(주),79550,16-Dec,1860784770,1664815705,0.89,0.88,1.123595506
13616,엘아이지넥스원(주),79550,17-Dec,1761316227,1617078373,0.92,0.89,3.260869565
