회사명,거래소코드,회계년도,매출액총이익률(IFRS),매출액총이익률(IFRS연결),매출액순이익률(IFRS),매출액순이익률(IFRS연결),자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),총자본정상영업이익률(IFRS),총자본정상영업이익률(IFRS연결),매출액정상영업이익률(IFRS),매출액정상영업이익률(IFRS연결),총자본순이익률(IFRS),총자본순이익률(IFRS연결)
(주)다원시스,68240,Dec-14,34.88,35.16,11.15,11.32,10.02,9.33,6.52,5.69,13.06,13.21,5.57,4.88
(주)다원시스,68240,Dec-15,34.22,33.92,13.31,12.31,9.07,8.83,5.29,4.93,12.64,11.85,5.57,5.12
(주)다원시스,68240,Dec-16,30.81,30.97,10.23,9.12,5.58,5.31,4.58,4.23,13.39,12.45,3.5,3.1
(주)다원시스,68240,Dec-17,32.72,32.58,8.73,4.84,6.5,4.08,4.75,3,11.53,7.92,3.6,1.83
(주)다원시스,68240,Dec-18,28.12,28.61,9.44,4.69,6.47,4.31,4.12,2.45,10.76,6.75,3.61,1.7
(주)다원시스,68240,Dec-19,22.68,21.86,6.74,2.43,5.5,2.09,3.21,1.85,8.11,4.72,2.67,0.95
(주)다이나믹디자인,145210,Dec-15,20.31,16.52,1.03,0.6,0.83,1.03,5.01,3.52,10.75,5.31,0.48,0.4
(주)다이나믹디자인,145210,Dec-16,21.72,15.66,-19.12,-9.12,-16.37,-13.63,2.82,1.75,5.89,2.68,-9.17,-5.93
(주)다이나믹디자인,145210,Dec-17,23.68,14.38,-83.9,-20.4,-110.46,-39.04,-0.25,-1.58,-0.53,-2.55,-40.22,-12.62
(주)다이나믹디자인,145210,Dec-18,12.74,5.25,-38.57,-36.39,-145.93,-93.07,-7.72,-13.03,-15.86,-22.35,-18.77,-21.21
(주)다이나믹디자인,145210,Dec-19,15.74,9.72,-3.45,-5.58,-31.62,-22.79,-2.71,-6.36,-5.86,-10.57,-1.59,-3.35
(주)대교,19680,Dec-11,18.54,17.78,7.47,5.41,9.22,8,9.26,7.79,9.69,7.38,7.13,5.7
(주)대교,19680,Dec-12,17.22,17.35,4.12,2.39,4.98,3.66,4.97,3.79,5.22,3.64,3.92,2.48
(주)대교,19680,Dec-13,17.47,17.98,5.56,3.84,6.5,5.63,5.34,3.83,5.7,3.78,5.21,3.89
(주)대교,19680,Dec-14,17.05,18.62,6.83,4.72,7.7,6.38,4.65,3.64,5.13,3.79,6.19,4.54
(주)대교,19680,Dec-15,17.77,20.22,6.21,5.66,7.17,7.09,5.75,5.18,6.13,5.29,5.82,5.54
(주)대교,19680,Dec-16,17.82,20.23,5.86,5.09,6.84,6.6,5.72,5.14,5.99,5.22,5.59,5.01
(주)대교,19680,Dec-17,18,19.81,5.38,5.12,6.09,6.3,5.77,5.33,6.22,5.6,4.99,4.88
(주)대교,19680,Dec-18,15.59,17.88,2.76,2.52,2.95,2.94,3.24,3.03,3.72,3.36,2.4,2.28
(주)대교,19680,Dec-19,15.71,18.39,2.66,2.25,2.92,2.76,3.47,3.36,4.15,3.86,2.22,1.96
(주)대구백화점,6370,Mar-11,69.58,,15.96,,8.08,,6.82,,17.47,,6.24,
(주)대구백화점,6370,Mar-12,68.04,,10.13,,4.54,,3.82,,11,,3.51,
(주)대구백화점,6370,Mar-13,66.09,,4.84,,1.97,,1.39,,4.29,,1.57,
(주)대구백화점,6370,Mar-14,63.7,62.29,3.52,3.36,1.41,1.44,0.83,0.68,2.56,2.54,1.14,0.9
(주)대구백화점,6370,Mar-15,63.55,62.68,1.53,2.16,0.59,0.76,0.02,0.21,0.07,0.81,0.47,0.55
(주)대구백화점,6370,Mar-16,64.33,64,4.96,4.02,2.02,1.49,-0.25,0.1,-0.8,0.41,1.55,1.02
(주)대구백화점,6370,Mar-17,64.07,63.79,-4.42,-5.11,-1.57,-2.26,-1.82,-1.29,-6.61,-6.14,-1.22,-1.07
(주)대구백화점,6370,Dec-18,62.48,68.27,-18.46,-24.69,-6.05,-9.36,-3.17,-2.59,-13.65,-15.35,-4.29,-4.17
(주)대구백화점,6370,Dec-19,61.43,0,-19.5,-18.98,-5.97,-6.93,-3.56,-2.07,-16.5,-14.03,-4.2,-2.8
(주)대덕,8060,Dec-11,9.11,10.8,6.44,7.05,11.38,12.32,11.04,11.39,8.23,8.66,8.64,9.28
(주)대덕,8060,Dec-12,12.09,12.06,6.37,6.47,11.79,11.79,11.1,10.5,7.8,7.5,9.07,9.05
(주)대덕,8060,Dec-13,4.41,4.71,1.38,1.14,2.4,1.95,0.3,0.19,0.22,0.14,1.92,1.55
(주)대덕,8060,Dec-14,7.66,,4.37,,7.01,,4.55,,3.51,,5.67,
(주)대덕,8060,Dec-15,9.74,,5.97,,6.84,,5,,5.23,,5.71,
(주)대덕,8060,Dec-16,10.07,,4.76,,5.06,,5.31,,5.86,,4.31,
(주)대덕,8060,Dec-17,10.58,,6.95,,7.22,,5.25,,5.97,,6.11,
(주)대덕,8060,Dec-18,9.37,9.4,44.41,44.71,34.98,26.9,4.04,3.06,5.91,5.88,30.34,23.28
(주)대덕,8060,Dec-19,8.96,8.76,6.38,6.02,6.7,6.38,4.49,3.97,4.89,4.33,5.86,5.52
(주)대동,490,Dec-11,21.57,21.74,0.34,1.02,0.82,2.6,1.77,2.64,1.64,2.36,0.37,1.14
(주)대동,490,Dec-12,21.56,21.91,0.52,-0.24,1.16,-0.64,0.47,0.12,0.46,0.12,0.53,-0.24
(주)대동,490,Dec-13,21.71,21.96,-0.82,-0.16,-2.01,-0.48,0.8,1.05,0.74,0.97,-0.89,-0.17
(주)대동,490,Dec-14,17.9,18.67,0.79,0.83,1.94,2.21,1.14,1.01,1.24,1.07,0.73,0.78
(주)대동,490,Dec-15,20.84,22.51,-0.12,0.61,-0.27,1.47,-0.16,0.78,-0.21,0.93,-0.09,0.51
(주)대동,490,Dec-16,17.92,20.71,-4.3,-3.07,-10.15,-8.19,-3.52,-1.91,-4.25,-2.22,-3.56,-2.65
(주)대동,490,Dec-17,18.24,20.65,0.97,1.62,2.36,4.54,1.44,2.46,1.74,2.82,0.8,1.41
(주)대동,490,Dec-18,16.66,19.1,-0.77,0.22,-2,0.58,-0.14,0.69,-0.16,0.8,-0.66,0.19
(주)대동,490,Dec-19,22.87,23.38,-1.33,0.36,-4.72,1.46,3.25,3.08,2.89,2.94,-1.5,0.38
(주)대동스틸,48470,Dec-11,5.45,,2.01,,5.24,,4.63,,3.16,,2.95,
(주)대동스틸,48470,Dec-12,1.6,,-0.21,,-0.68,,-1.78,,-0.96,,-0.39,
(주)대동스틸,48470,Dec-13,4.43,,0.44,,1,,2.55,,1.7,,0.66,
(주)대동스틸,48470,Dec-14,3.82,,0.39,,0.74,,1.03,,0.79,,0.51,
(주)대동스틸,48470,Dec-15,1.91,,-5.19,,-8.79,,-2.24,,-1.78,,-6.51,
(주)대동스틸,48470,Dec-16,11,,6.34,,7.82,,7.23,,6.4,,7.16,
(주)대동스틸,48470,Dec-17,10.3,,6.8,,9.97,,7.8,,6.12,,8.66,
(주)대동스틸,48470,Dec-18,3.47,,0.05,,0.07,,-0.55,,-0.41,,0.06,
(주)대동스틸,48470,Dec-19,3.77,,0.28,,0.51,,-0.68,,-0.46,,0.41,
(주)대륙제관,4780,Dec-11,10,,2.44,,7.96,,6.58,,4.15,,3.87,
(주)대륙제관,4780,Dec-12,9.83,,2.09,,6.71,,5.6,,3.58,,3.27,
(주)대륙제관,4780,Dec-13,10.3,,1.01,,3.35,,7.16,,4.49,,1.61,
(주)대륙제관,4780,Dec-14,11.16,,4.05,,12.79,,7.54,,4.77,,6.39,
(주)대륙제관,4780,Dec-15,14.51,,6.28,,17.34,,12.54,,8.17,,9.64,
(주)대륙제관,4780,Dec-16,17.02,,7.79,,16.75,,13.32,,10.18,,10.19,
(주)대륙제관,4780,Dec-17,13.18,,4.88,,9.95,,8.58,,6.59,,6.35,
(주)대륙제관,4780,Dec-18,9.88,,1.85,,3.56,,3.68,,2.86,,2.38,
(주)대륙제관,4780,Dec-19,11.47,,2.72,,5.1,,5.42,,4.24,,3.48,
(주)대림제지,17650,Dec-11,8.95,,4.12,,4.83,,3.57,,4.72,,3.12,
(주)대림제지,17650,Dec-12,24.19,,16.41,,16.85,,13.21,,17.71,,12.25,
(주)대림제지,17650,Dec-13,12.25,,11.61,,8.43,,3.07,,5.13,,6.93,
(주)대림제지,17650,Dec-14,14.79,,11.26,,7.11,,3.75,,7.01,,6.03,
(주)대림제지,17650,Dec-15,4.17,,-21.64,,-13.49,,-1.54,,-3.01,,-11.06,
(주)대림제지,17650,Dec-16,16.94,,25.19,,18.85,,6.36,,10.66,,15.03,
(주)대림제지,17650,Dec-17,10.94,11.67,-0.5,2.76,-0.4,2.5,2.77,2.09,4.98,4.22,-0.28,1.36
(주)대림제지,17650,Dec-18,18.1,19.07,9.82,8.79,6.48,9.12,4.05,5.37,9.69,9.12,4.1,5.18
(주)대림제지,17650,Dec-19,14.53,,2.37,,1.68,,2.61,,5.61,,1.1,
(주)대명소노시즌,7720,Dec-11,20.51,16.01,-114.05,-32.24,-10.71,-9.2,-13.99,-9.81,-160.51,-46.25,-9.94,-6.84
(주)대명소노시즌,7720,Dec-12,29.01,24.36,-91.7,-125.27,-13.11,-20.2,-5.02,-5.43,-36.97,-41.41,-12.46,-16.42
(주)대명소노시즌,7720,Dec-13,29.02,19.43,12.46,3.24,2.44,7.26,-1.61,5.83,-8.39,3.34,2.39,5.65
(주)대명소노시즌,7720,Dec-14,30.71,23.04,22.91,6.63,6.74,14.37,1.22,6.51,4.25,3.94,6.57,10.95
(주)대명소노시즌,7720,Dec-15,14.84,19.25,-0.49,-2.55,-0.66,-5.88,0.16,-3.95,0.14,-2.24,-0.58,-4.49
(주)대명소노시즌,7720,Dec-16,17,20.35,-2.03,-0.73,-4.4,-1.68,2.92,0.19,1.84,0.12,-3.23,-1.22
(주)대명소노시즌,7720,Dec-17,17.55,18.26,-2.12,7.48,-4.73,10.98,4.84,2.75,3.26,3.32,-3.14,6.21
(주)대명소노시즌,7720,Dec-18,19.47,19.53,-2,-2.83,-4.73,-4.07,4.58,2.19,3.06,3.24,-3,-1.91
(주)대명소노시즌,7720,Dec-19,17.42,17.42,37.29,28.96,64.54,47.51,3.31,1.19,2.9,1.78,42.59,19.3
(주)대성미생물연구소,36480,Dec-11,20.86,,-1.79,,-1.53,,-1.97,,-2.97,,-1.19,
(주)대성미생물연구소,36480,Dec-12,25.48,,2.73,,2.26,,1.04,,1.66,,1.71,
(주)대성미생물연구소,36480,Dec-13,29.25,,2,,2.2,,4.73,,5.95,,1.59,
(주)대성미생물연구소,36480,Dec-14,28.06,,8.07,,10,,8.38,,9.4,,7.2,
(주)대성미생물연구소,36480,Dec-15,33.03,,14.67,,19.69,,17.73,,17.2,,15.12,
(주)대성미생물연구소,36480,Dec-16,33.18,,14.59,,16.62,,14.54,,16.06,,13.22,
(주)대성미생물연구소,36480,Dec-17,30.06,,6.48,,5.25,,5.66,,8.29,,4.43,
(주)대성미생물연구소,36480,Dec-18,32.8,,12.63,,10.02,,9.36,,13.59,,8.7,
(주)대성미생물연구소,36480,Dec-19,33.59,,9.83,,7.3,,7.59,,13.45,,5.55,
(주)대성엘텍,25440,Dec-11,2.42,1.82,-6.06,-5.26,-41.79,-40.66,-2.95,-5.5,-1.53,-3.05,-11.68,-9.48
(주)대성엘텍,25440,Dec-12,7.41,6.55,-0.26,-3.2,-2.05,-32.33,7.03,2.73,3.33,1.3,-0.55,-6.74
(주)대성엘텍,25440,Dec-13,4.55,3.81,-11.61,-7.53,-121.98,-91.37,1.62,-1.83,0.58,-0.69,-32.11,-20.07
(주)대성엘텍,25440,Dec-14,5.21,5.12,0.77,0.52,12.37,7.61,8.75,6.35,2.25,1.78,2.99,1.84
(주)대성엘텍,25440,Dec-15,5.15,5.09,0.54,0.39,7.15,5.09,5.53,3.64,1.68,1.16,1.77,1.23
(주)대성엘텍,25440,Dec-16,4.98,5.47,0.78,0.42,7.23,3.99,5,4.88,1.54,1.56,2.54,1.32
(주)대성엘텍,25440,Dec-17,4.02,4.26,-1.83,-1.17,-13.55,-8.52,2.1,1.84,0.63,0.59,-6.05,-3.65
(주)대성엘텍,25440,Dec-18,2.74,3.32,-0.98,-0.8,-7.87,-6.19,-1.73,-1.31,-0.52,-0.41,-3.3,-2.58
(주)대성엘텍,25440,Dec-19,0.97,1.9,-3.27,-2.64,-31.94,-24.15,-8.31,-6.27,-2.29,-1.83,-11.86,-9.03
(주)대성파인텍,104040,Dec-11,22.47,22.98,11.94,11.68,17.91,17.9,12.24,12.13,14.39,14.25,10.15,9.94
(주)대성파인텍,104040,Dec-12,17.9,18.95,10.53,10.51,14.94,15.2,11.22,11.42,12.9,13.01,9.16,9.22
(주)대성파인텍,104040,Dec-13,20.32,20.8,9.34,8.89,11.65,11.54,12.05,11.74,13.96,13.37,8.07,7.81
(주)대성파인텍,104040,Dec-14,16.95,17.43,9,8.53,11.35,10.98,9.05,8.58,10.85,10.4,7.51,7.04
(주)대성파인텍,104040,Dec-15,20.5,20.55,9.7,9.05,12.35,11.81,10.17,9.58,12.74,12.08,7.74,7.18
(주)대성파인텍,104040,Dec-16,18.18,18.28,8.74,8.29,10.52,10.17,8.12,7.73,10.72,10.29,6.62,6.23
(주)대성파인텍,104040,Dec-17,20.27,20.61,5.37,4.94,5.03,4.75,4.44,4.2,7.98,7.55,2.99,2.75
(주)대성파인텍,104040,Dec-18,15.6,15.6,7.39,7.73,5.67,5.93,0.85,0.84,1.96,1.96,3.21,3.31
(주)대성파인텍,104040,Dec-19,12.72,12.65,0.53,3.52,0.39,2.33,0.38,0.34,0.92,0.83,0.22,1.43
(주)대양금속,9190,Dec-11,-6.95,-6.56,-44.54,-43.95,-100.5,-104.53,-9.09,-8.3,-15.99,-16.05,-25.33,-22.72
(주)대양금속,9190,Dec-12,-12.26,-14.84,-75.15,-67.89,-294.82,-298.26,-15.22,-18.32,-24.53,-27.79,-46.64,-44.75
(주)대양금속,9190,Dec-13,1.57,1.26,-8.15,-8.81,-49.59,-53.87,-3.39,-3.97,-3.1,-3.61,-8.9,-9.67
(주)대양금속,9190,Dec-14,-1.46,-1.19,-14.19,-14.79,-136.91,-144.65,-11.04,-10.18,-9.34,-8.59,-16.76,-17.54
(주)대양금속,9190,Dec-15,-0.3,,-14.69,,-205.31,,-6.71,,-5.62,,-17.55,
(주)대양금속,9190,Dec-16,11.32,,3.17,,32.34,,9.91,,6.73,,4.67,
(주)대양금속,9190,Dec-17,11.57,,5.71,,46.46,,13.21,,7.49,,10.08,
(주)대양금속,9190,Dec-18,6.61,,3.37,,19.3,,8,,4.56,,5.91,
(주)대양금속,9190,Dec-19,4.93,,2.29,,7.06,,3.55,,2.14,,3.8,
(주)대우건설,47040,Dec-11,9.51,9.73,3.22,2.47,6.86,5.34,3.96,3.43,5.19,4.73,2.46,1.8
(주)대우건설,47040,Dec-12,9.85,9.97,1.95,2.1,4.72,5.28,3.98,3.58,4.46,4.2,1.74,1.79
(주)대우건설,47040,Dec-13,3.54,3.87,-8.83,-8.18,-24.72,-24.13,-2.65,-2.45,-3.01,-2.79,-7.8,-7.19
(주)대우건설,47040,Dec-14,7.32,7.64,1.09,1.02,4.07,4.01,4.24,4.19,4.22,4.27,1.09,1
(주)대우건설,47040,Dec-15,6.97,7.33,1.48,1.43,5.38,5.3,3.42,3.36,3.39,3.46,1.5,1.39
(주)대우건설,47040,Dec-16,0.64,0.86,-6.95,-6.8,-31.76,-30.63,-4.9,-4.64,-4.25,-4.21,-8.01,-7.5
(주)대우건설,47040,Dec-17,6.45,7.07,1.97,2.19,10.54,12.12,4.05,4.58,3.15,3.65,2.53,2.75
(주)대우건설,47040,Dec-18,9.29,9.71,2.43,2.8,11.21,13.2,6.95,7.18,5.58,5.93,3.02,3.4
(주)대우건설,47040,Dec-19,7.68,9.88,0.1,2.33,0.36,8.8,1.85,3.95,1.93,4.21,0.09,2.18
(주)대웅,3090,Dec-11,86.82,38.26,21.25,15.11,3.59,13.36,4.03,10.46,25.58,16.96,3.35,9.32
(주)대웅,3090,Dec-12,88.85,37.98,49.17,14.45,7.84,12.9,4.07,8.82,27.18,13.56,7.35,9.4
(주)대웅,3090,Dec-13,91.15,45.75,22.7,8.86,3.42,10.74,3.49,13.81,24.54,11.53,3.23,10.62
(주)대웅,3090,Dec-14,94.82,40.07,24.67,4.24,3.84,5.75,3.79,8.24,25.7,8.8,3.63,3.97
(주)대웅,3090,Dec-15,88.55,39.08,17.61,5.48,2.93,8.62,4.01,7.08,25.79,8,2.74,4.85
(주)대웅,3090,Dec-16,81.08,45.38,12.1,3.41,1.94,4.17,1.43,4.5,9.57,6.01,1.81,2.55
(주)대웅,3090,Dec-17,84.42,45.81,20.6,7.63,3.58,12.86,3.97,5.61,24.22,7.52,3.38,5.68
(주)대웅,3090,Dec-18,0,44.48,25.71,2.66,3.82,5.36,3.51,5.46,24.98,6.97,3.61,2.08
(주)대웅,3090,Dec-19,0,46.38,12.84,5.22,1.92,10.43,3.47,6.6,24.4,7.87,1.82,4.38
(주)대웅제약,69620,Dec-11,42.08,42.32,7.33,7.14,14.41,14,13.12,12.77,9.16,8.96,10.5,10.18
(주)대웅제약,69620,Dec-12,41.07,41.42,5.2,5.01,9.29,9.19,7.8,7.52,5.69,5.51,7.12,6.83
(주)대웅제약,69620,Dec-13,42.44,42.74,8.69,8.49,14.28,14.3,13.73,13.45,10.67,10.46,11.18,10.92
(주)대웅제약,69620,Dec-14,36.41,36.72,4.37,4.14,7.18,7.2,8.59,8.16,7.38,7.06,5.09,4.79
(주)대웅제약,69620,Dec-15,35.49,36.04,6.15,4.25,10.46,9.3,7.36,5.32,6.88,5.19,6.58,4.35
(주)대웅제약,69620,Dec-16,41.47,42.28,4.15,2.96,6.53,5.51,3.86,2.48,4.46,2.93,3.59,2.5
(주)대웅제약,69620,Dec-17,41.32,42.38,4.24,3.69,6.9,6.2,4.32,3.3,5.15,4.06,3.55,3.01
(주)대웅제약,69620,Dec-18,37.91,39.75,0.16,-1.49,0.27,-2.99,2.89,2.03,3.26,2.38,0.14,-1.27
(주)대웅제약,69620,Dec-19,41.15,42.96,2.01,2.59,3.71,4.34,2.89,3.64,3.13,4.01,1.86,2.35
(주)대원,7680,Dec-17,14.6,14.38,8.93,8.14,10.53,9.93,6.14,5.58,8.95,8.28,6.12,5.49
(주)대원,7680,Dec-18,13.88,13.66,10.23,9.22,12.94,11.72,7.26,6.54,9.17,8.59,8.11,7.03
(주)대원,7680,Dec-19,16.31,13.95,5.59,3.73,3.17,3.38,2.55,2.59,6.97,5.02,2.05,1.92
(주)대유,290380,Dec-18,63.9,,21.07,,13.43,,13.51,,24.5,,11.62,
(주)대유,290380,Dec-19,62.32,,16.55,,7.91,,7.6,,17.97,,7,
(주)대유에이텍,2880,Dec-11,7.48,8.07,1.41,1.65,9.61,12,5.74,5.17,3.04,3.11,2.65,2.73
(주)대유에이텍,2880,Dec-12,7.59,8.41,0.75,0.8,4.09,4.69,5.24,4.73,3.3,3.5,1.2,1.08
(주)대유에이텍,2880,Dec-13,6.42,7.28,1.13,1.57,6.06,9.21,3.34,3.16,2.15,2.34,1.77,2.11
(주)대유에이텍,2880,Dec-14,5.51,9.03,0.26,2.08,1.56,10.77,1.78,2.39,1.13,1.93,0.4,2.58
(주)대유에이텍,2880,Dec-15,8.82,15.56,0.49,0.99,2.05,8.46,3.51,2.63,2.81,1.96,0.61,1.33
(주)대유에이텍,2880,Dec-16,11.21,16.69,1.87,0.57,5.57,-0.33,4.06,2.57,3.96,2.01,1.92,0.73
(주)대유에이텍,2880,Dec-17,10.16,16.78,1.22,0.17,3.85,2.27,3.27,1.37,3.09,1.1,1.3,0.2
(주)대유에이텍,2880,Dec-18,8.72,15.08,-7.31,-3.63,-26.44,-27.72,1.9,0.75,1.79,0.6,-7.75,-4.51
(주)대유에이텍,2880,Dec-19,9.21,15.74,3.17,1.39,11.78,9.75,2.04,3.12,2.11,2.44,3.07,1.78
(주)대유에이피,290120,Dec-18,,,,,,,,,,,,
(주)대유에이피,290120,Dec-19,12.26,12.4,4.49,5.07,15.3,17.09,8.7,7.87,6.49,6.41,6.03,6.22
(주)대유플러스,300,Dec-11,3.74,5.85,-0.87,-1.38,-3,-3.71,1.01,0.5,0.82,0.79,-1.07,-0.87
(주)대유플러스,300,Dec-12,0.04,0.91,-3.96,-4.78,-12.8,-15.27,-4.6,-3,-3.77,-4.8,-4.84,-2.99
(주)대유플러스,300,Dec-13,4.58,8.28,0.23,1.72,0.75,3.96,0.84,1.49,0.61,2.19,0.31,1.17
(주)대유플러스,300,Dec-14,4.7,7.58,-0.46,-0.77,-1.54,-7.53,-0.34,0.09,-0.2,0.12,-0.77,-0.57
(주)대유플러스,300,Dec-15,5.7,8.68,0.25,-0.03,0.43,-8.36,1.08,0.2,1,0.29,0.26,-0.02
(주)대유플러스,300,Dec-16,8.1,10.56,0.65,2.19,1.09,-4.07,2.19,1.2,1.94,2.39,0.73,1.1
(주)대유플러스,300,Dec-17,10.06,9.12,-17.28,-0.82,-7.37,-16.54,-0.29,0.73,-0.94,1.5,-5.36,-0.4
(주)대유플러스,300,Dec-18,8.07,14.67,-8.43,4.11,-6.13,6.96,0.01,3.75,0.03,7.25,-3.4,2.13
(주)대유플러스,300,Dec-19,7.9,9.71,4.2,4,4.5,4.57,0.7,1.56,1.42,3.57,2.06,1.75
(주)대창,12800,Dec-11,4.59,4.88,-0.48,-0.82,-2.29,-4.04,3.36,3.78,1.85,2.11,-0.88,-1.47
(주)대창,12800,Dec-12,4.23,4.46,1.36,1.13,5.68,4.74,1.56,1.65,0.96,1.01,2.21,1.83
(주)대창,12800,Dec-13,3.85,4.15,-1.65,-2.47,-6.66,-10.65,-0.05,0.13,-0.04,0.1,-2.52,-3.28
(주)대창,12800,Dec-14,5.41,3.79,-0.02,-0.6,-0.07,-3.36,2.91,2.48,1.9,1.23,-0.03,-1.22
(주)대창,12800,Dec-15,1.76,0.29,-8.38,-5,-31.48,-29.76,-3.48,-5.36,-2.72,-3.15,-10.73,-8.52
(주)대창,12800,Dec-16,8.06,7.32,0.41,1.47,1.05,6.34,3.06,5.47,3.22,3.7,0.39,2.17
(주)대창,12800,Dec-17,9.43,7.32,1.24,1.45,3.68,8.26,5.9,7.19,5.01,4.13,1.47,2.53
(주)대창,12800,Dec-18,7.24,5.31,3.05,1.31,8.45,5.7,3.16,3.06,2.82,1.82,3.41,2.19
(주)대창,12800,Dec-19,7.63,5.24,0.89,0.52,2.09,2.75,2.91,2.96,2.94,1.89,0.88,0.82
(주)대창솔루션,96350,Dec-11,9.24,,2.6,,2.46,,2.82,,5,,1.47,
(주)대창솔루션,96350,Dec-12,8.73,8.73,-3.34,-3.34,-2.8,-2.85,0.79,0.64,1.58,1.58,-1.67,-1.35
(주)대창솔루션,96350,Dec-13,4.36,7.15,0.97,-0.75,0.58,-0.83,-3.11,-1.98,-8.81,-3.52,0.34,-0.42
(주)대창솔루션,96350,Dec-14,6.61,3.08,-22.6,-15.56,-19.48,-17.16,-1.38,-4.33,-2.92,-8.43,-10.71,-8
(주)대창솔루션,96350,Dec-15,10.22,11.58,-6.72,-3.65,-4.66,-3.32,0.85,-0.1,2.44,-0.26,-2.35,-1.42
(주)대창솔루션,96350,Dec-16,-5.81,1.41,-30.93,-16.97,-19.6,-13.85,-5.68,-4.02,-19.05,-12.26,-9.22,-5.57
(주)대창솔루션,96350,Dec-17,-11.43,-2.23,-36.48,-26.48,-21.33,-19.8,-7.66,-5.63,-28.83,-18.67,-9.69,-7.98
(주)대창솔루션,96350,Dec-18,-13.02,-1.26,-33.96,-21.5,-22.27,-20.85,-7.43,-5.58,-27.53,-15.58,-9.16,-7.7
(주)대창솔루션,96350,Dec-19,9.86,11.88,-6.87,-7.43,-6.04,-8.25,0.17,0.64,0.44,1.51,-2.61,-3.15
(주)대창스틸,140520,Dec-14,5.97,5.97,1.23,0.55,3.75,1.43,3.36,2.92,2.72,2.57,1.52,0.62
(주)대창스틸,140520,Dec-15,5.9,4.89,2.57,1.75,6.35,4.4,2.31,1.49,2.16,1.49,2.76,1.76
(주)대창스틸,140520,Dec-16,4.89,5.02,-0.45,-1.5,-1.14,-3.26,0.2,-0.48,0.19,-0.47,-0.48,-1.54
(주)대창스틸,140520,Dec-17,4.85,4.81,0.08,0.59,0.19,1.65,1.98,1.87,1.81,1.77,0.08,0.63
(주)대창스틸,140520,Dec-18,5.27,5.27,-0.45,-8.57,-1.06,-11.14,1.28,1,1.26,1.23,-0.46,-6.95
(주)대창스틸,140520,Dec-19,6.34,6.32,-0.92,0.01,-1.93,-0.74,1.91,1.68,2.18,2.08,-0.81,0.01
(주)대한과학,131220,Dec-11,26.56,,5.95,,14.57,,9.62,,8.06,,7.09,
(주)대한과학,131220,Dec-12,24.52,25.05,3.79,3.26,8.59,7.1,6.99,6.08,5.59,5.04,4.74,3.93
(주)대한과학,131220,Dec-13,26.19,26.61,1.91,1.82,4.04,3.86,3.59,3.37,3.21,2.99,2.13,2.06
(주)대한과학,131220,Dec-14,25.23,26.31,2.3,2.24,4.18,3.98,2.55,2.74,2.66,2.76,2.2,2.23
(주)대한과학,131220,Dec-15,22.61,25.38,-3.86,-3.02,-6.62,-7.09,-2.06,-0.38,-2.15,-0.37,-3.7,-3.09
(주)대한과학,131220,Dec-16,22.43,25.21,3.41,4.88,5.81,8.11,2.39,4.03,2.33,3.56,3.5,5.53
(주)대한과학,131220,Dec-17,25.9,28.55,1.66,3.25,2.24,4.3,2.48,4.98,2.7,4.67,1.52,3.47
(주)대한과학,131220,Dec-18,24.76,26.76,3.68,5.35,5.06,7.19,3.34,6.82,3.18,5.51,3.87,6.63
(주)대한과학,131220,Dec-19,23.03,25.37,1.17,3.53,1.68,4.55,2.85,5.27,2.52,3.99,1.32,4.67
(주)대한항공,3490,Dec-11,13.55,14.1,-2.55,-1.63,-12.61,-8.43,2.07,2.17,3.34,3.75,-1.58,-0.94
(주)대한항공,3490,Dec-12,11.37,11.61,2.12,2.02,11.39,9.7,1.33,1.4,2.21,2.5,1.27,1.13
(주)대한항공,3490,Dec-13,9.44,9.24,-2.48,-3.24,-12.51,-8.54,-0.09,-0.09,-0.15,-0.17,-1.4,-1.67
(주)대한항공,3490,Dec-14,12.92,12.76,-1.76,-3.84,-9.67,-20.27,1.76,1.7,3.19,3.32,-0.97,-1.97
(주)대한항공,3490,Dec-15,17.88,17.56,-3.61,-4.88,-19.07,-25.23,3.86,3.71,7.6,7.65,-1.83,-2.36
(주)대한항공,3490,Dec-16,19.86,19.58,-5.14,-4.75,-29.95,-27.24,4.72,4.66,9.38,9.55,-2.58,-2.31
(주)대한항공,3490,Dec-17,18.15,17.38,7.69,6.63,34.1,29.37,4.15,3.87,8.1,7.77,3.94,3.3
(주)대한항공,3490,Dec-18,15.81,15.37,-0.95,-1.53,-3.67,-6.44,2.72,2.48,5.15,4.8,-0.5,-0.79
(주)대한항공,3490,Dec-19,12.53,12.17,-4.63,-4.91,-19.48,-22.61,1.14,0.98,2.33,2.03,-2.27,-2.37
(주)대현,16090,Dec-11,57.5,,4.25,,9.01,,6.93,,6.01,,4.9,
(주)대현,16090,Dec-12,57.24,,3.15,,6.98,,4.89,,4.2,,3.66,
(주)대현,16090,Dec-13,57.46,,3.58,,8.48,,6.02,,5.09,,4.24,
(주)대현,16090,Dec-14,55.57,,1.91,,4.31,,3.36,,3.02,,2.12,
(주)대현,16090,Dec-15,54.63,,3.19,,7.3,,4.48,,3.89,,3.67,
(주)대현,16090,Dec-16,56.26,,16.73,,33.5,,6.76,,5.73,,19.72,
(주)대현,16090,Dec-17,55.65,,4.4,,7.44,,5.59,,4.89,,5.03,
