회사명,거래소코드,회계년도,매출액총이익률(IFRS),매출액총이익률(IFRS연결),매출액순이익률(IFRS),매출액순이익률(IFRS연결),자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),총자본정상영업이익률(IFRS),총자본정상영업이익률(IFRS연결),매출액정상영업이익률(IFRS),매출액정상영업이익률(IFRS연결),총자본순이익률(IFRS),총자본순이익률(IFRS연결)
제일약품(주),271980,Dec-19,22.63,,-1.58,,-5.96,,0.09,,0.06,,-2.63,
제일연마공업(주),1560,Dec-11,18.97,21.3,9.44,8.49,10.65,11.13,10.66,10.12,11.16,10.5,9.01,8.17
제일연마공업(주),1560,Dec-12,18.6,20.83,9.59,8.41,9.92,9.95,7.36,7.05,8.19,7.8,8.62,7.61
제일연마공업(주),1560,Dec-13,15.2,19.29,7.58,7.74,8.25,9.63,4.01,5.45,4.38,5.96,6.94,7.08
제일연마공업(주),1560,Dec-14,18.56,21.2,7.83,7.38,9.57,10.19,7.18,7.35,7.38,7.77,7.62,6.97
제일연마공업(주),1560,Dec-15,13.67,18.05,3.05,3.04,3.52,4,2.25,4.26,2.48,4.77,2.78,2.72
제일연마공업(주),1560,Dec-16,14.31,18.12,4.25,5.43,4.72,6.81,3.09,4.27,3.45,4.83,3.8,4.8
제일연마공업(주),1560,Dec-17,15.59,20.36,4.58,4.87,4.86,5.6,4.64,6.38,5.2,7.63,4.09,4.07
제일연마공업(주),1560,Dec-18,16.02,19.42,6.88,6.51,6.96,7.19,4.57,5.69,5.24,6.83,6.01,5.42
제일연마공업(주),1560,Dec-19,15.82,21.27,6.18,7.91,5.78,7.96,4.08,6.9,4.99,8.54,5.05,6.38
제일파마홀딩스(주),2620,Dec-11,28.77,,5.84,,12.27,,8.99,,7.09,,7.4,
제일파마홀딩스(주),2620,Dec-12,25.25,,2.62,,4.73,,1.63,,1.48,,2.88,
제일파마홀딩스(주),2620,Dec-13,24.21,,0.11,,0.2,,0.35,,0.3,,0.12,
제일파마홀딩스(주),2620,Dec-14,25.13,,0.41,,0.89,,2.12,,1.67,,0.52,
제일파마홀딩스(주),2620,Dec-15,23.58,,1.64,,4.1,,3.08,,2.21,,2.28,
제일파마홀딩스(주),2620,Dec-16,21.87,21.89,1.43,1.28,3.61,3.17,2.19,1.9,1.65,1.52,1.9,1.6
제일파마홀딩스(주),2620,Dec-17,0,47.95,13327.2,1168.62,251.2,249.63,-0.65,0.08,-54.9,0.66,156.98,150.63
제일파마홀딩스(주),2620,Dec-18,0,39.55,40.32,5.12,1.62,2.15,1.74,1.96,51.01,7.67,1.38,1.31
제일파마홀딩스(주),2620,Dec-19,0,24.89,-559.66,-13.11,-19.41,-20.52,1.48,1.02,53.95,1.23,-15.34,-10.85
조광아이엘아이(주),44060,Dec-11,36.48,40.32,-7.04,-13.75,-3.82,-7.59,7.59,7.74,17.42,17.68,-3.07,-6.02
조광아이엘아이(주),44060,Dec-12,31.5,34.06,-2.61,3.43,-1.87,2.53,6.16,6.63,11.37,11.99,-1.42,1.9
조광아이엘아이(주),44060,Dec-13,33.42,34.18,11.89,10.6,7.82,7.05,5.69,5.3,11.64,10.89,5.81,5.16
조광아이엘아이(주),44060,Dec-14,42.25,42.93,19.41,17.65,15.06,13.86,12.25,12.19,22.29,22.28,10.67,9.66
조광아이엘아이(주),44060,Dec-15,46.23,46.52,22.59,24.34,18,19.52,14.46,14.15,27.52,26.93,11.87,12.79
조광아이엘아이(주),44060,Dec-16,42.46,41.91,15.28,14.35,8.26,7.75,5.7,5.42,14.76,14.04,5.9,5.54
조광아이엘아이(주),44060,Dec-17,48.77,48.89,16.68,16.34,6.78,6.67,6.5,6.41,19.38,19.04,5.6,5.5
조광아이엘아이(주),44060,Dec-18,46.36,46.36,19.65,19.41,9.13,9.05,9.21,9.17,23.09,22.91,7.84,7.77
조광아이엘아이(주),44060,Dec-19,42.03,42.03,18.92,14.48,8.25,6.4,5.33,5.34,17.11,17.11,5.89,4.52
조광페인트(주),4910,Dec-11,14.02,14.23,3.51,3.62,5.27,5.28,3.2,3.07,3.7,3.62,3.03,3.07
조광페인트(주),4910,Dec-12,15.08,15.36,1.7,7.37,2.57,10.49,3.44,3.38,4,4.1,1.46,6.08
조광페인트(주),4910,Dec-13,16.52,16.79,5.77,6.36,8.89,8.91,4.82,4.61,5.41,5.54,5.14,5.29
조광페인트(주),4910,Dec-14,19.82,20.17,8.51,8.65,12.59,11.68,7.29,6.99,8.23,8.45,7.54,7.16
조광페인트(주),4910,Dec-15,21.35,21.97,10.09,10.18,13.03,12.2,7.63,7.59,9.17,9.67,8.4,8
조광페인트(주),4910,Dec-16,21.71,22.45,9.27,9.65,10.8,10.42,6.77,6.76,8.29,8.83,7.57,7.38
조광페인트(주),4910,Dec-17,16.5,17.1,8.2,2.14,9.43,2.36,1.74,2,2.16,2.57,6.59,1.66
조광페인트(주),4910,Dec-18,14.55,14.9,-0.11,-1.86,-0.13,-2.19,0.11,0.04,0.15,0.06,-0.08,-1.37
조광페인트(주),4910,Dec-19,14.51,14.91,-2.68,-1.14,-3.14,-1.33,-0.3,-0.12,-0.46,-0.18,-1.76,-0.75
조광피혁(주),4700,Dec-11,9.6,9.67,5.52,5.26,7.76,7.1,7.62,7.15,7.2,7,5.84,5.37
조광피혁(주),4700,Dec-12,7,6.8,3.83,3.15,5.47,4.37,3.16,2.4,2.83,2.21,4.27,3.42
조광피혁(주),4700,Dec-13,11.36,9.64,5.12,5.8,6.49,7.56,5.26,5.02,5.19,4.92,5.19,5.92
조광피혁(주),4700,Dec-14,9.77,9.46,4.12,3.97,4.99,4.89,4.06,4.06,4.04,4.06,4.14,3.97
조광피혁(주),4700,Dec-15,9.79,9.98,4.03,4.11,4.18,4.31,3.32,3.7,3.65,4.07,3.66,3.73
조광피혁(주),4700,Dec-16,19.71,19.71,11.05,10.9,11.48,11.32,12.51,12.56,13.34,13.39,10.36,10.22
조광피혁(주),4700,Dec-17,19.68,19.68,12.63,12.63,10.22,10.22,10.42,10.42,14.09,14.09,9.34,9.34
조광피혁(주),4700,Dec-18,17.72,,10.69,,5.9,,6.05,,11.73,,5.51,
조광피혁(주),4700,Dec-19,23.89,,13.4,,5.66,,5.8,,14.64,,5.31,
조선내화(주),480,Dec-11,13.96,12.93,6.28,4.92,6.29,6.24,4.63,4.22,6.86,6.37,4.24,3.26
조선내화(주),480,Dec-12,14.3,13.28,5.49,4.13,6.01,5.97,4.14,3.76,5.58,5.22,4.07,2.97
조선내화(주),480,Dec-13,13.66,13.03,6.78,5.17,7.15,6.85,4.38,4.36,5.9,5.91,5.04,3.81
조선내화(주),480,Dec-14,15.33,14.33,7.39,5.69,7.75,7.61,5.74,5.34,7.52,6.99,5.65,4.34
조선내화(주),480,Dec-15,12.78,12.47,7.43,2.35,7.6,2.94,3.64,2.57,4.73,3.55,5.73,1.7
조선내화(주),480,Dec-16,14.06,14.44,2.42,2.62,2.38,2.57,3.74,3.84,5,5.04,1.81,2
조선내화(주),480,Dec-17,6.64,9.96,1.43,3.27,1.3,2.5,-2.15,-0.32,-3.24,-0.46,0.95,2.3
조선내화(주),480,Dec-18,14.13,14.8,7.4,7.34,7.54,9.22,3.77,3.89,5.22,5,5.34,5.71
조선내화(주),480,Dec-19,12.14,13.88,3.42,4.25,3.21,4.13,1.54,2.03,2.37,2.82,2.22,3.07
조선선재(주),120030,Dec-11,24.12,,15.43,,35.68,,32,,19.08,,25.87,
조선선재(주),120030,Dec-12,20.93,,10.19,,20.55,,21.48,,13.93,,15.71,
조선선재(주),120030,Dec-13,23.61,,12.6,,20.58,,20.28,,15.5,,16.49,
조선선재(주),120030,Dec-14,30.38,,18.16,,23.58,,23.48,,22.26,,19.15,
조선선재(주),120030,Dec-15,35.07,,21.95,,21.39,,21.58,,26.56,,17.84,
조선선재(주),120030,Dec-16,35.68,,22.93,,17.73,,18.09,,27.22,,15.23,
조선선재(주),120030,Dec-17,35.6,,23.29,,16.58,,16.6,,26.76,,14.44,
조선선재(주),120030,Dec-18,31.67,,18.75,,11.75,,12,,21.73,,10.36,
조선선재(주),120030,Dec-19,31.63,,20,,12.02,,11.96,,22.05,,10.85,
조아제약(주),34940,Dec-11,54.08,,4.12,,3.52,,3.18,,4.99,,2.63,
조아제약(주),34940,Dec-12,51.89,,3.14,,2.65,,1.18,,1.81,,2.05,
조아제약(주),34940,Dec-13,52.89,53.34,4.47,4,3.83,3.52,2.88,2.33,4.44,3.75,2.9,2.48
조아제약(주),34940,Dec-14,47.01,48.03,-9.54,-9.57,-8.01,-8.72,-5.79,-5.46,-9.96,-9.38,-5.55,-5.57
조아제약(주),34940,Dec-15,48.45,49.11,2.26,1.88,2.29,2.14,0.58,0.19,0.88,0.28,1.5,1.27
조아제약(주),34940,Dec-16,47.37,48.28,0.51,0.2,0.56,0.34,0.32,-0.01,0.44,-0.01,0.37,0.15
조아제약(주),34940,Dec-17,47.54,48.22,3.56,2.34,3.9,3.18,1.17,0.4,1.62,0.54,2.57,1.74
조아제약(주),34940,Dec-18,45.31,46.2,1.09,0.98,1.21,1.19,1.8,1.58,2.45,2.1,0.8,0.74
조아제약(주),34940,Dec-19,43.58,44,-0.94,-1.66,-1.13,-1.69,0.15,-0.43,0.2,-0.54,-0.73,-1.31
조일알미늄(주),18470,Dec-11,6.08,,2.69,,6.6,,5.47,,4.03,,3.65,
조일알미늄(주),18470,Dec-12,4.66,,2.49,,5.28,,2.24,,1.69,,3.3,
조일알미늄(주),18470,Dec-13,4.18,,0.77,,1.47,,1.03,,0.8,,0.99,
조일알미늄(주),18470,Dec-14,2.2,,-0.64,,-1.16,,-1.5,,-1.32,,-0.73,
조일알미늄(주),18470,Dec-15,1.88,,-2.1,,-3.4,,-1.92,,-1.98,,-2.03,
조일알미늄(주),18470,Dec-16,3.52,,12.11,,18.28,,-0.65,,-0.72,,11.05,
조일알미늄(주),18470,Dec-17,3.71,,-0.61,,-0.93,,-0.14,,-0.15,,-0.56,
조일알미늄(주),18470,Dec-18,0.74,,-3.28,,-5.45,,-2.37,,-2.58,,-3.02,
조일알미늄(주),18470,Dec-19,-0.46,,-24.61,,-51.1,,-3.77,,-3.9,,-23.77,
주성엔지니어링(주),36930,Dec-11,30.2,30.1,-3.16,-4.06,-4.22,-5.92,0.7,0.53,1.19,0.88,-1.85,-2.44
주성엔지니어링(주),36930,Dec-12,23.11,24.7,-149.14,-137.83,-63.54,-63.86,-17.59,-17.96,-105.69,-104.67,-24.82,-23.65
주성엔지니어링(주),36930,Dec-13,36.1,37.29,-24.35,-23.63,-31.38,-31.79,0.54,0.27,1.38,0.68,-9.53,-9.33
주성엔지니어링(주),36930,Dec-14,38.04,38.98,-14.9,-14.83,-20.12,-20.52,2.93,2.84,7.05,6.74,-6.19,-6.25
주성엔지니어링(주),36930,Dec-15,43.39,44,3.74,4.38,5.9,6.97,4.74,5,8.26,8.7,2.15,2.52
주성엔지니어링(주),36930,Dec-16,40.8,41.02,11.48,12.16,23.52,24.89,11.46,11.87,13.59,14.06,9.67,10.26
주성엔지니어링(주),36930,Dec-17,42.25,42.28,14.87,15.41,24.46,25,12.92,12.97,15.11,15.29,12.71,13.07
주성엔지니어링(주),36930,Dec-18,43.73,43.73,16.27,16.24,22.25,21.87,12.32,12.22,15.62,15.65,12.84,12.69
주성엔지니어링(주),36930,Dec-19,42.44,42.32,10.63,10.64,12.45,12.28,7.43,7.25,11.62,11.43,6.8,6.74
줌인터넷(주),239340,Dec-16,,,,,,,,,,,,
줌인터넷(주),239340,Dec-17,,,,,,,,,,,,
줌인터넷(주),239340,Dec-18,,,,,,,,,,,,
줌인터넷(주),239340,Dec-19,0,0,-47.82,-47.72,-44.89,-44.92,2.83,2.64,3.73,3.68,-36.33,-34.16
지나인제약(주),78650,Dec-11,4.8,4.35,-7.84,-10.13,-15.81,-20.24,-2.81,-4.02,-4.77,-6.9,-4.62,-5.9
지나인제약(주),78650,Dec-12,13.5,13.25,4.73,2.35,15.32,8.09,5.54,3.75,6.51,4.38,4.02,2.01
지나인제약(주),78650,Dec-13,16.87,18.3,7.22,7.17,26.02,28.33,12.63,12.92,11.29,11.28,8.08,8.21
지나인제약(주),78650,Dec-14,-0.07,1.79,-11.04,-8.97,-24.26,-20.41,-5.5,-5.45,-8.1,-8.36,-7.49,-5.84
지나인제약(주),78650,Dec-15,3.81,8.5,-16.68,-15.32,-50.83,-45.55,-4.33,-2.98,-5.75,-4.41,-12.57,-10.36
지나인제약(주),78650,Dec-16,0.81,5.68,-21.86,-16.75,-96.82,-63.19,-9.95,-7.31,-11.35,-9.61,-19.16,-12.75
지나인제약(주),78650,Dec-17,-2.74,0.93,-25.22,-27.62,-101.38,-91.06,-14.04,-11.56,-13.83,-13.48,-25.59,-23.69
지나인제약(주),78650,Dec-18,15.82,16.91,10.05,8.06,29.25,21.65,8.87,5.73,7.43,5.6,11.99,8.25
지나인제약(주),78650,Dec-19,10.82,16.45,-11.33,-12.81,-19.73,-21,2.12,3.76,2.33,4.79,-10.3,-10.07
지니언스(주),263860,Dec-17,61.39,61.39,20.6,16.91,16.1,13.63,13.95,11.91,22.21,18.51,12.94,10.88
지니언스(주),263860,Dec-18,60.97,61.15,16.83,12.33,10.68,8.27,8.42,6.25,15.57,11.03,9.1,6.99
지니언스(주),263860,Dec-19,58.95,59.04,12.92,12.46,9.2,9.43,7.52,5.7,12.75,9.21,7.62,7.72
지더블유바이텍(주),36180,Dec-11,28.2,,1.24,,1.35,,4.65,,5.51,,1.05,
지더블유바이텍(주),36180,Dec-12,17.7,,-14.83,,-16.49,,-10.58,,-12.49,,-12.56,
지더블유바이텍(주),36180,Dec-13,26.19,,3.76,,4.72,,1.11,,1.15,,3.63,
지더블유바이텍(주),36180,Dec-14,27.34,,1.31,,1.57,,1.08,,1.17,,1.21,
지더블유바이텍(주),36180,Dec-15,26.61,,6.07,,9.12,,3.11,,2.68,,7.06,
지더블유바이텍(주),36180,Dec-16,25,,4.84,,7.22,,4.43,,3.75,,5.73,
지더블유바이텍(주),36180,Dec-17,23.94,,12.23,,18.05,,4.74,,4.05,,14.34,
지더블유바이텍(주),36180,Dec-18,22.88,,6.42,,9.24,,4.87,,4.19,,7.48,
지더블유바이텍(주),36180,Dec-19,20.5,20.51,-50.61,-48.96,-132.69,-342.08,1,0.24,1.27,0.44,-39.58,-26.86
지에스건설(주),6360,Dec-11,10.97,11.36,4.84,4.72,11.17,11.63,5.36,5.4,6.39,6.61,4.06,3.86
지에스건설(주),6360,Dec-12,7.39,7.71,1.4,1.17,3.12,2.75,1.3,1.42,1.56,1.73,1.16,0.96
지에스건설(주),6360,Dec-13,-7.44,-3.96,-11.78,-8.65,-27.09,-25.23,-9.8,-7.83,-13.12,-9.78,-8.8,-6.92
지에스건설(주),6360,Dec-14,3.86,4.52,-0.96,-0.24,-2.51,-1.34,0.11,0.4,0.15,0.54,-0.72,-0.18
지에스건설(주),6360,Dec-15,5.49,5.18,-0.36,0.28,-0.98,0.8,1.18,0.94,1.52,1.15,-0.28,0.23
지에스건설(주),6360,Dec-16,6.82,4.42,-0.38,-0.19,-1.13,-0.79,3.21,1.08,3.88,1.3,-0.32,-0.15
지에스건설(주),6360,Dec-17,7.65,6.88,-0.09,-1.4,-0.29,-5.22,3.07,2.35,3.56,2.73,-0.08,-1.21
지에스건설(주),6360,Dec-18,12.69,12.39,5.08,4.47,16.79,17.34,8.26,8.27,8.33,8.1,5.03,4.57
지에스건설(주),6360,Dec-19,13.26,13.42,4.66,4.3,11.13,11.79,6.04,6.09,7.18,7.37,3.92,3.55
지에이치신소재(주),130500,Dec-13,13.49,12.85,5.12,2.99,9.7,7.21,6.31,5.89,5.58,4.65,5.8,3.78
지에이치신소재(주),130500,Dec-14,11.95,10.07,4.33,2.23,6.45,4.33,3.43,1.46,3.55,1.3,4.18,2.51
지에이치신소재(주),130500,Dec-15,12.07,12.08,4.6,3.77,6.86,7.61,3.67,4.37,3.52,3.47,4.79,4.75
지에이치신소재(주),130500,Dec-16,14.17,13.66,5.12,4.44,7.27,8.26,4.83,5.14,4.72,4.22,5.24,5.41
지에이치신소재(주),130500,Dec-17,12.18,13.24,3.63,4.22,3.82,5.95,2.48,4.35,3.03,4.32,2.97,4.25
지에이치신소재(주),130500,Dec-18,7.18,8.42,0.17,0.68,0.2,1.03,0.05,0.96,0.07,1.03,0.13,0.64
지에이치신소재(주),130500,Dec-19,9.43,10.09,1.62,3.34,2.12,5.43,1.63,2.03,2.26,2.42,1.17,2.81
지엔원에너지(주),270520,Dec-17,,,,,,,,,,,,
지엔원에너지(주),270520,Dec-18,,,,,,,,,,,,
지엔원에너지(주),270520,Dec-19,,,,,,,,,,,,
지엘팜텍(주),204840,Dec-14,,,,,,,,,,,,
지엘팜텍(주),204840,Dec-15,,,,,,,,,,,,
지엘팜텍(주),204840,Dec-16,-2.18,,-118.53,,-64.13,,-22.38,,-59.64,,-44.48,
지엘팜텍(주),204840,Dec-17,-52.44,,-175.52,,-58.42,,-31.04,,-175.98,,-30.96,
지엘팜텍(주),204840,Dec-18,27.35,9.8,-73.99,-66.88,-34.17,-68.44,-11.41,-14.51,-59.13,-57.25,-14.28,-16.95
지엘팜텍(주),204840,Dec-19,44.39,19.12,-67.22,-51.99,-32.36,-108.38,-6.49,-10.78,-33.86,-29.52,-12.88,-18.98
지엠비코리아(주),13870,Dec-12,13.56,13.85,3.2,3.22,8.92,8.79,6.62,6.62,5.07,5.19,4.18,4.11
지엠비코리아(주),13870,Dec-13,13.46,13.99,4.15,4.3,10.75,10.95,6.63,6.85,5.1,5.42,5.4,5.43
지엠비코리아(주),13870,Dec-14,13.69,14.43,3.91,3.81,9.38,8.8,5.23,4.74,4.32,4.18,4.74,4.33
지엠비코리아(주),13870,Dec-15,13.07,14.09,3.1,2.56,6.93,5.76,3.85,3.8,3.48,3.62,3.43,2.69
지엠비코리아(주),13870,Dec-16,12.74,15.02,2.94,3.94,6.43,8.73,3.8,5.25,3.44,4.91,3.25,4.22
지엠비코리아(주),13870,Dec-17,12.49,13.91,1.97,2.53,3.93,5.08,2.6,2.89,2.48,2.89,2.06,2.53
지엠비코리아(주),13870,Dec-18,11.62,12.92,0.47,-0.15,0.92,0.06,0.98,0.87,0.95,0.9,0.48,-0.15
지엠비코리아(주),13870,Dec-19,11.81,13.21,0.31,0.38,0.63,1.22,1.81,1.77,1.69,1.78,0.33,0.37
진양산업(주),3780,Dec-11,23.94,26.02,11.1,11.41,16.99,17.36,16.11,17.38,13.3,14.6,13.45,13.58
진양산업(주),3780,Dec-12,22.23,21.05,9.66,8.32,11.21,11.96,9.68,11.65,10.29,10.19,9.09,9.52
진양산업(주),3780,Dec-13,22.4,21.69,9.09,8.05,8.55,10.12,7.49,10.9,9.49,10.64,7.17,8.25
진양산업(주),3780,Dec-14,24.41,21.75,10.39,7.91,8.97,9.3,8.23,10.61,11.1,10.79,7.71,7.78
진양산업(주),3780,Dec-15,27.44,26.64,13.32,12.15,12.4,15.23,11.8,16.9,14.51,15.94,10.83,12.88
진양산업(주),3780,Dec-16,23.88,23.89,1.8,3.16,1.62,3.73,8.06,11.55,10.88,12.2,1.34,2.99
진양산업(주),3780,Dec-17,15.21,14.83,8.1,3.71,7.95,4.78,2.58,3.95,3.47,4.12,6.01,3.56
진양산업(주),3780,Dec-18,13.78,14.29,4.69,4.06,6.54,6.93,4.28,6.19,4.25,5.09,4.72,4.94
진양산업(주),3780,Dec-19,19.4,24.56,8.56,11.03,11.73,17.84,9.12,17.38,9.09,14.78,8.59,12.97
진양제약(주),7370,Dec-11,56.77,,2.92,,1.92,,1.38,,2.59,,1.56,
진양제약(주),7370,Dec-12,58.93,,6.8,,4.54,,5.87,,10.79,,3.7,
진양제약(주),7370,Dec-13,59.82,,10.42,,7.26,,6.8,,12.14,,5.84,
진양제약(주),7370,Dec-14,61.91,,8.87,,6.66,,8.12,,13.54,,5.32,
진양제약(주),7370,Dec-15,55.59,,-2.5,,-1.66,,-1.3,,-2.65,,-1.23,
진양제약(주),7370,Dec-16,47.83,,-25.18,,-16.8,,-12.19,,-27.62,,-11.12,
진양제약(주),7370,Dec-17,52.7,,-13.28,,-12.6,,-7.02,,-12.18,,-7.66,
진양제약(주),7370,Dec-18,55.03,,1.99,,2.21,,2.04,,3.13,,1.3,
진양제약(주),7370,Dec-19,50.82,,3.48,,3.84,,-0.31,,-0.46,,2.38,
진양폴리우레탄(주),10640,Dec-11,21.48,,6.83,,8.99,,10.21,,11.1,,6.28,
진양폴리우레탄(주),10640,Dec-12,18.23,,6.43,,8.09,,7.69,,8.61,,5.74,
진양폴리우레탄(주),10640,Dec-13,17.68,,5.89,,7.56,,7,,7.69,,5.36,
진양폴리우레탄(주),10640,Dec-14,17.22,,2.47,,3.42,,3.86,,3.93,,2.42,
진양폴리우레탄(주),10640,Dec-15,14.97,,-19.91,,-28.69,,2.8,,3.06,,-18.21,
진양폴리우레탄(주),10640,Dec-16,12.65,,40.46,,49.46,,-0.56,,-0.88,,25.72,
진양폴리우레탄(주),10640,Dec-17,7.56,,2.27,,2.99,,-2.19,,-3.25,,1.53,
진양폴리우레탄(주),10640,Dec-18,12.98,,3.18,,5.15,,3.16,,3.69,,2.72,
진양폴리우레탄(주),10640,Dec-19,20.41,19.48,24.15,21.51,33.68,28.41,8.32,7.15,10.16,8.84,19.78,17.4
진양화학(주),51630,Dec-11,12.03,,2.4,,6.4,,4.29,,2.75,,3.74,
진양화학(주),51630,Dec-12,14.13,,3.67,,9.58,,7.46,,4.61,,5.94,
진양화학(주),51630,Dec-13,16.43,,5.1,,13.58,,12.03,,7.26,,8.44,
진양화학(주),51630,Dec-14,16.15,,6.62,,18.34,,13.4,,7.63,,11.61,
진양화학(주),51630,Dec-15,14.84,,3.63,,8.54,,6.46,,4.04,,5.8,
진양화학(주),51630,Dec-16,13.72,,2.28,,4.32,,3,,2.23,,3.06,
진양화학(주),51630,Dec-17,10.79,,-0.68,,-1.13,,-1.59,,-1.35,,-0.8,
진양화학(주),51630,Dec-18,10.47,,-0.67,,-1.14,,-1.45,,-1.18,,-0.82,
진양화학(주),51630,Dec-19,5.09,,-4.71,,-7.57,,-7.09,,-6.17,,-5.41,
진원생명과학(주),11000,Dec-11,7.91,16.02,-13.33,-17.8,-8.2,-15.01,-7.46,-11.67,-14.72,-17.11,-6.76,-12.14
진원생명과학(주),11000,Dec-12,9.15,10.14,-46.34,-45.79,-19.24,-29.37,-15.45,-20.88,-47.61,-43.26,-15.04,-22.1
진원생명과학(주),11000,Dec-13,13.35,20.21,-28,-40.48,-13.88,-33.15,-6.09,-17.58,-16.25,-30.55,-10.49,-23.3
진원생명과학(주),11000,Dec-14,8.62,16.25,-32.2,-26.36,-17.16,-22.22,-14.54,-17.71,-32.52,-26.1,-14.39,-17.89
진원생명과학(주),11000,Dec-15,7.63,26.95,-15.68,4.98,-8.83,3.81,-15.57,-8.2,-32.76,-12.79,-7.45,3.2
진원생명과학(주),11000,Dec-16,8.32,25.81,-66.45,-49.72,-43.13,-41.44,-28.13,-24.69,-64.73,-44.61,-28.88,-27.52
진원생명과학(주),11000,Dec-17,7.32,20.81,-98.88,-87.33,-56.29,-65.56,-40.32,-44.68,-106.24,-91.5,-37.53,-42.64
진원생명과학(주),11000,Dec-18,7.91,31.19,-48.69,-34.69,-39.73,-36.08,-27.61,-23.72,-47.01,-32.83,-28.6,-25.07
진원생명과학(주),11000,Dec-19,6.52,31.25,-28.77,-18.47,-38.32,-28.5,-23.02,-16.34,-31.84,-19.9,-20.8,-15.17
진흥기업(주),2780,Dec-11,5.71,5.57,-38.84,-38.24,0,-223.86,-23.12,-23.03,-32.23,-31.64,-27.86,-27.83
진흥기업(주),2780,Dec-12,5.45,5.41,-18.36,-18.36,0,-179.42,-2.5,-2.54,-3.22,-3.27,-14.25,-14.25
진흥기업(주),2780,Dec-13,5.11,5.02,-15.11,-15.1,-102.38,-102.38,-0.58,-0.58,-0.62,-0.62,-14.09,-14.09
진흥기업(주),2780,Dec-14,7.78,7.78,-2.75,-2.75,-24.23,-24.23,4.72,4.72,3.44,3.44,-3.78,-3.78
진흥기업(주),2780,Dec-15,6.01,6.01,-5.88,-5.88,-48.71,-48.71,1.96,1.96,1.31,1.31,-8.8,-8.8
진흥기업(주),2780,Dec-16,10.75,10.75,-11.63,-11.63,0,-269.23,14.31,14.3,9.21,9.21,-18.07,-18.07
진흥기업(주),2780,Dec-17,10.12,10.12,3.8,3.81,0,66.29,13.49,13.52,7.24,7.26,7.07,7.09
진흥기업(주),2780,Dec-18,8.22,,0.9,,7.83,,10.31,,5.22,,1.78,
진흥기업(주),2780,Dec-19,8.18,,3.72,,23.08,,8.1,,5.13,,5.88,
차이나크리스탈신소재홀딩스,900250,Dec-14,,,,,,,,,,,,
차이나크리스탈신소재홀딩스,900250,Dec-15,,55.97,,40.9,,16.5,,17.06,,47.62,,14.66
차이나크리스탈신소재홀딩스,900250,Dec-16,,59.73,,40.37,,14.5,,15.98,,49.58,,13.01
차이나크리스탈신소재홀딩스,900250,Dec-17,,58.01,,39.71,,13.58,,14.77,,47.93,,12.24
차이나크리스탈신소재홀딩스,900250,Dec-18,,49.58,,33.08,,11.08,,12.14,,41.44,,9.69
차이나크리스탈신소재홀딩스,900250,Dec-19,,45.88,,26.67,,9,,9.87,,33.73,,7.81
참엔지니어링(주),9310,Dec-11,21.95,21.62,9.13,7.33,17.68,15.79,13.25,11.31,12.77,11,9.47,7.54
참엔지니어링(주),9310,Dec-12,10,9.59,-42.79,-23.98,-21.64,-22.29,-8.19,-7.79,-30.32,-18.3,-11.56,-10.21
참엔지니어링(주),9310,Dec-13,19.98,26.62,1.3,9.4,1.3,8.75,1.27,3.22,2.55,8.64,0.65,3.51
참엔지니어링(주),9310,Dec-14,14.58,21.1,-24.95,-12.97,-24.68,-27.93,-3.1,0.21,-6.83,0.86,-11.32,-3.1
참엔지니어링(주),9310,Dec-15,26.65,26.77,-26.43,-8.9,-68.55,-39.76,5.15,2.72,6.59,8.51,-20.65,-2.84
참엔지니어링(주),9310,Dec-16,28.89,35.29,0.94,7.04,2.99,18.45,2.95,4.13,4.39,14.85,0.64,1.96
참엔지니어링(주),9310,Dec-17,19.98,26.97,1.91,5.29,9.17,18.42,6.67,4.15,5.31,10.76,2.4,2.04
참엔지니어링(주),9310,Dec-18,25.66,28.88,5.45,6.47,14.99,17.39,3.43,1.8,3.83,6.16,4.89,1.89
참엔지니어링(주),9310,Dec-19,13.67,24.54,-40.49,-14.67,-39.41,-33.98,-12.59,-1.84,-35.9,-12.12,-14.2,-2.22
참존글로벌(주),158310,Dec-13,28.27,,17.81,,21.01,,14.53,,17.68,,14.64,
참존글로벌(주),158310,Dec-14,19.2,,-8.03,,-3.78,,-3,,-8.03,,-3,
참존글로벌(주),158310,Dec-15,-57.07,-57.07,-170.44,-170.44,-56.37,-73.09,-32.98,-39.7,-130.15,-130.35,-43.18,-51.9
참존글로벌(주),158310,Dec-16,-7.28,16.5,-208.7,-160.8,-42.61,-42.61,-19.22,-20.52,-135.28,-115.94,-29.65,-28.46
참존글로벌(주),158310,Dec-17,26.87,38.67,-48.97,-47.56,-23.89,-26.71,4.36,-0.92,12.7,-2.3,-16.82,-18.91
참존글로벌(주),158310,Dec-18,30.68,35.58,-268.39,-211.82,-58.59,-51.66,-9.09,-14.07,-75.04,-110.77,-32.5,-26.91
참존글로벌(주),158310,Dec-19,12.48,54.36,-163.18,-83.4,-35.29,-34.08,-8.76,-8.32,-98.08,-48.94,-14.58,-14.17
참좋은여행(주),94850,Dec-11,35.65,,2.78,,3.62,,4.05,,4.82,,2.33,
참좋은여행(주),94850,Dec-12,40.29,,14.15,,18.77,,3.92,,5.18,,10.69,
