회사명,거래소코드,2010매출액(수익)(*)(IFRS연결)(천원),2010매출원가(*)(IFRS연결)(천원),2011매출액(수익)(*)(IFRS연결)(천원),2011매출원가(*)(IFRS연결)(천원),2012매출액(수익)(*)(IFRS연결)(천원),2012매출원가(*)(IFRS연결)(천원),2013매출액(수익)(*)(IFRS연결)(천원),2013매출원가(*)(IFRS연결)(천원),2014매출액(수익)(*)(IFRS연결)(천원),2014매출원가(*)(IFRS연결)(천원),2015매출액(수익)(*)(IFRS연결)(천원),2015매출원가(*)(IFRS연결)(천원),2016매출액(수익)(*)(IFRS연결)(천원),2016매출원가(*)(IFRS연결)(천원),2017매출액(수익)(*)(IFRS연결)(천원),2017매출원가(*)(IFRS연결)(천원),2018매출액(수익)(*)(IFRS연결)(천원),2018매출원가(*)(IFRS연결)(천원),2019매출액(수익)(*)(IFRS연결)(천원),2019매출원가(*)(IFRS연결)(천원)
(주)동아지질,28100,326080590,295632862,253840382,241404975,283352820,265622921,329945352,318964033,305653861,294308434,296676999,285447338,323174632,302168514,339724245,308069535,360734225,320319892,380903410,347336200
(주)동양,1520,990790531,862586104,1491867213,1297586578,1709382603,1380245600,567649867,445734859,381219825,326944000,392665079,323879630,439901519,386167620,483087800,426606317,529745193,471239682,539085144,489344574
(주)동양고속,84670,138034898,111010643,203129076,174107516,115450487,96384083,127101782,106966255,136283088,107296318,135760744,110525890,155526430,124383294,141870839,120250722,132272993,117884781,140473417,120519769
(주)동양에스텍,60380,188351317,176084111,216818796,203147857,205473230,195490283,224278761,211730799,174225548,165155375,133784506,124550829,151970509,139414035,186236108,174168137,189075199,177633679,212129297,198379170
(주)동우팜투테이블,88910,,,,,,,,,,,,,,,,,,,270567996,249025198
(주)동운아나텍,94170,,,,,,,,,,,,,,,,,,,,
(주)동원개발,13120,,,,,,,,,,,,,,,,,,,,
(주)동원에프앤비,49770,1328767718,1007745083,1563244948,1183935328,1662832442,1275007342,1688630676,1253277428,1794888216,1287693258,1931040796,1394153872,2241255930,1655392222,2552621332,1935107468,2802526253,2189230574,3030257743,2348562579
(주)동일기연,32960,52281083,29207604,45546692,28453351,35460962,22371930,32037652,20723719,33098686,20758773,28501761,16631921,28280102,16805639,34429354,20135820,26930368,18171060,28951585,17950637
(주)동진쎄미켐,5290,422852856,352261714,457421768,405125875,571228239,494213891,654432237,568442939,669575438,569270443,709287907,580733288,764955941,641628964,785154565,637398524,827231162,674255872,875254175,688847603
(주)두산,150,3752594956,2335321730,4033312612,2963164179,3833824003,2981187475,21936534160,18258323269,20468238468,17080686734,18960372476,15968105795,16410692546,13533749739,17585204592,14438711228,18172166697,14848657907,18535738102,15376413801
(주)두산테스나,131970,,,,,,,,,,,,,,,,,,,,
(주)두올,16740,,,,,,,,,,,,,295927529,246213299,345047915,283358809,483134075,401570440,465931135,387619166
(주)듀오백,73190,40685217,26820683,43295809,28188362,38673329,26181816,40419100,26869710,41712497,29186593,34845024,25847001,32483515,24263223,38859471,27443863,32678107,25101587,31808599,23400817
(주)드래곤플라이,30350,35542577,1179505,36773818,3532287,34046437,3092469,23034689,128210,19613337,0,16519574,0,10939185,0,,,,,6081313,0
(주)드림시큐리티,203650,,,,,,,,,,,,,,,24768402,18119750,28316767,19922718,28815881,21022203
(주)드림어스컴퍼니,60570,174957241,149136554,148471368,138462627,96863412,79959554,69412593,53242228,53191621,34318609,55637376,33874819,52327953,37982052,69451993,54165041,137849260,105166813,196961163,166303132
(주)드림텍,192650,,,,,,,,,,,,,,,,,,,559670324,482899609
(주)디딤,217620,,,,,,,,,,,,,,,68808886,32848213,97013239,45820493,125265879,64135869
(주)디모아,16670,,,,,95972857,80648233,103871260,83994917,111790797,90517953,125056165,103013592,112077282,98940062,113100719,100288364,15619906,3297898,20405375,1451505
(주)디바이스이엔지,187870,,,,,,,,,,,,,,,,,,,,
(주)디비아이엔씨,12030,192315364,172484644,511077050,458811762,544542768,483404337,525450781,467240092,283311322,250506707,203671200,180662767,204809968,177059335,199529519,174803276,237112636,202065915,238505593,182396061
(주)디스플레이테크,66670,,,,,,,,,,,,,,,,,,,,
(주)디아이,3160,89320214,64182409,87027369,68247860,93937495,69946195,106942673,76268351,133969332,98280143,105480560,76251268,109725349,72830266,152165620,103378148,195994250,135695272,109539465,76689929
(주)디아이씨,92200,427331272,358752638,519145524,448763661,504880496,448048615,503605129,443006840,502040264,441925763,519409720,444230106,557499791,481087457,632994705,554272328,588210775,520878593,537765529,524644436
(주)디아크,78590,,,,,,,,,,,,,,,,,43385870,34210060,64599738,52308901
(주)디알비동일,4840,389699028,300303350,505919694,404961698,336113707,262574399,421068531,330325575,585108837,439108871,679635431,518470327,551252492,391063111,546864454,415289206,545431367,425607176,546994961,427781469
(주)디알젬,263690,,,,,,,,,,,,,,,,,56626161,40435554,60087401,42685256
(주)디알텍,214680,,,,,,,,,,,,,36639222,19193586,38804491,22876865,44714337,24726739,47845054,25917086
(주)디앤씨미디어,263720,,,,,,,,,,,,,,,,,32910222,0,42139941,0
(주)디에스앤엘,141020,,,,,,,16492480,13717278,12123550,10726838,53708366,50292931,50063640,44660249,46442299,40144644,25153821,20276298,38570359,34492044
(주)디에스케이,109740,44589981,38351211,37945005,30730110,19550609,18198390,32036754,27437957,35009890,29554492,56461731,43264212,59535940,42066632,103291567,82749814,117907273,87455736,76480134,57170220
(주)디에이테크놀로지,196490,,,,,,,,,40333039,32577196,60452386,53539969,74923371,66466382,101348011,89718329,92133286,79451375,108845736,93939660
(주)디에이피,66900,,,,,,,,,,,,,,,,,,,,
(주)디엔에이링크,127120,,,,,,,,,,,9419934,11648013,11483885,11066648,14480118,8242125,14876023,10999879,15572845,12619029
(주)디엔에프,92070,,,,,,,,,,,,,,,,,,,,
(주)디엔오토모티브,7340,477868220,398942713,562794298,467572065,632802344,540722578,666499706,563889498,721986990,620942528,910458499,757081398,959031647,792258909,877858995,747020699,908521022,776307014,929772577,785979281
(주)디엠에스,68790,264727218,203885783,230196160,178184508,91469485,74267413,109258841,85075529,104435241,81043744,180943915,135142106,248848765,181734209,268731601,207523599,298717912,222750210,196206589,130906502
(주)디오,39840,47558743,27134520,51256033,21216906,47870234,17979128,62794873,32064626,61576256,28710558,71939173,30746122,88019748,29723902,94538598,29680470,91043124,28430567,127165199,31500244
(주)디와이디,219550,,,,,,,,,,,,,,,,,,,48109003,31783982
(주)디이엔티,79810,,,,,,,,,25084836,24240139,47963195,39713582,45512487,44726802,180427567,166077860,74958203,77324519,29668977,29496770
(주)디지아이,43360,44089641,33173049,,,,,,,25893556,18382426,,,,,,,,,,
(주)디지캡,197140,,,,,,,,,,,,,,,,,,,23851999,16915036
(주)디지털대성,68930,,,,,,,,,,,60225882,31251398,83509558,42489950,89840128,45026979,106906093,53178787,140630621,73009258
(주)디지틀조선일보,33130,36913335,28886992,41082372,30879208,42238388,30346854,39763158,29557285,34085791,25426470,35093099,26318897,39134399,29142390,39512311,28642246,39679633,27040582,33842796,25208792
(주)디케이앤디,263020,,,,,,,,,,,,,,,,,54765341,43412994,59822274,48878958
(주)디케이티,290550,,,,,,,,,,,,,,,,,240165625,226320137,337722378,318174886
(주)디티앤씨,187220,,,,,,,,,,,31787850,18986928,40391906,24509582,49819705,28825402,59585468,34458391,73787518,50421524
(주)딜리,131180,,,28938214,18639806,32942064,21898616,32786658,21953892,33956365,22741796,42510672,26753995,38637658,25050610,50899907,36414281,43828703,32048249,40486467,28742889
(주)라닉스,317120,,,,,,,,,,,,,,,,,,,,
(주)라온테크,232680,,,,,,,,,,,,,,,,,,,,
(주)라이온켐텍,171120,,,,,,,,,,,,,,,,,,,,
(주)라이트론,69540,29820522,23364091,37556589,30920004,44020565,36888922,43728305,38369083,51695398,45475546,29687771,27690666,41502263,33988378,82344246,71394022,37937437,30606081,112769838,70657655
(주)라파스,214260,,,,,,,,,,,,,,,,,,,18168040,9918103
(주)락앤락,115390,386241700,186311652,476113628,240887611,508424574,271670304,501727736,274864187,421611592,236403341,407085372,217450354,425063515,220698428,417407199,216524613,434348760,240338996,485992891,272634488
(주)랩지노믹스,84650,,,,,,,,,,,,,,,,,,,,
(주)러셀,217500,,,,,,,,,,,,,,,,,,,,
(주)레고켐바이오사이언스,141080,,,,,,,,,,,1788475,690921,16655492,12463621,22056558,15336427,25240302,19331863,57500139,22689054
(주)레드로버,60300,,,,,,,,,,,38580776,33489402,41898015,32321089,35653276,34818989,12275976,22662129,12084598,13664029
(주)레드캡투어,38390,118383374,74510095,139511147,81083323,156534570,101226925,176273369,116912750,193722057,128684725,205761800,143425610,233962102,171742448,260448023,0,254944030,42403650,258761857,46516905
(주)레이,228670,,,,,,,,,,,,,,,,,,,73108726,38538195
(주)레이언스,228850,,,,,,,,,,,,,98457314,58123975,106517566,65981621,116389469,71051514,126174798,75270868
(주)레이크머티리얼즈,281740,,,,,,,,,,,,,,,,,,,,
(주)로보로보,215100,,,,,,,,,,,,,,,14369133,8546789,17320271,9592135,13825738,8104954
(주)로보스타,90360,,,96836013,79307365,71634123,62361971,103380119,87849525,97019458,80347186,135790834,108466621,151727888,125143587,206521699,176543637,193174244,171773248,177224395,163288128
(주)로보티즈,108490,,,,,,,,,,,,,,,,,24266778,13417415,25231157,12070163
(주)로지시스,67730,,,,,,,,,,,,,,,,,,,,
(주)루멘스,38060,249083674,203572089,344858086,288893695,494993284,398112315,614155062,484249943,524481150,434378299,425616476,363672712,402840610,335120900,361567289,311458150,325834561,297278361,323587779,312122103
(주)루트로닉,85370,41453713,18467424,41972163,22942501,46126812,24616595,52199655,28332934,65077842,34277538,72091947,34865127,84496686,37578425,85772314,41254511,92141601,46610053,115684801,57208431
(주)룽투코리아,60240,17712166,3208064,21050152,3227472,24727729,3375341,18467429,2867148,12942824,2354996,15367184,3734404,71454495,18128798,52432864,20552414,57526531,20186781,30101838,10434460
(주)리노스,39980,,,,,,,,,104952315,58809376,,,100299628,57460283,101491526,59806399,71640318,39313628,81286180,52334659
(주)리더스코스메틱,16100,,,,,,,73092610,55297692,120038942,75399095,172780393,97959839,181307216,113934497,139934810,96496453,139186289,90198370,95635456,68137791
(주)리드,197210,,,,,,,,,,,42616506,37131022,35384906,30387408,37357618,38084180,32781295,23200733,18396311,18477119
(주)리드코프,12700,175298669,104656052,216473826,130889285,264874134,152352921,284260380,154375585,349175824,200929688,371855076,191048146,438470616,233856515,442470050,226491005,464040182,245941799,495358851,380193772
(주)리메드,302550,,,,,,,,,,,,,,,,,,,,
(주)링네트,42500,61384915,51675877,71792624,61238976,78764753,67759876,97061951,83495826,114686036,99731270,100240895,87019528,128940792,115219539,148506989,133744837,137560878,123724960,131919333,113421351
(주)링크제니시스,219420,,,,,,,,,,,,,,,,,11631823,7435473,11404801,7945024
(주)마니커,27740,345570633,310526684,370785440,335965425,360006903,344916628,351803102,318841333,339887726,316965754,274546428,260376570,229830938,212092835,254619690,225282564,269057963,246166040,241679713,235075235
(주)마니커에프앤지,195500,,,,,,,,,,,,,,,,,,,,
(주)마이크로디지탈,305090,,,,,,,,,,,,,,,,,,,,
(주)마이크로컨텍솔루션,98120,,,,,28127306,18895244,31206298,21766674,45732510,30634014,35793920,27764325,27223309,24095573,27006640,24788248,25683997,24807372,34428727,29388275
(주)마이크로프랜드,147760,,,,,,,,,,,,,,,,,,,,
(주)마크로젠,38290,23868763,13266863,32381716,17226888,44129398,25498257,48078047,26810624,54129741,32496592,79533908,53338404,91113058,61254547,101792522,68127516,110298578,74203160,122252823,83363608
(주)만도,204320,,,,,,,,,1721436297,1487093647,5299190814,4548060754,5866371813,5005391893,5684704725,5012183481,5664832721,4940481413,5981877182,5147757101
(주)매직마이크로,127160,,,,,,,,,,,65348347,57804412,64824128,64638020,77652131,74880524,80032261,68820092,73799745,65447582
(주)매커스,93520,52458436,39956864,49722631,38002635,50142337,39229215,64629648,51874538,63536014,48858607,73526239,58957506,67725370,55431234,87364783,67550796,89614543,66629195,57482392,44121515
(주)머큐리,100590,,,,,,,,,,,,,,,,,,,,
(주)멀티캠퍼스,67280,,,,,80439537,55323531,108636224,72559252,128578627,82055403,135575460,85089108,186478433,118397587,201225659,142058778,240025980,170562628,288001022,211369634
(주)메드팩토,235980,,,,,,,,,,,,,,,,,,,,
(주)메디아나,41920,,,,,,,,,38355794,23910587,46739957,29080236,53394731,34122633,52362747,34626418,46826224,32161131,48399859,30989271
(주)메디콕스,54180,,,,,,,,,,,,,,,,,,,25225051,21187671
(주)메디톡스,86900,,,,,,,39141030,4852537,75892308,6862412,88505438,14169170,133255671,24080493,181239191,34591759,205444935,54238050,205900276,69529927
(주)메디프론디비티,65650,,,,,,,,,,,,,,,,,,,,
(주)메지온,140410,,,,,,,,,,,,,8751241,3787445,5585880,4687259,19087500,15849473,18930988,15835287
(주)메카로,241770,,,,,,,,,,,,,,,,,100499216,47504109,72495382,42208104
(주)메타랩스,90370,137640718,51345985,151702805,54697783,145623074,55819351,141412155,50591728,127864762,44351379,115996783,59958631,92066962,58477718,26832432,18514022,47375134,28330469,86896351,57805783
(주)메타바이오메드,59210,23978703,12005523,27091760,14069864,44785136,28867745,63518395,44565672,61364820,44276879,68592246,42787548,65783883,42021960,65341014,44635647,63813054,45687008,59391345,33255536
(주)멕아이씨에스,58110,,,,,,,,,,,,,7920354,4550645,8602502,5042904,8727657,5330837,12863659,7330657
(주)멜파스,96640,,,,,,,,,,,,,,,,,,,75991828,63715491
(주)모나리자,12690,,,,,,,,,,,,,,,,,,,,
(주)모나미,5360,281475117,230044472,281896616,225767828,262500183,211160524,167554404,120589528,150068816,97531941,142929412,89643065,140171469,87650678,137658031,85314587,135191757,86758765,132038884,86390286
(주)모다이노칩,80420,53281227,36141912,70310468,42061765,72164488,40188236,95198321,60003456,107669909,66874310,89569441,63428791,183036443,75044143,311755063,112530733,321219499,117554752,320072758,135163375
(주)모두투어네트워크,80160,121852989,0,124989354,0,137890131,1166713,146960026,1529761,164687554,3863008,204324822,8199239,237084495,11161136,290948152,10915995,364973001,86979219,297168691,53130024
(주)모바일리더,100030,,,,,10058128,6713272,16648053,10129869,13644173,9172498,14304760,10541806,13419242,8788060,13343523,8183372,15345180,7529572,23558937,14647995
(주)모베이스,101330,113042348,98847038,128747685,110506500,201747548,168293704,276020283,227066421,382249636,324519391,254982987,219496446,285420879,224716967,320774245,268589868,375310929,322942659,652513096,572537490
(주)모베이스전자,12860,428540569,379331717,520053457,454798667,574511202,517860664,675644681,589313499,704960522,610203162,718024012,635822123,731169856,661970084,710241532,674591957,717990836,662915439,771679604,706967318
(주)모비스,250060,,,,,,,,,,,,,,,,,2496632,1827190,12147693,6017857
(주)모아텍,33200,169901450,144899484,176287650,159804381,147624355,133980023,137249866,129526163,80650185,73179549,63821318,55917419,56642560,47248258,,,45468636,37719531,38650809,32167811
(주)모토닉,9680,297344093,248238155,258237261,219331716,240382478,199705442,218166010,186092103,217222223,186090252,203254231,179003001,195300520,178159017,211531507,184050964,195253285,171556050,207639236,181969360
(주)모헨즈,6920,54987756,49425275,63884832,58447610,70216874,63295853,78885306,70673173,98519909,89085519,105037738,95666870,112234938,102542571,117339016,108932742,106914819,99758780,85683500,79637210
(주)무학,33920,168339320,95724644,202496016,111621901,218128966,122199501,240065261,128969427,290146381,151673641,295760850,158441765,270169022,141387968,250503049,136776559,193717859,116758231,166377918,104564163
(주)미래생명자원,218150,,,,,,,,,,,,,,,40926676,34840933,35199454,28965350,50079355,43746983
(주)미래아이앤지,7120,15474254,10865500,25733558,17379433,35018015,26054630,26771535,19155741,18787582,13937185,9161388,5902715,9828639,6882053,7707135,5336127,6445366,4916365,7476808,5392019
(주)미래컴퍼니,49950,93887333,75182844,107942542,78337225,96358872,60164880,63723303,44534580,44756184,36014790,62403918,44064846,80414537,58214302,181450622,118005349,213396156,159506937,97432267,69944355
(주)미코,59090,125623169,74811939,124257358,81105536,130434043,79305767,123649349,89549880,135982035,87852619,121532809,69651269,140956669,77655184,183916090,100054847,227421583,121672793,236170142,126828367
(주)미투온,201490,,,,,,,,,,,,,17042857,7071919,27209665,12111270,98771664,28997917,119101315,35854601
(주)바른손,18700,,,42575724,26316391,77169809,48328470,64171216,42058327,49885700,30262228,29285587,19475080,16560068,9484345,4612329,2367002,9663300,7426114,6551086,2394098
(주)바른손이앤에이,35620,9975792,0,9990905,0,6499325,0,4185616,0,2104162,0,15698007,0,41653823,0,31430347,0,30044467,0,16975339,0
(주)바른전자,64520,184570313,164791355,202628143,184466278,209098334,184017196,231950913,211002198,,,225459497,206024139,241570556,223858488,168479538,175703208,92979655,102093236,39481096,44904832
(주)바이넥스,53030,,,53457879,24652694,55128609,29348072,57296766,38606167,,,,,82108423,51828348,78026380,49625133,104043177,55793228,125258579,68490565
(주)바이오니아,64550,20970091,10262083,22764624,11301225,20533918,9050634,23904101,9347283,17853516,7423522,20833715,8181777,21703615,10163475,23267735,9651933,24077826,11143273,36292397,17139515
(주)바이오로그디바이스,208710,,,,,,,,,,,44874010,33378716,68614604,52752414,70020158,54960848,81464285,62758120,90419017,70716529
(주)바이오솔루션,86820,,,,,,,,,,,,,,,,,,,,
(주)바이오스마트,38460,32361410,21551426,33702845,22748239,42395163,26750535,40341220,28955977,41504417,30029124,54186600,39915340,62989881,49166037,80432645,58876879,117732569,74845919,158967517,102735303
(주)바이오톡스텍,86040,18733549,12789732,23087738,13890024,17715967,13258057,17272069,13954362,15087766,13372016,16676482,13627437,22256692,14882544,25564709,16443209,32582096,20523155,25853847,20484340
(주)바텍,43150,142641429,91061493,149625813,98491273,175882269,112455342,171517053,97298729,194791464,107830643,217358785,117923190,238338397,124818863,218808934,113855484,234393036,122641569,271702910,144015092
(주)방림,3610,208337824,186658519,218985322,196474531,205928558,203290863,193795095,177375875,161416440,145266827,161549573,142201767,150722738,130692656,148107534,128345033,141818424,123903289,131906971,112122831
(주)배럴,267790,,,,,,,,,,,,,,,,,50068540,18662001,59946896,22480110
(주)백금티앤에이,46310,100670140,70532211,104522555,81770915,106041966,79725641,81099769,59522865,94309334,66333554,92584519,68029335,60216859,47143103,101998708,77991501,112217563,85597885,155629903,114366701
(주)백산,35150,151029307,129906199,178131543,148694335,185390651,147962438,177231545,148659855,169766437,142482321,172072593,137292607,200786094,155462655,211371854,166861440,323119368,262725220,468882611,376665218
(주)버킷스튜디오,66410,,,,,,,,,,,,,,,,,,,,
(주)베노홀딩스,206400,,,,,,,,,,,20271602,0,20266910,0,18892219,0,15092291,0,15950474,0
(주)베셀,177350,,,,,,,,,,,52751850,35870590,44002936,33916904,80643961,57768351,75788384,56536962,42343768,36226605
(주)베스파,299910,,,,,,,,,,,,,,,,,124486560,0,100572482,0
(주)벽산,7210,331044036,269778483,336793187,273137549,318846473,260367552,399388963,320478555,428396771,337330435,442823058,341912198,443779912,346049246,414696624,331254195,432398854,357256427,433534084,370740121
(주)보광산업,225530,,,,,,,,,,,,,,,,,,,,
(주)보라티알,250000,,,,,,,,,,,,,,,42068055,23972394,42014603,25935329,46789495,31729299
