,회사명,거래소코드,회계년도,R & D 투자효율,통계청 한국표준산업분류 10차(소분류)
6399,미래나노텍(주),95500,17-Dec,3.5,  플라스틱제품 제조업
6400,미래나노텍(주),95500,18-Dec,2.79,  플라스틱제품 제조업
6401,미래나노텍(주),95500,19-Dec,3.58,  플라스틱제품 제조업
6402,미래산업(주),25560,11-Dec,0.04,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6403,미래산업(주),25560,12-Dec,0,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6404,미래산업(주),25560,13-Dec,0,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6405,미래산업(주),25560,14-Dec,0.81,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6406,미래산업(주),25560,15-Dec,1.21,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6407,미래산업(주),25560,16-Dec,2.89,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6408,미래산업(주),25560,17-Dec,0.87,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6409,미래산업(주),25560,18-Dec,0.48,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6410,미래산업(주),25560,19-Dec,0.24,"  측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
6411,바이온(주),32980,15-Dec,0,  음ㆍ식료품 및 담배 도매업
6412,바이온(주),32980,16-Dec,0,  음ㆍ식료품 및 담배 도매업
6413,바이온(주),32980,17-Dec,0.12,  음ㆍ식료품 및 담배 도매업
6414,바이온(주),32980,18-Dec,1.78,  음ㆍ식료품 및 담배 도매업
6415,바이온(주),32980,19-Dec,0.19,  음ㆍ식료품 및 담배 도매업
6416,백광산업(주),1340,11-Dec,0,  기초 화학물질 제조업
6417,백광산업(주),1340,12-Dec,0,  기초 화학물질 제조업
6418,백광산업(주),1340,13-Dec,0,  기초 화학물질 제조업
6419,백광산업(주),1340,14-Dec,0.01,  기초 화학물질 제조업
6420,백광산업(주),1340,15-Dec,0,  기초 화학물질 제조업
6421,백광산업(주),1340,16-Dec,0,  기초 화학물질 제조업
6422,백광산업(주),1340,17-Dec,0,  기초 화학물질 제조업
6423,백광산업(주),1340,18-Dec,0,  기초 화학물질 제조업
6424,백광산업(주),1340,19-Dec,0,  기초 화학물질 제조업
6425,범양건영(주),2410,11-Dec,3.55,  건물 건설업
6426,범양건영(주),2410,12-Dec,1.4,  건물 건설업
6427,범양건영(주),2410,13-Dec,0.01,  건물 건설업
6428,범양건영(주),2410,14-Dec,0.02,  건물 건설업
6429,범양건영(주),2410,15-Dec,0.06,  건물 건설업
6430,범양건영(주),2410,16-Dec,0.02,  건물 건설업
6431,범양건영(주),2410,17-Dec,0,  건물 건설업
6432,범양건영(주),2410,18-Dec,0.01,  건물 건설업
6433,범양건영(주),2410,19-Dec,0.02,  건물 건설업
6434,베뉴지(주),19010,11-Dec,0,  종합 소매업
6435,베뉴지(주),19010,12-Dec,0,  종합 소매업
6436,베뉴지(주),19010,13-Dec,0,  종합 소매업
6437,베뉴지(주),19010,14-Dec,0,  종합 소매업
6438,베뉴지(주),19010,15-Dec,0,  종합 소매업
6439,베뉴지(주),19010,16-Dec,0,  종합 소매업
6440,베뉴지(주),19010,17-Dec,0,  종합 소매업
6441,베뉴지(주),19010,18-Dec,0,  종합 소매업
6442,베뉴지(주),19010,19-Dec,0,  종합 소매업
6443,보성파워텍(주),6910,11-Dec,0.3,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6444,보성파워텍(주),6910,12-Dec,0.1,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6445,보성파워텍(주),6910,13-Dec,0.02,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6446,보성파워텍(주),6910,14-Dec,0.03,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6447,보성파워텍(주),6910,15-Dec,0.03,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6448,보성파워텍(주),6910,16-Dec,0.05,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6449,보성파워텍(주),6910,17-Dec,0.12,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6450,보성파워텍(주),6910,18-Dec,0.04,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6451,보성파워텍(주),6910,19-Dec,0.04,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6452,보해양조(주),890,11-Dec,0.53,  알코올음료 제조업
6453,보해양조(주),890,12-Dec,0.35,  알코올음료 제조업
6454,보해양조(주),890,13-Dec,0.45,  알코올음료 제조업
6455,보해양조(주),890,14-Dec,0.61,  알코올음료 제조업
6456,보해양조(주),890,15-Dec,0.5,  알코올음료 제조업
6457,보해양조(주),890,16-Dec,0,  알코올음료 제조업
6458,보해양조(주),890,17-Dec,0,  알코올음료 제조업
6459,보해양조(주),890,18-Dec,0,  알코올음료 제조업
6460,보해양조(주),890,19-Dec,0,  알코올음료 제조업
6461,부산산업(주),11390,11-Dec,0,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6462,부산산업(주),11390,12-Dec,0,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6463,부산산업(주),11390,13-Dec,0,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6464,부산산업(주),11390,14-Dec,0,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6465,부산산업(주),11390,15-Dec,0.04,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6466,부산산업(주),11390,16-Dec,0.03,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6467,부산산업(주),11390,17-Dec,0.02,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6468,부산산업(주),11390,18-Dec,0.02,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6469,부산산업(주),11390,19-Dec,0.02,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
6470,비디아이(주),148140,17-Dec,0,  일반 목적용 기계 제조업
6471,비디아이(주),148140,18-Dec,0.29,  일반 목적용 기계 제조업
6472,비디아이(주),148140,19-Dec,0.29,  일반 목적용 기계 제조업
6473,비에이치아이(주),83650,11-Dec,0,  일반 목적용 기계 제조업
6474,비에이치아이(주),83650,12-Dec,0,  일반 목적용 기계 제조업
6475,비에이치아이(주),83650,13-Dec,0,  일반 목적용 기계 제조업
6476,비에이치아이(주),83650,14-Dec,0,  일반 목적용 기계 제조업
6477,비에이치아이(주),83650,15-Dec,0,  일반 목적용 기계 제조업
6478,비에이치아이(주),83650,16-Dec,0,  일반 목적용 기계 제조업
6479,비에이치아이(주),83650,17-Dec,0,  일반 목적용 기계 제조업
6480,비에이치아이(주),83650,18-Dec,0,  일반 목적용 기계 제조업
6481,비에이치아이(주),83650,19-Dec,0,  일반 목적용 기계 제조업
6482,비케이탑스(주),30790,11-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6483,비케이탑스(주),30790,12-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6484,비케이탑스(주),30790,13-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6485,비케이탑스(주),30790,14-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6486,비케이탑스(주),30790,15-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6487,비케이탑스(주),30790,16-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6488,비케이탑스(주),30790,17-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6489,비케이탑스(주),30790,18-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6490,비케이탑스(주),30790,19-Dec,0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6491,비플라이소프트(주),148780,16-Dec,5.69,  소프트웨어 개발 및 공급업
6492,비플라이소프트(주),148780,17-Dec,5.59,  소프트웨어 개발 및 공급업
6493,비플라이소프트(주),148780,18-Dec,6.23,  소프트웨어 개발 및 공급업
6494,비플라이소프트(주),148780,19-Dec,5.47,  소프트웨어 개발 및 공급업
6495,사조동아원(주),8040,11-Dec,0.02,"  곡물가공품, 전분 및 전분제품 제조업"
6496,사조동아원(주),8040,12-Dec,0.04,"  곡물가공품, 전분 및 전분제품 제조업"
6497,사조동아원(주),8040,13-Dec,0.06,"  곡물가공품, 전분 및 전분제품 제조업"
6498,사조동아원(주),8040,14-Dec,0.05,"  곡물가공품, 전분 및 전분제품 제조업"
6499,사조동아원(주),8040,15-Dec,0.03,"  곡물가공품, 전분 및 전분제품 제조업"
6500,사조동아원(주),8040,16-Dec,0.03,"  곡물가공품, 전분 및 전분제품 제조업"
6501,사조동아원(주),8040,17-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
6502,사조동아원(주),8040,18-Dec,0,"  곡물가공품, 전분 및 전분제품 제조업"
6503,사조동아원(주),8040,19-Dec,0,"  곡물가공품, 전분 및 전분제품 제조업"
6504,사조산업(주),7160,11-Dec,0,  어로 어업
6505,사조산업(주),7160,12-Dec,0,  어로 어업
6506,사조산업(주),7160,13-Dec,0,  어로 어업
6507,사조산업(주),7160,14-Dec,0,  어로 어업
6508,사조산업(주),7160,15-Dec,0,  어로 어업
6509,사조산업(주),7160,16-Dec,0,  어로 어업
6510,사조산업(주),7160,17-Dec,0,  어로 어업
6511,사조산업(주),7160,18-Dec,0,  어로 어업
6512,사조산업(주),7160,19-Dec,0,  어로 어업
6513,삼강엠앤티(주),100090,11-Dec,0,  1차 철강 제조업
6514,삼강엠앤티(주),100090,12-Dec,0,  1차 철강 제조업
6515,삼강엠앤티(주),100090,13-Dec,0,  1차 철강 제조업
6516,삼강엠앤티(주),100090,14-Dec,0,  1차 철강 제조업
6517,삼강엠앤티(주),100090,15-Dec,0,  1차 철강 제조업
6518,삼강엠앤티(주),100090,16-Dec,0,  1차 철강 제조업
6519,삼강엠앤티(주),100090,17-Dec,0,  1차 철강 제조업
6520,삼강엠앤티(주),100090,18-Dec,0,  1차 철강 제조업
6521,삼강엠앤티(주),100090,19-Dec,0,  1차 철강 제조업
6522,삼륭물산(주),14970,11-Dec,0,"  골판지, 종이 상자 및 종이 용기 제조업"
6523,삼륭물산(주),14970,12-Dec,0,"  골판지, 종이 상자 및 종이 용기 제조업"
6524,삼륭물산(주),14970,13-Dec,0,"  골판지, 종이 상자 및 종이 용기 제조업"
6525,삼륭물산(주),14970,14-Dec,0,"  골판지, 종이 상자 및 종이 용기 제조업"
6526,삼륭물산(주),14970,15-Dec,0,"  골판지, 종이 상자 및 종이 용기 제조업"
6527,삼륭물산(주),14970,16-Dec,0,"  골판지, 종이 상자 및 종이 용기 제조업"
6528,삼륭물산(주),14970,17-Dec,0,"  골판지, 종이 상자 및 종이 용기 제조업"
6529,삼륭물산(주),14970,18-Dec,0,"  골판지, 종이 상자 및 종이 용기 제조업"
6530,삼륭물산(주),14970,19-Dec,0.01,"  골판지, 종이 상자 및 종이 용기 제조업"
6531,삼보모터스(주),53700,11-Dec,0.33,  자동차 신품 부품 제조업
6532,삼보모터스(주),53700,12-Dec,0.32,  자동차 신품 부품 제조업
6533,삼보모터스(주),53700,13-Dec,0.55,  자동차 신품 부품 제조업
6534,삼보모터스(주),53700,14-Dec,0.77,  자동차 신품 부품 제조업
6535,삼보모터스(주),53700,15-Dec,0.95,  자동차 신품 부품 제조업
6536,삼보모터스(주),53700,16-Dec,1.19,  자동차 신품 부품 제조업
6537,삼보모터스(주),53700,17-Dec,1.39,  자동차 신품 부품 제조업
6538,삼보모터스(주),53700,18-Dec,1.43,  자동차 신품 부품 제조업
6539,삼보모터스(주),53700,19-Dec,1.98,  자동차 신품 부품 제조업
6540,삼보산업(주),9620,11-Dec,0,  1차 비철금속 제조업
6541,삼보산업(주),9620,12-Dec,0,  1차 비철금속 제조업
6542,삼보산업(주),9620,13-Dec,0,  1차 비철금속 제조업
6543,삼보산업(주),9620,14-Dec,0,  1차 비철금속 제조업
6544,삼보산업(주),9620,15-Dec,0,  1차 비철금속 제조업
6545,삼보산업(주),9620,16-Dec,0,  1차 비철금속 제조업
6546,삼보산업(주),9620,17-Dec,0,  1차 비철금속 제조업
6547,삼보산업(주),9620,18-Dec,0,  1차 비철금속 제조업
6548,삼보산업(주),9620,19-Dec,0,  1차 비철금속 제조업
6549,삼부토건(주),1470,11-Dec,1.97,  토목 건설업
6550,삼부토건(주),1470,12-Dec,1.2,  토목 건설업
6551,삼부토건(주),1470,13-Dec,1.77,  토목 건설업
6552,삼부토건(주),1470,14-Dec,0.41,  토목 건설업
6553,삼부토건(주),1470,15-Dec,0.17,  토목 건설업
6554,삼부토건(주),1470,16-Dec,0.28,  토목 건설업
6555,삼부토건(주),1470,17-Dec,0.38,  토목 건설업
6556,삼부토건(주),1470,18-Dec,0.45,  토목 건설업
6557,삼부토건(주),1470,19-Dec,0.45,  토목 건설업
6558,삼성SDI(주),6400,11-Dec,0.94,  일차전지 및 축전지 제조업
6559,삼성SDI(주),6400,12-Dec,1.03,  일차전지 및 축전지 제조업
6560,삼성SDI(주),6400,13-Dec,1.82,  일차전지 및 축전지 제조업
6561,삼성SDI(주),6400,14-Dec,1.07,  일차전지 및 축전지 제조업
6562,삼성SDI(주),6400,15-Dec,8.49,  일차전지 및 축전지 제조업
6563,삼성SDI(주),6400,16-Dec,12.35,  일차전지 및 축전지 제조업
6564,삼성SDI(주),6400,17-Dec,9.41,  일차전지 및 축전지 제조업
6565,삼성SDI(주),6400,18-Dec,7.25,  일차전지 및 축전지 제조업
6566,삼성SDI(주),6400,19-Dec,8.41,  일차전지 및 축전지 제조업
6567,삼성공조(주),6660,11-Dec,0.08,  자동차 신품 부품 제조업
6568,삼성공조(주),6660,12-Dec,0.11,  자동차 신품 부품 제조업
6569,삼성공조(주),6660,13-Dec,0.1,  자동차 신품 부품 제조업
6570,삼성공조(주),6660,14-Dec,0.12,  자동차 신품 부품 제조업
6571,삼성공조(주),6660,15-Dec,0.08,  자동차 신품 부품 제조업
6572,삼성공조(주),6660,16-Dec,0.12,  자동차 신품 부품 제조업
6573,삼성공조(주),6660,17-Dec,1.81,  자동차 신품 부품 제조업
6574,삼성공조(주),6660,18-Dec,2.63,  자동차 신품 부품 제조업
6575,삼성공조(주),6660,19-Dec,2.7,  자동차 신품 부품 제조업
6576,삼성물산(주),28260,14-Dec,0,  기타 전문 도매업
6577,삼성물산(주),28260,15-Dec,0.43,  기타 전문 도매업
6578,삼성물산(주),28260,16-Dec,0.59,  기타 전문 도매업
6579,삼성물산(주),28260,17-Dec,0.41,  기타 전문 도매업
6580,삼성물산(주),28260,18-Dec,0.37,  기타 전문 도매업
6581,삼성물산(주),28260,19-Dec,0.47,  기타 전문 도매업
6582,삼성엔지니어링(주),28050,11-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6583,삼성엔지니어링(주),28050,12-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6584,삼성엔지니어링(주),28050,13-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6585,삼성엔지니어링(주),28050,14-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6586,삼성엔지니어링(주),28050,15-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6587,삼성엔지니어링(주),28050,16-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6588,삼성엔지니어링(주),28050,17-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6589,삼성엔지니어링(주),28050,18-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6590,삼성엔지니어링(주),28050,19-Dec,0,"  건축기술, 엔지니어링 및 관련 기술 서비스업"
6591,삼성전기(주),9150,11-Dec,4.97,  전자부품 제조업
6592,삼성전기(주),9150,12-Dec,4.12,  전자부품 제조업
6593,삼성전기(주),9150,13-Dec,5.1,  전자부품 제조업
6594,삼성전기(주),9150,14-Dec,6.56,  전자부품 제조업
6595,삼성전기(주),9150,15-Dec,5.66,  전자부품 제조업
6596,삼성전기(주),9150,16-Dec,6.06,  전자부품 제조업
6597,삼성전기(주),9150,17-Dec,6.28,  전자부품 제조업
6598,삼성전기(주),9150,18-Dec,7.89,  전자부품 제조업
6599,삼성전기(주),9150,19-Dec,8.81,  전자부품 제조업
6600,삼성제약(주),1360,11-Dec,0.17,  의약품 제조업
6601,삼성제약(주),1360,12-Dec,0.12,  의약품 제조업
6602,삼성제약(주),1360,13-Dec,0.01,  의약품 제조업
6603,삼성제약(주),1360,14-Dec,0.02,  의약품 제조업
6604,삼성제약(주),1360,15-Dec,0.68,  의약품 제조업
6605,삼성제약(주),1360,16-Dec,2.22,  의약품 제조업
6606,삼성제약(주),1360,17-Dec,2.4,  의약품 제조업
6607,삼성제약(주),1360,18-Dec,0.88,  의약품 제조업
6608,삼성제약(주),1360,19-Dec,0.2,  의약품 제조업
6609,삼성중공업(주),10140,11-Dec,0,  선박 및 보트 건조업
6610,삼성중공업(주),10140,12-Dec,0.27,  선박 및 보트 건조업
6611,삼성중공업(주),10140,13-Dec,0.94,  선박 및 보트 건조업
6612,삼성중공업(주),10140,14-Dec,0.76,  선박 및 보트 건조업
6613,삼성중공업(주),10140,15-Dec,0.95,  선박 및 보트 건조업
6614,삼성중공업(주),10140,16-Dec,0.72,  선박 및 보트 건조업
6615,삼성중공업(주),10140,17-Dec,0.81,  선박 및 보트 건조업
6616,삼성중공업(주),10140,18-Dec,0.99,  선박 및 보트 건조업
6617,삼성중공업(주),10140,19-Dec,0.7,  선박 및 보트 건조업
6618,삼영엠텍(주),54540,11-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6619,삼영엠텍(주),54540,12-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6620,삼영엠텍(주),54540,13-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6621,삼영엠텍(주),54540,14-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6622,삼영엠텍(주),54540,15-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6623,삼영엠텍(주),54540,16-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6624,삼영엠텍(주),54540,17-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6625,삼영엠텍(주),54540,18-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6626,삼영엠텍(주),54540,19-Dec,0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
6627,삼영화학공업(주),3720,11-Dec,0,  플라스틱제품 제조업
6628,삼영화학공업(주),3720,12-Dec,0,  플라스틱제품 제조업
6629,삼영화학공업(주),3720,13-Dec,0,  플라스틱제품 제조업
6630,삼영화학공업(주),3720,14-Dec,0,  플라스틱제품 제조업
6631,삼영화학공업(주),3720,15-Dec,0,  플라스틱제품 제조업
6632,삼영화학공업(주),3720,16-Dec,0,  플라스틱제품 제조업
6633,삼영화학공업(주),3720,17-Dec,2.87,  플라스틱제품 제조업
6634,삼영화학공업(주),3720,18-Dec,3.04,  플라스틱제품 제조업
6635,삼영화학공업(주),3720,19-Dec,2.56,  플라스틱제품 제조업
6636,삼일제약(주),520,11-Dec,4.11,  의약품 제조업
6637,삼일제약(주),520,12-Dec,3.2,  의약품 제조업
6638,삼일제약(주),520,13-Dec,2.38,  의약품 제조업
6639,삼일제약(주),520,14-Dec,3.3,  의약품 제조업
6640,삼일제약(주),520,15-Dec,1.28,  의약품 제조업
6641,삼일제약(주),520,16-Dec,1.3,  의약품 제조업
6642,삼일제약(주),520,17-Dec,2.14,  의약품 제조업
6643,삼일제약(주),520,18-Dec,2.32,  의약품 제조업
6644,삼일제약(주),520,19-Dec,2.54,  의약품 제조업
6645,삼정펄프(주),9770,11-Dec,0,"  펄프, 종이 및 판지 제조업"
6646,삼정펄프(주),9770,12-Dec,0,"  펄프, 종이 및 판지 제조업"
6647,삼정펄프(주),9770,13-Dec,0,"  펄프, 종이 및 판지 제조업"
6648,삼정펄프(주),9770,14-Dec,0,"  펄프, 종이 및 판지 제조업"
6649,삼정펄프(주),9770,15-Dec,0,"  펄프, 종이 및 판지 제조업"
6650,삼정펄프(주),9770,16-Dec,0,"  펄프, 종이 및 판지 제조업"
6651,삼정펄프(주),9770,17-Dec,0,"  펄프, 종이 및 판지 제조업"
6652,삼정펄프(주),9770,18-Dec,0,"  펄프, 종이 및 판지 제조업"
6653,삼정펄프(주),9770,19-Dec,0,"  펄프, 종이 및 판지 제조업"
6654,삼천리자전거(주),24950,11-Dec,0.1,  생활용품 도매업
6655,삼천리자전거(주),24950,12-Dec,0.03,  생활용품 도매업
6656,삼천리자전거(주),24950,13-Dec,0.23,  생활용품 도매업
6657,삼천리자전거(주),24950,14-Dec,0.26,  생활용품 도매업
6658,삼천리자전거(주),24950,15-Dec,0.05,  생활용품 도매업
6659,삼천리자전거(주),24950,16-Dec,0.24,  생활용품 도매업
6660,삼천리자전거(주),24950,17-Dec,0.29,  생활용품 도매업
6661,삼천리자전거(주),24950,18-Dec,0.73,  생활용품 도매업
6662,삼천리자전거(주),24950,19-Dec,0.69,  생활용품 도매업
6663,삼화전기(주),9470,11-Dec,0,  전자부품 제조업
6664,삼화전기(주),9470,12-Dec,0,  전자부품 제조업
6665,삼화전기(주),9470,13-Dec,0,  전자부품 제조업
6666,삼화전기(주),9470,14-Dec,0,  전자부품 제조업
6667,삼화전기(주),9470,15-Dec,0,  전자부품 제조업
6668,삼화전기(주),9470,16-Dec,0,  전자부품 제조업
6669,삼화전기(주),9470,17-Dec,0,  전자부품 제조업
6670,삼화전기(주),9470,18-Dec,0,  전자부품 제조업
6671,삼화전기(주),9470,19-Dec,0,  전자부품 제조업
6672,삼화전자공업(주),11230,11-Dec,1.81,  영상 및 음향기기 제조업
6673,삼화전자공업(주),11230,12-Dec,2.17,  영상 및 음향기기 제조업
6674,삼화전자공업(주),11230,13-Dec,1.79,  영상 및 음향기기 제조업
6675,삼화전자공업(주),11230,14-Dec,1.83,  영상 및 음향기기 제조업
6676,삼화전자공업(주),11230,15-Dec,2.57,  영상 및 음향기기 제조업
6677,삼화전자공업(주),11230,16-Dec,2.14,  영상 및 음향기기 제조업
6678,삼화전자공업(주),11230,17-Dec,1.93,  영상 및 음향기기 제조업
6679,삼화전자공업(주),11230,18-Dec,1.7,  영상 및 음향기기 제조업
6680,삼화전자공업(주),11230,19-Dec,1.69,  영상 및 음향기기 제조업
6681,삼화콘덴서공업(주),1820,11-Dec,1.28,  전자부품 제조업
6682,삼화콘덴서공업(주),1820,12-Dec,1.55,  전자부품 제조업
6683,삼화콘덴서공업(주),1820,13-Dec,1.27,  전자부품 제조업
6684,삼화콘덴서공업(주),1820,14-Dec,2.06,  전자부품 제조업
6685,삼화콘덴서공업(주),1820,15-Dec,2.17,  전자부품 제조업
6686,삼화콘덴서공업(주),1820,16-Dec,1.99,  전자부품 제조업
6687,삼화콘덴서공업(주),1820,17-Dec,1.35,  전자부품 제조업
6688,삼화콘덴서공업(주),1820,18-Dec,1.21,  전자부품 제조업
6689,삼화콘덴서공업(주),1820,19-Dec,2.26,  전자부품 제조업
6690,상신이디피(주),91580,11-Dec,1.27,  일차전지 및 축전지 제조업
6691,상신이디피(주),91580,12-Dec,0.47,  일차전지 및 축전지 제조업
6692,상신이디피(주),91580,13-Dec,1.3,  일차전지 및 축전지 제조업
6693,상신이디피(주),91580,14-Dec,0.89,  일차전지 및 축전지 제조업
6694,상신이디피(주),91580,15-Dec,0.63,  일차전지 및 축전지 제조업
6695,상신이디피(주),91580,16-Dec,-0.18,  일차전지 및 축전지 제조업
6696,상신이디피(주),91580,17-Dec,-0.07,  일차전지 및 축전지 제조업
6697,상신이디피(주),91580,18-Dec,0.72,  일차전지 및 축전지 제조업
6698,상신이디피(주),91580,19-Dec,0.87,  일차전지 및 축전지 제조업
6699,새론오토모티브(주),75180,11-Dec,0,  자동차 신품 부품 제조업
6700,새론오토모티브(주),75180,12-Dec,0,  자동차 신품 부품 제조업
6701,새론오토모티브(주),75180,13-Dec,0,  자동차 신품 부품 제조업
6702,새론오토모티브(주),75180,14-Dec,0,  자동차 신품 부품 제조업
6703,새론오토모티브(주),75180,15-Dec,0,  자동차 신품 부품 제조업
6704,새론오토모티브(주),75180,16-Dec,0,  자동차 신품 부품 제조업
6705,새론오토모티브(주),75180,17-Dec,0,  자동차 신품 부품 제조업
6706,새론오토모티브(주),75180,18-Dec,0,  자동차 신품 부품 제조업
6707,새론오토모티브(주),75180,19-Dec,0,  자동차 신품 부품 제조업
6708,서울도시가스(주),17390,11-Dec,0.08,  연료용 가스 제조 및 배관공급업
6709,서울도시가스(주),17390,12-Dec,0.09,  연료용 가스 제조 및 배관공급업
6710,서울도시가스(주),17390,13-Dec,0.12,  연료용 가스 제조 및 배관공급업
6711,서울도시가스(주),17390,14-Dec,0.17,  연료용 가스 제조 및 배관공급업
6712,서울도시가스(주),17390,15-Dec,0.2,  연료용 가스 제조 및 배관공급업
6713,서울도시가스(주),17390,16-Dec,0.25,  연료용 가스 제조 및 배관공급업
6714,서울도시가스(주),17390,17-Dec,0.2,  연료용 가스 제조 및 배관공급업
6715,서울도시가스(주),17390,18-Dec,0.1,  연료용 가스 제조 및 배관공급업
6716,서울도시가스(주),17390,19-Dec,0,  연료용 가스 제조 및 배관공급업
6717,서울반도체(주),46890,11-Dec,2.57,  반도체 제조업
6718,서울반도체(주),46890,12-Dec,5.15,  반도체 제조업
6719,서울반도체(주),46890,13-Dec,5.07,  반도체 제조업
6720,서울반도체(주),46890,14-Dec,6.63,  반도체 제조업
6721,서울반도체(주),46890,15-Dec,5.81,  반도체 제조업
6722,서울반도체(주),46890,16-Dec,5.81,  반도체 제조업
6723,서울반도체(주),46890,17-Dec,5.13,  반도체 제조업
6724,서울반도체(주),46890,18-Dec,5.21,  반도체 제조업
6725,서울반도체(주),46890,19-Dec,5.81,  반도체 제조업
6726,서울전자통신(주),27040,11-Dec,9.3,  기계장비 및 관련 물품 도매업
6727,서울전자통신(주),27040,12-Dec,14.86,  기계장비 및 관련 물품 도매업
6728,서울전자통신(주),27040,13-Dec,3.71,  기계장비 및 관련 물품 도매업
6729,서울전자통신(주),27040,14-Dec,1.82,  기계장비 및 관련 물품 도매업
6730,서울전자통신(주),27040,15-Dec,1.08,  기계장비 및 관련 물품 도매업
6731,서울전자통신(주),27040,16-Dec,0.42,  기계장비 및 관련 물품 도매업
6732,서울전자통신(주),27040,17-Dec,0.38,  기계장비 및 관련 물품 도매업
6733,서울전자통신(주),27040,18-Dec,0.3,  기계장비 및 관련 물품 도매업
6734,서울전자통신(주),27040,19-Dec,0.43,  기계장비 및 관련 물품 도매업
6735,선도전기(주),7610,11-Dec,0.4,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
6736,선도전기(주),7610,12-Dec,0.47,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
6737,선도전기(주),7610,13-Dec,0.07,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
6738,선도전기(주),7610,14-Dec,0.17,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
6739,선도전기(주),7610,15-Dec,0.32,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
6740,선도전기(주),7610,16-Dec,0.44,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
