,Unnamed: 0,회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),영업활동,투자활동,재무활동,영업활동(연결),투자활동(연결),재무활동(연결),기업수명,기업수명(연결)
185,185,(주)경인양행,12610,12-Dec,14914670,-2384505,-8998839,20801833,-5059446,-11508502,+,-,-,+,-,-,성숙기,성숙기
186,186,(주)경인양행,12610,13-Dec,-1601346,-515260,1570497,1046809,-3527107,1806201,-,-,+,+,-,+,도입기,성장기
187,187,(주)경인양행,12610,14-Dec,15097174,-9760461,-3954057,18368986,-12201523,-2721206,+,-,-,+,-,-,성숙기,성숙기
188,188,(주)경인양행,12610,15-Dec,-1240907,-3554826,4523629,5444861,-10080952,5507952,-,-,+,+,-,+,도입기,성장기
189,189,(주)경인양행,12610,16-Dec,8421999,-1366831,-3647769,19013689,-7033423,-7321054,+,-,-,+,-,-,성숙기,성숙기
190,190,(주)경인양행,12610,17-Dec,652491,-16850427,16543795,5323456,-25434854,21933930,+,-,+,+,-,+,성장기,성장기
191,191,(주)경인양행,12610,18-Dec,911833,-23651736,26878747,1873412,-31671509,31497592,+,-,+,+,-,+,성장기,성장기
192,192,(주)경인양행,12610,19-Dec,-2222389,-30689433,33651668,6768170,-46297964,42426085,-,-,+,+,-,+,도입기,성장기
193,193,(주)고려시멘트,198440,14-Dec,,,,,,,8,8,8,8,8,8,8,8
194,194,(주)고려시멘트,198440,15-Dec,,,,,,,8,8,8,8,8,8,8,8
195,195,(주)고려시멘트,198440,16-Dec,,,,,,,8,8,8,8,8,8,8,8
196,196,(주)고려시멘트,198440,17-Dec,3161867,-14608429,8857140,,,,+,-,+,8,8,8,성장기,성장기
197,197,(주)고려시멘트,198440,18-Dec,1728759,-9952075,8505781,,,,+,-,+,8,8,8,성장기,성장기
198,198,(주)고려시멘트,198440,19-Dec,2862239,3351444,-2730727,,,,+,+,-,8,8,8,쇄신기,쇄신기
199,199,(주)고영테크놀러지,98460,11-Dec,12776648,-14532348,-1005001,13903738,-15045937,-1005001,+,-,-,+,-,-,성숙기,성숙기
200,200,(주)고영테크놀러지,98460,12-Dec,10610309,-7979723,-1627415,11397833,-8116145,-1627415,+,-,-,+,-,-,성숙기,성숙기
201,201,(주)고영테크놀러지,98460,13-Dec,12177046,-6515012,693223,13282913,-6568022,693223,+,-,+,+,-,+,성장기,성장기
202,202,(주)고영테크놀러지,98460,14-Dec,23831965,-14388870,-6429718,25603240,-14447901,-5986932,+,-,-,+,-,-,성숙기,성숙기
203,203,(주)고영테크놀러지,98460,15-Dec,15161650,-1567764,-8192298,16569102,-1979022,-8347958,+,-,-,+,-,-,성숙기,성숙기
204,204,(주)고영테크놀러지,98460,16-Dec,17957289,-6754347,-3412804,29234878,-7025366,-3590719,+,-,-,+,-,-,성숙기,성숙기
205,205,(주)고영테크놀러지,98460,17-Dec,7492877,5318936,-22001824,19941301,5201174,-22646309,+,+,-,+,+,-,쇄신기,쇄신기
206,206,(주)고영테크놀러지,98460,18-Dec,44999013,-72061061,26904466,21765311,-72484067,26904466,+,-,+,+,-,+,성장기,성장기
207,207,(주)고영테크놀러지,98460,19-Dec,26124765,-6674843,-16157867,29168422,-7879555,-17435362,+,-,-,+,-,-,성숙기,성숙기
208,208,(주)골드앤에스,35290,11-Dec,8673653,-9221199,241176,8628850,-8498088,-445968,+,-,+,+,-,-,성장기,성숙기
209,209,(주)골드앤에스,35290,12-Dec,2427629,-9218663,9778384,2478990,-9284293,9774762,+,-,+,+,-,+,성장기,성장기
210,210,(주)골드앤에스,35290,13-Dec,-2348440,-1001142,351222,-204052,-1383374,-1351541,-,-,+,-,-,-,도입기,쇄신기
211,211,(주)골드앤에스,35290,14-Dec,-462082,-915815,1423541,-991208,-1764445,2956818,-,-,+,-,-,+,도입기,도입기
212,212,(주)골드앤에스,35290,15-Dec,2167956,-5520151,3746552,1708284,-5567330,4121207,+,-,+,+,-,+,성장기,성장기
213,213,(주)골드앤에스,35290,16-Dec,1667960,112543,-1819363,1679723,94530,-1824664,+,+,-,+,+,-,쇄신기,쇄신기
214,214,(주)골드앤에스,35290,17-Dec,-940910,-5268662,7871374,361216,-6335735,7655990,-,-,+,+,-,+,도입기,성장기
215,215,(주)골드앤에스,35290,18-Dec,-2810496,-12992586,28913273,-3136830,-12675663,28913273,-,-,+,-,-,+,도입기,도입기
216,216,(주)골드앤에스,35290,19-Dec,-6246635,-4973680,-3273255,-6506543,-4713771,-3273255,-,-,-,-,-,-,쇄신기,쇄신기
217,217,(주)골드퍼시픽,38530,11-Dec,1749769,-7888757,4078556,,,,+,-,+,8,8,8,성장기,성장기
218,218,(주)골드퍼시픽,38530,12-Dec,-4543789,1614727,2896595,,,,-,+,+,8,8,8,쇠퇴기,쇠퇴기
219,219,(주)골드퍼시픽,38530,13-Dec,-4333969,-1723987,6058715,-2334044,-6853546,9215773,-,-,+,-,-,+,도입기,도입기
220,220,(주)골드퍼시픽,38530,14-Dec,-5423532,-3778013,9208854,-4905537,-3323988,8252414,-,-,+,-,-,+,도입기,도입기
221,221,(주)골드퍼시픽,38530,15-Dec,-7136666,235416,9784781,-5635841,1337628,7138741,-,+,+,-,+,+,쇠퇴기,쇠퇴기
222,222,(주)골드퍼시픽,38530,16-Dec,-6549921,-354491,6521902,,,,-,-,+,8,8,8,도입기,도입기
223,223,(주)골드퍼시픽,38530,17-Dec,-878680,-10288331,13916056,,,,-,-,+,8,8,8,도입기,도입기
224,224,(주)골드퍼시픽,38530,18-Dec,-2028216,-8720801,16714823,-3626992,-5614342,16531379,-,-,+,-,-,+,도입기,도입기
225,225,(주)골드퍼시픽,38530,19-Dec,-3541143,-54745086,52062469,,,,-,-,+,8,8,8,도입기,도입기
226,226,(주)골프존,215000,15-Dec,41872803,-5207190,-174324,44345997,-4207242,-174324,+,-,-,+,-,-,성숙기,성숙기
227,227,(주)골프존,215000,16-Dec,32717567,-33314421,-25089880,35237011,-33604113,-25041880,+,-,-,+,-,-,성숙기,성숙기
228,228,(주)골프존,215000,17-Dec,79436410,10630625,-12535982,80376887,11830916,-12541622,+,+,-,+,+,-,쇄신기,쇄신기
229,229,(주)골프존,215000,18-Dec,34481459,-53326757,-28387248,32883976,-56231601,-28387248,+,-,-,+,-,-,성숙기,성숙기
230,230,(주)골프존,215000,19-Dec,38567865,-48182499,-34659378,39501603,-46930786,-36061125,+,-,-,+,-,-,성숙기,성숙기
231,231,(주)골프존뉴딘홀딩스,121440,11-Dec,46694787,-195848455,140825342,46128334,-173047588,139988485,+,-,+,+,-,+,성장기,성장기
232,232,(주)골프존뉴딘홀딩스,121440,12-Dec,73950383,-103439750,54557320,61269978,-91334075,44389305,+,-,+,+,-,+,성장기,성장기
233,233,(주)골프존뉴딘홀딩스,121440,13-Dec,72616582,-74006949,2900797,63430820,-90093517,26100797,+,-,+,+,-,+,성장기,성장기
234,234,(주)골프존뉴딘홀딩스,121440,14-Dec,30858148,-27801730,-22570585,28790402,-75886421,35881327,+,-,-,+,-,+,성숙기,성장기
235,235,(주)골프존뉴딘홀딩스,121440,15-Dec,-16346800,11509974,-15462565,-15266617,10947085,-3988605,-,+,-,-,+,-,쇠퇴기,쇠퇴기
236,236,(주)골프존뉴딘홀딩스,121440,16-Dec,5618275,-7704028,-4902802,15895535,-11134900,-18462843,+,-,-,+,-,-,성숙기,성숙기
237,237,(주)골프존뉴딘홀딩스,121440,17-Dec,-1147880,21294649,-2702827,-1173648,-754187,16166173,-,+,-,-,-,+,쇠퇴기,도입기
238,238,(주)골프존뉴딘홀딩스,121440,18-Dec,-4416464,-22304789,4997173,-20158087,-36752525,23661522,-,-,+,-,-,+,도입기,도입기
239,239,(주)골프존뉴딘홀딩스,121440,19-Dec,2640435,3095111,-885975,5656323,15355506,-3462255,+,+,-,+,+,-,쇄신기,쇄신기
240,240,(주)광림,14200,11-Dec,11879861,11284092,-19752117,,,,+,+,-,8,8,8,쇄신기,쇄신기
241,241,(주)광림,14200,12-Dec,2753017,-281965,6477044,,,,+,-,+,8,8,8,성장기,성장기
242,242,(주)광림,14200,13-Dec,14536213,-11827159,3852192,,,,+,-,+,8,8,8,성장기,성장기
243,243,(주)광림,14200,14-Dec,-3582919,-19433678,18075310,-6344996,-13004183,20104756,-,-,+,-,-,+,도입기,도입기
244,244,(주)광림,14200,15-Dec,-2663712,-86902095,87337649,,,,-,-,+,8,8,8,도입기,도입기
245,245,(주)광림,14200,16-Dec,3288372,-23751125,19604477,3288372,-11978430,19604477,+,-,+,+,-,+,성장기,성장기
246,246,(주)광림,14200,17-Dec,8658598,-12037167,-4919376,-15250032,-7625214,25745110,+,-,-,-,-,+,성숙기,도입기
247,247,(주)광림,14200,18-Dec,1251490,-1944893,-1338761,-13294713,-8169183,6217754,+,-,-,-,-,+,성숙기,도입기
248,248,(주)광림,14200,19-Dec,639491,-37280398,44087905,-12235587,-47636791,61311840,+,-,+,-,-,+,성장기,도입기
249,249,(주)광명전기,17040,11-Dec,1814521,-1449039,4628091,1765403,-1505720,4339007,+,-,+,+,-,+,성장기,성장기
250,250,(주)광명전기,17040,12-Dec,1183806,-1250745,3033140,3436380,-1024973,3121140,+,-,+,+,-,+,성장기,성장기
251,251,(주)광명전기,17040,13-Dec,615721,1304261,-5077198,3129414,373757,-10142498,+,+,-,+,+,-,쇄신기,쇄신기
252,252,(주)광명전기,17040,14-Dec,8403184,-5355171,-1234131,11464334,-7261188,-1734131,+,-,-,+,-,-,성숙기,성숙기
253,253,(주)광명전기,17040,15-Dec,13723720,2980677,-2310000,18501076,2326377,-2420429,+,+,-,+,+,-,쇄신기,쇄신기
254,254,(주)광명전기,17040,16-Dec,2813219,-7057653,-3000000,4502682,-35162672,23002124,+,-,-,+,-,+,성숙기,성장기
255,255,(주)광명전기,17040,17-Dec,5270038,-4084096,2000000,6647411,-8947369,5450000,+,-,+,+,-,+,성장기,성장기
256,256,(주)광명전기,17040,18-Dec,-4019510,-1391132,0,-3815893,-2977933,1451000,-,-,0,-,-,+,9,도입기
257,257,(주)광명전기,17040,19-Dec,23614371,-22239879,-53298,20495932,-24504535,2509805,+,-,-,+,-,+,성숙기,성장기
258,258,(주)광무,29480,11-Dec,9882003,-26650423,13527393,8460656,-26234397,14067393,+,-,+,+,-,+,성장기,성장기
259,259,(주)광무,29480,12-Dec,-5777036,5189931,-4822357,-5808549,4070985,-4748591,-,+,-,-,+,-,쇠퇴기,쇠퇴기
260,260,(주)광무,29480,13-Dec,-759831,-6156953,6615872,-971186,-4579970,5454586,-,-,+,-,-,+,도입기,도입기
261,261,(주)광무,29480,14-Dec,1529973,2564009,-2908387,,,,+,+,-,8,8,8,쇄신기,쇄신기
262,262,(주)광무,29480,15-Dec,-550286,2044961,-2056925,,,,-,+,-,8,8,8,쇠퇴기,쇠퇴기
263,263,(주)광무,29480,16-Dec,154459,-3007014,7075165,,,,+,-,+,8,8,8,성장기,성장기
264,264,(주)광무,29480,17-Dec,247467,-7185601,2533297,,,,+,-,+,8,8,8,성장기,성장기
265,265,(주)광무,29480,18-Dec,-889612,-1332045,1642228,-1324743,-319877,2894228,-,-,+,-,-,+,도입기,도입기
266,266,(주)광무,29480,19-Dec,-2567529,-18999421,35185574,-2435580,-17176123,34560606,-,-,+,-,-,+,도입기,도입기
267,267,(주)광주신세계,37710,11-Dec,58007847,-54058672,-2000000,,,,+,-,-,8,8,8,성숙기,성숙기
268,268,(주)광주신세계,37710,12-Dec,56319963,-43652264,-2000000,,,,+,-,-,8,8,8,성숙기,성숙기
269,269,(주)광주신세계,37710,13-Dec,57337481,-274884013,178012700,,,,+,-,+,8,8,8,성장기,성장기
270,270,(주)광주신세계,37710,14-Dec,50217757,-5467556,-46400000,,,,+,-,-,8,8,8,성숙기,성숙기
271,271,(주)광주신세계,37710,15-Dec,52123039,-5629270,-37800000,,,,+,-,-,8,8,8,성숙기,성숙기
272,272,(주)광주신세계,37710,16-Dec,50122658,-9172921,-51100000,,,,+,-,-,8,8,8,성숙기,성숙기
273,273,(주)광주신세계,37710,17-Dec,51294766,-3587726,-47300000,,,,+,-,-,8,8,8,성숙기,성숙기
274,274,(주)광주신세계,37710,18-Dec,53868560,-658704,-7600000,,,,+,-,-,8,8,8,성숙기,성숙기
275,275,(주)광주신세계,37710,19-Dec,74340570,-55381469,-6454534,,,,+,-,-,8,8,8,성숙기,성숙기
276,276,(주)구영테크,53270,11-Dec,299063,-7112406,6345301,1574250,-9334663,6137278,+,-,+,+,-,+,성장기,성장기
277,277,(주)구영테크,53270,12-Dec,3400845,-12928824,9932859,11791408,-19332088,11106851,+,-,+,+,-,+,성장기,성장기
278,278,(주)구영테크,53270,13-Dec,6156243,7208450,-12762285,11048296,2200348,-14348608,+,+,-,+,+,-,쇄신기,쇄신기
279,279,(주)구영테크,53270,14-Dec,-1477205,-475784,1527247,3399363,-7627163,3862049,-,-,+,+,-,+,도입기,성장기
280,280,(주)구영테크,53270,15-Dec,9373875,-4054529,-891795,17308908,-9701693,-2938134,+,-,-,+,-,-,성숙기,성숙기
281,281,(주)구영테크,53270,16-Dec,12368645,-10098787,-2372449,19282164,-16813216,-2911666,+,-,-,+,-,-,성숙기,성숙기
282,282,(주)구영테크,53270,17-Dec,3339453,-21760013,23844022,5515131,-23239804,22758861,+,-,+,+,-,+,성장기,성장기
283,283,(주)구영테크,53270,18-Dec,-2316059,-14236839,8738342,3263344,-19303224,7721502,-,-,+,+,-,+,도입기,성장기
284,284,(주)구영테크,53270,19-Dec,9760503,-5659531,-3377680,7656129,-6494849,573062,+,-,-,+,-,+,성숙기,성장기
285,285,(주)국동,5320,11-Dec,-547564,-101794,1182158,-963482,-563056,1249978,-,-,+,-,-,+,도입기,도입기
286,286,(주)국동,5320,12-Dec,2881390,-1294262,-2518287,4976107,-802263,-3697858,+,-,-,+,-,-,성숙기,성숙기
287,287,(주)국동,5320,13-Dec,-1572579,264854,1560069,-2405589,-1008688,43744,-,+,+,-,-,+,쇠퇴기,도입기
288,288,(주)국동,5320,14-Dec,-1689994,-1656764,8318267,-12910,-4423508,9356588,-,-,+,-,-,+,도입기,도입기
289,289,(주)국동,5320,15-Dec,1327414,-9860769,3489419,3908416,-3399517,1703029,+,-,+,+,-,+,성장기,성장기
290,290,(주)국동,5320,16-Dec,-2263482,-3327326,13295612,747703,-15940624,17156098,-,-,+,+,-,+,도입기,성장기
291,291,(주)국동,5320,17-Dec,-3177835,-357799,-2455819,-6827943,-4410422,3011233,-,-,-,-,-,+,쇄신기,도입기
292,292,(주)국동,5320,18-Dec,-4000973,3111773,-1021785,-3944667,1472014,791350,-,+,-,-,+,+,쇠퇴기,쇠퇴기
293,293,(주)국동,5320,19-Dec,9576372,-30786612,24274685,3901005,-23961325,24263642,+,-,+,+,-,+,성장기,성장기
294,294,(주)국보,1140,11-Dec,2837703,784698,-3206294,3249944,961955,-3806294,+,+,-,+,+,-,쇄신기,쇄신기
295,295,(주)국보,1140,12-Dec,-3331024,-1146905,4463114,-3613866,-1274126,5433114,-,-,+,-,-,+,도입기,도입기
296,296,(주)국보,1140,13-Dec,3388938,-4284683,741500,2809735,-3656970,224500,+,-,+,+,-,+,성장기,성장기
297,297,(주)국보,1140,14-Dec,54417,573563,-564587,-238084,604389,-314587,+,+,-,-,+,-,쇄신기,쇠퇴기
298,298,(주)국보,1140,15-Dec,-691347,3006756,-2474763,-837022,3057463,-2424763,-,+,-,-,+,-,쇠퇴기,쇠퇴기
299,299,(주)국보,1140,16-Dec,175508,606081,-851656,507314,194932,-811656,+,+,-,+,+,-,쇄신기,쇄신기
300,300,(주)국보,1140,17-Dec,-2767209,-753184,4309295,-3103505,-531778,4309295,-,-,+,-,-,+,도입기,도입기
301,301,(주)국보,1140,18-Dec,-5954554,20506005,-15204967,-6078157,20673339,-15204967,-,+,-,-,+,-,쇠퇴기,쇠퇴기
302,302,(주)국보,1140,19-Dec,-6376380,-9888438,18504664,-9899692,-2963513,17704213,-,-,+,-,-,+,도입기,도입기
303,303,(주)국보디자인,66620,11-Dec,17106438,-12284777,-2700749,15461768,-9687267,-2534452,+,-,-,+,-,-,성숙기,성숙기
304,304,(주)국보디자인,66620,12-Dec,15836189,-7157603,1209544,15200794,-7894541,1209544,+,-,+,+,-,+,성장기,성장기
305,305,(주)국보디자인,66620,13-Dec,18002150,-25637094,1871372,20298063,-24803246,1871372,+,-,+,+,-,+,성장기,성장기
306,306,(주)국보디자인,66620,14-Dec,14386136,-8765083,-5096372,13115955,-10641719,-5096372,+,-,-,+,-,-,성숙기,성숙기
307,307,(주)국보디자인,66620,15-Dec,5593211,-5527725,6000,12342482,-9937234,6000,+,-,+,+,-,+,성장기,성장기
308,308,(주)국보디자인,66620,16-Dec,16198340,-5351274,-7555049,12706335,-3570086,-7555049,+,-,-,+,-,-,성숙기,성숙기
309,309,(주)국보디자인,66620,17-Dec,19976906,-3705288,-1825983,17688040,-1877183,-1825983,+,-,-,+,-,-,성숙기,성숙기
310,310,(주)국보디자인,66620,18-Dec,198822,-6824210,-4401892,2672078,-8679349,-4487473,+,-,-,+,-,-,성숙기,성숙기
311,311,(주)국보디자인,66620,19-Dec,5796396,-9008695,-2891314,5879030,-3573627,-2910115,+,-,-,+,-,-,성숙기,성숙기
312,312,(주)국순당,43650,11-Dec,7229199,-10565958,-4245481,7678883,-9565683,-4350705,+,-,-,+,-,-,성숙기,성숙기
313,313,(주)국순당,43650,12-Dec,8478916,-10808940,7111594,7480415,-10521522,7495940,+,-,+,+,-,+,성장기,성장기
314,314,(주)국순당,43650,13-Dec,6875600,-7201301,-1541102,4097835,-3743052,1730300,+,-,-,+,-,+,성숙기,성장기
315,315,(주)국순당,43650,14-Dec,5749495,-3795767,-770618,2930587,5409553,-4801400,+,-,-,+,+,-,성숙기,쇄신기
316,316,(주)국순당,43650,15-Dec,-5215387,-350008,3981415,-9008894,4802344,3766659,-,-,+,-,+,+,도입기,쇠퇴기
317,317,(주)국순당,43650,16-Dec,2454538,-11010751,-881398,141542,-12698994,-1511584,+,-,-,+,-,-,성숙기,성숙기
318,318,(주)국순당,43650,17-Dec,18084724,-3908307,-881446,-2421354,15508783,-716646,+,-,-,-,+,-,성숙기,쇠퇴기
319,319,(주)국순당,43650,18-Dec,15817595,-23419217,-2997001,-5633688,-3833228,-3070820,+,-,-,-,-,-,성숙기,쇄신기
320,320,(주)국순당,43650,19-Dec,-3808205,17963082,-7721992,-4311503,19566430,-5399387,-,+,-,-,+,-,쇠퇴기,쇠퇴기
321,321,(주)국영지앤엠,6050,11-Dec,2359273,-18568769,10469404,,,,+,-,+,8,8,8,성장기,성장기
322,322,(주)국영지앤엠,6050,12-Dec,-7365050,9456019,4211441,,,,-,+,+,8,8,8,쇠퇴기,쇠퇴기
323,323,(주)국영지앤엠,6050,13-Dec,6008427,-298265,-274770,,,,+,-,-,8,8,8,성숙기,성숙기
324,324,(주)국영지앤엠,6050,14-Dec,3236205,364719,-4938911,,,,+,+,-,8,8,8,쇄신기,쇄신기
325,325,(주)국영지앤엠,6050,15-Dec,647455,-1747715,2215584,,,,+,-,+,8,8,8,성장기,성장기
326,326,(주)국영지앤엠,6050,16-Dec,-3296247,-498703,1500000,,,,-,-,+,8,8,8,도입기,도입기
327,327,(주)국영지앤엠,6050,17-Dec,239246,-3251231,155044,,,,+,-,+,8,8,8,성장기,성장기
328,328,(주)국영지앤엠,6050,18-Dec,5051582,-329312,-2408429,,,,+,-,-,8,8,8,성숙기,성숙기
329,329,(주)국영지앤엠,6050,19-Dec,-2377260,-396408,2640900,,,,-,-,+,8,8,8,도입기,도입기
330,330,(주)국전약품,307750,18-Dec,,,,,,,8,8,8,8,8,8,8,8
331,331,(주)국전약품,307750,19-Dec,,,,,,,8,8,8,8,8,8,8,8
332,332,(주)그래디언트,35080,11-Dec,2250816,-173122093,125125263,30951834,-260754525,175871712,+,-,+,+,-,+,성장기,성장기
333,333,(주)그래디언트,35080,12-Dec,-10567228,52111793,-48948610,-36922160,52759251,-27384670,-,+,-,-,+,-,쇠퇴기,쇠퇴기
334,334,(주)그래디언트,35080,13-Dec,-6019310,2521692,1028859,79408763,-10169694,-22443439,-,+,+,+,-,-,쇠퇴기,성숙기
335,335,(주)그래디언트,35080,14-Dec,-1016428,13463237,-12634350,231909338,-138819396,1922008,-,+,-,+,-,+,쇠퇴기,성장기
336,336,(주)그래디언트,35080,15-Dec,4203314,-11708445,7195508,-17283547,-21576537,-35304058,+,-,+,-,-,-,성장기,쇄신기
337,337,(주)그래디언트,35080,16-Dec,-2590783,10175946,-7586530,115110645,-65823461,-31762090,-,+,-,+,-,-,쇠퇴기,성숙기
338,338,(주)그래디언트,35080,17-Dec,7851585,-1423754,-6422406,185478374,-158100941,-31986293,+,-,-,+,-,-,성숙기,성숙기
339,339,(주)그래디언트,35080,18-Dec,5564172,2772568,-7422679,89690570,-34993424,-20727115,+,+,-,+,-,-,쇄신기,성숙기
340,340,(주)그래디언트,35080,19-Dec,5968487,1879505,-8752477,136435672,-88105524,-73544984,+,+,-,+,-,-,쇄신기,성숙기
341,341,(주)그리티,204020,18-Dec,6716028,-24763196,17576095,5431995,-23503665,17621607,+,-,+,+,-,+,성장기,성장기
342,342,(주)그리티,204020,19-Dec,-1030107,4865664,-3628206,-1686901,11577718,-9082842,-,+,-,-,+,-,쇠퇴기,쇠퇴기
343,343,(주)그린플러스,186230,19-Dec,-574078,-1466296,5966552,-2089558,-833175,6767279,-,-,+,-,-,+,도입기,도입기
344,344,(주)글로벌스탠다드테크놀로지,83450,11-Dec,3441305,-8018854,6258900,4492432,-8602113,6175565,+,-,+,+,-,+,성장기,성장기
345,345,(주)글로벌스탠다드테크놀로지,83450,12-Dec,2653228,2709335,-1841908,4001355,2920877,-2008574,+,+,-,+,+,-,쇄신기,쇄신기
346,346,(주)글로벌스탠다드테크놀로지,83450,13-Dec,1808359,-1241318,766320,1561871,-2967228,2019654,+,-,+,+,-,+,성장기,성장기
347,347,(주)글로벌스탠다드테크놀로지,83450,14-Dec,9680397,-2949094,625827,12091380,-3285187,42494,+,-,+,+,-,+,성장기,성장기
348,348,(주)글로벌스탠다드테크놀로지,83450,15-Dec,5202229,-6587826,-609542,6748971,-9000109,-559542,+,-,-,+,-,-,성숙기,성숙기
349,349,(주)글로벌스탠다드테크놀로지,83450,16-Dec,-449319,-2958189,78740,158727,-3735368,563035,-,-,+,+,-,+,도입기,성장기
350,350,(주)글로벌스탠다드테크놀로지,83450,17-Dec,15891168,-11691693,442280,17990434,-11451677,441771,+,-,+,+,-,+,성장기,성장기
351,351,(주)글로벌스탠다드테크놀로지,83450,18-Dec,5219548,-8950470,-2579280,2345516,-6874684,-2754280,+,-,-,+,-,-,성숙기,성숙기
352,352,(주)글로벌스탠다드테크놀로지,83450,19-Dec,15029673,-5336020,-215490,19307761,-4544589,-990125,+,-,-,+,-,-,성숙기,성숙기
353,353,(주)금비,8870,11-Sep,3797084,-37446901,37410100,12321864,-47042393,38773799,+,-,+,+,-,+,성장기,성장기
354,354,(주)금비,8870,12-Sep,130614,-3028774,-2001396,7352357,-818772,-1548740,+,-,-,+,-,-,성숙기,성숙기
355,355,(주)금비,8870,13-Sep,4278839,-4899854,1285748,13722575,-12924970,-2168623,+,-,+,+,-,-,성장기,성숙기
356,356,(주)금비,8870,14-Sep,7112570,-11919825,5047523,20828874,-18434620,3377369,+,-,+,+,-,+,성장기,성장기
357,357,(주)금비,8870,15-Sep,8190642,-1576076,-4861000,22566968,-12543676,-5142678,+,-,-,+,-,-,성숙기,성숙기
358,358,(주)금비,8870,16-Sep,6739915,-11532048,3651930,20642754,-18296006,4654502,+,-,+,+,-,+,성장기,성장기
359,359,(주)금비,8870,17-Sep,8977361,-3612670,-5299063,18531193,-10670278,-6747892,+,-,-,+,-,-,성숙기,성숙기
360,360,(주)금비,8870,18-Sep,7260805,-4887190,-3264063,17119182,-10311501,-3683171,+,-,-,+,-,-,성숙기,성숙기
361,361,(주)금비,8870,19-Sep,8170826,-3978628,-935437,25156424,-21688731,-1537170,+,-,-,+,-,-,성숙기,성숙기
362,362,(주)금양,1570,11-Dec,1114958,-9889332,11934289,-688415,-12571372,12239902,+,-,+,-,-,+,성장기,도입기
363,363,(주)금양,1570,12-Dec,3020423,-4588649,3789532,3603001,-2042502,4279239,+,-,+,+,-,+,성장기,성장기
364,364,(주)금양,1570,13-Dec,-16431019,-5026711,15592811,-16906920,-5428647,15684435,-,-,+,-,-,+,도입기,도입기
365,365,(주)금양,1570,14-Dec,20006548,-3441343,-12855875,34150831,-3644286,-13374831,+,-,-,+,-,-,성숙기,성숙기
366,366,(주)금양,1570,15-Dec,5231896,-10393782,2011074,7307038,-14191694,1782822,+,-,+,+,-,+,성장기,성장기
367,367,(주)금양,1570,16-Dec,1940653,-7926270,6271070,8032406,-25422638,11572079,+,-,+,+,-,+,성장기,성장기
368,368,(주)금양,1570,17-Dec,11500511,3248321,-14968923,-22124138,36103858,-13474059,+,+,-,-,+,-,쇄신기,쇠퇴기
369,369,(주)금양,1570,18-Dec,-528376,-1308968,4330785,17366463,-11960943,3045101,-,-,+,+,-,+,도입기,성장기
370,370,(주)금양,1570,19-Dec,-8115181,2464547,15218599,-599179,-8906710,15340899,-,+,+,-,-,+,쇠퇴기,도입기
371,371,(주)금호에이치티,214330,15-Dec,9740384,-6309220,-3596938,9868864,-11722997,2224134,+,-,-,+,-,+,성숙기,성장기
