구분,코드,산업명,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년
(주)케이엔더블유,105330,  고무 및 플라스틱제품 제조업,83.72,86.8,87.79,81.54,75.55,78.36,84.78,92.95,95.76
(주)케이엔엔,58400,  방송업,59.01,61.55,66.37,65.28,66.25,68.88,64.91,65.53,67.59
(주)케이엔제이,272110,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,0,79.81
(주)케이엘넷,39420,  우편 및 통신업,85.58,84.25,86.53,81.56,80.87,84.27,74.6,73.38,71.8
(주)케이엠,83550,  고무 및 플라스틱제품 제조업,82.24,87.52,87.42,86.25,81.78,82.05,83.53,82.32,81.48
(주)케이엠더블유,32500,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",79.2,70.13,72.82,81.81,91.15,82.88,71.35,83.18,72.09
(주)케이이씨,92220,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",93.61,99.7,88.85,83.69,86.59,86.38,87.04,87.09,88.48
(주)케이지모빌리언스,46440,  출판업,58.91,57.8,56.07,62.51,65.79,54.7,54.2,46.88,49.13
(주)케이지이니시스,35600,  출판업,76.95,78.56,79.4,78.53,77.16,79.74,81.89,81.98,80.1
(주)케이티,30200,  우편 및 통신업,0,0,0,0,0,0,0,0,0
(주)케이티서브마린,60370,  전문직별 공사업,88.12,79.69,84.24,79.5,83.95,85.04,80.6,101.61,88.47
(주)케이티스카이라이프,53210,  방송업,0,0,0,0,0,0,0,0,0
(주)케이티씨에스,58850,  정보서비스업,0,0,0,0,0,0,0,0,0
(주)케이티아이에스,58860,  정보서비스업,0,0,0,0,0,0,0,0,0
(주)케이티알파,36030,  우편 및 통신업,100.34,97.48,91.73,88.44,91.1,92.08,92.94,93.58,92.51
(주)케이티앤지,33780,  담배 제조업,38.92,37.54,37.29,38.5,33.52,35.34,36.51,37.24,38.47
(주)케이프,64820,  기타 운송장비 제조업,69.51,71.81,87.95,90.19,87.99,82.43,79.49,81.14,75.36
(주)케이피에스,256940,  기타 기계 및 장비 제조업,0,0,0,0,0,0,61.56,65.6,75.12
(주)케이피에프,24880,  금속가공제품 제조업; 기계 및 가구 제외,86.02,85.37,84.78,86.09,84.11,86.35,86.52,87.54,85.73
(주)케이피엠테크,42040,  화학물질 및 화학제품 제조업; 의약품 제외,94.94,108.69,115.76,82.19,93.56,96.87,93.27,83.82,97.41
(주)케이피티유,54410,  금속가공제품 제조업; 기계 및 가구 제외,82.42,80.26,80.85,80.21,83.02,85.18,86.96,85.18,87.44
(주)케일럼,258610,  금속가공제품 제조업; 기계 및 가구 제외,0,0,0,0,0,0,75.75,78.25,83.02
(주)켐온,217600,  기타금융업,0,0,0,0,0,0,78.98,79.37,77.81
(주)켐트로닉스,89010,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.81,84.03,83.82,93.39,94.64,92.44,94.9,90.2,86.37
(주)켐트로스,220260,  기타금융업,0,0,0,0,0,0,79.82,82.89,85.54
(주)코다코,46070,  자동차 및 트레일러 제조업,87.6,87.05,85.73,83.6,82.1,82.5,85.71,95.21,92.19
(주)코데즈컴바인,47770,"  의복, 의복 액세서리 및 모피제품 제조업",42.86,50.74,58.86,69.74,117.1,69.24,51.09,48.05,40.09
(주)코디,80530,  기타 기계 및 장비 제조업,61.89,85.28,59.95,69.08,88.84,92.82,109.15,101.16,74.52
(주)코디엠,224060,  기타 기계 및 장비 제조업,0,0,0,0,90.72,97.06,91.59,104.67,80.24
(주)코렌텍,104540,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,53.31,49.65,45.59,44.29,45.07,45.68,37.92
(주)코리아나화장품,27050,  화학물질 및 화학제품 제조업; 의약품 제외,21.97,22.21,25.58,29.25,42.75,43.07,39.75,42.45,55.87
(주)코리아센터,290510,  출판업,0,0,0,0,0,0,0,0,23.67
(주)코리아써키트,7810,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96,90.25,90.12,92.48,89.68,95.31,96.11,101.78,94.91
(주)코리아에스이,101670,  금속가공제품 제조업; 기계 및 가구 제외,60.3,70.6,66.87,64.02,65.14,66.69,76.47,80.1,71.56
(주)코맥스,36690,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",76.47,73.69,76.22,80.26,79.41,77.15,75.82,78.72,80.77
(주)코메론,49430,"  의료, 정밀, 광학기기 및 시계 제조업",65.15,72.86,74.89,71.96,67.71,63.44,64.32,68.74,66.6
(주)코미코,183300,  기타 기계 및 장비 제조업,0,0,0,0,0,0,51.5,51.16,58.04
(주)코미팜,41960,  의료용 물질 및 의약품 제조업,57.33,59.55,65.06,65.92,69.71,70.88,67.92,72.06,66.33
(주)코세스,89890,  기타 기계 및 장비 제조업,74,78.61,91.11,87.88,80.36,82.37,72.47,73.39,79.28
(주)코센,9730,  1차 금속 제조업,103.23,100.18,91.01,91.7,89.64,100.98,89.89,92.15,92.23
(주)코스나인,82660,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",104.92,96.16,92.47,93.84,99.81,95.04,108.98,70.88,93.24
(주)코스메카코리아,241710,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,80.38,80.24,82.63,82.9
(주)코스온,69110,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94.36,96.4,88.78,75.68,73.17,75.03,79.72,85.14,85.09
(주)코썬바이오,204990,  식료품 제조업,0,0,0,0,0,55.57,54.74,74.5,89.06
(주)코아스,71950,  가구 제조업,67.78,69.72,73.83,68.63,75.54,67.67,67.91,73.37,71.98
(주)코아시아,45970,  전문 서비스업,0,0,0,0,0,115.89,13.15,6.22,88.62
(주)코아시아옵틱스,196450,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,97.41,96.64,129.93,65.78,109.51,82.56
(주)코엔텍,29960,"  폐기물 수집, 운반, 처리 및 원료 재생업",70.85,61.37,64.86,62.38,65.68,60.41,60.05,51.31,54.18
(주)코오롱,2020,  전문 서비스업,8.14,8.12,7.76,8.35,8.99,9.46,0,0,0
(주)코원플레이,56000,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.01,106.93,94.59,77.74,111.27,65.19,54.6,51.23,54.65
(주)코윈테크,282880,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,0,70.31
(주)코이즈,121850,  고무 및 플라스틱제품 제조업,0,60.18,78.8,81.4,84.2,82.92,115.55,107.07,86.76
(주)코콤,15710,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.03,74.03,75.98,73.85,71.95,72.51,74.96,72.67,71.67
(주)코텍,52330,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.33,73.67,74.22,80.89,77.5,75.83,79.13,76.91,75.07
(주)코퍼스코리아,322780,  기타금융업,0,0,0,0,0,0,0,0,0
(주)코프라,126600,  화학물질 및 화학제품 제조업; 의약품 제외,88.49,86,82.89,81.98,79.43,80.03,85.35,88.8,88.51
(주)콘텐트리중앙,36420,  영상ㆍ오디오 기록물 제작 및 배급업,0,0,0,0,0,0,0,0,113.66
(주)콤텍시스템,31820,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",91.59,89.24,90.36,91.11,90.02,89.29,89.47,85.57,87.42
(주)큐로,15590,  기타 기계 및 장비 제조업,107.3,87.63,88.51,94.79,95.65,97.26,91.14,107.2,80.7
(주)큐로컴,40350,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",84.23,81.99,82.91,83.7,78.16,85.29,83.55,88.79,80.2
(주)큐로홀딩스,51780,"  의료, 정밀, 광학기기 및 시계 제조업",74.49,75.68,70.26,67.06,62.7,76.21,79.39,77.95,75.71
(주)큐리언트,115180,  연구개발업,0,0,0,0,0,0,0,0,0
(주)큐브엔터테인먼트,182360,  기타금융업,0,0,0,0,81.34,102.8,81.84,83.46,85.11
(주)큐에스아이,66310,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",70.55,77.94,73.25,71,74.19,79.38,78.16,83.16,82.8
(주)크라운제과,264900,  식료품 제조업,0,0,0,0,0,0,59.13,63.44,63.76
(주)크라운해태홀딩스,5740,  식료품 제조업,56.9,59.02,57.15,57.49,57.44,58.42,0,0,0
(주)크레버스,96240,  교육 서비스업,0,0,0,0,0,0,0,0,0
(주)크리스에프앤씨,110790,"  의복, 의복 액세서리 및 모피제품 제조업",0,0,0,0,0,0,0,34.44,33.68
(주)크린앤사이언스,45520,"  펄프, 종이 및 종이제품 제조업",81.17,79.18,81.03,80.37,78.5,77.83,78.43,80.31,80.38
(주)클라우드에어,36170,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",71.26,89.2,88.22,94.56,82.8,71.58,70.51,76.46,78.72
(주)클래시스,214150,  기타금융업,0,0,0,0,0,0,31.01,26.85,21.38
(주)클리오,237880,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,37.12,39.24,43.43,43.94
(주)키다리스튜디오,20120,  도매 및 상품 중개업,76.47,78.5,71.08,65.05,71.56,86.94,84.57,74.57,67.03
(주)키이스트,54780,  사업지원 서비스업,82.89,74.99,83.44,79.06,82.13,85.57,86.82,87.11,96.07
(주)타이거일렉,219130,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,80.63,86.64,78.04,84.37,87.85
(주)탑엔지니어링,65130,  기타 기계 및 장비 제조업,75.87,67.12,76.63,77.7,71.66,70.74,75.67,76.09,75.83
(주)탑코미디어,134580,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,68.97,74.87,75.89,80.88,83.59,78.18,80.26
(주)태경비케이,14580,  비금속 광물제품 제조업,77.59,79.52,77.07,76.63,77.19,79.01,81.89,82.83,81.53
(주)태광,23160,  1차 금속 제조업,77.83,78.99,80.7,87.43,85.44,89.84,86.67,85.6,88.32
(주)태성,323280,  기타금융업,0,0,0,0,0,0,0,0,0
(주)태양,53620,  금속가공제품 제조업; 기계 및 가구 제외,88.54,89.84,89.5,89.19,91.09,79.13,83.21,89.96,85.04
(주)태영건설,9410,  종합 건설업,91.24,90.83,92.14,95.24,93.34,88.34,80.37,81.44,81.88
(주)태웅,44490,  금속가공제품 제조업; 기계 및 가구 제외,88.75,90.12,90.26,90.21,87.49,83.71,88.94,98.76,98.06
(주)태웅로직스,124560,  창고 및 운송관련 서비스업,0,0,0,0,0,0,0,0,87.71
(주)테라젠이텍스,66700,  기타 기계 및 장비 제조업,75.96,64.97,53.74,48.46,49.37,60.98,62.38,68.36,60.23
(주)테스,95610,  기타 기계 및 장비 제조업,79.13,84.84,78.34,75.16,78.46,72.82,71.77,73.3,83.65
(주)테이팩스,55490,  고무 및 플라스틱제품 제조업,0,0,0,0,0,0,76.75,82.33,82.13
(주)테크윙,89030,  기타 기계 및 장비 제조업,70.24,68.83,69.93,70.15,65.78,63.21,64.73,65.51,64.24
(주)텔레칩스,54450,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.69,75.81,81.86,75.14,63.28,57.42,67.97,60.08,55.54
(주)텔레필드,91440,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",66.9,68.12,66.97,66.96,67.83,76.59,67.07,97.86,61.89
(주)텔콘알에프제약,200230,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,78.4,82.79,87.67,89.86,85.78,73.26
(주)토니모리,214420,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,45.81,47.53,39.19,36.62,38.25
(주)토박스코리아,215480,  기타금융업,0,0,0,0,0,0,40.35,52.5,46.04
(주)토비스,51360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.33,90.57,89.64,84.92,83.57,84.27,87.77,84.09,82.64
(주)토탈소프트뱅크,45340,  출판업,74.12,75.58,64.97,41.18,56.71,55.18,62.76,59.57,52.89
(주)톱텍,108230,  기타 기계 및 장비 제조업,82.88,84.17,84.08,84.26,83.89,85.84,80.53,91.42,86.28
(주)투비소프트,79970,  출판업,48.25,45.54,40.96,42.45,41.91,54.93,52.9,61.34,58.6
(주)트루윈,105550,  자동차 및 트레일러 제조업,0,0,0,72.71,88.87,97.31,88.57,80.07,91.17
(주)특수건설,26150,  종합 건설업,94.59,92.5,96.15,100.69,91.67,94.42,91.22,93.55,93.13
(주)티라유텍,322180,  출판업,0,0,0,0,0,0,0,0,75.77
(주)티로보틱스,117730,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,76.11,81.22
(주)티비씨,33830,  방송업,64.7,69.1,67.39,69.28,73.26,74.75,73.81,75.35,73.8
(주)티비에이치글로벌,84870,"  의복, 의복 액세서리 및 모피제품 제조업",57.44,58.33,51.82,55.63,59.49,44.37,40.22,44.17,41.2
(주)티사이언티픽,57680,  출판업,79.59,94.62,95.17,82.02,90.27,95.14,93.99,47.66,46.6
(주)티씨케이,64760,  비금속 광물제품 제조업,61.95,68.51,71.25,68.8,60.38,57.04,53.02,52.43,56.44
(주)티앤알바이오팹,246710,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,71.11,52.7
(주)티에스넥스젠,43220,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",92.2,102.42,84.45,86.76,102.73,89.21,109.88,118.24,77.03
(주)티에스이,131290,"  의료, 정밀, 광학기기 및 시계 제조업",71.42,79.97,83.01,83.04,86.15,95.08,71.52,67.44,66.66
(주)티에스트릴리온,317240,  기타금융업,0,0,0,0,0,0,0,0,0
(주)티에이치엔,19180,  전기장비 제조업,90.62,90.06,89.65,90.14,87.09,88.86,90,89.35,88.68
(주)티엘아이,62860,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.64,72.6,69.42,68.23,72.06,74.92,77.37,99.64,78.84
(주)티움바이오,321550,  연구개발업,0,0,0,0,0,0,0,0,0
(주)티웨이항공,91810,  항공 운송업,0,0,0,0,0,0,0,84.85,93.19
(주)티웨이홀딩스,4870,  비금속 광물제품 제조업,100.59,88.96,77.9,83.38,82.79,83.91,92.6,132.84,128.94
(주)티케이케미칼,104480,  화학물질 및 화학제품 제조업; 의약품 제외,92.98,97.36,96.63,95.66,94.48,94.56,94.35,90.09,93.95
(주)티플랙스,81150,  금속가공제품 제조업; 기계 및 가구 제외,91.38,93.79,93.52,91.84,91.74,91.31,92.49,92.83,93.02
(주)티피씨,130740,  자동차 및 트레일러 제조업,82.34,84.48,87.24,86.42,83.99,82.14,85.22,85.66,85.58
(주)티피씨메카트로닉스,48770,  기타 기계 및 장비 제조업,74.74,76.77,78.45,79.22,80.8,86.46,80.47,81.15,83.36
(주)파나진,46210,  금속가공제품 제조업; 기계 및 가구 제외,89.17,97.25,42.44,42.33,31.22,36.37,41.57,42.79,35.82
(주)파라다이스,34230,  스포츠 및 오락관련 서비스업,74.95,75.83,70.72,79.19,80.92,79.72,89.71,86.55,86.9
(주)파라텍,33540,  기타 기계 및 장비 제조업,90.57,91.69,89.82,91.26,91.88,92.64,91.88,94.24,120.45
(주)파루,43200,  전기장비 제조업,114.58,89.36,79.55,69.64,67.19,64.79,98.04,124.14,77.63
(주)파마리서치,214450,  도매 및 상품 중개업,0,0,0,0,31.2,32.74,33.38,40.99,43.16
(주)파멥신,208340,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,85.92,0
(주)파버나인,177830,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,87.57,97.92,87.41,89.95,89.4,94.03
(주)파세코,37070,  전기장비 제조업,83.39,81.96,78.9,81.15,79.28,78.58,80.17,82.53,80.75
(주)파수,150900,  출판업,0,0,40.67,34.85,47.63,64.57,38.3,38.59,53.43
(주)파워넷,37030,  전기장비 제조업,0,0,0,0,0,0,0,87.35,86.13
(주)파워로직스,47310,  전기장비 제조업,97.54,95.1,99.09,93.07,94.65,94.81,94.95,92.66,92.51
(주)파이오링크,170790,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,35.53,38.28,39.97,47.11,43.09,48.63,52.33
(주)파인디앤씨,49120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",99.99,98.05,97,84.13,69.38,77.7,81.45,86.72,88.99
(주)파인디지털,38950,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73,65.1,63.55,64.92,70.36,74,75.01,72.12,71.95
(주)파인테크닉스,106240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.08,73.76,90.57,74.19,80.14,86.62,99.58,81.62,84.2
(주)파인텍,131760,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,83.64,96.69,83.31,88.48,83.54
(주)파커스,65690,  고무 및 플라스틱제품 제조업,86.63,84.7,84.62,85.86,82.79,78.4,82.03,80.72,88.74
(주)파크시스템스,140860,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,0,44.03,41.16,36.94,41.21,40.23
(주)파트론,91700,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",80.91,83.44,82.35,82.81,86.57,91.34,92.48,88.84,86.82
(주)판타지오,32800,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.33,73.11,83.15,93.64,74.34,82.67,95.75,81.83,77.73
(주)팜스빌,318010,  식료품 제조업,0,0,0,0,0,0,0,0,25.6
(주)팜스코,36580,  식료품 제조업,84.21,86.38,88.23,86.19,84.69,85.55,86.85,86.57,87.61
(주)팜스토리,27710,  식료품 제조업,89.16,87.37,87.18,85.53,86.54,85.8,86.84,88.12,87.42
(주)팬스타엔터프라이즈,54300,  기타 기계 및 장비 제조업,95.3,82.34,87.75,83.8,82.7,86.08,80.94,84.85,83.98
(주)팬엔터테인먼트,68050,  영상ㆍ오디오 기록물 제작 및 배급업,91.95,88.03,90.41,91.47,109,88.05,96.78,84.29,91.72
(주)팬젠,222110,  의료용 물질 및 의약품 제조업,0,0,0,0,0,253.08,162.13,90.89,172.79
(주)퍼시스,16800,  가구 제조업,68.32,70.99,72.77,73.1,73.76,75.33,73.18,72.62,73.19
(주)펄어비스,263750,  출판업,0,0,0,0,0,0,0,0,0
(주)펩트론,87010,  의료용 물질 및 의약품 제조업,0,0,0,0,67.38,60.99,62.13,62.43,63.54
(주)포메탈,119500,  금속가공제품 제조업; 기계 및 가구 제외,84.16,89.33,89.25,88.5,88.71,85.95,86.73,88.89,88.35
(주)포스코아이씨티,22100,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",88.54,88.91,88.14,88.69,89,86.74,86.15,87.8,86.45
(주)포스코엠텍,9520,  1차 금속 제조업,95.08,94.66,98.05,95.71,90.54,89.04,90.23,89.67,90.79
(주)포스코인터내셔널,47050,  도매 및 상품 중개업,95.11,95.04,95.19,94.59,93.21,93.35,94.48,96.63,95.73
(주)포스코케미칼,3670,  비금속 광물제품 제조업,0,0,0,0,0,0,0,0,88.81
(주)포시에스,189690,  출판업,0,0,0,0,18.08,16.93,19.58,23.29,28.05
(주)포인트엔지니어링,256630,  기타금융업,0,0,0,0,0,0,0,0,70.72
(주)포커스에이치엔에스,331380,  기타금융업,0,0,0,0,0,0,0,0,0
(주)폴라리스세원,234100,  자동차 및 트레일러 제조업,0,0,0,0,0,0,85.28,87.75,85.9
(주)폴라리스오피스,41020,  출판업,0,0,0,0,0,0,0,0,0
(주)폴라리스우노,114630,  화학물질 및 화학제품 제조업; 의약품 제외,76.57,78.9,78.34,80.28,76.23,75.13,81.48,85.73,85.8
(주)푸드나무,290720,  소매업; 자동차 제외,0,0,0,0,0,0,0,64.31,63.05
(주)푸드웰,5670,  식료품 제조업,85.14,87.62,87.36,88.23,88.59,88.66,87.72,88.33,89.57
(주)푸른기술,94940,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.62,73.79,73.66,80.19,82.1,80.87,77.37,77.4,77.41
(주)풀무원,17810,  전문 서비스업,0,0,0,0,0,1.49,1.41,1.39,1.34
(주)풍강,93380,  금속가공제품 제조업; 기계 및 가구 제외,83.67,84.19,85.76,85.99,87.75,87.11,86.94,89.38,88.61
(주)풍산,103140,  1차 금속 제조업,91.98,90.92,90.26,90.66,90.31,86.58,86.25,89.96,92.03
(주)풍산홀딩스,5810,  전문 서비스업,76.99,75.36,76.27,79.14,79.76,78.52,79.61,79.25,81.51
(주)퓨쳐켐,220100,  의료용 물질 및 의약품 제조업,0,0,0,0,0,182.1,105.66,124.18,92.87
(주)프럼파스트,35200,  고무 및 플라스틱제품 제조업,84.3,84.22,78.97,79.76,81.53,77.72,75.26,78.45,78.16
(주)프로스테믹스,203690,  기타금융업,0,0,0,0,18.31,23.23,41.22,67.08,36.1
(주)프로이천,321260,  기타금융업,0,0,0,0,0,0,0,0,0
(주)프로텍,53610,  기타 기계 및 장비 제조업,62.98,64.95,67.96,68.62,69.03,69.32,70.84,65.56,64.36
(주)프리엠스,53160,  전기장비 제조업,77.33,76.3,75.35,74.78,73.45,81.63,84.24,82.16,83.41
(주)플래스크,41590,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.66,87.89,86.33,83.61,96.4,105.94,92.51,97.78,90.65
(주)플랜티넷,75130,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
(주)플레이그램,9810,  도매 및 상품 중개업,85.98,91.58,96.59,91.43,92.36,92.21,94.5,94.59,95.56
(주)플레이위드,23770,  출판업,48.33,46.6,47.32,39.96,26.76,40.65,45.87,46.08,33.56
(주)플리토,300080,  정보서비스업,0,0,0,0,0,0,0,0,0
(주)피델릭스,32580,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.4,87.01,81.88,85.99,85.62,86.34,82.63,82.95,84.54
(주)피씨디렉트,51380,  도매 및 상품 중개업,95.18,96.12,98.09,96.01,95.7,95.02,94.99,93.97,94.03
(주)피에스엠씨,24850,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",105.05,91.67,92.94,97.65,119.67,122.71,0,92.09,97.66
(주)피에이치씨,57880,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",77.46,91.42,75.01,146.28,97.58,71.25,79.02,76.97,85.81
(주)피엔티,137400,  기타 기계 및 장비 제조업,0,80.22,87.95,82.78,88.98,79.95,81.23,92.04,90.31
(주)피엔풍년,24940,  금속가공제품 제조업; 기계 및 가구 제외,76.77,76.07,76.9,74.99,74.17,72.33,70.66,73.13,73.89
(주)피제이메탈,128660,  1차 금속 제조업,94.82,93.96,95.59,91.91,90.92,96.81,93.95,94.61,95.33
(주)피제이전자,6140,"  의료, 정밀, 광학기기 및 시계 제조업",87.91,88.52,89.29,91.99,92.29,92.12,91.14,92.49,92.17
(주)피피아이,62970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,0,0,88.09
(주)픽셀플러스,87600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,72.92,81.66,83.36,74.81,73.32
(주)필옵틱스,161580,  기타 기계 및 장비 제조업,0,0,0,0,0,0,86.16,106.45,89.86
(주)하나투어,39130,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
(주)하림,136480,  식료품 제조업,90.52,86.84,83.97,84.65,83.48,80.9,81.81,84.44,88.92
(주)하림지주,3380,  전문 서비스업,0,0,0,0,0,0,0,2.5,4.79
(주)하이로닉,149980,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,32.77,32.87,36.86,37.89,43.01,41.12
(주)하이비젼시스템,126700,  기타금융업,0,65.5,64.19,68.23,69.18,67.12,65.35,73.12,72.13
(주)하이소닉,106080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.22,79.62,95.81,101.94,93.44,103.47,98.76,99.65,116.5
(주)하이스틸,71090,  1차 금속 제조업,91.86,92.59,93.15,88.74,96.3,86.57,87.34,97.33,94.97
(주)하이텍팜,106190,  의료용 물질 및 의약품 제조업,77.13,76.14,76.21,80.94,84.78,86.61,91.62,92.9,103.36
(주)하이트론씨스템즈,19490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",93.1,92.82,95.34,94.98,93.83,95.99,100.77,82.49,111.66
(주)하츠,66130,  전기장비 제조업,77.63,77.26,77.9,74.73,75.53,76.5,78.08,79.41,78.05
(주)한국가구,4590,  가구 제조업,56.2,58.02,58.39,57.38,55.31,51.46,47.26,47.87,50.81
(주)한국경제티브이,39340,  방송업,0,0,0,0,0,0,0,0,0
(주)한국비엔씨,256840,  기타금융업,0,0,0,0,0,0,0,0,40.66
(주)한국전자홀딩스,6200,  전문 서비스업,0,0,0,0,0,0,0,0,133.21
(주)한국종합기술,23350,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",83.09,84.33,84.31,84.29,88.62,88.69,92.69,95.04,92.49
(주)한국카본,17960,  금속가공제품 제조업; 기계 및 가구 제외,82.18,82.23,80.88,82.41,81.49,80.52,88.68,89.02,82.14
(주)한국코퍼레이션,50540,  사업지원 서비스업,90.91,88.56,89.12,90.28,92.09,89.73,91.9,93.55,94.71
(주)한국큐빅,21650,  고무 및 플라스틱제품 제조업,76.34,81.9,80.01,82.71,86.7,92.24,84.02,85.03,82.27
(주)한국테크놀로지,53590,  도매 및 상품 중개업,73.04,90.68,163.22,75.86,189.77,113.16,70.28,79.75,103.91
(주)한국특강,7280,  1차 금속 제조업,94.12,95.36,95.61,94.84,101.46,95.45,93.5,95.06,98.18
(주)한국팩키지,37230,"  펄프, 종이 및 종이제품 제조업",82.61,88.27,93.82,90.97,87.99,83.82,85.2,85.48,85.56
(주)한국화장품제조,3350,  화학물질 및 화학제품 제조업; 의약품 제외,98.88,89.77,86.71,82.08,79.39,79.49,82.4,83.66,85.13
(주)한글과컴퓨터,30520,  출판업,5.67,9.16,9.26,9.49,9.64,9.54,7.64,9.96,9.01
(주)한네트,52600,  우편 및 통신업,84.65,86.4,79.84,79.4,79.95,80.37,84.01,85.27,84.31
(주)한농화성,11500,  화학물질 및 화학제품 제조업; 의약품 제외,90.03,90.88,91.81,91.39,91.05,90.46,91.62,92.65,89.2
(주)한독,2390,  의료용 물질 및 의약품 제조업,62.81,68.38,69.77,67.16,66.45,67.79,68.4,64.9,65.13
(주)한독크린텍,256150,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,0,79.47
(주)한라,14790,  종합 건설업,90.36,94.47,101.15,92.6,91.49,88.35,88.55,89.23,89.31
(주)한라홀딩스,60980,  자동차 및 트레일러 제조업,87.03,87.57,87.74,0,78.15,77.18,82.22,84.65,79.33
(주)한미글로벌건축사사무소,53690,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",80.35,83.29,77.43,70.07,72.98,73.05,76.06,78.08,73.85
(주)한빛소프트,47080,  출판업,79.67,81.07,68.62,68.55,68.58,78.64,72.13,73.49,71.06
(주)한샘,9240,  도매 및 상품 중개업,70.4,68.94,69.12,68.67,68.55,68.37,69.85,72.77,72.19
(주)한섬,20000,"  의복, 의복 액세서리 및 모피제품 제조업",34.57,41.88,41.28,41.84,41.81,43.36,45.09,45.55,42.37
(주)한솔케미칼,14680,  화학물질 및 화학제품 제조업; 의약품 제외,84.39,82.97,82.02,79.76,75.43,70.56,72.7,70.15,67.16
(주)한솔홈데코,25750,  목재 및 나무제품 제조업; 가구 제외,87.61,86.49,87.48,87.78,85.66,82.61,83.13,85.71,88.08
(주)한송네오텍,226440,  기타금융업,0,0,0,0,0,0,0,80.87,78.1
(주)한익스프레스,14130,  육상운송 및 파이프라인 운송업,94.8,95.36,95.99,96.4,96.4,96.9,96.81,97.18,96.62
(주)한일진공,123840,  기타금융업,0,0,70.8,92.25,68.75,76.88,72.25,71.78,85.67
(주)한진,2320,  육상운송 및 파이프라인 운송업,94.96,94.8,94.41,93.89,95.24,96.82,96.74,96.3,95.08
