구분,코드,산업명,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년
(주)한진중공업홀딩스,3480,  전문 서비스업,6.49,8.26,7.46,8.39,8.68,11.95,10.95,27.81,13.98
(주)한진칼,180640,  전문 서비스업,0,0,0,0,0,0,0,0,0
(주)한창,5110,  도매 및 상품 중개업,89.51,79.15,79.17,78.37,79.76,84.21,87.19,87.51,97.02
(주)한창바이오텍,43090,  도매 및 상품 중개업,85,80.12,80.6,80.62,82.55,79.92,74.45,88.78,85.19
(주)한창제지,9460,"  펄프, 종이 및 종이제품 제조업",87.06,85.8,84.19,83.76,83.42,81.7,81.55,84.39,85.11
(주)한컴위드,54920,  출판업,63.12,55.34,57.53,55.22,56.62,42.43,48.47,46.89,50.78
(주)한탑,2680,  식료품 제조업,86.43,80.44,90.16,89.64,85.9,84.95,86.89,85.98,93.58
(주)한화,880,  화학물질 및 화학제품 제조업; 의약품 제외,93.29,92.48,91.9,91.51,90.36,89.09,87.33,88.07,88.79
(주)핸디소프트,220180,  출판업,0,0,0,0,0,68.65,73.65,79.76,77.04
(주)헥토이노베이션,214180,  정보서비스업,0,0,0,0,0,0,0,0,0
(주)헥토파이낸셜,234340,  정보서비스업,0,0,0,0,0,0,0,0,0
(주)헬릭스미스,84990,  연구개발업,19.05,20.15,8.67,9.5,8.3,7.94,18.04,19.19,35.32
(주)현대공업,170030,  자동차 및 트레일러 제조업,0,0,89.19,93.12,92.65,92.28,93.53,95.68,93.54
(주)현대그린푸드,5440,  소매업; 자동차 제외,85.68,85.45,85.89,85.97,85.39,85.43,85.1,83.11,82.86
(주)현대리바트,79430,  가구 제조업,81.95,81.87,81.08,78.88,77.38,77.2,78.24,83.2,82.91
(주)현대미포조선,10620,  기타 운송장비 제조업,89.43,94.88,103.13,120.66,96.35,91.48,93.43,94.72,95.05
(주)현대바이오랜드,52260,  화학물질 및 화학제품 제조업; 의약품 제외,56,58.86,61.57,59.36,60.17,62.31,65.82,62.14,64.98
(주)현대백화점,69960,  소매업; 자동차 제외,19.99,17.51,16.58,16.73,17.46,17.62,17.17,18.26,18.11
(주)현대에버다임,41440,  기타 기계 및 장비 제조업,77.72,79.24,80.65,82.39,81.96,82.24,82,84.9,87.33
(주)현대이지웰,90850,  출판업,0,0,38.1,31.7,37.16,48.93,48.14,50.61,50.22
(주)현대퓨처넷,126560,  전문 서비스업,50.01,46.57,51.32,51.66,54.88,61,58.44,59.78,61.42
(주)현대홈쇼핑,57050,  소매업; 자동차 제외,3.01,2.05,1.86,5.64,7.89,9.06,11.8,26.42,27.08
(주)협진,138360,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,61.14,64.63,77.5,82.41,84.32,101.31,77.28
(주)형지아이앤씨,11080,"  의복, 의복 액세서리 및 모피제품 제조업",42.72,50.13,34,35.99,33.98,38.25,45.48,39.37,40.52
(주)형지엘리트,93240,"  의복, 의복 액세서리 및 모피제품 제조업",71.82,75.29,81.69,80.08,80.95,85.3,83.94,78.18,88.51
(주)혜인,3010,  도매 및 상품 중개업,81.43,87.53,84.97,81.91,83.65,84.62,85.98,83.97,84.63
(주)호텔신라,8770,  소매업; 자동차 제외,0,0,0,0,0,0,0,0,0
(주)홈센타홀딩스,60560,  도매 및 상품 중개업,88.67,91.24,88.59,90.44,87.8,82.9,75.28,68.1,78.22
(주)홈캐스트,64240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",77.69,77.41,73.79,70.31,66.45,67.01,71.36,83.8,73.9
(주)화승엔터프라이즈,241590,  전문 서비스업,0,0,0,0,0,0,0,0,0
(주)화승인더스트리,6060,  고무 및 플라스틱제품 제조업,89.38,89.1,94.83,94.35,94.89,95.03,95.75,96.43,96.67
(주)화승코퍼레이션,13520,  자동차 및 트레일러 제조업,86.13,85.24,83.99,82.09,81.45,82.53,83.11,83.69,83.58
(주)화신,10690,  자동차 및 트레일러 제조업,87.2,87,86.12,88.36,88.4,87.46,92.01,97.53,92.23
(주)화신정공,126640,  자동차 및 트레일러 제조업,91.71,94.12,95.03,95.89,96.05,95.88,96.41,96.98,96.12
(주)화인베스틸,133820,  1차 금속 제조업,0,0,0,85.94,92.37,90.22,90.6,89.58,96.14
(주)황금에스티,32560,  1차 금속 제조업,90.44,93.09,92.01,90.49,91.96,87.57,81.99,87.62,87.64
(주)효성,4800,  화학물질 및 화학제품 제조업; 의약품 제외,88.93,90.22,88.69,88.52,85.27,82.95,86.51,91.76,68.18
(주)후성,93370,  화학물질 및 화학제품 제조업; 의약품 제외,75.97,87.45,93.65,90.23,80.4,70.08,74.01,73.05,77.28
(주)휠라홀딩스,81660,  도매 및 상품 중개업,40.22,42.18,42.53,44.48,44.44,48.8,42.92,40.52,37.06
(주)휴네시온,290270,  출판업,0,0,0,0,0,0,0,57.57,52.98
(주)휴니드테크놀러지스,5870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.69,93.97,89.01,84.07,83.5,83.84,82.55,82.64,86.37
(주)휴맥스,115160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.12,80.19,81.94,81.61,81.82,84.22,84.79,89.99,85.69
(주)휴맥스홀딩스,28080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,0,0,0
(주)휴먼엔,32860,"  폐기물 수집, 운반, 처리 및 원료 재생업",81.64,97.06,107.75,100.85,86.51,91.9,84.8,96.89,93.48
(주)휴메딕스,200670,  의료용 물질 및 의약품 제조업,0,0,0,51.34,48.49,52.04,55.69,62.36,60.94
(주)휴비스,79980,  화학물질 및 화학제품 제조업; 의약품 제외,0,90.53,91.49,89.56,89.96,90.94,90.77,91.18,90.81
(주)휴비츠,65510,"  의료, 정밀, 광학기기 및 시계 제조업",62.32,62.97,68.24,70.05,64.98,60.38,63.8,63.41,60.92
(주)휴센텍,215090,  기타금융업,0,0,0,0,0,0,0,81.15,94.08
(주)휴스틸,5010,  1차 금속 제조업,86.36,86.32,90.04,87.61,90.97,90.7,89.23,93.8,95.54
(주)휴엠앤씨,263920,  기타 제품 제조업,0,0,0,0,0,0,84.15,80.08,76.34
(주)휴온스,243070,  의료용 물질 및 의약품 제조업,0,0,0,0,0,46.77,45.04,43.03,42
(주)휴온스글로벌,84110,  의료용 물질 및 의약품 제조업,57.71,54.24,52.27,50.47,49.67,0,0,0,0
(주)흥국,10240,  기타 기계 및 장비 제조업,88.15,89.59,89.48,89.61,88.93,85.65,86.25,86.68,83.23
(주)흥국에프엔비,189980,  음료 제조업,0,0,0,0,59.82,65.23,68.2,66.59,68.22
(주)희림종합건축사사무소,37440,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",88.66,85.6,85.55,93.78,79.98,85.46,82.64,83.99,86.3
(주)힘스,238490,  기타 기계 및 장비 제조업,0,0,0,0,0,0,67.62,71.39,66.65
AJ네트웍스(주),95570,  임대업; 부동산 제외,0,0,0,0,0,0,0,0,0
CS홀딩스(주),590,  전문 서비스업,0,0,0,0,0,0,0,0,0
HD현대(주),267250,  전문 서비스업,0,0,0,0,0,0,34.24,34.19,39.23
KB오토시스(주),24120,  자동차 및 트레일러 제조업,92.8,88.96,88.96,89.54,86.19,84.95,84.34,86.69,88.08
KD(주),44180,  기타 기계 및 장비 제조업,75.51,79.8,94.98,98.94,80.99,82.61,93.49,80.4,78.14
KG스틸(주),16380,  1차 금속 제조업,94.69,94.12,93.72,98.33,88.41,87,94.18,96.07,94.38
KISCO홀딩스(주),1940,  전문 서비스업,0,0,0,0,0,0,0,0,0
LG이노텍(주),11070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.51,91.32,90.4,87.2,87.99,89.27,88.77,90.67,89.34
LS일렉트릭(주),10120,  전기장비 제조업,79.42,79.1,79.08,79.79,78.8,80.64,79.45,79.05,78.58
OCI(주),10060,  화학물질 및 화학제품 제조업; 의약품 제외,68.27,94.23,102.03,93.94,96.66,88.86,83.77,88.18,100.31
SK이노베이션(주),96770,  전문 서비스업,45.49,33.69,54.02,54.01,49.33,65.8,30.45,31.57,41.25
SNT모티브(주),64960,  자동차 및 트레일러 제조업,89.12,88.61,87.24,87.06,82.68,85.77,85.27,88.08,83.66
SNT중공업(주),3570,  자동차 및 트레일러 제조업,85.5,89.6,92.32,96.67,87.34,95.45,93.55,87.73,88.76
STX엔진(주),77970,  기타 기계 및 장비 제조업,87.15,90.6,97.49,94.32,92.08,90.79,89.89,88.12,90.76
STX중공업(주),71970,  기타 기계 및 장비 제조업,94.36,94.8,100.49,97.11,92.31,127.93,85.93,99.75,94.74
가온미디어(주),78890,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.53,81.73,83.89,84.42,81.52,82.99,84.96,89.03,84.18
가온전선(주),500,  전기장비 제조업,96.3,95.25,95.4,95.27,94.86,94.13,95.39,95.61,95.2
감성코퍼레이션(주),36620,  도매 및 상품 중개업,90.4,86.71,91.99,83.67,86.03,88.51,87.85,88.43,80.26
강남제비스코(주),860,  화학물질 및 화학제품 제조업; 의약품 제외,86.95,85.9,84.51,83.91,81.02,80.25,84.21,88.76,90.12
갤럭시아머니트리(주),94480,  출판업,66.78,64.32,63.04,67.71,60.63,53.83,57,61.37,60.88
경남스틸(주),39240,  1차 금속 제조업,93.59,93.79,94.18,93.66,93.34,94.62,94.34,94.42,95.12
경남제약(주),53950,  의료용 물질 및 의약품 제조업,61.16,50.71,53.47,52.78,50.43,56.13,57.41,59.81,62.53
경동제약(주),11040,  의료용 물질 및 의약품 제조업,38.89,39.75,39.65,40.83,39.86,39.83,41.69,40.42,40.74
경인전자(주),9140,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.55,90.8,90.41,88.77,88.18,88.69,82.56,82.48,80.61
경창산업(주),24910,  자동차 및 트레일러 제조업,94.13,92.09,89.59,89.65,90.94,89.82,93.85,87.84,93.64
계룡건설산업(주),13580,  종합 건설업,92.3,91.84,93.56,102.8,93.54,92.7,90.31,89.7,89.76
계양전기(주),12200,  기타 기계 및 장비 제조업,82.52,80.91,80.04,80.81,80.51,79.58,79.68,80.64,83.77
고려산업(주),2140,  식료품 제조업,87.54,87.21,88.14,84.42,84.18,82.64,83.81,84,85.56
고려신용정보(주),49720,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
고려아연(주),10130,  1차 금속 제조업,80.47,83,83.79,82.98,82.09,84.24,84.18,87.01,84.61
고려제강(주),2240,  1차 금속 제조업,84.82,86.8,87.49,82.83,83.16,82.1,83.19,84.81,84.97
고려제약(주),14570,  의료용 물질 및 의약품 제조업,53.28,57.6,61.04,60.32,62.4,58.89,58.63,60.83,61.63
광동제약(주),9290,  의료용 물질 및 의약품 제조업,57.08,59.96,63.93,63.03,62.56,64.44,67.14,68.5,68.39
광전자(주),17900,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.13,93.33,91.7,99.02,95.08,91.41,85.6,87.09,89.28
광진실업(주),26910,  1차 금속 제조업,85.56,91.35,92.31,88.66,90.69,88.95,89.34,90.49,92.73
국도화학(주),7690,  화학물질 및 화학제품 제조업; 의약품 제외,90.72,89.03,88.84,90.85,84.16,88.22,86.96,88.77,87.74
국일신동(주),60480,  1차 금속 제조업,0,0,0,88.86,91.58,91.57,82.78,90.23,93.28
국일제지(주),78130,"  펄프, 종이 및 종이제품 제조업",81.72,81.24,81,86.27,85.46,84.93,86.05,88.81,91.54
국제약품(주),2720,  의료용 물질 및 의약품 제조업,55.6,64.34,60.72,61.63,56.07,56.14,58.04,54.52,51.84
그랜드코리아레저(주),114090,  스포츠 및 오락관련 서비스업,67.98,62.88,59.97,66.33,69.36,66.56,70.8,70.51,72.76
그레이트리치과기유한공사,900290,  고무 및 플라스틱제품 제조업,0,0,0,0,0,0,0,0,0
그린케미칼(주),83420,  화학물질 및 화학제품 제조업; 의약품 제외,89.57,90.85,92.21,91.4,94.91,94.56,94.77,95.51,93.26
극동유화(주),14530,"  코크스, 연탄 및 석유정제품 제조업",89.3,88.22,86.81,87.73,84.29,83.32,90.94,94.5,94.28
글로벌에스엠테크리미티드,900070,  전문 서비스업,0,0,0,0,0,0,0,0,0
글로벌텍스프리(주),204620,  기타금융업,0,0,0,0,0,0,0,0,0
글로본(주),19660,  기타금융업,0,0,0,0,0,0,57.59,73.6,74.3
금강공업(주),14280,  1차 금속 제조업,86.55,85.87,85.51,85.22,82.45,78.21,79.68,84.92,86.44
금강철강(주),53260,  1차 금속 제조업,94.6,94.54,94.8,94.75,93.3,93.52,94.67,95.14,94.5
금호건설(주),2990,  종합 건설업,91.58,92.93,92.64,93.6,94.39,92.36,91.63,92.79,92.77
금호석유화학(주),11780,  화학물질 및 화학제품 제조업; 의약품 제외,84.26,92.46,92.43,91.24,90.77,91.06,90.87,88.85,87.65
금호전기(주),1210,  전기장비 제조업,84.71,86.89,89.05,89.13,90.42,79.37,73.88,79.84,72.62
금호타이어(주),73240,  고무 및 플라스틱제품 제조업,81.66,81.08,79.88,76.46,83.92,80.94,90.52,88.89,80.79
기신정기(주),92440,  기타 기계 및 장비 제조업,69.62,71.58,71.58,70.64,72.29,74.48,73.64,78.35,80.61
기아(주),270,  자동차 및 트레일러 제조업,79,79.06,79.76,80.82,78.81,78.28,82.76,84.97,82.39
깨끗한나라(주),4540,"  펄프, 종이 및 종이제품 제조업",84.78,83.07,81.39,82.65,83.2,81.59,86.96,92.07,85.93
나노캠텍(주),91970,  고무 및 플라스틱제품 제조업,86.17,85.19,80.9,78.02,82.66,79.53,84.93,83.97,71.78
나라엠앤디(주),51490,  기타 기계 및 장비 제조업,81.66,82.91,84.21,83.97,85.41,87.57,83.8,85.71,90.7
나무기술(주),242040,  기타금융업,0,0,0,0,0,0,0,94.03,85.05
나이스정보통신(주),36800,  우편 및 통신업,76.41,79.33,77.79,76,71.03,62.91,55.97,57.91,56.62
나이스평가정보(주),30190,  정보서비스업,0,0,0,0,0,0,0,0,0
남광토건(주),1260,  종합 건설업,98.33,101.15,101.5,110.25,113.02,100.6,91.21,84.22,90.5
남양유업(주),3920,  식료품 제조업,69.82,70.47,74.29,74.09,72.09,73.02,74.31,75.15,76.06
남해화학(주),25860,  화학물질 및 화학제품 제조업; 의약품 제외,93.29,94.39,92.44,91.55,90.32,91.47,90.47,91.6,90.94
남화산업(주),111710,  스포츠 및 오락관련 서비스업,0,0,0,0,0,0,0,0,0
남화토건(주),91590,  종합 건설업,0,89.06,91.55,92.2,94.3,88.21,86.27,90.95,90.21
네이버(주),35420,  정보서비스업,0,0,0,0,0,0,0,0,0
넥센타이어(주),2350,  고무 및 플라스틱제품 제조업,75.68,73.26,71.95,68.9,66.88,65.81,68.95,72.91,72.42
넷마블(주),251270,  출판업,0,0,0,0,0,0,0,0,0
농업회사법인(주)농우바이오,54050,  농업,37.58,0,40.52,40.27,38.69,44.41,46.35,47.44,51.58
농업회사법인아시아종묘(주),154030,  농업,0,0,0,0,0,0,0,52.67,50.08
뉴지랩파마(주),214870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,87.17,93.04,99.26,100.28,72.29
다믈멀티미디어(주),93640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.75,73.54,72.45,71.63,76.06,72.19,72.05,67.56,61.08
다스코(주),58730,  금속가공제품 제조업; 기계 및 가구 제외,83.88,82.77,80.21,81.86,81.5,79.18,77.52,83.03,85.79
대동금속(주),20400,  1차 금속 제조업,91.16,92.1,92.16,91.6,89.28,92.73,91.58,91.93,90.9
대동기어(주),8830,  기타 기계 및 장비 제조업,94.11,97.72,94.78,95.27,94.07,96.94,92.68,93.04,93.39
대동전자(주),8110,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.06,82.55,80.24,78.98,96.18,86.1,79.65,88.88,87.04
대림비앤코(주),5750,  비금속 광물제품 제조업,80.07,80.56,81.73,78.11,76.99,77.24,79.21,79.78,79.54
대림통상(주),6570,  금속가공제품 제조업; 기계 및 가구 제외,83.93,87.17,87.58,85.8,86.45,83.67,85.03,87.62,87.4
대모엔지니어링(주),317850,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,0,75.25
대보마그네틱(주),290670,  전기장비 제조업,0,0,0,0,0,0,0,64,65.02
대봉엘에스(주),78140,  의료용 물질 및 의약품 제조업,83.77,84.29,78.98,79.86,78.34,76.64,77.29,81.2,82.98
대상(주),1680,  식료품 제조업,69.8,70.24,69.21,68.52,68.92,71.81,70.58,73.03,74.16
대상홀딩스(주),84690,  전문 서비스업,0,0,0,0,0,0,0,0,0
대성산업(주),128820,  소매업; 자동차 제외,89.27,87.68,85.94,88.28,86.81,86.4,88.22,88.73,89.92
대성에너지(주),117580,"  전기, 가스, 증기 및 공기조절 공급업",89.14,90.05,90.22,90.34,87.57,83.8,83.58,83.32,83.62
대성홀딩스(주),16710,  전문 서비스업,66.04,66.59,62.19,57.49,56.92,40.04,35.24,27.85,26.08
대신정보통신(주),20180,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",84.28,85.55,87.22,89.47,89.63,91.01,92.7,94.38,93.42
대아티아이(주),45390,  출판업,72.56,70.64,74.53,80.8,80.69,74.32,77.36,79.45,81.84
대양전기공업(주),108380,  기타 운송장비 제조업,81.26,82.49,79.16,81.43,83.52,83.29,81.73,85.13,85.99
대양제지공업(주),6580,"  펄프, 종이 및 종이제품 제조업",91.39,83.66,92.67,88.04,97.14,88.26,91.06,72.41,77.08
대영포장(주),14160,"  펄프, 종이 및 종이제품 제조업",89.78,84.62,86.48,85.45,86.05,86.72,91.46,87.44,84.91
대우전자부품(주),9320,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94.62,87.9,84.64,76.9,81.24,82.05,79.49,82.46,85.29
대우조선해양(주),42660,  기타 운송장비 제조업,88.36,95,100.91,99.67,112.38,106.01,85.88,92.06,94.64
대원강업(주),430,  자동차 및 트레일러 제조업,91.76,91.66,91.65,93.27,90.83,91.46,91.73,91.91,93.18
대원미디어(주),48910,  영상ㆍ오디오 기록물 제작 및 배급업,86.48,74.02,91.77,86.35,74.78,83.87,83.56,87.64,90.24
대원산업(주),5710,  자동차 및 트레일러 제조업,92.84,90.79,92.61,94.66,93.77,93.1,91.42,92.07,93.71
대원전선(주),6340,  전기장비 제조업,96.65,95.85,96.48,97.4,96.87,97.23,98.38,97.48,97.45
대원제약(주),3220,  의료용 물질 및 의약품 제조업,44.11,47.74,46.65,44.93,45.86,42.8,42.65,42.16,43.25
대원화성(주),24890,  고무 및 플라스틱제품 제조업,90.29,88.24,84.61,81.38,81.78,80.87,82.85,87.97,89.95
대정화금(주),120240,  화학물질 및 화학제품 제조업; 의약품 제외,77.91,81.13,79.21,78.27,74.44,74.5,74.89,75.83,76.11
대주산업(주),3310,  식료품 제조업,87.43,87.03,84.84,81.97,80.62,78.3,78.19,83.51,85.18
대주전자재료(주),78600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.61,74.36,77.54,77.67,78.97,71.12,80.02,78.1,81.45
대창단조(주),15230,  자동차 및 트레일러 제조업,90.2,87.35,86.98,87.86,86.61,85.96,89.6,93.83,91.1
대한광통신(주),10170,"  의료, 정밀, 광학기기 및 시계 제조업",84.33,82.2,89.55,88.4,89.44,88.21,77.92,77.91,92.68
대한그린파워(주),60900,  도매 및 상품 중개업,80.03,85.92,94.88,128.74,125.8,94.62,108.33,109.54,123.54
대한뉴팜(주),54670,  의료용 물질 및 의약품 제조업,47.81,48.61,42.97,43.24,43.71,44.29,46.51,47.16,46.05
대한방직(주),1070,  섬유제품 제조업; 의복제외,97.18,95.64,93.4,96.75,92.47,92.97,96.4,98.13,97.81
대한약품공업(주),23910,  의료용 물질 및 의약품 제조업,72.17,70.97,71.41,69.24,67.96,68.72,62.07,62.04,64.75
대한유화(주),6650,  화학물질 및 화학제품 제조업; 의약품 제외,95.5,97.79,96.51,93.95,81.16,75.31,81.2,85.48,92.55
대한전선(주),1440,  전기장비 제조업,95.06,94.54,95.83,92.36,91.26,90.56,92.69,93.2,94.6
대한제강(주),84010,  1차 금속 제조업,93.41,93,94.36,94.36,88.09,89.09,92.25,95.6,91.84
대한제당(주),1790,  식료품 제조업,90.8,89.33,88.85,88.28,89.99,89.25,91.75,89.66,90.1
대한제분(주),1130,  식료품 제조업,90.74,83.1,84.94,77.33,78.27,77.4,79.97,81.42,86.28
대한해운(주),5880,  수상 운송업,117.1,113.14,77.16,81.46,81.21,89.72,86.74,89.18,83.61
대한화섬(주),3830,  화학물질 및 화학제품 제조업; 의약품 제외,93.03,99.26,98.46,109.06,99.51,94.53,88.53,92.59,90.11
대화제약(주),67080,  의료용 물질 및 의약품 제조업,51.72,53.01,52.57,50.89,50.87,53.02,50.89,53.87,50.43
더이앤엠(주),89230,  금속가공제품 제조업; 기계 및 가구 제외,104.03,91.41,119.55,155.24,141.13,73.52,40.33,42.77,33.76
덕산네오룩스(주),213420,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,79.77,77.17,67.88,66.8,66.01
덕산하이메탈(주),77360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",58.93,58.57,60.4,66.46,61.77,70.16,78.6,82.28,78.25
덕양산업(주),24900,  자동차 및 트레일러 제조업,99.08,99.23,99.06,98.67,99.21,99.5,98.76,98.4,98.42
덕우전자(주),263600,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,74.39,83.95,76.93
데브시스터즈(주),194480,  출판업,0,0,0,0,0,0,0,0,0
도이치모터스(주),67990,  기타 기계 및 장비 제조업,92.01,92.29,91.63,93.08,93.35,93.39,93.24,92.96,91.59
동국산업(주),5160,  1차 금속 제조업,87.25,91.44,91.22,91.31,88.64,85.74,86.04,87.29,86.85
동국제강(주),1230,  1차 금속 제조업,92.78,97.89,94.55,96.26,90.71,87.68,91,92.6,91.79
