회사명,거래소코드,회계년도,유동비율(IFRS),유동비율(IFRS연결),당좌비율(IFRS),당좌비율(IFRS연결),현금비율(IFRS),현금비율(IFRS연결),부채비율(IFRS),부채비율(IFRS연결),차입금의존도(IFRS),차입금의존도(IFRS연결),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 차입금비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결)
(주)승일,49830,16-Dec,251.86,,181.19,,61.47,,29.48,,5.83,,17.74,,5,,69.21,,77.23,
(주)승일,49830,17-Dec,287.76,,220.13,,82.23,,25.59,,5.92,,19.95,,5.06,,68.71,,79.63,
(주)승일,49830,18-Dec,219.69,,168.67,,92.61,,25.74,,5.6,,11.74,,2.84,,42.95,,79.53,
(주)승일,49830,19-Dec,205.85,,152.21,,59.09,,21.68,,4.79,,15.21,,3.39,,56.6,,82.18,
(주)시공테크,20710,11-Dec,146.37,159.2,146.24,159.01,49.72,57.15,65.01,64.31,0,0,40.2,39.65,16.89,16.49,0,0,60.6,60.86
(주)시공테크,20710,12-Dec,213.78,227.87,213.71,227.7,68.85,76.77,28.15,29.58,0,0,28.46,22.35,5.94,4.6,0,0,78.03,77.17
(주)시공테크,20710,13-Dec,219.64,236.68,219.57,236.37,44.9,52.98,29.37,28.66,0,0,-17.59,-29.28,-5.73,-8.59,0,0,77.3,77.72
(주)시공테크,20710,14-Dec,220.1,226.15,220.03,225.9,55.77,61.2,29.3,31.16,0,0,19.91,19.03,7.62,6.55,0,0,77.34,76.24
(주)시공테크,20710,15-Dec,238.11,239.68,238.03,239.33,47.82,50.92,25.57,28.09,0,0,10.89,11.11,3.7,3.67,0,0,79.63,78.07
(주)시공테크,20710,16-Dec,189.19,189.79,189.19,189.59,56.2,58.24,37.36,40.18,0,0.59,4.47,1.7,1.83,0.66,0,82.8,72.8,71.34
(주)시공테크,20710,17-Dec,207.67,216.8,207.67,216.65,65.28,63.15,37.53,35.6,0.01,0.16,28.68,27.64,5.68,5.43,95973.26,4638.08,72.71,73.74
(주)시공테크,20710,18-Dec,273.37,239.84,273.37,238.54,57.65,57.23,26.99,29.28,0.01,0.01,15.73,20.38,5.27,7.73,52087.11,84506.41,78.75,77.35
(주)시공테크,20710,19-Dec,178.39,176.78,178.39,176.4,49.14,49.6,47.71,43.26,0.24,0.21,4.3,5.78,1.61,2.26,572.54,842.02,67.7,69.8
(주)시너지이노베이션,48870,11-Dec,133.47,136.89,118.15,122.37,10.29,14.5,71.87,77.3,33.52,33.72,-6.63,-6.09,-7.98,-7.88,-8.27,-7.87,58.19,56.4
(주)시너지이노베이션,48870,12-Dec,164.48,155.12,144.7,134.98,33.32,37.35,64.76,72.31,30.01,30.35,2.85,3.88,2.45,3.43,3.74,5.37,60.69,58.03
(주)시너지이노베이션,48870,13-Dec,100.69,90.54,83.42,72.17,7.79,10.73,115.55,128.52,42.01,40.83,5.79,5.07,9.45,8.26,7.39,6.99,46.39,43.76
(주)시너지이노베이션,48870,14-Dec,57.76,56.13,45.53,43.81,0.11,0.37,193.68,172.74,55.09,51.89,2.62,1.69,4.5,2.81,3.14,2.07,34.05,36.67
(주)시너지이노베이션,48870,15-Dec,22.61,22.73,20.7,20.83,17.19,17.26,0,0,184.21,172.73,-5.4,-10.8,-13.33,-25.91,-6.89,-13.85,0,-121.53
(주)시너지이노베이션,48870,16-Dec,1136.71,246.22,939.6,173.79,318.44,49.93,274.59,329.32,38.61,37.19,-8.9,-7.92,-38.9,-20.74,-16.89,-16.33,26.7,23.29
(주)시너지이노베이션,48870,17-Dec,25.42,74.27,20.55,52.71,4.97,21.85,200.67,273.28,46.8,45.1,-2.18,-3.89,-21.89,-8.83,-3.1,-6.32,33.26,26.79
(주)시너지이노베이션,48870,18-Dec,28.6,108.05,24.03,85.86,3.06,28.51,88.78,72.83,31.63,24.63,2.28,-2,8.05,-2.31,3.39,-3.42,52.97,57.86
(주)시너지이노베이션,48870,19-Dec,12.71,88.97,10.06,66.96,1.1,22.94,60.21,58.94,27.12,23.36,7.61,7.46,27.8,7.46,10.54,11.84,62.42,62.92
(주)시노펙스,25320,11-Dec,119.74,107.72,97.55,78.86,11.47,20.67,114.17,196,15.67,26.97,8.61,5.22,2.56,2.01,29.28,12.83,46.69,33.78
(주)시노펙스,25320,12-Dec,87.98,92.57,71.76,66.98,3.55,10.25,175.67,204.5,27.11,30.87,4.05,8.56,1.23,2.6,9.51,18.63,36.28,32.84
(주)시노펙스,25320,13-Dec,92.43,96.96,74.85,66.85,4.9,8.08,139.4,167.36,26.12,29.82,2.17,3.84,0.73,1.29,4.83,8.06,41.77,37.4
(주)시노펙스,25320,14-Dec,118.13,121.75,102.27,95.11,3.8,12.57,106.46,146.13,16.88,22.58,4.48,7.79,1.28,2.45,13.68,20.49,48.43,40.63
(주)시노펙스,25320,15-Dec,98.31,94.97,92.89,82.94,13.86,26.26,70.72,120.5,23.06,35.34,8.14,12.85,3.29,4.86,14.62,19.87,58.57,45.35
(주)시노펙스,25320,16-Dec,96.84,105.86,91.79,92.83,11.9,32.53,75.22,105.01,24.78,28.91,13.23,12.91,6.24,5.95,22.93,22.86,57.07,48.78
(주)시노펙스,25320,17-Dec,92.96,79.87,89.75,65.94,9.88,27.32,89.8,175.94,21.6,32.93,19.47,17.59,9.62,9.32,42.65,34.06,52.69,36.24
(주)시노펙스,25320,18-Dec,159.44,93.83,155.47,77.25,45.44,36.15,55.09,132.12,23.13,35.8,28.05,14.07,12.08,7.67,43.08,22.37,64.48,43.08
(주)시노펙스,25320,19-Dec,167.17,133.26,158.86,97.74,46.29,54.93,52.48,85.84,12.64,23.29,14.4,20.42,7.35,6.67,39.23,40.48,65.58,53.81
(주)시디즈,134790,11-Dec,214.95,488.71,168,443.13,52.06,51.11,50.21,37.66,0,0,0.32,-1.14,0.08,-0.29,0,0,66.57,72.64
(주)시디즈,134790,12-Dec,293.39,,263.01,,118.89,,40.73,,0,,23.98,,2.98,,0,,71.06,
(주)시디즈,134790,13-Dec,1709.32,,1605.41,,239.36,,6.99,,0,,65.26,,4.32,,0,,93.46,
(주)시디즈,134790,14-Dec,2480.75,,2328.28,,310.47,,5.54,,0,,-133.36,,-14.94,,0,,94.75,
(주)시디즈,134790,15-Dec,1632.89,,1418.98,,119.32,,5.55,,0,,-34.08,,-6.02,,0,,94.75,
(주)시디즈,134790,16-Dec,1200.17,,1079.85,,73.8,,6.77,,0,,13.14,,1.93,,0,,93.66,
(주)시디즈,134790,17-Dec,1287.84,,1066.46,,170.53,,7.12,,0,,-0.42,,-0.05,,0,,93.36,
(주)시디즈,134790,18-Dec,104.23,,65.07,,10.14,,186.58,,0,,6.39,,2.13,,0,,34.89,
(주)시디즈,134790,19-Dec,136.58,,85.55,,36.59,,109.33,,2.71,,34.77,,6.31,,671.16,,47.77,
(주)시스웍,269620,17-Dec,905.84,884.32,859.61,834.24,600,588.57,9.59,9.91,1.43,1.42,226.02,239.61,22.78,24.21,1386.76,1519.79,91.25,90.99
(주)시스웍,269620,18-Dec,1538.43,1088.47,1352.07,955.81,747.63,529.56,4.73,6.75,0,1.82,243.6,174.16,20.08,18.95,0,606.79,95.49,93.68
(주)시스웍,269620,19-Dec,2010.93,1946.92,1769.47,1711.21,1083.3,1083.74,26.71,26.65,16.48,16.34,19.65,22.92,15.04,16.01,25.13,29.51,78.92,78.96
(주)시큐브,131090,11-Dec,317.55,,309.8,,86.56,,41.2,,7.14,,27.78,,11.68,,113.54,,70.82,
(주)시큐브,131090,12-Dec,298.83,,298.51,,57.27,,50.41,,7.81,,25.53,,12.72,,109.65,,66.48,
(주)시큐브,131090,13-Dec,256.83,,255.93,,28.85,,43.04,,7.49,,27.52,,14.24,,110.56,,69.91,
(주)시큐브,131090,14-Dec,314.58,,314.57,,46.88,,30.89,,0.47,,41.4,,16.42,,2091.98,,76.4,
(주)시큐브,131090,15-Dec,313.79,,313.78,,83.43,,35.55,,0,,45.25,,22.38,,0,,73.78,
(주)시큐브,131090,16-Dec,319.14,324.09,319.13,324.08,102.04,107.11,35.4,35.92,0,0,44.92,48.63,23.16,25.09,0,0,73.86,73.57
(주)시큐브,131090,17-Dec,317.94,326.97,317.92,326.96,140.54,149.78,35.35,36.4,0,0,48.87,47.94,28.4,27.75,0,0,73.88,73.31
(주)시큐브,131090,18-Dec,433.48,444.44,433.46,444.42,214.95,225.73,23.18,23.26,0,0,61.09,59.84,27.15,26.51,0,0,81.18,81.13
(주)시큐브,131090,19-Dec,516.77,527.41,516.75,527.39,305.9,316.67,18.84,18.94,0.46,0.47,78.62,77.6,25.64,25.33,2686.23,2653.37,84.15,84.08
(주)시티랩스,139050,11-Dec,286.03,,278.87,,12.37,,24.53,,0,,0.92,,0.15,,0,,80.3,
(주)시티랩스,139050,12-Dec,270.45,,267.58,,53.03,,28.59,,0,,27.53,,4.27,,0,,77.77,
(주)시티랩스,139050,13-Dec,205.47,221.95,205.47,221.95,9.49,14.4,38.35,38.17,0,0,37.23,9.16,6.96,1.7,0,0,72.28,72.37
(주)시티랩스,139050,14-Dec,213.07,213.51,213.07,213.51,27.44,35.33,37.1,40.81,0,0,23.73,27.35,3.57,4.23,0,0,72.94,71.02
(주)시티랩스,139050,15-Dec,133.65,137,133.65,137,53.95,59.87,72.22,75.47,24.3,23.72,11.25,12.44,4.72,5.13,19.42,22.55,58.07,56.99
(주)시티랩스,139050,16-Dec,148.45,170.92,148.45,151.39,15.9,21.77,42.17,62.26,12.83,15.95,3.44,-1.93,1.13,-0.89,7.96,-4.64,70.34,61.63
(주)시티랩스,139050,17-Dec,234.46,159.09,234.46,142.2,95.71,57.46,40.89,79.54,8.17,17.66,-0.12,-3.98,-0.05,-1.95,-0.44,-9.98,70.98,55.7
(주)시티랩스,139050,18-Dec,107.84,85.16,107.84,71.26,14.49,11.72,56.34,84.24,28.89,32.99,-1.83,-6.04,-1.41,-4.02,-2.28,-8.37,63.96,54.28
(주)시티랩스,139050,19-Dec,29.56,67,29.56,64.03,7.57,23.46,114.65,158.96,46.12,49.81,0.73,1.19,1.69,1.65,0.85,1.47,46.59,38.62
(주)신도리코,29530,11-Dec,899.24,708.45,785.08,597,149.48,124.91,11.48,16.96,0,1.41,100.9,65.05,12.55,12.32,0,667.61,89.7,85.5
(주)신도리코,29530,12-Dec,1253.34,900.66,1127.88,802.93,171.31,159.31,8.71,13.57,0,2.5,136.21,75.41,12.92,11.51,0,360.77,91.98,88.05
(주)신도리코,29530,13-Dec,1637,1005.94,1505.52,899.89,95.92,73.58,7.64,11.67,0,3.03,111.97,63.99,13.73,11.66,0,220.65,92.9,89.55
(주)신도리코,29530,14-Dec,1662.56,892.7,1571.04,787.7,85.21,66,6.67,11.67,0,1.79,67.33,35.06,8.03,6.99,0,204.6,93.75,89.55
(주)신도리코,29530,15-Dec,1884.58,737.68,1739.77,653.77,88.64,68.85,5.41,13.29,0,3.5,17.9,10.02,1.67,2.18,0,33.54,94.87,88.27
(주)신도리코,29530,16-Dec,1211.53,904.04,1133.11,802.21,196.8,171.8,7.58,10.82,0,1.48,54.29,38.65,7.15,6.93,0,255.5,92.95,90.24
(주)신도리코,29530,17-Dec,1203.09,1000.77,1146.79,909.2,201.2,190.58,7.66,9.9,0,0.88,94.3,79.22,11.64,12.02,0,807.12,92.88,90.99
(주)신도리코,29530,18-Dec,1411.88,1224.24,1328.06,1117.57,242.76,248.09,7.34,9.02,0,0.81,72.76,68.54,8.85,9.66,0,704.37,93.16,91.72
(주)신도리코,29530,19-Dec,1131.84,1239.92,1082.42,1155.68,131.54,182.96,8.69,8.83,0.02,1.01,57.75,61.71,10.87,11.11,19138.63,495.96,92,91.89
(주)신성이엔지,11930,11-Dec,44.88,,29.3,,3.1,,173.86,,54.87,,1.81,,2.47,,2.1,,36.51,
(주)신성이엔지,11930,12-Dec,33.05,,21.99,,2.55,,377.39,,67.92,,-7.85,,-12.79,,-9.14,,20.95,
(주)신성이엔지,11930,13-Dec,42.02,,33.41,,3.32,,568.44,,68.36,,-0.84,,-1.41,,-1.04,,14.96,
(주)신성이엔지,11930,14-Dec,41.78,,36.05,,5.27,,579.43,,63.53,,-2.74,,-4.21,,-3.68,,14.72,
(주)신성이엔지,11930,15-Dec,62.23,,49.78,,3.13,,413.91,,65.08,,-1.38,,-2.08,,-1.71,,19.46,
(주)신성이엔지,11930,16-Dec,79.73,82.5,73.32,74.83,14.38,16.48,412.58,467.56,28.31,28.51,6.18,10.84,15.48,28.54,17.58,31.34,19.51,17.62
(주)신성이엔지,11930,17-Dec,70.81,74.89,67.27,70.57,8.57,10.09,679.38,734.68,35.66,35.27,3.61,3.73,2.29,2.26,8.84,9.31,12.83,11.98
(주)신성이엔지,11930,18-Dec,44.2,58.77,39.26,49.32,3,5.99,248.39,262.14,49.8,42.86,-15.01,-10.31,-11.49,-7.26,-21.49,-17.41,28.7,27.61
(주)신성이엔지,11930,19-Dec,51.61,63.73,45.32,54.83,4.18,6.82,221.02,240.99,44.98,41.29,-8.78,-6.04,-6.89,-3.94,-13.43,-10.34,31.15,29.33
(주)신세계,4170,11-Dec,18.1,38.29,14.37,23.78,5.44,5.89,93.69,90.15,18.89,19.37,10.19,10.83,12.75,9.74,26.09,26.52,51.63,52.59
(주)신세계,4170,12-Dec,16.33,38.51,11.85,23.67,0.49,2.66,147.44,124.74,37.2,30.51,1.42,2.51,2.89,4.23,2.27,4.57,40.41,44.5
(주)신세계,4170,13-Dec,18.91,36.32,13.2,18.2,0.64,1.35,136.81,124.29,35.83,31.89,6.52,6.35,13.13,10.82,10.51,11.04,42.23,44.58
(주)신세계,4170,14-Dec,35.77,49.64,29.56,31.57,2.42,4.24,126.65,122.23,32.5,30.72,9.07,7.48,18.68,13.09,15.6,13.39,44.12,45
(주)신세계,4170,15-Dec,17.93,30.88,11.44,15.78,0.44,2.32,90.05,94.99,23.11,24.23,10.73,8.52,18.5,12.82,22.01,17.13,52.62,51.29
(주)신세계,4170,16-Dec,26.26,40.56,21.4,24.43,0.43,3.22,96.51,112.12,25.24,26.65,7.76,5.87,13.61,10.47,15.1,11.64,50.89,47.14
(주)신세계,4170,17-Dec,30.18,43.88,26.8,27.84,5.48,6.07,93.44,106.36,24.24,26.22,9.48,6.65,16.7,8.99,18.89,13.08,51.69,48.46
(주)신세계,4170,18-Dec,33.48,56.61,29.37,28.37,14.82,10.86,93.93,121.93,25.47,29.55,11.46,5.65,19.43,6.64,21.79,10.5,51.57,45.06
(주)신세계,4170,19-Dec,27.97,57.71,23.69,23.76,4.93,5.6,92.67,136.05,26.31,34.89,9.66,7.47,21.66,8.77,17.65,12.34,51.9,42.36
(주)신세계아이앤씨,35510,11-Dec,249.5,,221.51,,33.82,,42.34,,0,,-16.93,,-2.73,,0,,70.25,
(주)신세계아이앤씨,35510,12-Dec,310.55,,284.13,,26.16,,34.04,,0,,32.37,,5.26,,0,,74.61,
(주)신세계아이앤씨,35510,13-Dec,384.35,,356.56,,65,,27.3,,0,,56.2,,9.79,,0,,78.56,
(주)신세계아이앤씨,35510,14-Dec,365.17,,338,,49.1,,29.38,,0,,37,,7.7,,0,,77.29,
(주)신세계아이앤씨,35510,15-Dec,294.75,,268.34,,35.77,,30.76,,0,,29.99,,5.87,,0,,76.48,
(주)신세계아이앤씨,35510,16-Dec,267.27,,259.5,,58.36,,33.39,,0,,37.38,,6.97,,0,,74.97,
(주)신세계아이앤씨,35510,17-Dec,248.8,,234.4,,48.4,,36.47,,0,,34.56,,6.55,,0,,73.28,
(주)신세계아이앤씨,35510,18-Dec,204.22,,190.75,,25.65,,59.03,,0.18,,13.32,,4.05,,2705.82,,62.88,
(주)신세계아이앤씨,35510,19-Dec,205,,184.64,,39.29,,45.43,,0.33,,6.3,,1.25,,589.55,,68.76,
(주)신세계인터내셔날,31430,11-Dec,156.27,,63.46,,9.21,,47.8,,15.66,,15.56,,3.4,,32.13,,67.66,
(주)신세계인터내셔날,31430,12-Dec,137.18,139.26,44.58,46.69,0.01,2.08,52.54,51.91,19.81,19.56,23.11,29.1,6.19,7.82,40.17,50.84,65.56,65.83
(주)신세계인터내셔날,31430,13-Dec,103.19,102.9,33.28,33.2,0.06,0.06,73.59,73.18,28.85,28.61,14.17,12.84,5.64,5.1,20.82,18.97,57.61,57.74
(주)신세계인터내셔날,31430,14-Dec,88.92,97.52,29.5,34.23,0.01,2.56,90.34,97.42,34.8,35.89,4.95,2.5,2.26,1.2,6.75,3.44,52.54,50.65
(주)신세계인터내셔날,31430,15-Dec,97.47,102.57,38.5,38.93,0.34,3.19,91.24,96.69,37.49,37.86,7.62,5.52,3.42,2.47,9.69,7.16,52.29,50.84
(주)신세계인터내셔날,31430,16-Dec,108.19,110.67,38.75,42.53,0.44,5.09,98.11,101.91,36.51,36.64,12.09,10.39,5.76,4.96,16.4,14.32,50.48,49.53
(주)신세계인터내셔날,31430,17-Dec,117.06,121.36,48.59,49.43,0.8,1.05,89.79,91.63,37,36.35,8.81,7.03,3.71,2.9,11.27,9.25,52.69,52.18
(주)신세계인터내셔날,31430,18-Dec,159.4,164,65.16,68.2,1.45,5.02,82.15,80.32,32.33,31.04,15.85,13.39,5.58,4.64,22.11,19.21,54.9,55.46
(주)신세계인터내셔날,31430,19-Dec,135.45,149.25,50.19,59.14,0.72,1.59,92.43,88.37,35.33,33.64,22.12,19.8,8.38,7.36,30.08,27.62,51.97,53.09
(주)신세계푸드,31440,11-Dec,198.78,,115.86,,17.31,,41.12,,0,,20.08,,2.08,,0,,70.86,
(주)신세계푸드,31440,12-Dec,236.01,,133.2,,13.22,,30.12,,0,,23.69,,2.01,,0,,76.85,
(주)신세계푸드,31440,13-Dec,227.16,,160.82,,50.58,,30.88,,0,,58.53,,5.49,,0,,76.4,
(주)신세계푸드,31440,14-Dec,152.3,,108.56,,12.33,,33.98,,0,,47.64,,7.09,,0,,74.64,
(주)신세계푸드,31440,15-Dec,162.54,151.48,107.48,100.63,3.82,7.11,69.33,75.26,20.51,21.19,13.87,5.86,3.07,1.4,27.67,11.87,59.06,57.06
(주)신세계푸드,31440,16-Dec,133.3,127.89,70.47,67.88,0.74,1.61,81.85,87.14,22.55,22.5,7.2,6.56,1.7,1.59,14.37,13.57,54.99,53.44
(주)신세계푸드,31440,17-Dec,84.46,85.81,57.08,57.85,18.99,19.44,85.15,88.97,22.11,22.43,19.33,18.71,4.41,4.34,40.21,39.28,54.01,52.92
(주)신세계푸드,31440,18-Dec,112.82,114.93,60.89,62.69,1.18,3.49,93.9,97.21,23.03,23.1,18.87,18.44,4.47,4.44,39.69,39.34,51.57,50.71
(주)신세계푸드,31440,19-Dec,104.89,108.97,58.82,62.25,5.9,9.12,129.01,132.71,35.87,35.92,6.89,7.03,2.15,2.23,10.83,11.16,43.67,42.97
(주)신영와코루,5800,11-Sep,521.08,516.02,344.6,340.23,116.64,116.38,12.39,12.42,0,0,42.69,42.44,6.81,6.83,0,0,88.98,88.95
(주)신영와코루,5800,12-Sep,569.03,573.02,369.47,372.49,165.85,169.99,13.27,13.25,0.48,0.47,32.41,32.57,5.56,5.47,795.84,809.01,88.28,88.3
(주)신영와코루,5800,13-Sep,646.9,641.45,423.17,416.66,111.08,113.07,12.85,13.01,0.43,0.42,26.59,26.51,4.66,4.66,705.09,721.11,88.62,88.49
(주)신영와코루,5800,14-Sep,697.35,692.33,427.76,424.15,49.82,52.43,11.54,11.74,0.08,0.08,14.01,13.07,2.35,2.23,1758.79,1687.78,89.65,89.5
(주)신영와코루,5800,15-Dec,678.26,660.5,472,456.71,64.44,63.63,11.45,11.93,0.08,0.08,61.62,58.11,11.11,10.99,7657.88,7649.78,89.72,89.34
(주)신영와코루,5800,16-Dec,738.16,701.29,510.09,482.54,117.77,114.2,10.71,11.4,0.09,0.09,34,32.16,6.08,6.13,3577.26,3646.75,90.32,89.77
(주)신영와코루,5800,17-Dec,904.83,870.3,604.63,577.03,196.46,188.57,8.19,8.81,0.13,0.13,7.1,6.11,0.97,0.9,400.14,375.37,92.43,91.91
(주)신영와코루,5800,18-Dec,938.86,889.28,622.75,587.56,217.01,209.12,8.18,8.89,0.07,0.07,10.6,9.84,1.56,1.57,1195.28,1219.84,92.44,91.84
(주)신영와코루,5800,19-Dec,546.48,547.16,344.59,343.28,104.52,107.78,10.36,10.8,0.36,0.35,10.76,11.43,1.94,2.18,278.77,314.51,90.61,90.25
(주)신원,9270,11-Dec,145.79,132.48,70.15,55.12,7.81,8.4,100.04,111.99,28.48,31.28,-8.81,-5.75,-3.32,-2.33,-15.47,-9.71,49.99,47.17
(주)신원,9270,12-Dec,144.92,145.22,78.14,69.18,7.5,10.32,126.53,135.46,37.51,39.8,-9.39,-9.41,-4.04,-4.03,-13.98,-13.61,44.14,42.47
(주)신원,9270,13-Dec,135.81,137.42,66.35,57.97,3.43,5.55,137.32,147.02,38.65,40.9,-4.65,-4.46,-2.07,-1.93,-6.96,-6.49,42.14,40.48
(주)신원,9270,14-Dec,119.82,121.49,55.49,46.86,4.07,5.83,137.94,141.25,36.43,38.38,2.86,4.64,1.23,1.91,4.55,7.08,42.03,41.45
(주)신원,9270,15-Dec,144.09,153.16,61.01,56.28,6.53,9.01,130.78,131.31,32.05,35.46,9.89,10.75,3.92,4.12,17.49,17.21,43.33,43.23
(주)신원,9270,16-Dec,147.67,147.24,63.95,56.16,5.43,7.94,133.67,138.87,33.46,34.59,6.8,10.2,2.66,4.01,11.63,17.15,42.8,41.86
(주)신원,9270,17-Dec,146.87,154.61,61.73,57.78,4.96,9.33,146.69,149.26,36.25,38.37,0.76,4.57,0.3,1.8,1.25,7.13,40.54,40.12
(주)신원,9270,18-Dec,129.49,134.81,52.5,48.51,6.55,9.99,121.63,125.34,32.73,35.05,1.22,1.37,0.45,0.51,2.05,2.18,45.12,44.38
(주)신원,9270,19-Dec,174.1,195.93,68.46,67.51,8.05,10.68,104.15,100.13,31.47,28.17,8.16,8.69,2.6,2.6,13.23,15.43,48.98,49.97
(주)신진에스엠,138070,11-Dec,609.18,613.65,468.56,459.19,256.82,257.35,21.6,23.18,11.36,12.11,61.86,59.7,15.89,15.69,96.69,92.74,82.24,81.18
(주)신진에스엠,138070,12-Dec,402.96,355.54,244,182.27,56.6,72.16,22.43,24.15,12.1,12.77,34.69,47.57,9.93,15.84,52.52,72.46,81.68,80.55
(주)신진에스엠,138070,13-Dec,439.61,294.55,243.25,144.3,103.86,71.14,12.88,23.71,4.81,10.83,102.1,38.86,20.51,12.52,242.4,68.8,88.59,80.83
(주)신진에스엠,138070,14-Dec,211.14,250.35,113.61,159.7,39.17,107.87,34.48,47.24,18.05,23.9,48.69,18.5,24.48,11.85,69.16,24.84,74.36,67.91
(주)신진에스엠,138070,15-Dec,291.59,227.56,188.07,124.7,81.37,55.4,23.39,49.44,12.1,24.19,55.91,12.81,18.46,7.41,87.59,17.52,81.04,66.92
(주)신진에스엠,138070,16-Dec,346.93,233.88,224.68,132.74,89.67,58.5,20.34,43.06,12.15,24,67.23,15.17,22.2,8.68,93.54,19.02,83.1,69.9
(주)신진에스엠,138070,17-Dec,295.93,192.46,187.88,107.31,88.61,52.59,19.36,39.34,8.9,20.13,35.61,18.35,10.61,8.96,64.87,25.74,83.78,71.77
(주)신진에스엠,138070,18-Dec,424.35,225.06,239.32,120.49,92.96,54.48,33.64,51.2,19.6,27.4,19.09,15.78,10.74,10.43,24.51,19.5,74.83,66.14
(주)신진에스엠,138070,19-Dec,347.17,229.63,223.51,138.6,42.87,36.6,43.4,60.61,24.4,30.83,12.77,14.38,10.24,12.49,15.84,17.6,69.74,62.26
(주)신테카바이오,226330,19-Dec,6401.48,,6401.48,,2414.01,,3.98,,0.8,,-178.72,,-711.05,,-860.43,,96.17,
(주)신화다이나믹스,1770,11-Dec,132.46,,85.21,,5.75,,128.87,,40.63,,-12.61,,-6.77,,-17.47,,43.69,
(주)신화다이나믹스,1770,12-Dec,133.15,,83.3,,19.8,,133,,40.51,,8.16,,4.67,,11.5,,42.92,
(주)신화다이나믹스,1770,13-Dec,135.18,,87.17,,12.23,,115.89,,40.83,,7.75,,4.39,,10.18,,46.32,
(주)신화다이나믹스,1770,14-Dec,149.37,,88.03,,7.59,,96.61,,36.29,,4.74,,2.8,,6.42,,50.86,
(주)신화다이나믹스,1770,15-Dec,167.57,,103.75,,14.75,,76.51,,31.85,,17.01,,8.97,,23.15,,56.66,
(주)신화다이나믹스,1770,16-Dec,168.31,,128.64,,18.26,,78.27,,27.09,,17.11,,7.51,,27.74,,56.09,
(주)신화다이나믹스,1770,17-Dec,158.22,,100.31,,19.54,,90.69,,26.34,,9.46,,5.16,,17.09,,52.44,
(주)신화다이나믹스,1770,18-Dec,160,,106.63,,30.65,,89.74,,23.54,,13.19,,5.62,,26.51,,52.7,
(주)신화다이나믹스,1770,19-Dec,151.06,,97.7,,23.73,,91.18,,21.74,,13.86,,5.82,,30.4,,52.31,
(주)신화콘텍,187270,14-Dec,219.01,224.85,178.87,184.51,62.79,97.06,46.22,46.17,18.72,18.79,45.21,44.3,14.33,13.97,76.31,74.46,68.39,68.41
(주)신화콘텍,187270,15-Dec,136.87,138.57,105.34,100.54,19.75,22.67,65.74,67.02,31.84,32.17,22.51,19.51,14.38,13.7,28.05,24.34,60.33,59.87
(주)신화콘텍,187270,16-Dec,149.5,145.75,114.76,105.31,27.61,39.37,83.24,85.5,38.85,39.21,10.09,11.35,9.22,10.57,11.79,13.34,54.57,53.91
(주)신화콘텍,187270,17-Dec,193.77,163.93,169.92,130.08,73.74,73.81,54.97,70.04,31.05,35.51,22.52,20.39,12.28,13.57,25.73,23.65,64.53,58.81
(주)신화콘텍,187270,18-Dec,287.29,285.85,252.98,228.89,114.18,123.24,54.86,67.68,28.27,33.67,30.68,24.81,27.25,22.25,38.45,29.74,64.57,59.64
(주)신화콘텍,187270,19-Dec,191.22,186.42,162.58,132.91,31.26,35.14,78.7,79.58,32.59,35.78,16.37,12,14.57,10.37,22.12,14.87,55.96,55.68
(주)신흥,4080,11-Dec,111.4,116.13,37.37,42.32,0.64,0.62,76.63,82.53,22.17,24.75,6.36,0.01,2.22,0,12.44,0.02,56.62,54.79
(주)신흥,4080,12-Dec,116.68,123.27,44.12,48.51,0.07,0.07,77.84,82.47,21.58,23.59,-0.7,1.29,-0.27,0.54,-1.42,2.48,56.23,54.8
(주)신흥,4080,13-Dec,131.08,138.65,50.15,53.7,0.12,0.12,59.52,65.99,18.95,21.66,4.95,4.88,1.86,2.03,9.74,8.95,62.69,60.25
(주)신흥,4080,14-Dec,175.26,165.98,75.63,69.57,0.12,0.44,41.01,48.82,10.11,13.77,19.03,18.58,5.28,6.06,54.75,44.26,70.92,67.2
(주)신흥,4080,15-Dec,123.03,114.38,53.67,50.01,0.18,0.21,50.44,61.45,18.09,22.43,11.51,12.95,4.12,5.39,21.32,21.98,66.47,61.94
(주)신흥,4080,16-Dec,140.77,123.94,60.53,53.38,0.5,0.48,43.47,55.32,13.18,18.09,12.03,11.55,3.78,4.35,27.65,22.73,69.7,64.38
(주)신흥,4080,17-Dec,152.16,127.52,71.14,59.72,0.51,0.45,38.87,51.98,10.32,16.22,13.87,11.94,4.09,4.42,37.61,25.18,72.01,65.8
(주)신흥,4080,18-Dec,170.98,141.84,88.83,72.68,0.95,0.8,38.04,51.98,7.14,13.32,5.85,4.99,1.7,1.86,22.57,12.81,72.44,65.8
(주)신흥,4080,19-Dec,151.82,129.84,68.41,59.26,0.84,0.77,55.31,66.79,18.87,22.82,0.94,2.46,0.38,1.17,1.78,4.31,64.39,59.96
(주)심텍,222800,15-Dec,,,,,,,,,,,,,,,,,,
