회사명,거래소코드,회계년도,유동비율(IFRS),유동비율(IFRS연결),당좌비율(IFRS),당좌비율(IFRS연결),현금비율(IFRS),현금비율(IFRS연결),부채비율(IFRS),부채비율(IFRS연결),차입금의존도(IFRS),차입금의존도(IFRS연결),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 차입금비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결)
(주)인텍플러스,64290,17-Dec,166.95,171.41,97.5,102.08,44.84,46.02,72.12,73.79,16.67,16.84,-17.46,8.09,-9.71,4.51,-43.89,20.39,58.1,57.54
(주)인텍플러스,64290,18-Dec,158.23,160.62,79.83,82.29,36.02,36.68,83.89,83.62,22.51,22.45,-13.15,-16.8,-11.26,-14.39,-26.65,-34.07,54.38,54.46
(주)인텍플러스,64290,19-Dec,166.16,167.7,104.5,106.84,33.81,33.82,91.69,93.4,20.27,20.3,-9.32,-9.95,-4.64,-5,-22,-23.68,52.17,51.71
(주)인텔리안테크놀로지스,189300,16-Dec,392.62,349.45,326.57,260.57,143.45,132.65,47.78,54.98,16.57,17.73,21.29,17.85,9.33,7.99,41.55,35.71,67.67,64.52
(주)인텔리안테크놀로지스,189300,17-Dec,256.54,226.33,203.56,157.99,47.04,45.95,58.46,68.55,17.82,18.38,-4.72,-2.15,-2.45,-1.13,-9.78,-4.75,63.11,59.33
(주)인텔리안테크놀로지스,189300,18-Dec,388.07,359.13,323.39,267.91,65.73,71.31,56.53,73.78,16.58,21.78,14.94,9.59,6.67,4.8,32.55,18.7,63.88,57.54
(주)인텔리안테크놀로지스,189300,19-Dec,284.71,274.64,229.2,202.02,77.48,89.6,61.71,75.28,17.82,23.49,32.49,27.42,16.34,13.71,69.57,50.13,61.84,57.05
(주)인트로메딕,150840,13-Dec,991.39,989.36,907.99,900.47,138.76,162.35,18.6,18.7,3.92,3.89,15.28,19.88,4.98,6.07,61.17,80.43,84.32,84.24
(주)인트로메딕,150840,14-Dec,947.59,944.29,822.34,815.14,226.75,247.94,13.93,13.94,0,0,-10.84,-2.77,-2.59,-0.66,0,0,87.77,87.76
(주)인트로메딕,150840,15-Dec,2337.41,2322.83,2109.55,2089.69,539,535.67,51.7,51.55,27.96,27.88,5.33,3.01,6.59,3.67,6.5,3.68,65.92,65.99
(주)인트로메딕,150840,16-Dec,198.27,199.6,178.89,179.64,28.48,29.43,73.29,76.26,35.84,36.54,0.05,-6.84,0.06,-8.51,0.06,-8.1,57.71,56.73
(주)인트로메딕,150840,17-Dec,184.57,,172.18,,110.21,,95.49,,35.97,,-0.23,,-0.26,,-0.31,,51.15,
(주)인트로메딕,150840,18-Dec,91.74,91.66,83.04,82.96,28.11,28.39,108.24,107.92,38.75,38.68,-10.32,-29.26,-18.22,-48.72,-13.84,-39.26,48.02,48.1
(주)인트로메딕,150840,19-Dec,103.18,100.09,92.88,89.29,11.65,13.08,101.15,110.07,16.05,16.6,-19.76,-22.14,-39.64,-43.75,-61.92,-69.89,49.71,47.6
(주)인트론바이오테크놀로지,48530,11-Dec,285.56,,266.89,,28.29,,104.1,,42.33,,8.21,,9.99,,9.89,,48.99,
(주)인트론바이오테크놀로지,48530,12-Dec,197.52,,173.83,,72.47,,64.68,,31.99,,-1.01,,-0.95,,-1.24,,60.72,
(주)인트론바이오테크놀로지,48530,13-Dec,223.71,,209.18,,77.89,,32.73,,17.67,,-4.57,,-2.82,,-6.38,,75.34,
(주)인트론바이오테크놀로지,48530,14-Dec,1795.83,,1741.09,,635.06,,77.42,,39.01,,1.49,,2.24,,1.67,,56.36,
(주)인트론바이오테크놀로지,48530,15-Dec,589.3,,560.16,,293.86,,17.21,,8.57,,19.72,,9.88,,33.81,,85.32,
(주)인트론바이오테크놀로지,48530,16-Dec,428.64,428.78,415.07,415.23,237.55,237.77,21.25,21.27,4.84,4.27,-1.14,-18.77,-1.17,-19.2,-4.13,-77.02,82.47,82.46
(주)인트론바이오테크놀로지,48530,17-Dec,218.88,225.01,210.43,216.55,107.88,113.96,50.33,50.6,9.93,9.97,-23.82,-24.23,-33.31,-33.89,-80.3,-81.68,66.52,66.4
(주)인트론바이오테크놀로지,48530,18-Dec,277.7,283.44,267.39,273.13,143.37,149.1,39.79,39.98,7.52,7.54,-3.53,-4.05,-2.68,-3.08,-13.37,-15.33,71.54,71.44
(주)인트론바이오테크놀로지,48530,19-Dec,1573.15,1610.26,1544.33,1581.47,1103.17,1140.63,36.8,36.93,16.88,16.92,7.39,7.05,21.25,20.29,11.77,11.24,73.1,73.03
(주)인팩,23810,11-Dec,88,116.85,80.06,90.69,1.34,7.21,126.34,128.42,20.6,19.58,21.33,24.34,10.46,9.88,57.81,69.89,44.18,43.78
(주)인팩,23810,12-Dec,92.82,120.51,83.03,94.36,0.81,7.53,119.36,126.56,24.17,20.84,13.33,18.26,6.08,7.21,30.01,48.95,45.59,44.14
(주)인팩,23810,13-Dec,103.9,138.04,93.57,111.27,0.59,12.61,81.03,94.63,15.56,13.17,12.6,14,4.67,4.94,36.25,51.68,55.24,51.38
(주)인팩,23810,14-Dec,139.83,171.56,125.7,134,20.1,26.71,53.72,74.92,12.39,11.88,25.18,16.57,7.06,5.33,71,59.72,65.05,57.17
(주)인팩,23810,15-Dec,126.49,149.6,112.33,116.04,9.9,20.1,61.39,86.88,12.34,11.47,22.64,13.17,7.74,5.21,69.81,53.39,61.96,53.51
(주)인팩,23810,16-Dec,132.71,155.47,114.83,119.72,15.17,17.34,62.14,84.27,11.72,11.15,26.93,15.38,9.52,6.05,88.07,63.09,61.67,54.27
(주)인팩,23810,17-Dec,121.28,97.97,104.92,66.73,7.35,8.33,54.91,142.03,13.27,24.6,17.26,4.36,5.66,2.98,46.11,10.4,64.55,41.32
(주)인팩,23810,18-Dec,118.66,90.44,100.54,58.61,1.02,2.68,47.65,141.36,11.75,26.6,12.38,0.78,4.01,0.37,34.02,1.72,67.73,41.43
(주)인팩,23810,19-Dec,93.18,83.27,68.42,51.5,2.84,5.15,67.03,167.76,16.29,28.64,12.19,5.6,5.55,2.86,30.02,12.24,59.87,37.35
(주)인포마크,175140,15-Dec,171.51,,46.57,,10.59,,65.09,,31.91,,9.12,,3.05,,11.27,,60.57,
(주)인포마크,175140,16-Dec,173.52,,54.69,,1.38,,63.2,,26.08,,7.01,,1.96,,10.41,,61.27,
(주)인포마크,175140,17-Dec,132.78,139.1,47.32,53.71,23.58,29.98,238.43,249.01,33.86,35.25,2.95,-5.2,2.72,-5,6.13,-10.52,29.55,28.65
(주)인포마크,175140,18-Dec,129.12,133.26,45.78,50.38,11.68,13.17,113.99,143.62,36.51,39.59,0.96,-3.9,0.23,-1,1.41,-5.8,46.73,41.05
(주)인포마크,175140,19-Dec,90.78,89.99,49.26,48.32,5.87,5.91,362.81,373.67,41.49,41.71,-2.34,-7.7,-1.36,-4.4,-4.43,-14.57,21.61,21.11
(주)인포바인,115310,11-Dec,1708.95,,1708.95,,240.44,,6.17,,0,,344.22,,52.92,,0,,94.19,
(주)인포바인,115310,12-Dec,1863.89,,1863.89,,263.97,,5.85,,0,,345.05,,53.01,,0,,94.48,
(주)인포바인,115310,13-Dec,2405.9,,2405.9,,568.01,,33.67,,18,,54.81,,49.87,,76.69,,74.81,
(주)인포바인,115310,14-Dec,424.15,442.2,424.15,442.2,7.49,12.82,28.98,29.09,16.87,17.17,57.35,54.01,49.85,46.95,76.4,70.91,77.53,77.47
(주)인포바인,115310,15-Dec,2763.27,2636.74,2763.27,2636.74,734.37,707.78,3.49,3.92,0,0,437.19,385.1,54.32,52.96,0,0,96.63,96.23
(주)인포바인,115310,16-Dec,2152.24,1891.62,2152.24,1891.62,423.27,389.55,4.1,4.88,0,0,343.77,281.61,50.45,47.22,0,0,96.06,95.35
(주)인포바인,115310,17-Dec,2023.31,1794.01,2023.31,1794.01,522.04,520.83,4.31,5.13,0,0,353.15,271.02,52.74,44.79,0,0,95.86,95.12
(주)인포바인,115310,18-Dec,2375.11,2162.08,2375.11,2162.08,477.58,495.87,3.79,4.34,0,0,380.89,278.83,56.61,46.97,0,0,96.34,95.84
(주)인포바인,115310,19-Dec,2524.37,2089.43,2524.37,2089.43,738.72,631.44,5.72,6.58,2.58,2.8,200.12,146.26,50.89,42.4,419.6,322.27,94.59,93.83
(주)인피니트헬스케어,71200,11-Dec,200.63,149.81,197.79,123.69,46.34,29.5,53.36,106.51,19.25,21.08,9.54,4.29,5.21,2.14,17.24,10.49,65.21,48.42
(주)인피니트헬스케어,71200,12-Dec,187.7,134.68,183.7,111.39,36.15,25.09,43.64,103.14,14.3,20.6,33.37,8.28,14.8,3.42,70.91,20.41,69.62,49.23
(주)인피니트헬스케어,71200,13-Dec,315.06,208.13,312.01,183.99,140.44,90.74,24.76,52.57,8.71,15.28,41.18,18.23,15.04,7.41,93.8,41.11,80.15,65.54
(주)인피니트헬스케어,71200,14-Dec,377.2,239.27,375.13,215.4,157.63,103.38,19.38,40.67,8,12.08,41.92,23.18,14.55,8.42,85.06,55.47,83.76,71.09
(주)인피니트헬스케어,71200,15-Dec,403.27,299.31,400.94,265.36,240.46,168.38,20.88,33.64,6.76,8.28,41.93,23.94,16.56,8.06,107.14,72.75,82.72,74.83
(주)인피니트헬스케어,71200,16-Dec,443,331.65,441.37,309.47,257.78,189.89,20,30.2,6.03,5.98,41.99,30.08,15.18,8.83,116.08,116.62,83.33,76.81
(주)인피니트헬스케어,71200,17-Dec,556.91,375.59,552.28,369.35,143.54,108.84,16.88,27.93,6.07,6.87,40.34,31.04,12.48,8.41,96.03,98.6,85.56,78.17
(주)인피니트헬스케어,71200,18-Dec,885,492.15,871.23,482.97,127.39,90.24,9.9,20.38,0,1.24,77.33,41.89,16.54,10.21,0,573.83,90.99,83.07
(주)인피니트헬스케어,71200,19-Dec,585.1,363.67,566.91,353.44,77.96,70.61,12.69,26.62,0.03,3.69,86.85,48.02,23.68,14.51,32471.38,273.6,88.74,78.98
(주)일승,333430,19-Dec,,,,,,,,,,,,,,,,,,
(주)일신바이오베이스,68330,11-Dec,275.35,,147.58,,50.12,,37.53,,11.04,,22.47,,18.51,,55.55,,72.71,
(주)일신바이오베이스,68330,12-Dec,407.07,,226.63,,60.23,,29.38,,10.86,,11.83,,6.08,,24.73,,77.29,
(주)일신바이오베이스,68330,13-Dec,386.7,380.71,178.02,179.54,45.79,46.86,19.87,20.38,5.63,5.59,16.59,-3.9,7.7,-1.82,48.88,-11.81,83.42,83.07
(주)일신바이오베이스,68330,14-Dec,389.42,368.21,199.01,194.73,83.89,86.57,14.77,16.16,0,0,43.3,40.11,13.47,12.74,0,0,87.13,86.09
(주)일신바이오베이스,68330,15-Dec,354.47,349.43,186.86,187.89,48.51,48.79,21.12,21.83,1.71,1.69,35.93,33.93,14.61,13.94,366.51,359.6,82.56,82.08
(주)일신바이오베이스,68330,16-Dec,608.27,604.43,443.18,442.75,113.29,111.66,13.99,14.29,0,0,39.65,34.81,13.9,12.27,0,0,87.73,87.49
(주)일신바이오베이스,68330,17-Dec,847.94,824.17,584.49,571.04,201.61,194.94,9.84,10.32,0,0,75.72,71.16,20.58,19.96,0,0,91.04,90.65
(주)일신바이오베이스,68330,18-Dec,656.04,616.32,464.76,436.64,158.25,150.32,12.14,13.14,0,0,81.2,76.16,22.95,22.73,0,0,89.17,88.39
(주)일신바이오베이스,68330,19-Dec,544.05,552.1,405.08,412.29,113.65,115.95,15.47,15.57,0,0,85.59,84.81,29.88,26.55,0,0,86.6,86.53
(주)일신석재,7110,11-Dec,372.27,,268.69,,44.87,,43.59,,11.92,,-1.06,,-0.44,,-2.71,,69.64,
(주)일신석재,7110,12-Dec,591.26,,401.92,,75.72,,37.23,,10.11,,-2.33,,-1.22,,-6.26,,72.87,
(주)일신석재,7110,13-Dec,153.37,,87.31,,14.14,,47.3,,14.85,,6.89,,4.8,,14.91,,67.89,
(주)일신석재,7110,14-Dec,144.23,,77.96,,20.71,,47.22,,15.09,,7.37,,4.88,,15.66,,67.93,
(주)일신석재,7110,15-Dec,132.9,,70.46,,15.38,,53.31,,15.23,,2.36,,1.66,,5.38,,65.23,
(주)일신석재,7110,16-Dec,146.53,,94.35,,36.11,,55.57,,15.63,,-3.39,,-2.25,,-7.75,,64.28,
(주)일신석재,7110,17-Dec,147.94,,83.04,,28.19,,53.3,,15.08,,-2.54,,-1.31,,-5.86,,65.23,
(주)일신석재,7110,18-Dec,145.75,,90.74,,26.31,,57.08,,14.63,,-0.48,,-0.26,,-1.19,,63.66,
(주)일신석재,7110,19-Dec,250.83,,163.76,,56.31,,68.05,,17.28,,1.05,,0.56,,2.46,,59.51,
(주)일야,58450,11-Dec,88.78,98.41,83.14,90.55,4.02,7.71,60.78,70.89,5.92,5.24,3.35,4.21,0.76,0.98,21.36,33.32,62.2,58.52
(주)일야,58450,12-Dec,91.34,85.8,84.58,79.5,2.11,2.59,153.06,168.42,31.9,34.33,-16.42,-19.02,-7.22,-8.28,-31.13,-34.77,39.52,37.25
(주)일야,58450,13-Dec,87.45,,76.12,,18.13,,154.07,,28.86,,-4.68,,-1.38,,-9.84,,39.36,
(주)일야,58450,14-Dec,113.93,,99.79,,43.61,,126.84,,21.11,,27.4,,6,,72.58,,44.08,
(주)일야,58450,15-Dec,160.47,,149.09,,73.72,,52,,12.93,,43.97,,8.6,,116.37,,65.79,
(주)일야,58450,16-Dec,111.94,,102.28,,33.94,,57.78,,10.6,,33.72,,6.79,,116.53,,63.38,
(주)일야,58450,17-Dec,98.5,,79.83,,31.47,,57.68,,20.91,,1.31,,0.37,,2.29,,63.42,
(주)일야,58450,18-Dec,74.19,,36.86,,3.55,,151.17,,29.48,,-34.73,,-25.34,,-70.92,,39.81,
(주)일야,58450,19-Dec,64.04,75.07,41.45,59.25,6.02,4.3,235.38,312.2,37.94,47.56,-5.17,-5.22,-4.63,-5.74,-9.57,-8.32,29.82,24.26
(주)일지테크,19540,11-Dec,110.5,176.88,93.44,154.91,27.64,61.25,123.09,153.25,22.7,41.63,17.86,2.9,14.95,3.08,43.42,4.22,44.82,39.49
(주)일지테크,19540,12-Dec,123.55,105.01,106.58,90,14.56,15.93,84.45,256.43,19.98,50.18,10.91,-9.14,5.77,-10.77,25.01,-13.11,54.21,28.06
(주)일지테크,19540,13-Dec,145.01,77.87,130.96,68.2,17.36,8.51,62.58,199.19,20.48,43.78,13.17,4.77,6.2,3.5,24.76,7.26,61.51,33.42
(주)일지테크,19540,14-Dec,157.3,69.29,145.81,58.07,14.05,7.31,55.85,205.51,16.89,37.36,34.07,19.9,20.54,17.3,72.28,35.83,64.16,32.73
(주)일지테크,19540,15-Dec,140.59,58.53,128.66,48.55,24.47,6.81,58.3,274.52,19.26,36.75,29.11,12.53,18.15,12.53,55.64,24.98,63.17,26.7
(주)일지테크,19540,16-Dec,118.64,53.16,108.93,44.69,5.64,5.8,70.67,234.3,25.14,36.13,8.49,10.97,7.36,9.32,13.98,21.28,58.59,29.91
(주)일지테크,19540,17-Dec,91.66,54.5,76.85,46.65,15.47,8.65,49.12,185.17,15.45,33.44,44.85,19.9,29.19,18.02,95.64,38.64,67.06,35.07
(주)일지테크,19540,18-Dec,87.83,48.89,66.72,36.35,13.96,11.77,52.46,180.71,17.67,31.65,52.94,25.03,31.61,24.32,103.1,50.92,65.59,35.62
(주)일지테크,19540,19-Dec,96.97,48.61,77.41,38.66,2.29,5.17,48.87,193.86,16.8,31.57,29.02,18.41,14.95,22.22,56.72,38.49,67.17,34.03
(주)일진파워,94820,11-Dec,131.05,,105.98,,0.31,,69.53,,20.26,,-9.03,,-3.02,,-18.27,,58.99,
(주)일진파워,94820,12-Dec,148.78,,128.21,,0.9,,96.81,,27.05,,-4.07,,-1.69,,-7.41,,50.81,
(주)일진파워,94820,13-Dec,150.36,,122.02,,2.34,,86.95,,22.49,,7.03,,3.41,,14.55,,53.49,
(주)일진파워,94820,14-Dec,199.23,129.58,132.98,106.69,2.07,0.97,25.23,59.93,5.33,17.95,52.29,27.72,12.39,9.02,197.73,57.86,79.86,62.53
(주)일진파워,94820,15-Dec,170.67,144.24,136.82,130.35,7.09,5.69,29.79,71.2,0.45,15.84,33.85,19.88,9.66,7.32,1745.73,52.21,77.05,58.41
(주)일진파워,94820,16-Dec,191.92,182.74,191.92,182.72,103.59,66.61,31.82,75.73,0.45,12.76,56.27,32.53,16.58,12.12,2985.52,109.87,75.86,56.9
(주)일진파워,94820,17-Dec,240.11,201.64,240.11,201.62,174.02,93.67,27.26,48.33,0.2,2.98,78.38,58.86,18.87,15.76,8507.54,643.61,78.58,67.42
(주)일진파워,94820,18-Dec,229.9,199.1,229.9,199.08,122.69,65.43,31.88,51.56,0.03,1.61,53.82,36.7,15.4,10.73,39154.08,776.26,75.83,65.98
(주)일진파워,94820,19-Dec,212.71,195.82,212.71,195.82,125.63,83.59,35.18,54.47,0.36,0.36,37.63,31.66,11.82,9.06,2726.86,3087.76,73.98,64.74
(주)잇츠한불,226320,15-Dec,533.36,533.46,499.21,499.31,103.8,103.9,22.48,22.48,0,0,133.71,97.24,30.76,22.37,0,0,81.65,81.65
(주)잇츠한불,226320,16-Dec,1254.8,1251.54,1183.67,1180.38,147.95,148.44,8.54,8.57,0,0,156.19,155.54,16.95,16.94,0,0,92.13,92.11
(주)잇츠한불,226320,17-Dec,453.71,459.53,420.24,422.44,55.26,58.14,18.79,19.84,7.65,7.11,27.01,26.9,14.28,10.19,55.88,62.62,84.18,83.44
(주)잇츠한불,226320,18-Dec,943.11,752.33,874.32,674.59,40.9,50.1,8.21,12.81,4.22,1.21,17.54,26.85,4.42,7.63,31.57,252.82,92.41,88.64
(주)잇츠한불,226320,19-Dec,855.99,689.25,788.94,628.76,22.96,33.7,8.22,13.39,4.52,6.51,-18.22,18.57,-6.28,5.79,-30.62,33.7,92.4,88.19
(주)잉크테크,49550,11-Dec,70.6,69.79,39.96,35.28,2.22,3.82,182.36,185.79,40.28,40.53,-1.49,-1.15,-1.57,-1.17,-2.38,-1.85,35.42,34.99
(주)잉크테크,49550,12-Dec,103.47,102.17,68.6,62.15,4.99,6.06,164.86,168.63,42,42.22,-5.33,-5.19,-4.4,-4.21,-7.9,-7.72,37.76,37.23
(주)잉크테크,49550,13-Dec,87.28,87.01,49.19,46.08,5.88,6.67,185.05,187.43,48.07,48.2,1.32,1.23,1.41,1.27,1.79,1.66,35.08,34.79
(주)잉크테크,49550,14-Dec,94.71,94.84,58.9,53.77,6.87,8.04,228.85,230.82,51.14,51.2,7.1,7.14,8.22,8.09,9.67,9.72,30.41,30.23
(주)잉크테크,49550,15-Dec,67.03,67.29,40.73,38.97,2.66,3.8,470.07,469.54,58.98,58.83,3.77,4.09,5.39,5.53,5.27,5.73,17.54,17.56
(주)잉크테크,49550,16-Dec,65.31,65.38,42,39.34,3.12,3.53,406.55,408.43,55.22,55.17,3.76,3.84,5.07,5.06,5.47,5.59,19.74,19.67
(주)잉크테크,49550,17-Dec,102.45,101.25,62.15,55.75,4.87,5.51,150.73,152.57,33.58,33.66,0.62,0.33,0.74,0.38,1.11,0.59,39.88,39.59
(주)잉크테크,49550,18-Dec,87.23,84.89,52.41,43.89,4.1,4.8,172.81,177.97,38.05,38.33,-6.1,-5.91,-7.84,-7.48,-10.15,-9.87,36.65,35.97
(주)잉크테크,49550,19-Dec,74.47,73.65,42.03,35,5,5.74,196.41,200.54,39.57,39.94,-1.22,-0.96,-1.57,-1.17,-2.05,-1.6,33.74,33.27
(주)자비스,254120,16-Dec,,,,,,,,,,,,,,,,,,
(주)자비스,254120,17-Dec,,,,,,,,,,,,,,,,,,
(주)자비스,254120,18-Dec,,,,,,,,,,,,,,,,,,
(주)자비스,254120,19-Dec,221,216.4,147.54,144.61,114.94,113.18,90.1,90.13,25.37,25.01,1.06,1.3,0.84,1.05,1.98,2.46,52.6,52.59
(주)자연과환경,43910,11-Dec,143.53,150.96,92.66,99.53,1.68,2.13,107.25,111.44,32.69,32.17,-11.91,-12.87,-12.07,-13.51,-18.85,-21.08,48.25,47.29
(주)자연과환경,43910,12-Dec,142.87,151.48,103.08,112.93,3.17,4.48,93.11,98.46,23.55,24.92,-14.12,-14.49,-12.2,-12.28,-28.91,-28.84,51.78,50.39
(주)자연과환경,43910,13-Dec,140.59,138.11,93.53,96.9,1.43,1.5,76.29,90.24,20.43,22.97,-7.76,-8.76,-5.94,-6.83,-16.43,-18.09,56.73,52.57
(주)자연과환경,43910,14-Dec,103.29,99.29,95.57,92.1,8.72,5.56,138.09,252.71,19.99,21.52,1.88,-2.06,3.45,-4.99,5.46,-6.84,42,28.35
(주)자연과환경,43910,15-Dec,215.96,149.92,193.19,125.13,25.53,21.07,38.79,77.74,18.91,33.77,-6.12,-31.02,-7.25,-49.78,-9.04,-40.17,72.05,56.26
(주)자연과환경,43910,16-Dec,184.28,131.38,167.73,112.16,23.52,21.23,56.41,92.94,22.17,33.62,-21.1,-37.05,-21.94,-62.85,-34.31,-53.09,63.94,51.83
(주)자연과환경,43910,17-Dec,255.4,157.68,235,142.89,77.72,56.72,43.64,57.9,13.6,21.41,-26.45,-24.39,-24.82,-32.56,-59.1,-41.78,69.62,63.33
(주)자연과환경,43910,18-Dec,241.44,149,217.06,131.29,37.94,30.33,43.79,59.21,12.43,20.18,-14.99,-14.18,-7.83,-10.53,-36.74,-26.14,69.54,62.81
(주)자연과환경,43910,19-Dec,238.16,151.78,224.19,141.32,86.01,58.34,42.55,63.86,12.77,17.99,0.29,-0.21,0.17,-0.19,0.67,-0.46,70.15,61.03
(주)장원테크,174880,16-Dec,696.76,119.37,645.89,97.62,290.98,61.8,10.42,59.18,1.32,24.81,132.96,59.79,19.3,22,949.42,89.6,90.56,62.82
(주)장원테크,174880,17-Dec,644.52,109.71,626.26,89.52,82.92,44.94,11.2,57.6,1.62,20.65,-82.51,24.57,-22.27,9.04,-512.17,43.48,89.93,63.45
(주)장원테크,174880,18-Dec,938.44,141.01,906.46,102.1,74.05,41.85,9.29,55.53,0,9.12,-54.69,24.4,-10.34,7.56,0,95.51,91.5,64.3
(주)장원테크,174880,19-Dec,71.69,41.09,70.96,32.68,5.68,14.4,123.05,150.23,53.43,51.43,-4,8.81,-15.07,9.32,-4.13,10.28,44.83,39.96
(주)정다운,208140,14-Dec,,,,,,,,,,,,,,,,,,
(주)정다운,208140,15-Dec,,,,,,,,,,,,,,,,,,
(주)정다운,208140,16-Dec,138.36,136.13,111.51,110.92,8.3,8.31,100.7,109.69,40.94,41.91,-2.22,-5.73,-1.13,-3.15,-2.72,-7.15,49.83,47.69
(주)정다운,208140,17-Dec,200.36,187.08,190.44,177.92,18.19,16.95,63.92,70.69,29.01,29.88,35.85,32.09,11.22,11.12,48.18,44.47,61.01,58.59
(주)정다운,208140,18-Dec,156.63,139.89,133.33,116.7,10.59,12.15,96.41,123.66,38.41,39.86,31.44,25.76,15.28,14.94,40.17,35.73,50.91,44.71
(주)정다운,208140,19-Dec,88.51,85.22,68.82,67.04,5.64,5.82,131.1,142.42,43.99,46.45,15.29,9.36,8.58,5.38,19.72,11.84,43.27,41.25
(주)정상제이엘에스,40420,11-Dec,294.41,290.37,272.76,271.61,106.77,114.34,17.6,18.31,0,0,150.79,147.8,17.93,18.16,0,0,85.03,84.52
(주)정상제이엘에스,40420,12-Dec,333.49,294.64,314.54,279.14,121.9,116.35,16.38,18.43,0,0,104.5,96.13,12.92,12.81,0,0,85.92,84.44
(주)정상제이엘에스,40420,13-Dec,284.45,249.99,263.43,232.53,124.33,115.13,15.22,17.34,0,0,135.2,120.08,16.6,16.32,0,0,86.79,85.22
(주)정상제이엘에스,40420,14-Dec,302.07,255.94,278.42,236.93,147.74,128.78,15.2,18.07,0,0,131.54,111.55,15.89,15.51,0,0,86.8,84.7
(주)정상제이엘에스,40420,15-Dec,264.06,219.02,238.09,198.64,109.2,93.47,17.97,21.72,0,0,92.49,77.9,12.87,12.63,0,0,84.77,82.15
(주)정상제이엘에스,40420,16-Dec,217.19,190.14,182.07,160.96,64.43,61.44,27.43,30.65,6.33,6.19,49.87,45.82,10.55,10.41,169.46,173.77,78.47,76.54
(주)정상제이엘에스,40420,17-Dec,186.33,176.15,148.48,141.87,43.93,45.24,27.34,28.84,7.36,7.24,58.46,54.46,12.62,11.98,170.43,168.42,78.53,77.62
(주)정상제이엘에스,40420,18-Dec,103.78,99.34,80.13,79.03,18.57,21.49,35.72,39.63,6.72,6.49,58.61,53.52,15.34,15.05,229.5,234.1,73.68,71.62
(주)정상제이엘에스,40420,19-Dec,93.43,91.65,62.9,64.17,13.44,17.48,69.85,73.19,25.53,22.9,28.81,28.69,14.43,14.36,46.4,52.95,58.87,57.74
(주)정원엔시스,45510,11-Dec,91.24,,74.81,,0.45,,293.46,,41.09,,12.66,,3.82,,22.97,,25.42,
(주)정원엔시스,45510,12-Dec,95.4,,76.3,,0.14,,208.28,,33.42,,5.16,,1.58,,10.42,,32.44,
(주)정원엔시스,45510,13-Dec,86.34,,68.45,,0.96,,225.84,,21.4,,21.46,,6.86,,69.49,,30.69,
(주)정원엔시스,45510,14-Dec,96.99,,81.99,,0.67,,272.91,,20.55,,6.56,,2.71,,23.35,,26.82,
(주)정원엔시스,45510,15-Dec,114.3,112.29,93.72,90.41,1.59,2.16,190.09,207.42,21.93,24.11,-6.47,-5.49,-2.41,-2.07,-19.33,-15.36,34.47,32.53
(주)정원엔시스,45510,16-Dec,175.83,162.3,151.89,138.91,19.43,17.4,91.6,107.82,6.3,8.98,5.23,6.83,1.18,1.52,39.68,39.48,52.19,48.12
(주)정원엔시스,45510,17-Dec,184.66,165.48,182.41,157.76,8.16,8.93,80.96,100.91,9.65,12.3,5.72,6.18,1.32,1.37,26.53,25.23,55.26,49.77
(주)정원엔시스,45510,18-Dec,166.5,152.21,131.77,119.35,23.4,20.85,80,101.95,2.89,8.27,8.81,5.15,2.45,1.37,135.66,31.43,55.56,49.52
(주)정원엔시스,45510,19-Dec,146.4,139.39,116.93,109.85,4.42,3.85,113.62,135.08,5.04,9.8,4.81,1.26,1.64,0.39,50.84,7.38,46.81,42.54
(주)제넥신,95700,11-Dec,113.97,113.42,113.97,113.42,33.93,34.44,63.02,65.71,26.14,26.31,-29.68,-28.84,-171.21,-171.21,-43.88,-43.47,61.34,60.35
(주)제넥신,95700,12-Dec,333.42,333.42,333.42,333.42,70.58,70.58,38.28,38.3,19.42,19.43,-8.06,-8.06,-22.62,-22.62,-11.49,-11.49,72.32,72.31
(주)제넥신,95700,13-Dec,56.89,,55.94,,20.43,,45.8,,23.91,,-14.33,,-43.7,,-18.83,,68.59,
(주)제넥신,95700,14-Dec,708.44,,706.96,,618.09,,13.06,,6.36,,-0.87,,-0.69,,-1.59,,88.45,
(주)제넥신,95700,15-Dec,294.81,,293.51,,61.47,,12.99,,2.11,,14.77,,7.42,,80.41,,88.51,
(주)제넥신,95700,16-Dec,275.82,,275.33,,85.99,,16.72,,10.07,,-8.85,,-22.19,,-12.59,,85.67,
(주)제넥신,95700,17-Dec,223.09,,223.09,,80.55,,23.55,,10.87,,-54.98,,-51.83,,-96.45,,80.94,
(주)제넥신,95700,18-Dec,1639.62,,1639.62,,514.28,,16.94,,9.23,,-42.5,,-179.17,,-66.68,,85.51,
(주)제넥신,95700,19-Dec,423.26,,423.26,,84.16,,20.64,,10.99,,-50.29,,-272.61,,-78.25,,82.89,
(주)제넨바이오,72520,11-Dec,161.78,120.01,143.77,94.27,22.21,21.49,82.71,119.16,27.79,33.69,-9.34,-5.01,-3.54,-2.02,-15.21,-8.08,54.73,45.63
